Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
BSU_04780,-0.004135839,-0.012859436,0.002357833,-0.000571672,-0.004969343,0.003468433,0.005295302,0.000657423,-0.006274705,0.0018555,-0.001537368,0.003662441,0.005240939,-0.000665013,0.003499955,-0.007553754,-2.36E-05,-0.004687703,-0.002339494,-0.000747982,0.009602255,-0.000526339,-0.006046446,-0.007678124,-0.00093872,-0.001587083,-0.0025564,7.21E-06,0.013773024,-0.009568755,-0.007221583,0.00040587,0.001670956,-0.002200669,0.001697058,-0.004946492,0.002404121,-0.00245947,0.000355279,-0.011412184,0.010069479,-0.003140968,-0.021311759,-0.0125654,-0.011613549,0.002822871,0.00117328,0.002551247,0.00415761,-0.000754236,0.004393046,0.015100183,-0.004970545,-0.002608737,0.000244017,-0.000675925,-0.001356077,8.80E-06,-0.003976516,-0.003760878,0.003487364,-0.004426213,0.000880004,0.007920881,-0.002384577,-0.006891234,0.004195547,0.004133825,-0.001666206,0.00288914,0.001845379,-0.0203754
BSU_04785,0.012946682,9.89E-05,0.008827556,-0.003148485,-0.011046599,0.010930435,0.004240957,-0.048876467,-0.004911525,0.001763967,0.010773866,0.004098645,0.00453079,-0.009838463,-0.00144613,-0.017405082,0.033950056,0.008995769,0.002059853,0.000415387,-0.014192505,-0.005277641,0.004913972,-0.006983236,0.006233166,0.006726983,-0.004104276,0.000694491,0.011230926,-0.007639872,-0.008548065,0.006959238,0.003163906,-0.005753182,0.012543846,-0.045998209,0.006673744,0.00797216,-0.013705899,-0.001410642,-0.001780209,-0.002804433,0.001349197,-0.016660344,0.040591373,0.009527479,0.023842792,0.003305715,-0.004241365,-0.005968634,-0.007953413,0.002037162,-0.017966065,0.002826261,-0.012714782,0.008348666,-0.006464574,0.012807881,0.011673377,0.018503837,-0.033624733,0.004406804,-0.005826356,-0.023774421,-0.004085677,-0.008506621,-0.011914275,-0.001409807,0.006708399,-0.048600299,0.014554737,-0.015757558
BSU_04790,0.004276969,-0.000962908,0.006627949,0.0115705,-0.008257429,-0.021463888,-0.000101489,-0.004061861,-0.012548275,0.016922822,-0.005167163,0.000183959,-0.004757809,-0.000324586,-0.003214395,0.000851658,-0.000490973,-0.007240692,-0.011640687,0.001390735,-0.015200268,-0.003661375,-0.003154752,-0.017184021,0.00419119,0.005415833,-0.008013853,-0.004994726,-0.006297081,0.005391413,-0.012850313,-0.006372361,0.003247128,0.001979193,-0.003599704,0.002389226,-0.003812133,0.006707216,0.001458019,0.00644378,-0.003582087,0.013003415,-0.002624167,0.012604747,-0.000714542,0.000894806,-0.008885502,0.005453879,-0.000547847,-0.002984827,0.003329992,0.023532294,0.003657172,-0.004276178,-0.005130369,0.003337899,0.007004265,-0.00540487,0.00557313,0.011417912,-0.010610576,-0.008981013,-0.010869273,-0.004232917,0.011376147,-0.002578479,-0.001045245,0.01051357,-0.0258101,-0.005522446,-0.002837345,-0.012743998
BSU_04800,0.015342145,0.014369361,-0.002702642,-0.005833481,0.001212237,-0.017066797,0.004449075,0.000873874,-0.013767104,-0.000836435,5.44E-05,0.012993361,0.006120781,-0.002775693,-0.009558689,0.00939185,0.001038875,-0.002504439,0.006086814,-0.005773913,0.005743502,0.000192031,0.006455754,-0.001879271,0.007684285,-0.006944882,-0.004823734,0.035970116,0.00845188,0.019811543,0.031527655,0.008974234,0.003762393,-0.023004176,0.007267956,0.004680403,-0.005784608,0.00359992,-0.004583011,-0.000179562,-0.010374607,0.006184441,-0.019441094,-0.000992981,-0.015100109,0.006691861,0.020401764,-0.001429447,0.007973917,0.005205343,-0.003499014,0.00350287,0.007221946,-0.002994694,0.004421547,-0.000443654,0.005899197,-0.018704245,0.050824991,0.000990776,-0.006583713,-0.014859909,0.014025547,-0.0096424,-0.006885946,-0.010172391,-0.00098163,0.000471344,-0.012204266,0.007113922,-0.008751752,0.004526585
BSU_04810,0.002839147,-0.028367707,-0.016011297,0.004549339,0.013459472,-0.029693311,0.010790844,0.012134539,-0.008217433,0.012388006,0.002147765,-0.012777023,-0.009589997,-0.016737093,-0.011259202,0.007123936,0.001679016,-0.000600048,0.003266004,-0.013022502,0.015949853,0.014973952,0.013194921,0.013052835,-0.006164015,-0.00955046,0.001272257,0.013963936,-0.009562019,-0.0116789,0.00599569,0.00048595,0.020908992,-0.02261875,0.020412384,0.014951655,-0.002991431,-0.002989875,0.001073097,-0.002979413,-0.00502789,-0.001490935,-0.006164149,-0.004023038,-0.001792478,-0.003693028,-0.006626644,-0.00100998,-0.004181332,-0.00248186,-0.008190638,0.009900763,0.022490137,0.00486453,0.007117854,-0.004304682,-0.012730682,-0.020436652,0.083034254,0.014685416,-0.00887032,0.006345527,0.007853743,-0.013539649,0.011096419,0.009397963,0.011154512,-0.032536607,-0.011869587,0.011944847,0.009271816,-0.0139109
BSU_04820,0.008418078,-0.00465195,-0.008073757,0.040288159,-0.000311679,-0.027615111,0.005301867,-0.003179434,-0.004315802,-0.012400268,-0.00306242,-0.000116746,-0.006606374,-0.007862486,-0.005216389,0.003127686,0.003466776,-0.015849382,0.004132874,-0.005526366,-0.001867563,0.012320345,0.030874534,0.007801721,0.004204557,-0.004968733,-0.004290316,-0.003922219,-0.01611841,0.016330126,0.017784367,-0.003202355,0.008811833,-0.018352082,0.01576832,0.004088515,-0.006436169,0.000720821,-0.007503905,-0.000539504,0.00212215,0.004680919,-0.009681285,0.012176094,-0.011651078,0.009981649,0.000702661,-0.008960843,-0.001232028,0.01129387,-0.013964055,0.02286906,-0.000890362,0.002673244,0.011150712,-0.007767369,-0.014597624,0.000317068,0.045308905,-0.000268272,0.006592321,0.00300319,0.002769391,0.017101398,-0.003168303,-0.01399077,-0.010066695,-0.006976432,-0.004621144,-0.000158956,0.014296347,-0.008936691
BSU_04830,-0.019248717,0.009029175,-0.008985039,0.000316737,0.013745847,0.026813164,0.024122345,-0.002409056,-0.012607042,0.00944174,0.022610266,-0.018587511,-0.021693358,0.000657942,-0.007095564,0.000815776,0.013997864,-0.030840352,-0.003424043,-0.017158626,-0.001694163,0.00398362,-0.002310982,0.015275107,0.002718318,0.008725187,-0.001538686,0.004700068,-0.004604155,0.001717615,0.184165381,-0.039313257,0.016321748,0.038279943,0.018429051,0.041902486,-0.009130572,-0.016950527,-0.009908514,-0.000759409,-0.000489377,-0.004018729,0.01010241,-6.51E-05,0.019811876,-0.00197441,-0.037624916,-0.006227192,0.001060291,0.002627485,0.004419462,-0.000142697,-0.019472021,-0.01238577,-0.028785038,-0.022609223,-0.007011769,0.034533534,0.005943253,-0.010264858,-0.000415065,0.01440031,-0.009644519,0.007739377,0.027014258,0.00549904,0.004282922,0.011412696,0.042143927,0.000242995,0.004700682,0.025710413
BSU_04839,-0.01229103,-0.024777323,-0.007383426,0.003910601,-0.019213397,-0.015032283,0.022257584,0.030303659,0.005973176,-0.12101584,0.02333355,0.007946104,0.012849943,0.012869146,-0.025399821,-0.005238625,0.02247783,0.012187647,-0.013392267,-0.035024327,0.01760733,-0.017288884,-0.001076807,-0.00489509,0.00105328,-0.003546327,-0.001651805,-0.001816676,0.01575747,-0.013989243,0.189151807,0.019680158,-0.009000531,0.004392878,0.020575077,0.014941271,-0.000672232,-0.023324971,-0.00663156,0.026209601,-0.003907989,-0.017258461,-0.01524691,0.011113804,0.044856261,-0.02819371,-0.013349639,0.005601878,-0.00547779,-0.003668228,-0.009256518,-0.028860165,-0.007761397,-0.014472385,-0.009385032,0.004707749,-0.012858632,-0.020256573,0.022425192,0.012475661,-0.009658838,0.002701734,0.009544006,0.000941738,-0.025348768,-0.012221724,-0.012008154,-0.029705876,-0.013663356,0.002319608,-0.008318935,-0.033187326
BSU_04840,-0.002042952,-0.025945125,-0.007018871,-0.095705609,-0.034538347,-0.015833021,0.000268047,-0.029612465,0.009303372,0.130338216,-0.015659883,-0.007891263,0.013851378,0.012700423,0.026321074,0.001535519,0.027080026,-0.002333459,0.005807375,-0.001034208,-0.009007546,-0.009505293,0.002698436,-0.010326653,-0.004222965,0.006980473,-0.010600697,-0.009704633,0.001546042,0.001604967,0.168322671,0.002302001,0.007677504,-0.004777963,0.022099922,0.022772077,-0.008499113,-0.001966945,-0.015111668,0.025563053,0.019732305,-0.006163192,-0.015958723,0.01330452,-0.007558682,-0.002861544,0.003272059,0.010618724,-0.01471316,-0.012891368,0.008884362,-0.001575298,0.001377271,0.04467024,0.006375128,0.017627603,-0.023305128,0.006344938,0.026776407,0.047530655,0.00830748,0.004173176,0.002877994,0.003349819,0.001749214,-0.016089,-0.024288943,0.003995338,-0.015259051,0.002000709,-0.007780275,0.012702633
BSU_04849,-0.001286822,0.000354975,0.019807163,-0.01666124,0.022856989,-0.020862266,-0.031790333,-0.021890031,-0.000390211,0.07771883,0.00379851,0.019908772,-0.016933905,0.002279163,-0.004205685,0.004623704,0.003861911,0.011009403,-0.006263522,-0.005078561,0.022080125,0.00744979,0.009747569,0.010470636,0.017254562,-0.003686852,-0.002371987,0.001561932,-0.003473972,0.000605177,0.177159578,0.00457275,-0.009277865,-0.003548452,-0.009646605,-0.010965238,0.001817071,0.004848315,-0.000874401,0.017084134,0.013760498,0.007860082,0.01346781,0.002989258,-0.017813075,0.016788233,-0.021348843,0.019434689,-0.002651773,0.019779361,0.009292333,0.006252567,-0.015254494,0.084323465,0.010460398,-0.012534831,0.026687946,0.016549714,-0.0047239,0.002167979,0.003761215,-0.001529973,-0.040253868,-0.005057794,-0.013896989,0.001342071,-0.007359451,-0.006557938,0.005113744,-0.003464603,-0.007875168,-0.03886517
BSU_04850,-0.004344112,-0.005183273,-0.013111935,0.008337224,0.00518293,-0.025939819,-0.002588536,0.004755124,-0.000600655,-0.030378131,0.002103315,-0.007769898,-0.005131752,-0.042498794,-0.000119891,-0.013298886,-0.001595296,-0.01796613,-0.006060056,-0.017537645,0.02209325,0.006436666,0.013442501,0.00585164,0.009370698,-0.008512271,-0.004692536,-0.003327403,-0.008460497,-0.017887967,0.162204344,-0.013240133,0.004088624,-0.016885391,-0.006365673,0.014214023,0.01221652,-0.014968991,0.002703893,0.003435486,0.003752872,0.011129643,0.000997017,0.007137895,-0.017588972,-0.001235065,-0.005517622,-0.000972367,-0.01854409,-0.022286483,-0.000467153,-0.006459078,0.003260949,0.001613338,0.00396244,-0.005459354,0.003119733,-0.002378258,-0.021930452,-0.017006304,-0.044416235,0.000491993,0.033585541,0.04735828,-0.015789861,0.003724575,0.012438818,-0.00291389,0.005728352,-0.02407332,0.033494571,-0.005769801
BSU_04860,0.006522382,0.047962113,0.015504948,0.001297575,-0.014620826,0.015015971,0.007096196,-0.017713638,0.005172868,-0.003645203,0.00160555,-0.033573427,-0.004878965,-0.003187783,0.001525056,0.00126213,-0.01160684,0.012391013,-0.00562873,-0.007926997,0.010707855,0.011825656,0.011658145,0.003122847,-0.012111637,-0.013173502,-0.002708946,-0.001558998,-0.011373495,0.011552027,0.152833219,-0.004286874,0.005387017,-0.00430897,-0.005367602,-0.015875733,0.009586935,0.001984316,-0.001178769,-0.000895755,0.00812487,0.006633866,-0.004448289,0.00265195,-0.013834951,0.000930228,-0.012658155,0.001351758,0.000266322,-0.001909916,0.007545491,-0.005199745,0.005385664,0.006657643,-0.005443952,-0.015027466,-0.010175526,-0.005761255,-0.005226646,0.014973208,0.003543854,0.003618444,-0.007451248,0.000437305,0.022426053,-0.001817136,-0.01770402,-0.008622388,0.012166147,-0.000793397,-0.000937301,0.005845589
BSU_04870,-0.00514151,-0.002244788,-0.010852459,0.000285475,0.011722348,-0.015054679,0.00611519,0.000200337,0.003491713,-0.003733038,0.005829792,-0.019548342,-0.003781282,0.000621911,-0.002886859,-0.001309184,-0.0062261,-0.006828669,-0.010788585,-0.004783518,-0.013454504,0.003633025,-0.00018357,-0.008035338,-0.003711612,-0.001299409,-0.004901268,0.005849762,0.010189907,-0.000216127,0.1719981,0.006548784,-0.000752544,-0.006126643,-0.0075491,-0.006042433,0.007276108,0.017291578,0.004472386,0.007441444,-0.000174602,0.005138841,-0.000228387,-0.007153544,0.005969603,-0.006421276,0.012338631,0.003518307,-0.011036342,0.00306763,0.002875338,-0.002184071,-0.005914797,-0.000310074,0.012551197,-0.003954637,-0.022540129,-0.003267528,-0.00929387,0.003355231,0.004740488,-0.00360884,0.000900735,0.002271683,-0.008534167,0.003845334,-0.003799436,0.003738518,0.008017015,0.015834281,0.000945488,0.003033573
BSU_04880,0.010913934,0.001387566,-0.001376756,-0.008540283,0.022486443,-0.014251949,0.002734713,0.027786207,0.007743886,0.061389378,0.01379638,0.000103944,-0.006282755,-0.005034508,-0.002138562,0.005421053,-0.017147332,-0.012301128,-0.007410604,0.007666931,-0.000801193,0.005514069,0.00730244,-0.00628393,0.022263186,-0.012478321,-0.000364559,-0.01993775,-0.004117414,-0.006141645,0.187900497,-0.000170497,-0.007651357,-0.02567758,-0.003437805,-0.015373037,0.02320905,0.000376887,-0.010811437,-0.012035129,0.009681238,0.002725219,0.028438092,0.005943433,0.01512466,0.002832268,-0.00196393,0.008757485,-0.00568525,-0.014339165,0.016997047,-0.010441441,-0.009529726,-0.040567045,0.010958047,0.007362815,0.001443663,-0.009117753,-0.005720205,-0.00714046,-0.005797936,-0.007676694,-0.000720926,0.000229529,-0.004840835,0.002523664,0.008446513,0.015509924,-0.011107301,-0.025961065,0.006790516,-0.001241577
BSU_04890,0.017172526,-0.024916938,-0.002547603,0.00135277,0.01340377,0.011299898,0.006604473,-0.001842237,-0.003602429,-0.004296686,0.023786245,-0.009205932,-0.010331091,0.004025743,-0.012575,0.010488647,-0.000651338,0.013830833,-0.000651705,0.009719332,0.017287941,0.006365055,-0.001431428,-0.005860043,0.000443525,-0.017821032,-0.00159064,-0.010229292,-3.87E-05,-0.011887046,0.191094041,0.001032176,0.02540194,0.004737107,-0.029754116,0.004812821,-0.001383166,0.043511253,0.003827078,-0.011710368,0.0083809,0.002599879,0.01710548,-0.023816196,0.008950434,0.018020615,0.009782413,0.005412153,-0.012133815,0.013228179,-0.012490034,0.003647598,0.01463876,0.007886574,-0.016447521,-0.001379815,-0.013906122,-0.011224929,0.006502753,-0.005411888,-0.007786772,-0.005142679,0.019771318,0.001286194,-0.004547135,0.007768384,-0.011739095,-0.013152253,-0.017131934,0.025056619,-0.003856387,-0.007506988
BSU_04900,-0.009069698,0.022778913,-0.006812001,0.006894436,-0.007298087,-0.007616294,-0.00425825,0.022320366,-0.001452183,-0.003175105,-0.034493935,-0.004385743,-0.001275774,0.005148664,0.01026221,0.001876604,-0.01080537,0.013260352,-0.006633846,0.001275102,-0.004494272,0.00464559,0.001582494,0.006859168,-0.022466557,0.004683002,-0.002865078,-0.008374285,0.016162747,-0.001119978,0.198695654,0.002875472,-0.026988894,-0.006665041,0.003987448,0.00773459,0.006561849,-0.022402896,0.001100866,0.032573329,0.000330893,-0.009635583,-0.009949507,-0.000198796,0.011588384,-0.001200244,0.005112328,-0.0016828,-0.017403098,-0.000389225,0.012481806,-0.009021681,-0.01086588,0.017049056,-0.008382652,-0.011044038,0.006780256,-0.005367138,-0.01494597,-0.020405734,0.001649988,-0.005446414,-0.005624983,0.01020226,0.000328773,0.004591699,-0.00645569,-0.023971915,-0.001161978,0.023943858,-0.004630428,0.008645228
BSU_04910,0.004619089,0.004667198,0.01778812,-0.032662603,0.001776401,-0.013526713,-0.008252532,-0.018220249,0.00380262,-0.000489794,0.010261252,-0.011978082,-0.012990782,-0.004996768,0.008212036,0.009688529,-0.000534974,-0.002077452,-0.011023064,0.0162497,-0.019295347,-0.002823369,0.017608731,0.004329047,0.001564869,-0.000953569,-0.007820487,0.009689757,0.002413592,-0.003600242,0.184885843,0.003483473,-0.006430691,-0.004514385,-0.00392095,-0.017873238,0.002042654,0.021692648,-0.007322981,-0.004214033,0.002666749,0.009011729,0.009468685,-0.005563762,-0.011621503,-0.006779612,-0.004902027,-0.000501589,0.004591606,-0.004110456,0.011131411,-0.015176551,-0.000107196,-0.01255013,-0.007700206,0.006993693,-0.007577014,0.007198492,-0.009412486,-0.003669773,0.003761601,-0.00040877,-0.00619279,0.002611897,-0.011100085,0.011323904,0.009649273,0.002097221,0.01139284,-0.000690059,9.63E-05,-0.001367926
BSU_04920,0.010728255,0.000876765,0.011124453,0.00077193,0.016002098,0.009536239,-0.019686998,0.014546609,-0.00029106,0.000138815,0.026082907,-0.029656884,-0.011851157,-0.008446082,0.001003467,-0.005440994,0.006918715,0.006039683,-0.006507492,0.019857143,-0.010466257,-0.003031053,0.005858992,0.016215457,-0.001661429,-0.002671682,-0.008483803,0.007879288,-0.019954653,0.007924547,0.179173247,0.006465093,-0.005337141,0.003281484,0.004326808,0.01150513,0.010557141,0.001823896,-0.012954534,-0.023145302,0.007615763,0.008868595,0.002227697,-0.01706137,-0.012657938,0.016240965,0.009723143,-0.002850879,0.005777801,0.001903432,-0.004915365,-0.001706262,0.005111842,0.01194042,-0.004193485,-0.014037359,-0.001755425,0.002757179,0.004481056,0.015862938,0.010924588,0.012690884,0.016980043,0.008257437,0.005178124,0.025139466,-0.011770977,-0.004528339,-0.001116562,0.003935706,0.011284665,-0.001848336
BSU_04930,0.01405179,-0.004069418,0.028856291,0.03328563,-0.016230593,-0.008248159,0.003075306,0.003238539,0.008197616,-0.010962099,-0.005305377,-0.002864876,-0.002039974,-0.014266873,0.002900356,0.000611823,-0.005665708,0.005356817,-0.000149879,-0.003225978,0.032669177,-0.014086183,0.009139668,0.003576661,0.009719075,-0.004875192,-0.006223936,0.011346354,-0.00010394,-0.00042962,0.162968832,-0.002966193,0.009952954,0.014301765,-0.01947865,0.003997868,0.002499675,0.006174827,-0.007382304,-0.02424275,0.001976397,0.016650317,0.012589088,-0.004120432,0.002820864,-0.009603189,-0.001306864,-0.004861649,0.011472504,0.001420648,0.007987252,0.006041073,-0.012301922,0.001429823,-0.001024597,0.001492693,-0.021903539,-0.002318423,0.005580624,-0.004533155,0.00010864,0.006206002,-0.007685776,-0.012539618,0.005866992,0.005424487,0.001516234,-0.007028427,-0.008237315,0.005922884,-0.043373121,0.013895204
BSU_04940,0.007249067,0.01201506,0.005230013,0.002648512,-0.004022091,-0.008711847,-0.00168464,-0.009462693,0.004115751,-0.003778193,-0.013750477,0.008014247,-0.010102222,-0.006778955,8.22E-05,0.006259367,-0.002784077,0.001477333,-0.009371613,0.006394319,-0.001224413,0.007977209,0.011172367,-0.005447457,0.001726231,-0.004675223,-0.007209099,-0.000350423,0.003401801,-0.005915982,0.15013927,0.007748172,-0.004524826,-0.001736345,-0.013056235,-0.006944725,-0.002860855,0.007596191,-0.006905428,-0.001620645,0.001242799,0.018946402,0.003851363,-0.01190966,-0.001215614,-0.004389217,-0.000241538,-0.001851211,-0.004844053,-0.005190389,0.002375628,0.008497363,0.002880131,-0.016416441,-0.002483646,-0.008823631,-0.017667179,-0.007652456,-0.014359067,-0.013458028,-0.005435938,-0.002213177,-0.022857133,0.004248987,-0.007001883,-0.013026716,0.002203374,0.008976526,0.007038765,0.001249592,-0.004820658,-0.00192508
BSU_04950,-0.000534317,-0.028460479,0.00025366,-0.001667594,0.007074844,-0.009483332,-0.038180955,-0.014679593,0.000890468,-0.002078029,-0.032745829,-0.002704137,-0.006539935,0.020523962,0.013427586,-0.005654957,-0.000837136,-0.019562165,-0.012167059,-0.000727485,-0.042054353,0.026321456,0.012652981,-0.003544803,-0.00245337,0.005099422,-0.000438817,0.000989426,0.017475503,-0.006602047,0.153581487,0.001475023,0.007795036,-0.004078789,-0.02522553,-0.022306704,0.005917242,0.034169867,0.000701631,0.002572087,-5.09E-05,-0.001063503,-0.001137869,0.000325047,-0.054590649,0.011888055,0.029332227,0.017832802,-0.005678846,0.005613169,0.014111715,0.003284403,0.016925479,-0.037146671,0.001941235,-0.012703723,0.010160404,0.018887734,0.002029852,-0.002986693,-0.03554721,-0.005453709,0.002525208,-0.026153984,0.020953652,0.011211254,0.002320945,0.00039326,0.004915099,-0.014055072,0.004704922,-0.002643221
BSU_04960,0.009279402,0.006743144,-0.003100727,0.003180513,-0.000837965,0.009834625,0.01201922,-0.000470242,-0.003162448,-5.07E-05,0.001276814,0.007191659,-0.010422939,0.003240616,-0.003872822,0.003981845,0.003431078,-0.004186887,-0.007401938,0.0242993,0.007504924,-0.012756364,0.006731946,0.000770823,-0.004487516,-0.003561772,-0.004834922,0.007590137,0.011170664,-0.008714386,0.129322895,-0.001282989,0.010071176,0.001853343,-0.009640955,-0.003169977,-0.00452541,-0.00129159,-0.006543934,-0.005398182,-0.003969086,0.010272183,-0.002705895,-0.012313312,-0.00537066,-0.00469903,-0.002634931,-0.008197734,0.000592119,0.003838667,0.000297921,0.008235249,0.005016442,-0.004536113,0.007086279,0.011969197,-0.017032627,0.001926165,-0.008248895,0.003233556,0.005651418,-0.00514279,-0.000196882,-0.012933451,0.001908087,0.009447652,-0.006984328,-0.001773966,-0.002610339,0.002331532,0.004692153,-0.007383582
BSU_04970,0.002051763,0.121172633,0.015963034,0.004869942,-0.013525732,0.026958958,0.01219186,-0.020273897,-0.001122712,-0.001424979,0.0012438,-0.001034323,0.007850478,-0.001454327,-0.007646024,0.008868635,0.006825441,0.036707005,-0.011443742,0.036395478,0.018769519,-0.010192907,0.004425528,0.003274639,-0.004345239,-0.009549418,-0.006979693,0.009839186,-0.004944637,-0.008664476,0.093677573,-0.006072222,-0.000133436,0.00120365,-0.013849506,-0.010050283,0.002117615,-0.002721516,9.12E-05,-0.014734831,0.011840244,0.006433387,-0.001993916,-0.007278035,-0.012189566,0.020931779,-0.007937674,0.001686858,0.001662673,-0.004587623,0.024170642,-0.000317022,0.008604194,0.005258507,-0.004636319,0.000792193,0.004855776,-0.012796484,-0.007130357,0.00911028,-0.004821411,-0.003711546,-0.022280542,-0.008430437,0.002219828,-0.003221214,-0.013230138,0.005135042,0.008135495,0.007332271,0.004727389,0.002146629
BSU_04980,0.017772736,-0.002211335,-0.014385165,-0.000990478,0.004638888,-0.025076788,0.003825691,0.010068378,0.005774435,-0.007990015,-0.003392865,0.017938066,-0.004397035,-0.000883928,0.001485541,-0.000568184,0.005527967,0.000469501,-0.006892747,0.020473403,0.007066818,0.00401016,0.021904872,-0.007812689,-0.005103818,-0.006486652,-0.005934818,0.014588628,-0.004580983,-0.010848713,0.117111379,0.002579985,-0.006769216,-0.007821719,0.004235143,0.000985316,-0.000232256,0.013795421,0.003137787,4.52E-05,0.000937244,0.020437397,0.018350393,0.001171701,-0.022253984,0.00172713,0.009855955,-0.010664663,-0.002081446,-0.000137815,-0.001813131,-0.003925454,-0.011230683,-0.013133591,0.003998706,-0.005786598,-0.014165643,-0.020115324,-0.007854125,0.006595711,0.005428462,-0.023538159,0.009863121,-0.003572979,-0.00188797,0.000619847,0.014432117,-0.005705273,0.00373485,-0.038395785,-0.014261545,-0.034151296
BSU_04990,0.001561545,-0.004664257,-0.018976508,0.005519246,0.014132694,-0.015837553,-0.027049304,0.011186137,-0.014508973,0.001732543,-0.005330363,-0.007211666,-0.00400363,-0.01304415,0.002069953,0.005166049,-0.019427011,0.011378876,-0.010737992,0.013922174,0.017353725,0.014856996,0.004478539,0.015495882,0.012039334,0.008395222,0.000340994,-0.00491168,0.007626923,-0.010461612,0.054165428,-0.008730741,-0.015531321,0.006659029,-0.004316286,0.004524731,-0.003274531,0.013775437,-0.005012379,0.003098509,0.001654928,0.002277593,-0.00775575,0.012318906,-0.018066021,-0.004980941,0.011749157,0.001965184,-0.001619742,-0.01667696,0.000104653,0.079265466,0.002182111,-0.005053022,0.00169961,0.002156968,-0.006147776,-0.000420995,0.023913871,0.018109819,0.002328106,0.006079755,0.000493085,-0.004350741,-0.004872269,0.006837048,0.015304471,-0.005732211,0.017344441,-0.026289453,0.003618789,0.01048865
BSU_05000,-0.015860633,-0.01625592,-0.008089356,-0.00830455,-0.005112038,0.005140121,0.008687467,-0.00279562,-0.021192554,0.001122064,0.000776644,-0.008843231,-1.21E-05,-0.014701062,-0.001495199,-0.002795026,-0.008083223,0.002537997,-0.002158583,0.001323363,0.022650423,0.005855687,0.000701916,0.021013605,0.011709025,0.000756829,0.000538381,0.001104253,-0.004974416,-0.002588191,-0.003039696,0.004720438,-0.011861284,-0.011040217,0.00751378,0.009870944,0.006667581,-0.004452001,-0.002541316,-0.004061078,0.003624454,-0.006315097,0.001191765,0.004979784,-0.014825812,5.54E-05,0.003077878,0.002647177,0.009451026,-0.005962357,-0.00278133,-0.005992412,0.017973636,-0.026281053,-0.005823354,-0.004129081,0.001076674,-0.004171062,0.10397557,-0.013496778,0.007913047,-0.002659255,0.004818974,0.009893429,-0.010086889,-0.020787123,0.005843072,0.005805982,-0.005607954,-0.000201086,0.017736729,-0.003862183
BSU_05010,-0.006038991,-0.007989783,0.004638702,0.000468761,0.008374576,0.000486854,0.002194456,0.017886757,-0.011831832,-0.001954485,-0.007232215,0.008263594,-0.001390058,0.003604477,0.004191834,0.002608476,-0.006723809,-0.00224268,-0.00258806,-0.009474793,-0.005128864,0.010088187,-0.002779948,0.004274177,0.008786512,0.013522063,-0.001953963,0.01157438,-0.007668283,0.00911911,0.042369258,0.021261059,0.003145811,0.003334253,-0.010595977,0.019477783,0.000401145,0.003865953,-0.00343744,-0.004950329,-0.000614131,0.002593418,-0.004185256,0.006803292,0.011280999,-0.003107926,-0.02224101,0.001502427,-0.002112799,0.001561643,0.00283517,0.021690348,-0.000408831,0.005642618,-0.003278907,-0.006686164,-0.003224171,-0.003486433,0.068658062,0.005917616,0.003667847,0.003045833,-0.005441383,0.00219696,-0.022164513,-0.013643067,-0.002971656,-0.004116056,-0.00304968,-0.012994018,0.011145002,0.002585958
BSU_05020,0.000232599,-0.002032237,0.010354697,-0.018976143,0.014411773,0.002687396,0.001840785,-0.005146928,-0.017114535,-0.011336427,0.024279724,0.004028532,0.007848832,-0.007244797,0.007751872,0.002087371,-0.003039886,0.008674363,-6.36E-05,0.018821872,-0.000483944,0.00083266,-0.008991028,0.02324582,0.021731815,-0.007623545,-0.000483305,-0.000802581,0.006914936,0.016473264,0.021244169,0.023851377,-0.002303612,6.76E-05,0.000229059,-0.085184495,-0.003565296,-0.005119935,-0.006815146,-0.019079064,-0.006459367,0.002174533,0.012398981,0.016170618,0.02173346,0.004601928,-0.021942648,0.006040176,0.010612174,-0.011928212,0.021951072,0.028827024,0.006035747,0.024765397,0.002213279,-0.017529545,-0.020640335,-0.002524201,0.076221069,0.019939261,-0.003859142,0.00893967,0.017547279,0.015712641,0.008767228,-0.008509227,-0.011311603,-0.017297553,0.007305541,-0.016396035,-0.065286725,0.014204917
BSU_05030,0.008482297,-0.014788175,-0.026064176,-0.035771813,-0.005672707,-0.009647399,0.001640793,-0.004801812,-0.007849912,-0.007513289,0.002918878,0.007497416,-0.003608255,-0.002464319,-0.021630235,0.001946112,-0.000254617,-0.020530683,-0.004039061,-0.001633987,-0.001017411,0.006210233,-0.000579858,5.77E-05,0.008104203,-0.000698312,-0.003535226,-0.00620988,0.005076925,-0.019060218,0.032823475,0.01516915,-0.000445343,-0.004067536,-0.006653364,0.003834888,-0.001801553,0.022332687,-0.010581453,0.00534122,-0.001695789,0.013842097,0.001075264,0.009338008,0.013031532,-0.00615823,-0.017077644,-0.000982835,-0.004507765,-0.007979614,0.01695834,-0.004295366,-0.003402505,0.008779681,-0.002965275,-0.015465647,-0.006095908,-0.003550103,0.04770818,0.017593127,0.011914298,0.012583343,-0.009462719,0.006213818,0.009111322,-0.007045657,0.000702542,-0.002606278,-0.009083176,-0.005855389,0.001316114,-0.012688676
