HOG	OG	Gene Tree Parent Clade	Eco	Mtu	Pae	Sal	Sen	sac
N0.HOG0000803	OG0000731	n0	NP_416814.1		NP_252708.1	WP_003948799.1	NP_461842.1, NP_461298.1	WP_011277725.1
N0.HOG0000804	OG0000732	n0	NP_416832.1	NP_217056.1	NP_250372.1	WP_003947039.1	NP_461326.1	WP_011277106.1
N0.HOG0000805	OG0000733	n0	NP_416844.1	NP_214757.1	NP_253473.1	WP_003952132.1, WP_003948782.1	NP_461331.2	
N0.HOG0000806	OG0000734	n0	NP_416883.1, NP_418389.1		NP_251027.1, NP_252113.1		NP_460981.1, NP_462997.1	
N0.HOG0000807	OG0000735	n0	NP_418334.1, NP_416885.1, NP_418725.4		NP_250862.1, NP_252151.1		NP_460571.1	
N0.HOG0000808	OG0000736	n0	NP_416893.1	YP_177767.1	NP_249500.1, NP_253024.1	WP_003948285.1	NP_461349.1	
N0.HOG0000809	OG0000737	n0	NP_418513.4, NP_416922.1			WP_003949966.1	NP_460099.1, NP_461683.1	WP_024083355.1
N0.HOG0000810	OG0000738	n0	NP_416952.2				NP_461400.1, NP_460991.3, NP_460999.1, NP_460983.1, NP_460990.1	
N0.HOG0000811	OG0000739	n0	NP_416958.1		NP_253733.1	WP_003950805.1, WP_003950506.1	NP_461407.1	WP_011278949.1
N0.HOG0000812	OG0000740	n0	NP_416971.1	NP_215294.1	NP_249704.1	WP_003949526.1	NP_461422.1	WP_011278422.1
N0.HOG0000813	OG0000741	n0	NP_416977.1, NP_417203.1, NP_416981.1	NP_214597.1, NP_214600.1			NP_461772.2	
N0.HOG0000814	OG0000742	n0	NP_417960.1, YP_009518807.1, NP_416990.1		NP_249641.1	WP_003947715.1	NP_461430.1	
N0.HOG0000815	OG0000743	n0	NP_416993.2	NP_217826.1	NP_253335.1	WP_003949500.1	NP_461433.1	WP_011277581.1
N0.HOG0000816	OG0000744	n0	NP_416994.1	NP_215324.1	NP_249636.1	WP_003949537.1	NP_461434.3	WP_015385643.1
N0.HOG0000817	OG0000745	n0	NP_417009.1	NP_217096.1	NP_252491.1	WP_003947049.1	NP_461457.1	WP_011277549.1
N0.HOG0000818	OG0000746	n0	NP_417013.1	NP_216961.1	NP_252496.1	WP_003948041.1	NP_461461.1	WP_011277578.1
N0.HOG0000819	OG0000747	n0	NP_417028.1	NP_217217.1	NP_252507.1	WP_015506974.1	NP_461481.1	WP_011277794.1
N0.HOG0000820	OG0000748	n1				WP_026047963.1		WP_011278630.1
N0.HOG0000821	OG0000748	n2	NP_417035.1	NP_218043.1		WP_015507316.1		WP_011278768.1
N0.HOG0000822	OG0000749	n0	NP_417068.1	NP_216585.1, NP_217739.1	NP_249453.1	WP_026048295.1	NP_461575.1	
N0.HOG0000823	OG0000750	n0	NP_417069.1	NP_216111.1	NP_249452.1	WP_003948897.1	NP_461576.1	WP_011277447.1
N0.HOG0000824	OG0000751	n0	NP_417075.1	NP_217492.1	NP_249441.1	WP_003946891.1, WP_003952238.1	NP_461582.1	
N0.HOG0000825	OG0000752	n0	NP_417079.1		NP_249708.1, NP_253665.1	WP_015506977.1	NP_461586.1	WP_011279072.1
N0.HOG0000826	OG0000753	n0	NP_417090.1	NP_218355.1	NP_251856.1	WP_008416682.1	NP_461597.1	WP_080504004.1
N0.HOG0000827	OG0000754	n0	NP_417101.1	NP_217432.1	NP_252435.1	WP_008417133.1	NP_461607.1	WP_011278150.1
N0.HOG0000828	OG0000755	n0	NP_417181.1		NP_249862.1, NP_252681.1, NP_252690.1, NP_253134.1		NP_461752.1	
N0.HOG0000829	OG0000756	n0	NP_417362.4, NP_418030.1, NP_417193.1				NP_461462.1, NP_462566.1, NP_461764.1	
N0.HOG0000830	OG0000757	n0	NP_417232.1	NP_215801.1	NP_253133.1	WP_003951629.1	NP_461856.1	WP_080504028.1
N0.HOG0000831	OG0000758	n0	NP_417242.1	NP_216908.1	NP_250447.1	WP_003951631.1	NP_461867.1	WP_011278990.1
N0.HOG0000832	OG0000759	n0	NP_417260.1	NP_216215.1	NP_252327.1	WP_003947337.1	NP_461874.1	WP_011277673.1
N0.HOG0000833	OG0000760	n0	NP_418553.1, NP_417366.1	NP_218115.1	NP_252390.1		NP_461956.1	WP_015385348.1
N0.HOG0000834	OG0000761	n0	NP_417375.1	NP_215601.1	NP_253520.1	WP_003948310.1, WP_003949354.1	NP_461965.1	
N0.HOG0000835	OG0000762	n0	NP_417387.3	NP_215507.1	NP_253915.1	WP_003950225.1	NP_461977.1	WP_048054420.1
N0.HOG0000836	OG0000763	n0	NP_417392.1	NP_216009.1, YP_177646.1		WP_003947711.1, WP_003950928.1		WP_015385519.1
N0.HOG0000837	OG0000764	n0	NP_417398.1	NP_215002.1, NP_216502.1	NP_253055.1	WP_003946873.1	NP_461982.1	
N0.HOG0000838	OG0000765	n0	NP_417401.1	NP_215953.1	NP_249243.1	WP_003947460.1	NP_461985.1	WP_011278192.1
N0.HOG0000839	OG0000766	n0	NP_417429.1	NP_215857.1	NP_249078.1	WP_037629993.1	NP_462019.1	WP_011277718.1
N0.HOG0000840	OG0000767	n0	NP_417430.1	NP_216904.1	NP_249077.1	WP_015507904.1	NP_462892.1, NP_462020.1	
N0.HOG0000841	OG0000768	n0	NP_417432.1	NP_216054.1	NP_250028.1	WP_003951445.1	NP_462499.1, NP_462022.1	
N0.HOG0000842	OG0000769	n0	NP_418060.1, NP_417449.1		NP_253458.1	WP_008409649.1, WP_008415646.1	NP_462592.1	
N0.HOG0000843	OG0000770	n0	NP_417635.1	NP_217309.1	NP_253430.1	WP_003951192.1	NP_462197.1	WP_230937969.1
N0.HOG0000844	OG0000771	n0	NP_417638.1	NP_217357.1	NP_253433.1	WP_003951187.1	NP_462200.1	WP_011277571.1
N0.HOG0000845	OG0000772	n0	NP_417640.1	NP_216174.1	NP_252215.1	WP_003950827.1	NP_462202.3	WP_011278431.1
N0.HOG0000846	OG0000773	n0	NP_417643.1	NP_217958.1	NP_253437.1	WP_003948610.1	NP_462205.1	WP_011277678.1
N0.HOG0000847	OG0000774	n0	NP_417697.1	NP_217959.1	NP_253122.1	WP_008407256.1	NP_462254.1	WP_011277014.1
N0.HOG0000848	OG0000775	n0	NP_417698.1	NP_217960.1	NP_253123.1	WP_003948612.1	NP_462255.1	WP_011277013.1
N0.HOG0000849	OG0000776	n0	NP_417755.1	NP_217975.1	NP_252929.1	WP_003947046.1	NP_462320.1	WP_011277009.1
N0.HOG0000850	OG0000777	n0	NP_417756.1	NP_217976.1	NP_252930.1	WP_003948617.1	NP_462321.1	WP_011277010.1
N0.HOG0000851	OG0000778	n0	NP_417757.1	NP_217977.1	NP_252931.1	WP_003948618.1	NP_462322.1	WP_011277008.1
N0.HOG0000852	OG0000779	n0	NP_417759.1	NP_215246.1	NP_252933.1	WP_003948623.1	NP_462324.1	WP_011277468.1
N0.HOG0000853	OG0000780	n0	NP_417762.1	NP_215235.1	NP_252936.1	WP_003948626.1	NP_462327.1	WP_011277471.1
N0.HOG0000854	OG0000781	n0	NP_417764.1	NP_215233.1	NP_252938.1	WP_003948628.1	NP_462329.1	WP_011277475.1
N0.HOG0000855	OG0000782	n0	NP_417765.1	NP_215232.1	NP_252939.1	WP_003948629.1	NP_462330.1	WP_011277476.1
N0.HOG0000856	OG0000783	n0	NP_417767.1	NP_215230.1	NP_252941.1	WP_003948631.1	NP_462332.1	WP_011277478.1
N0.HOG0000857	OG0000784	n0	NP_417769.1	NP_215228.1	NP_252943.1	WP_003948633.1	NP_462334.1	WP_011277481.1
N0.HOG0000858	OG0000785	n0	NP_417771.1	NP_215223.1	NP_252945.1	WP_003948635.1	NP_462336.1	WP_011277484.1
N0.HOG0000859	OG0000786	n0	NP_417773.1	NP_215221.1	NP_252947.1	WP_003948637.1	NP_462338.1	WP_011277485.1
N0.HOG0000860	OG0000787	n0	NP_417775.1	NP_215219.1	NP_252949.1	WP_003948639.1	NP_462340.1	WP_011277487.1
N0.HOG0000861	OG0000788	n0	NP_417776.1	NP_215218.1	NP_252950.1	WP_003948640.1	NP_462341.1	WP_011277488.1
N0.HOG0000862	OG0000789	n0	NP_417777.1	NP_215217.1	NP_252951.1	WP_003948641.1	NP_462342.1	WP_011277489.1
N0.HOG0000863	OG0000790	n0	NP_417779.1	NP_215215.1	NP_252953.1	WP_003948643.1	NP_462344.1	WP_011277491.1
N0.HOG0000864	OG0000791	n0	NP_417780.1	NP_215214.1	NP_252954.1	WP_003948644.1	NP_462345.1	WP_011277566.1
N0.HOG0000865	OG0000792	n0	NP_417784.4		NP_251795.1, NP_250559.1, NP_249376.1, NP_252994.1, NP_250073.1			
N0.HOG0000866	OG0000793	n0	NP_417800.1	NP_215197.1	NP_252957.1	WP_003948651.1	NP_462351.1	WP_011277568.1
N0.HOG0000867	OG0000794	n0	NP_417816.1	NP_218193.1	NP_249343.1	WP_003948653.1, WP_003949637.1	NP_462369.1	
N0.HOG0000868	OG0000795	n0	NP_417819.1	YP_177615.1	NP_249340.1	WP_003949344.1	NP_462372.1	WP_011278258.1
N0.HOG0000869	OG0000796	n0	NP_417848.1	NP_217054.1	NP_253725.1	WP_003947037.1	NP_462389.1	WP_011277104.1
N0.HOG0000870	OG0000797	n0	YP_026218.1, NP_417886.1		NP_250834.1		NP_462417.1, NP_462435.1	WP_011277212.1
N0.HOG0000871	OG0000798	n0	NP_417894.2, NP_418689.1		NP_251011.1	WP_003947239.1	NP_462443.1, NP_463345.1	
N0.HOG0000872	OG0000799	n0	NP_417911.4		NP_253596.1, NP_249761.1	WP_003947509.1, WP_010639257.1	NP_462461.1	
N0.HOG0000873	OG0000800	n0	NP_417921.1	NP_217437.1	NP_249064.1	WP_015507036.1	NP_462472.1	WP_230937976.1
N0.HOG0000874	OG0000801	n0	NP_417965.1	NP_216327.1	NP_251248.1, NP_250838.1, NP_253325.1		NP_462663.1	
N0.HOG0000875	OG0000802	n0	NP_417990.4		NP_249854.1	WP_008407918.1, WP_003950604.1	NP_462520.1	WP_011277910.1
N0.HOG0000876	OG0000803	n0	NP_418005.1	NP_215726.1	NP_248700.1, NP_249884.1	WP_003950681.1	NP_462543.1	
N0.HOG0000877	OG0000804	n0	NP_418065.1	NP_217498.1, NP_215078.1	NP_250305.1	WP_003951089.1	NP_462600.1	
N0.HOG0000878	OG0000805	n0	NP_418067.1	YP_177941.1	NP_253816.1	WP_003951726.1, WP_008409915.1	NP_462602.1	
N0.HOG0000879	OG0000806	n0	NP_418093.1	YP_177856.1	NP_254002.1	WP_003951498.1, WP_003946691.1	NP_462627.1	
N0.HOG0000880	OG0000807	n0	NP_418096.4	NP_215907.1	NP_254007.1	WP_015508171.1	NP_462630.3	WP_011277370.1
N0.HOG0000881	OG0000808	n0	NP_418099.1	YP_177723.1	NP_254018.1	WP_003949178.1	NP_462633.1	WP_011278412.1
N0.HOG0000882	OG0000809	n0	NP_418125.1			WP_003949527.1, WP_003947802.1, WP_003948908.1, WP_015507350.1	NP_459342.1	
N0.HOG0000883	OG0000810	n0	NP_418155.1	NP_214517.1	NP_064723.1	WP_003949369.1	NP_462736.1	WP_011277079.1
N0.HOG0000884	OG0000811	n0	NP_418161.1	NP_218438.1	NP_254255.1	WP_003950594.1, WP_003949377.1	NP_462742.1	
N0.HOG0000885	OG0000812	n0	NP_418180.1	NP_217818.1, NP_215336.1	NP_254052.1	WP_003949791.1	NP_462752.1	
N0.HOG0000886	OG0000813	n0	NP_418182.1	NP_215445.2, NP_215451.1	NP_254054.1	WP_003949126.1	NP_462754.1	
N0.HOG0000887	OG0000814	n0	NP_418183.1	NP_215444.1, YP_177771.1	NP_254055.1	WP_003949125.1	NP_462755.1	
N0.HOG0000888	OG0000815	n0	NP_418184.1	YP_177770.1, YP_177768.1, YP_177769.1		WP_003949124.1	NP_462756.1	
N0.HOG0000889	OG0000816	n0	NP_418188.1	NP_215826.1	NP_254241.1	WP_003950883.1	NP_462764.1	WP_015385631.1
N0.HOG0000890	OG0000817	n0	NP_418222.1	NP_217517.3	NP_253382.1	WP_003951029.1	NP_462800.1	WP_011278374.1
N0.HOG0000891	OG0000818	n0	NP_418231.1	NP_215818.1	NP_251835.1	WP_008409326.1	NP_462808.1	WP_011277021.1
N0.HOG0000892	OG0000819	n0	NP_418260.1	NP_215755.1	NP_253955.1	WP_003947226.1, WP_003950698.1	NP_462837.1	
N0.HOG0000893	OG0000820	n0	NP_418273.1	NP_215649.1	NP_250617.1	WP_015506935.1	NP_462850.1	WP_011277697.1
N0.HOG0000894	OG0000821	n0	NP_418279.1	NP_217713.1, NP_215161.1	NP_253752.1		NP_462857.1	WP_011278476.1
N0.HOG0000895	OG0000822	n0	NP_418282.1	NP_216609.1	NP_253757.1	WP_008408819.1	NP_462860.1	WP_011277173.1
N0.HOG0000896	OG0000823	n0	NP_418297.1		NP_254176.1, NP_248808.1		NP_462877.1, NP_462108.1, NP_490503.1	
N0.HOG0000897	OG0000824	n0	NP_418306.1	NP_216736.1	NP_253806.1	WP_003947693.1	NP_462887.1	WP_011278306.1
N0.HOG0000898	OG0000825	n0	NP_418346.2	NP_216380.1	NP_249220.1, NP_250919.1	WP_003949786.1	NP_462937.3	
N0.HOG0000899	OG0000826	n0	NP_418347.1	NP_217762.1		WP_165398332.1, WP_003948884.1, WP_015507211.1	NP_462939.1	
N0.HOG0000900	OG0000827	n0	NP_418362.1		NP_252271.1	WP_003946638.1	NP_460982.1, NP_462968.1	WP_011278832.1
N0.HOG0000901	OG0000828	n0	NP_418364.1	NP_218370.1	NP_250463.1	WP_003948979.1, WP_003949713.1	NP_462970.1	
N0.HOG0000902	OG0000829	n0	NP_418393.1	NP_216168.1	NP_249353.1	WP_003947123.1	NP_463001.1	WP_011277628.1
N0.HOG0000903	OG0000830	n0	NP_418394.3	NP_216170.1	NP_254010.1	WP_003947121.1	NP_463002.3	WP_011277629.1
N0.HOG0000904	OG0000831	n0	NP_418395.1	NP_216175.1	NP_253950.1	WP_003947112.1	NP_463003.1	WP_011278432.1
N0.HOG0000905	OG0000832	n0	NP_418398.3	NP_214986.1, NP_217566.1	NP_250230.1, NP_253577.1		NP_463006.3	
N0.HOG0000906	OG0000833	n0	NP_418404.1	NP_217796.1	NP_252970.1	WP_003948348.1	NP_463012.1	WP_011278454.1
N0.HOG0000907	OG0000834	n0	NP_418410.1	NP_215154.1	NP_252964.1	WP_003948662.1	NP_463018.1	WP_011278282.1
N0.HOG0000908	OG0000835	n0	NP_418412.1	NP_215165.1	NP_252962.1	WP_003948659.1	NP_463020.1	WP_011278280.1
N0.HOG0000909	OG0000836	n0	NP_418414.1	NP_215181.1	NP_252960.1	WP_010638872.1	NP_463022.1	WP_011277575.1
N0.HOG0000910	OG0000837	n0	NP_418415.1	NP_215182.1	NP_252959.1	WP_003948656.1	NP_463023.1	WP_011277574.1
N0.HOG0000911	OG0000838	n0	NP_418422.1	NP_214937.1	NP_253660.1	WP_003949438.1	NP_463033.1	WP_011277061.1
N0.HOG0000912	OG0000839	n0	NP_418433.1	NP_215286.1	NP_253542.1	WP_003949522.1	NP_463044.1	WP_011278427.1
N0.HOG0000913	OG0000840	n0	NP_418438.1			WP_003949211.1, WP_003952204.1, WP_003951778.1	NP_463048.1	WP_011278978.1
N0.HOG0000914	OG0000841	n0	NP_418480.1	NP_217072.1	NP_253973.1	WP_003952184.1	NP_463115.1	WP_011277006.1
N0.HOG0000915	OG0000842	n0	NP_418482.1	NP_216154.1	NP_252924.1	WP_003949515.1, WP_008409116.1	NP_463119.1	
N0.HOG0000916	OG0000843	n0	NP_418489.1	NP_216803.1	NP_252350.1	WP_003947567.1, WP_003950783.1	NP_463134.1	
N0.HOG0000917	OG0000844	n0	NP_418491.1		NP_251924.1	WP_015506981.1, WP_003947385.1, WP_015508259.1	NP_463138.1	
N0.HOG0000918	OG0000845	n0	NP_418558.2		NP_251724.1	WP_003951637.1, WP_003948161.1, WP_003951484.1	NP_463186.1	
N0.HOG0000919	OG0000846	n0	NP_418585.4	NP_217745.1	NP_253639.1	WP_003951672.1, WP_003950753.1	NP_463213.3	
N0.HOG0000920	OG0000847	n0	NP_418588.1	NP_217950.1	NP_253636.1	WP_030304962.1	NP_463217.1	WP_011276987.1
N0.HOG0000921	OG0000848	n0	NP_418594.1	NP_217241.1	NP_253630.1	WP_003951273.1	NP_463223.1	WP_011277540.1
N0.HOG0000922	OG0000849	n0	NP_418598.1	NP_214871.1	NP_253625.1	WP_003949162.1	NP_463227.1	WP_011277590.1
N0.HOG0000923	OG0000850	n0	NP_418635.1	NP_216647.1, NP_217653.1	NP_253862.1	WP_003950750.1	NP_463265.1	
N0.HOG0000924	OG0000851	n0	NP_418640.1	NP_214651.1	NP_253705.1	WP_003946613.1	NP_463269.1	WP_230937955.1
N0.HOG0000925	OG0000852	n0	NP_418647.1	NP_218145.1	NP_252720.1	WP_003948948.1	NP_463275.1	WP_011277819.1
N0.HOG0000926	OG0000853	n0	NP_418666.1	NP_215896.1	NP_249093.1	WP_003947030.1	NP_463320.1	WP_011278411.1
N0.HOG0000927	OG0000854	n0	NP_418679.1	NP_216964.1	NP_252523.1	WP_015507894.1	NP_463335.1	WP_011278261.1
N0.HOG0000928	OG0000855	n0	NP_418788.1		NP_250869.1, NP_253317.1	WP_015507457.1	NP_463412.1	WP_011277680.1
N0.HOG0000929	OG0000856	n0	NP_418808.1	NP_216993.1	NP_253285.1	WP_003950269.1, WP_037629519.1	NP_463437.1	
N0.HOG0000930	OG0000857	n0	YP_009518822.1	NP_215856.1	NP_254021.1	WP_003950569.1	NP_462634.1	WP_011277504.1
N0.HOG0000931	OG0000858	n0	YP_026169.1	NP_217541.1	NP_250752.1, NP_252503.1	WP_003951001.1	NP_461478.1	
N0.HOG0000932	OG0000859	n0	YP_026170.1	NP_215318.1	NP_252452.1	WP_003949534.1	NP_461500.1	WP_011278424.1
N0.HOG0000933	OG0000860	n0	YP_026241.1	NP_214519.2	NP_064724.1	WP_003951303.1, WP_226660351.1	NP_462735.1	
N0.HOG0000934	OG0000861	n0	YP_026260.1	NP_215024.1	NP_253947.1	WP_003948835.1	NP_462824.1	WP_011277655.1
N0.HOG0000935	OG0000862	n0		NP_217868.1, NP_216242.1, NP_216290.1, NP_217870.2, NP_214577.1, NP_217869.1				
N0.HOG0000936	OG0000863	n0		NP_214582.1, NP_214953.1	NP_253718.1	WP_015506934.1, WP_015506953.1, WP_015506866.1		
N0.HOG0000937	OG0000864	n0		YP_177986.1, NP_214644.1	NP_251992.1, NP_252704.1	WP_003947265.1, WP_003952134.1		
N0.HOG0000938	OG0000865	n0		NP_214692.1, NP_215878.1, NP_216489.1, NP_218009.1, NP_215879.1, NP_216906.1				
N0.HOG0000939	OG0000866	n0		NP_216547.1, NP_214765.1		WP_015506741.1, WP_015506701.1		WP_011278477.1, WP_011277787.1
N0.HOG0000940	OG0000867	n0		NP_217388.1, NP_216619.1, NP_215758.1, NP_218214.1, NP_214791.1, NP_215263.1				
N0.HOG0000941	OG0000868	n0		NP_214850.1, NP_215029.1, NP_214907.1, NP_214911.1, NP_216616.1, NP_218293.1				
N0.HOG0000942	OG0000869	n0		NP_214949.1				WP_011277707.1, WP_048054425.1, WP_011277793.1, WP_011277744.1, WP_011277357.1
N0.HOG0000943	OG0000870	n0		NP_218393.1, NP_218405.1, NP_218377.1, NP_217303.1, NP_215044.1		WP_262363181.1		
N0.HOG0000944	OG0000871	n0		NP_217631.1, NP_215563.1, NP_217539.1, NP_218157.1, NP_217028.1, NP_215715.1				
N0.HOG0000945	OG0000872	n0		NP_215589.1, NP_216764.1, NP_218231.1, NP_218034.1, NP_215998.2, NP_218072.1				
N0.HOG0000946	OG0000873	n0		NP_215721.1, NP_217007.1	NP_252305.1, NP_253610.1	WP_008408441.1, WP_003951005.1		
N0.HOG0000947	OG0000874	n0		NP_217316.1, NP_215731.1, NP_216351.1		WP_015508298.1, WP_003948716.1, WP_003951478.1		
N0.HOG0000948	OG0000875	n0		NP_217694.1, NP_216387.1, NP_218064.1, NP_216074.1, NP_215777.1		WP_003950049.1		
N0.HOG0000949	OG0000876	n0		NP_215830.1	NP_253089.1	WP_003950891.1	NP_460995.1	WP_011278386.1, WP_048054438.1
N0.HOG0000950	OG0000877	n0		NP_215997.1	NP_251763.1	WP_015507547.1, WP_031176722.1, WP_015507546.1, WP_003948100.1		
N0.HOG0000951	OG0000878	n0		NP_216557.1	NP_251028.1	WP_003951375.1, WP_003950511.1, WP_003950770.1, WP_015508266.1		
N0.HOG0000952	OG0000879	n0		NP_216712.1	NP_253120.1	WP_003947645.1		WP_011279048.1, WP_015385690.1, WP_015385765.1
N0.HOG0000953	OG0000880	n0		NP_216918.3		WP_003951392.1, WP_003947338.1		WP_011278047.1, WP_176586695.1, WP_011278098.1
N0.HOG0000954	OG0000881	n0		NP_217038.1		WP_003950726.1, WP_003952270.1		WP_011278751.1, WP_011277293.1, WP_011278565.1
N0.HOG0000955	OG0000882	n0		NP_217428.1, NP_218091.3	NP_252662.1	WP_003951838.1, WP_015507775.1	NP_460534.1	
N0.HOG0000956	OG0000883	n0		NP_217611.1	NP_251403.1, NP_248806.1, NP_250298.1, NP_250065.1	WP_003946736.1		
N0.HOG0000957	OG0000884	n0		NP_217803.1		WP_030769855.1, WP_003950854.1, WP_003949494.1, WP_003949495.1, WP_226660343.1		
N0.HOG0000958	OG0000885	n0		NP_217846.3	NP_248912.1, NP_248990.1	WP_003949605.1, WP_003951150.1		WP_011278932.1
N0.HOG0000959	OG0000886	n0		YP_178005.1, YP_177687.1		WP_015507464.1, WP_015507540.1, WP_015507166.1, WP_008409197.1		
N0.HOG0000960	OG0000887	n0			NP_254118.1, NP_252854.1, NP_248959.1	WP_015507436.1, WP_003948472.1	NP_461729.1	
N0.HOG0000961	OG0000888	n0			NP_249115.1	WP_003950915.1, WP_003950210.1, WP_003949164.1, WP_003949427.1	NP_461841.1	
N0.HOG0000962	OG0000889	n0			NP_251380.1, NP_252682.1, NP_251009.1, NP_249136.1, NP_253485.1, NP_252124.1			
N0.HOG0000963	OG0000890	n0			NP_250433.1, NP_250420.1, NP_249222.1	WP_015507435.1	NP_461372.1	WP_011278003.1
N0.HOG0000964	OG0000891	n0			NP_253826.1, NP_253824.1, NP_253825.1, NP_249468.1, YP_008719733.1, NP_252716.1			
N0.HOG0000965	OG0000892	n0			NP_249923.1, NP_249961.1, NP_251995.1, NP_251121.1, NP_249566.1, NP_252582.1			
N0.HOG0000966	OG0000893	n0			NP_252118.1, NP_249751.1, NP_249956.1, NP_251402.1, NP_252048.1	WP_003947144.1		
N0.HOG0000967	OG0000894	n0			NP_251930.1, NP_249896.1, NP_251108.1	WP_003949292.1	NP_459927.1	WP_011279085.1
N0.HOG0000968	OG0000895	n0			NP_253309.1, NP_250291.1, NP_253935.1, NP_250956.1, NP_251171.1, NP_253261.1			
N0.HOG0000969	OG0000896	n0			NP_250549.1	WP_003949918.1, WP_015507834.1, WP_030769649.1, WP_129840333.1, WP_015507012.1		
N0.HOG0000970	OG0000897	n0			NP_252726.1, NP_252362.1	WP_008404020.1, WP_015507520.1		WP_011278139.1, WP_011278352.1
N0.HOG0000971	OG0000898	n0			NP_252766.1	WP_003952299.1, WP_008414868.1, WP_003952091.1, WP_003950363.1	NP_461140.1	
N0.HOG0000972	OG0000899	n0				WP_015507789.1, WP_015508330.1, WP_003951821.1, WP_003946519.1, WP_003952137.1, WP_015508329.1		
N0.HOG0000973	OG0000900	n0				WP_003946729.1, WP_003947484.1, WP_003946806.1, WP_003949751.1, WP_003951391.1, WP_030308281.1		
N0.HOG0000974	OG0000901	n0				WP_003949506.1, WP_003951888.1, WP_003952067.1, WP_003947257.1, WP_003948699.1, WP_015508232.1		
N0.HOG0000975	OG0000902	n0				WP_015507866.1, WP_015507755.1, WP_015507756.1, WP_003948124.1, WP_015507754.1, WP_003948830.1		
N0.HOG0000976	OG0000903	n0				WP_235208976.1, WP_015506955.1, WP_003948296.1, WP_015507822.1, WP_235208957.1, WP_008410055.1		
N0.HOG0000977	OG0000904	n0				WP_003949252.1, WP_041826599.1, WP_003948483.1, WP_015507575.1, WP_015507576.1, WP_003949166.1		
N0.HOG0000978	OG0000905	n0				WP_003952193.1, WP_003949113.1, WP_003950087.1, WP_015507659.1, WP_008408721.1, WP_015507048.1		
N0.HOG0000979	OG0000906	n0					NP_460590.1, NP_459778.1, NP_461184.1, NP_460026.1, NP_460561.1, NP_460194.1	
N0.HOG0000980	OG0000907	n0					NP_459904.1, NP_460823.1, NP_461632.1, NP_461523.1, NP_460025.1, NP_461522.1	
N0.HOG0000981	OG0000908	n0					NP_461949.1, NP_460910.3, NP_462382.1, NP_461406.1, NP_459923.1, NP_463176.1	
N0.HOG0000982	OG0000909	n0						WP_011277360.1, WP_015385581.1, WP_011278071.1, WP_011278067.1, WP_011277028.1, WP_176586671.1
N0.HOG0000983	OG0000910	n0						WP_011279117.1, WP_015385662.1, WP_011277908.1, WP_011278962.1, WP_011278350.1, WP_011278654.1
N0.HOG0000984	OG0000911	n0						WP_015385775.1, WP_011278857.1, WP_011279084.1, WP_015385827.1, WP_011278959.1, WP_011278971.1
N0.HOG0000985	OG0000912	n0	NP_414544.1	NP_215812.1		WP_003950864.1	NP_459008.1	WP_011277836.1
N0.HOG0000986	OG0000913	n0	NP_414555.1	NP_214864.1	NP_253449.1	WP_003949203.1	NP_459017.1	
N0.HOG0000987	OG0000914	n0	NP_416080.1, NP_414559.1, YP_025295.1, YP_026229.1, YP_025292.1					
N0.HOG0000988	OG0000915	n0	NP_414564.1	NP_216928.1	NP_253253.1	WP_003947998.1	NP_459048.1	
N0.HOG0000989	OG0000916	n0	NP_414566.1	NP_217302.1	NP_253251.1	WP_003951195.1	NP_459050.1	
N0.HOG0000990	OG0000917	n0	NP_414568.1	NP_216055.1	NP_253249.1	WP_003947570.1	NP_459052.1	
N0.HOG0000991	OG0000918	n0	NP_414572.1	NP_217289.1	NP_253447.1	WP_003951208.1	NP_459069.1	
N0.HOG0000992	OG0000919	n0	NP_414594.1		NP_249284.1, NP_250902.1		NP_459096.1, NP_459168.1	
N0.HOG0000993	OG0000920	n0	NP_414620.1	NP_217518.1	NP_253383.1	WP_003951028.1	NP_459122.1	
N0.HOG0000994	OG0000921	n0	NP_414624.1	NP_216681.4	NP_253110.1	WP_008417138.1	NP_459125.1	
N0.HOG0000995	OG0000922	n0	NP_414627.1	NP_216674.1	NP_253107.1	WP_015508025.1	NP_459128.1	
N0.HOG0000996	OG0000923	n0	NP_414628.1	NP_216673.1	NP_253106.1	WP_003947585.1	NP_459129.1	
N0.HOG0000997	OG0000924	n0	NP_414629.1	NP_216672.1	NP_253105.1	WP_003947584.1	NP_459130.1	
N0.HOG0000998	OG0000925	n0	NP_414630.1	NP_216671.3	NP_253104.1	WP_037629380.1	NP_459131.1	
N0.HOG0000999	OG0000926	n0	NP_414631.1	NP_216670.1	NP_253103.1	WP_003947582.1	NP_459132.1	
N0.HOG0001000	OG0000927	n0	NP_414632.1	NP_216669.1	NP_253102.1	WP_003947581.1	NP_459133.1	
N0.HOG0001001	OG0000928	n0	NP_414633.1	NP_216668.1	NP_253101.1	WP_003951602.1	NP_459134.1	
N0.HOG0001002	OG0000929	n0	NP_414637.1	NP_216666.1	NP_253097.1	WP_003947579.1	NP_459138.1	
N0.HOG0001003	OG0000930	n0	NP_414640.1	YP_177950.1	NP_253093.1	WP_003950463.1	NP_459141.1	
N0.HOG0001004	OG0000931	n0	NP_414645.1	NP_216147.1	NP_253219.1	WP_003947495.1	NP_459145.1	
N0.HOG0001005	OG0000932	n0	NP_414652.1		NP_253212.1	WP_003951002.1, WP_015506730.1	NP_459151.1	
N0.HOG0001006	OG0000933	n0	NP_414667.4	NP_218141.1	NP_253334.1	WP_015507657.1	NP_459175.1	
