HOG	OG	Gene Tree Parent Clade	Eco	Mtu	Pae	Sal	Sen	sac
N4.HOG0000390	OG0000166	n3	NP_415698.1				NP_460768.1	
N4.HOG0000391	OG0000166	n7					NP_460074.1	
N4.HOG0000392	OG0000167	n0	NP_415707.1				NP_460759.1	
N4.HOG0000393	OG0000168	n2	NP_416964.1				NP_461415.1	
N4.HOG0000394	OG0000168	n4	NP_415740.1				NP_460722.1	
N4.HOG0000395	OG0000169	n7	NP_415845.2				NP_460637.1	
N4.HOG0000396	OG0000169	n8	NP_417492.1, NP_415759.1				NP_460705.3	
N4.HOG0000397	OG0000170	n6	YP_026272.1				NP_462867.1	
N4.HOG0000398	OG0000170	n8	NP_415915.1					
N4.HOG0000399	OG0000171	n6	NP_415956.1				NP_460557.1	
N4.HOG0000400	OG0000171	n8	NP_418760.1					
N4.HOG0000401	OG0000172	n6	NP_417277.1				NP_461891.2	
N4.HOG0000402	OG0000172	n7	NP_416328.1				NP_460782.1	
N4.HOG0000403	OG0000172	n8	YP_026204.1				NP_462154.1	
N4.HOG0000404	OG0000173	n0	NP_416342.4				NP_460799.1	
N4.HOG0000405	OG0000174	n1					NP_460452.1	
N4.HOG0000406	OG0000174	n5	NP_416632.1				NP_461107.1, NP_460454.1	
N4.HOG0000407	OG0000175	n4	NP_416975.1				NP_461426.1	
N4.HOG0000408	OG0000176	n2	NP_417016.4				NP_461468.1	
N4.HOG0000409	OG0000177	n1	NP_417191.1				NP_461762.1	
N4.HOG0000410	OG0000177	n5	NP_417037.1					
N4.HOG0000411	OG0000178	n2	NP_418455.1				NP_463279.1, NP_463280.1	
N4.HOG0000412	OG0000178	n8	NP_417418.1				NP_462007.1	
N4.HOG0000413	OG0000178	n9	NP_417318.1				NP_461933.1	
N4.HOG0000414	OG0000179	n1	NP_417364.2					
N4.HOG0000415	OG0000179	n7	NP_418111.1				NP_462647.1	
N4.HOG0000416	OG0000179	n9	NP_417358.2					
N4.HOG0000417	OG0000180	n1	NP_417380.1				NP_461970.1	
N4.HOG0000418	OG0000181	n7	NP_417691.4				NP_462248.1	
N4.HOG0000419	OG0000181	n8	NP_418699.4				NP_460104.1	
N4.HOG0000420	OG0000182	n4	NP_418009.2				NP_462547.1	
N4.HOG0000421	OG0000183	n0	NP_418124.4				NP_462688.1	
N4.HOG0000422	OG0000185	n2					NP_462923.1	
N4.HOG0000423	OG0000185	n8					NP_459875.1, NP_459874.1	
N4.HOG0000424	OG0000186	n1					NP_490542.1	
N4.HOG0000425	OG0000189	n0					NP_459287.1	
N4.HOG0000426	OG0000190	n6	NP_415303.1				NP_459781.1	
N4.HOG0000427	OG0000190	n7	NP_414550.1				NP_459013.1	
N4.HOG0000428	OG0000191	n2	NP_417738.4				NP_462303.1	
N4.HOG0000429	OG0000191	n4	NP_415918.1, NP_414577.2				NP_459074.1	
N4.HOG0000430	OG0000192	n4	NP_414848.1					
N4.HOG0000431	OG0000192	n6	NP_416315.1, NP_414582.1				NP_459079.1	
N4.HOG0000432	OG0000193	n3	NP_416213.1				NP_460319.1	
N4.HOG0000433	OG0000193	n4	NP_414584.1				NP_459081.1	
N4.HOG0000434	OG0000193	n5					NP_459833.1	
N4.HOG0000435	OG0000194	n0	NP_417251.2, NP_414587.1				NP_459084.1	
N4.HOG0000436	OG0000195	n1	NP_417612.1				NP_459331.1	
N4.HOG0000437	OG0000195	n3	NP_414682.1				NP_459334.1	
N4.HOG0000438	OG0000196	n3	NP_414704.4				NP_459215.1	
N4.HOG0000439	OG0000197	n0	NP_414710.1				NP_459220.1	
N4.HOG0000440	OG0000198	n7	NP_414891.4				NP_460587.1	
N4.HOG0000441	OG0000198	n8	NP_416608.1				NP_461940.1	
N4.HOG0000442	OG0000199	n0	NP_414971.1				NP_459444.1	
N4.HOG0000443	OG0000200	n3	NP_414974.1				NP_459447.1	
N4.HOG0000444	OG0000200	n5	NP_418428.1				NP_463039.1	
N4.HOG0000445	OG0000201	n6	NP_415047.1				NP_459520.1	
N4.HOG0000446	OG0000201	n7	NP_417593.4				NP_461880.1, NP_462160.1	
N4.HOG0000447	OG0000202	n2	NP_415133.1				NP_459595.1	
N4.HOG0000448	OG0000203	n6	NP_415141.1				NP_459607.1	
N4.HOG0000449	OG0000204	n4	NP_418280.4				NP_462858.1	
N4.HOG0000450	OG0000204	n5	NP_415160.1				NP_459624.1	
N4.HOG0000451	OG0000205	n6	NP_415360.1				NP_459840.1	
N4.HOG0000452	OG0000205	n7	NP_415165.1				NP_459629.1	
N4.HOG0000453	OG0000205	n8	NP_416514.4				NP_461007.1	
N4.HOG0000454	OG0000206	n4	NP_415280.3				NP_459755.1	
N4.HOG0000455	OG0000207	n2	NP_416919.1				NP_461378.1	
N4.HOG0000456	OG0000207	n5	NP_415285.1				NP_459761.1	
N4.HOG0000457	OG0000208	n1	NP_418396.1				NP_463004.1	
N4.HOG0000458	OG0000208	n4	NP_415289.4, NP_416493.1				NP_459677.1	
N4.HOG0000459	OG0000209	n0	NP_415302.1				NP_459780.1	
N4.HOG0000460	OG0000210	n0	NP_415367.1				NP_459846.1	
N4.HOG0000461	OG0000211	n2	NP_415377.1				NP_459856.1	
N4.HOG0000462	OG0000211	n5	NP_415643.3				NP_460195.1	
N4.HOG0000463	OG0000212	n8	NP_415531.2					
N4.HOG0000464	OG0000213	n7	NP_415609.1				NP_460163.1	
N4.HOG0000465	OG0000214	n3	NP_415621.3				NP_460175.1	
N4.HOG0000466	OG0000214	n6					NP_462082.1	
N4.HOG0000467	OG0000215	n7	NP_416309.1				NP_460240.1	
N4.HOG0000468	OG0000215	n8	NP_415713.1				NP_460753.1	
N4.HOG0000469	OG0000216	n2	NP_415793.1				NP_460670.1	
N4.HOG0000470	OG0000216	n6	NP_417513.1				NP_462110.1	
N4.HOG0000471	OG0000217	n0	NP_415813.4					
N4.HOG0000472	OG0000218	n2					NP_463065.1, NP_461634.1	
N4.HOG0000473	OG0000218	n5	NP_415890.2				NP_459903.1, NP_460024.1, NP_461524.1	
N4.HOG0000474	OG0000218	n8	NP_416065.1				NP_461186.1	
N4.HOG0000475	OG0000219	n3	NP_416018.1					
N4.HOG0000476	OG0000219	n5	NP_418503.1				NP_463150.1	
N4.HOG0000477	OG0000220	n5	NP_418562.4				NP_463190.1	
N4.HOG0000478	OG0000220	n7	NP_416128.1				NP_460430.1	
N4.HOG0000479	OG0000221	n2	NP_417740.1				NP_462305.1	
N4.HOG0000480	OG0000221	n7	NP_416207.1				NP_460325.1	
N4.HOG0000481	OG0000221	n8					NP_462758.1	
N4.HOG0000482	OG0000222	n0	NP_416521.2				NP_462460.1	
N4.HOG0000483	OG0000223	n2	NP_416779.2				NP_461258.3	
N4.HOG0000484	OG0000224	n0	NP_417063.1				NP_461517.1	
N4.HOG0000485	OG0000225	n1	YP_010051194.1, NP_417083.1				NP_461591.1	
N4.HOG0000486	OG0000226	n3	NP_417377.1				NP_461967.1	
N4.HOG0000487	OG0000226	n4	NP_417196.1, NP_418177.1				NP_462674.1	
N4.HOG0000488	OG0000227	n6	NP_417256.1					
N4.HOG0000489	OG0000227	n7	NP_418361.1				NP_462967.1	
N4.HOG0000490	OG0000228	n0	NP_418407.1, NP_417798.1				NP_462349.1, NP_463015.1	
N4.HOG0000491	OG0000229	n2	NP_417904.1				NP_462452.1	
N4.HOG0000492	OG0000230	n5	NP_418436.1				NP_463046.1	
N4.HOG0000493	OG0000230	n7	NP_418006.1				NP_462544.1	
N4.HOG0000494	OG0000231	n0	NP_418208.1				NP_462692.1, NP_460347.1, NP_462448.3, NP_462784.1	
N4.HOG0000495	OG0000232	n0	NP_418633.4				NP_463263.1	
N4.HOG0000496	OG0000233	n0					NP_460507.1	
N4.HOG0000497	OG0000237	n0					NP_462949.1	
N4.HOG0000498	OG0000247	n6	NP_414571.1				NP_459056.1	
N4.HOG0000499	OG0000247	n7	NP_415184.1				NP_459653.1	
N4.HOG0000500	OG0000248	n2	NP_414668.1				NP_459176.1	
N4.HOG0000501	OG0000248	n4	NP_414873.1				NP_490536.1	
N4.HOG0000502	OG0000249	n1	NP_415065.1, NP_415460.1, YP_009518785.1, NP_418737.1, NP_417613.1					
N4.HOG0000503	OG0000249	n6	NP_414681.1					
N4.HOG0000504	OG0000250	n0	NP_414766.1				NP_459311.1	
N4.HOG0000505	OG0000251	n3	NP_418544.2				NP_459047.1, NP_463164.1	
N4.HOG0000506	OG0000251	n5	NP_418114.4				NP_462946.1, NP_459154.1, NP_462650.1	
N4.HOG0000507	OG0000252	n6	NP_418675.1				NP_463329.1	
N4.HOG0000508	OG0000252	n7	NP_414807.1				NP_463325.1	
N4.HOG0000509	OG0000253	n3	NP_414992.1				NP_459467.1	
N4.HOG0000510	OG0000253	n5	NP_414876.1					
N4.HOG0000511	OG0000254	n1	NP_414934.1				NP_459393.1	
N4.HOG0000512	OG0000254	n5					NP_459553.1	
N4.HOG0000513	OG0000255	n0	NP_414965.1				NP_459438.1	
N4.HOG0000514	OG0000256	n2	NP_417822.1				NP_462375.1	
N4.HOG0000515	OG0000256	n4	NP_415058.1				NP_459531.1	
N4.HOG0000516	OG0000257	n4	NP_416477.1				NP_447527.1	
N4.HOG0000517	OG0000257	n6	NP_415102.1					
N4.HOG0000518	OG0000258	n4	NP_418812.1				NP_463441.1	
N4.HOG0000519	OG0000258	n5	NP_415171.1				NP_459635.1	
N4.HOG0000520	OG0000259	n3	NP_417382.1				NP_461972.1	
N4.HOG0000521	OG0000259	n5	NP_417383.1				NP_461973.2	
N4.HOG0000522	OG0000259	n7	NP_415195.1				NP_459663.1	
N4.HOG0000523	OG0000260	n2	NP_418578.1				NP_463207.1	
N4.HOG0000524	OG0000260	n4	NP_415251.1				NP_459719.1	
N4.HOG0000525	OG0000261	n0	NP_415306.1				NP_459784.1	
N4.HOG0000526	OG0000262	n0	NP_415348.1				NP_459823.3	
N4.HOG0000527	OG0000263	n0	NP_415362.1				NP_459842.1	
N4.HOG0000528	OG0000264	n5					NP_462660.1, NP_459926.1	
N4.HOG0000529	OG0000264	n7	NP_415417.1					
N4.HOG0000530	OG0000265	n0	NP_415456.4					
N4.HOG0000531	OG0000266	n2					NP_460505.1	
N4.HOG0000532	OG0000266	n5	NP_415571.1				NP_459377.1, NP_460125.1	
N4.HOG0000533	OG0000267	n0	NP_415584.1				NP_460138.1	
N4.HOG0000534	OG0000268	n1	NP_415612.1				NP_460166.1	
N4.HOG0000535	OG0000269	n0	YP_010051180.1, NP_415638.3				NP_460191.1	
N4.HOG0000536	OG0000270	n0	NP_415649.1				NP_460202.1	
N4.HOG0000537	OG0000271	n4	NP_415783.6				NP_460679.1	
N4.HOG0000538	OG0000271	n6	NP_417741.1				NP_462306.1	
N4.HOG0000539	OG0000272	n4	NP_415812.4					
N4.HOG0000540	OG0000272	n5	NP_416518.2					
N4.HOG0000541	OG0000272	n7					NP_460344.1	
N4.HOG0000542	OG0000273	n0	NP_415817.1				NP_462043.1	
N4.HOG0000543	OG0000274	n3	NP_416047.4				NP_460480.1	
N4.HOG0000544	OG0000274	n6	NP_417169.1				NP_461739.1	
N4.HOG0000545	OG0000275	n2	NP_416048.2				NP_460479.4	
N4.HOG0000546	OG0000275	n5	NP_418486.1				NP_463130.1	
N4.HOG0000547	OG0000275	n6	NP_418813.1				NP_460629.1, NP_463442.1	
N4.HOG0000548	OG0000276	n0	NP_416051.1				NP_460476.1	
N4.HOG0000549	OG0000277	n3	NP_418344.3				NP_462936.1	
N4.HOG0000550	OG0000277	n5	NP_416173.1				NP_460394.1	
N4.HOG0000551	OG0000278	n2	NP_416263.1				NP_460268.1	
N4.HOG0000552	OG0000279	n2	NP_417402.1				NP_461986.1	
N4.HOG0000553	OG0000279	n4	NP_416293.1				NP_460256.1	
N4.HOG0000554	OG0000280	n2	NP_416316.1					
N4.HOG0000555	OG0000280	n5	NP_417033.1					
N4.HOG0000556	OG0000281	n1	NP_416699.1				NP_461191.1, NP_462713.1	
N4.HOG0000557	OG0000282	n0	NP_416728.1, NP_417321.2				NP_461936.1	
N4.HOG0000558	OG0000283	n1	NP_416756.6				NP_461239.3	
N4.HOG0000559	OG0000283	n3					NP_461035.1	
N4.HOG0000560	OG0000284	n0	NP_416792.1				NP_461272.1	
N4.HOG0000561	OG0000285	n0	NP_416822.1				NP_461311.1	
N4.HOG0000562	OG0000286	n0	NP_416869.1, NP_417170.1				NP_461740.1	
N4.HOG0000563	OG0000287	n6	NP_417294.4				NP_461908.1	
N4.HOG0000564	OG0000287	n7	NP_416930.1				NP_461385.1	
N4.HOG0000565	OG0000288	n0	NP_417046.1				NP_461490.1	
N4.HOG0000566	OG0000289	n5	NP_417161.1				NP_461733.1	
N4.HOG0000567	OG0000290	n0	NP_417223.1				NP_461847.1	
N4.HOG0000568	OG0000291	n2	NP_417264.1				NP_461877.1	
N4.HOG0000569	OG0000291	n4	NP_418107.1				NP_462642.1	
N4.HOG0000570	OG0000292	n7	NP_417587.1				NP_462158.1	
N4.HOG0000571	OG0000293	n0	NP_417799.1				NP_462350.1	
N4.HOG0000572	OG0000294	n0	NP_417827.1				NP_462380.1	
N4.HOG0000573	OG0000295	n4	NP_418127.1				NP_462792.1, NP_462695.1	
N4.HOG0000574	OG0000295	n6	YP_025294.2				NP_459121.1	
N4.HOG0000575	OG0000296	n4					NP_462425.1	
N4.HOG0000576	OG0000296	n5					NP_462905.1	
N4.HOG0000577	OG0000296	n6					NP_462175.1	
N4.HOG0000578	OG0000297	n0	NP_418475.1				NP_463110.1	
N4.HOG0000579	OG0000298	n2	NP_418608.6				NP_463238.3	
N4.HOG0000580	OG0000299	n0	NP_418632.1				NP_463262.1	
N4.HOG0000581	OG0000300	n0	NP_418639.1				NP_463268.1	
N4.HOG0000582	OG0000301	n0	NP_418710.4					
N4.HOG0000583	OG0000304	n5					NP_461120.1	
N4.HOG0000584	OG0000305	n0					NP_459404.1	
N4.HOG0000585	OG0000310	n0					NP_462015.1	
N4.HOG0000586	OG0000315	n5	NP_418448.1				NP_463085.1	
N4.HOG0000587	OG0000315	n6	NP_414543.1				NP_459007.1	
N4.HOG0000588	OG0000316	n0	NP_414563.1, NP_416408.1, YP_009518740.1, NP_417901.1, NP_414809.1, NP_414799.1, YP_588445.1, NP_418714.1					
N4.HOG0000589	OG0000317	n3	NP_414634.1				NP_459135.1	
N4.HOG0000590	OG0000317	n5	NP_414915.1				NP_459375.1	
N4.HOG0000591	OG0000318	n4	NP_414665.1				NP_459173.1	
N4.HOG0000592	OG0000318	n5	NP_417489.1				NP_462087.1	
N4.HOG0000593	OG0000319	n0	NP_414716.1				NP_459226.1	
N4.HOG0000594	OG0000320	n1	NP_414726.1				NP_459236.1	
N4.HOG0000595	OG0000321	n2	NP_414817.1					
N4.HOG0000596	OG0000321	n5	NP_417351.1					
N4.HOG0000597	OG0000322	n0	NP_414954.1				NP_461282.1, NP_459417.1	
N4.HOG0000598	OG0000323	n5	NP_417731.1				NP_462300.1	
N4.HOG0000599	OG0000323	n6	NP_414996.1				NP_459471.1	
N4.HOG0000600	OG0000324	n1					NP_461704.3	
N4.HOG0000601	OG0000324	n2	NP_415116.1				NP_459577.1	
N4.HOG0000602	OG0000325	n3	NP_415121.1				NP_459583.1	
N4.HOG0000603	OG0000326	n0	NP_415122.1				NP_459584.1	
N4.HOG0000604	OG0000327	n3	NP_415138.1				NP_459600.1	
N4.HOG0000605	OG0000327	n5					NP_459397.1	
N4.HOG0000606	OG0000328	n4	NP_418548.1				NP_463168.1	
N4.HOG0000607	OG0000328	n5	NP_415153.1				NP_459057.1, NP_459618.1	
N4.HOG0000608	OG0000329	n0	NP_415201.1				NP_459666.1	
N4.HOG0000609	OG0000330	n0	NP_415222.1				NP_459687.1	
N4.HOG0000610	OG0000331	n5	NP_415497.1				NP_460748.1	
N4.HOG0000611	OG0000331	n6	NP_415261.2				NP_459725.1	
N4.HOG0000612	OG0000332	n5	NP_415498.1				NP_460749.1	
N4.HOG0000613	OG0000332	n6	NP_415262.1				NP_459726.1	
N4.HOG0000614	OG0000333	n5	NP_418074.1				NP_462609.1	
N4.HOG0000615	OG0000333	n6	NP_415297.1				NP_459773.1	
N4.HOG0000616	OG0000334	n0	NP_415304.1				NP_459782.1	
N4.HOG0000617	OG0000335	n0	NP_415326.1					
N4.HOG0000618	OG0000336	n0	NP_415335.1				NP_459810.1, NP_460018.1, NP_459897.1, NP_460215.1, NP_490501.1, NP_461948.1, NP_459341.1	
N4.HOG0000619	OG0000337	n0	NP_415366.1				NP_459845.1	
N4.HOG0000620	OG0000338	n0	NP_415452.1				NP_460031.1	
N4.HOG0000621	OG0000339	n3	NP_415605.2				NP_460159.1	
N4.HOG0000622	OG0000339	n5	NP_417714.1				NP_462281.1	
N4.HOG0000623	OG0000340	n0	NP_415616.1				NP_460170.1	
N4.HOG0000624	OG0000341	n0	NP_415642.1				NP_460193.1	
N4.HOG0000625	OG0000342	n3	NP_415708.1				NP_460758.1	
N4.HOG0000626	OG0000342	n5	NP_418477.1				NP_463112.1	
N4.HOG0000627	OG0000343	n0	NP_415730.1				NP_460731.1	
N4.HOG0000628	OG0000344	n5	NP_415982.1				NP_460539.1	
N4.HOG0000629	OG0000344	n6	NP_415745.1				NP_460717.1	
N4.HOG0000630	OG0000345	n0	NP_415769.1				NP_460695.1	
N4.HOG0000631	OG0000346	n0	NP_415815.1					
N4.HOG0000632	OG0000347	n3	NP_418458.1				NP_463094.3	
N4.HOG0000633	OG0000347	n6	NP_415826.1					
N4.HOG0000634	OG0000348	n0	NP_415851.1				NP_460618.1	
N4.HOG0000635	OG0000349	n1	NP_415951.1				NP_460564.1	
N4.HOG0000636	OG0000349	n5					NP_460623.1	
N4.HOG0000637	OG0000350	n4	NP_416011.1					
N4.HOG0000638	OG0000351	n3	NP_416055.1				NP_460474.1	
N4.HOG0000639	OG0000351	n5	NP_417180.1				NP_461751.1	
N4.HOG0000640	OG0000352	n4	NP_418743.1				NP_462051.1	
N4.HOG0000641	OG0000352	n5	NP_416677.1, NP_416060.1				NP_460468.1	
N4.HOG0000642	OG0000353	n2	NP_417931.4				NP_462483.1	
N4.HOG0000643	OG0000353	n3	NP_416118.1				NP_460441.1	
N4.HOG0000644	OG0000354	n0	NP_416140.1				NP_460426.1	
N4.HOG0000645	OG0000355	n0	NP_416168.1				NP_460398.1	
N4.HOG0000646	OG0000356	n5	NP_416262.1				NP_460269.1	
N4.HOG0000647	OG0000356	n6	NP_417818.1				NP_462371.1	
N4.HOG0000648	OG0000357	n0	NP_416343.1				NP_460800.1	
N4.HOG0000649	OG0000358	n0	NP_416366.1				NP_460843.1	
N4.HOG0000650	OG0000359	n0	NP_416402.2, YP_010283911.1				NP_460878.1	
N4.HOG0000651	OG0000360	n1	NP_416428.1				NP_460905.1	
N4.HOG0000652	OG0000361	n1	NP_416516.1					
N4.HOG0000653	OG0000361	n3	NP_417927.1				NP_462479.1	
N4.HOG0000654	OG0000362	n0	NP_418236.1, NP_416543.1				NP_461040.1	
N4.HOG0000655	OG0000363	n5	YP_026255.1				NP_462812.1	
N4.HOG0000656	OG0000363	n6	NP_416545.1				NP_461042.1	
N4.HOG0000657	OG0000364	n5	NP_416581.1				NP_461074.1	
N4.HOG0000658	OG0000364	n6	NP_418210.1				NP_462786.1	
N4.HOG0000659	OG0000365	n2	NP_418073.1				NP_462608.1	
N4.HOG0000660	OG0000365	n5	NP_416594.1				NP_462174.1	
N4.HOG0000661	OG0000366	n1					NP_460451.1	
N4.HOG0000662	OG0000366	n3	NP_416633.1				NP_461108.1	
N4.HOG0000663	OG0000367	n2					NP_460080.1, NP_461216.1	
N4.HOG0000664	OG0000367	n4	NP_416749.4				NP_461232.1	
N4.HOG0000665	OG0000368	n2	NP_416781.1				NP_461260.1	
N4.HOG0000666	OG0000368	n6	NP_416979.1					
N4.HOG0000667	OG0000369	n2	NP_416784.1				NP_461263.1	
N4.HOG0000668	OG0000369	n6	NP_416983.1					
N4.HOG0000669	OG0000370	n5	NP_417585.2				NP_462156.1	
N4.HOG0000670	OG0000370	n6	NP_416799.1				NP_461279.1	
N4.HOG0000671	OG0000371	n3	NP_418288.1				NP_462868.1	
N4.HOG0000672	OG0000371	n5	NP_416843.1				NP_461330.1	
N4.HOG0000673	OG0000372	n5	NP_416962.1				NP_461412.1	
N4.HOG0000674	OG0000372	n6	NP_417506.1				NP_462100.1	
N4.HOG0000675	OG0000373	n4	YP_026252.1				NP_462804.1	
N4.HOG0000676	OG0000373	n5	NP_416997.1				NP_461437.1	
N4.HOG0000677	OG0000374	n3	NP_417054.2				NP_461503.1	
N4.HOG0000678	OG0000375	n0	NP_417177.1				NP_461748.1	
N4.HOG0000679	OG0000376	n0	NP_417221.1				NP_461845.1	
N4.HOG0000680	OG0000377	n1					NP_460997.1	
N4.HOG0000681	OG0000377	n4	NP_417279.2				NP_461893.1	
N4.HOG0000682	OG0000377	n5	YP_026233.1				NP_462925.1	
N4.HOG0000683	OG0000378	n1	NP_418294.1				NP_462874.1	
N4.HOG0000684	OG0000378	n4	NP_417353.1					
N4.HOG0000685	OG0000379	n0	NP_417399.1				NP_462983.1, NP_461983.1	
N4.HOG0000686	OG0000380	n0	NP_417461.1, NP_417950.1				NP_462490.1	
N4.HOG0000687	OG0000381	n2	NP_417622.2				NP_462182.1	
N4.HOG0000688	OG0000382	n0	YP_010283916.1, YP_010283915.1, NP_417637.1				NP_462199.1	
N4.HOG0000689	OG0000383	n0	NP_417660.1				NP_462221.1	
N4.HOG0000690	OG0000384	n0	NP_417661.1				NP_462222.1	
N4.HOG0000691	OG0000385	n5	NP_417724.4				NP_462292.1	
N4.HOG0000692	OG0000385	n6	NP_418135.1				NP_460100.1	
N4.HOG0000693	OG0000386	n0	NP_417747.1				NP_462312.1	
N4.HOG0000694	OG0000387	n0	NP_417748.1				NP_462313.1	
N4.HOG0000695	OG0000388	n1					NP_462164.1	
N4.HOG0000696	OG0000388	n2	NP_417833.1				NP_462947.1, NP_462501.1	
N4.HOG0000697	OG0000389	n4	NP_417843.1				NP_462384.1	
N4.HOG0000698	OG0000389	n6					NP_463367.1	
N4.HOG0000699	OG0000390	n0	NP_417889.1				NP_462438.1, NP_460517.1	
N4.HOG0000700	OG0000391	n0	NP_418021.1				NP_462560.1	
N4.HOG0000701	OG0000392	n2	NP_418062.1				NP_462594.1	
N4.HOG0000702	OG0000392	n5					NP_460579.1	
N4.HOG0000703	OG0000393	n0	NP_418120.2, NP_418170.1				NP_462750.3	
N4.HOG0000704	OG0000394	n0	NP_418152.1				NP_462731.1	
N4.HOG0000705	OG0000395	n0	NP_418367.1				NP_462973.1	
N4.HOG0000706	OG0000396	n2	NP_418374.1				NP_462981.1	
N4.HOG0000707	OG0000397	n0	NP_418439.1				NP_463049.1	
N4.HOG0000708	OG0000398	n0	NP_418559.1				NP_460087.1, NP_463187.1	
N4.HOG0000709	OG0000399	n5	NP_418686.1				NP_463342.1	
N4.HOG0000710	OG0000399	n6	YP_026217.1				NP_462415.1	
N4.HOG0000711	OG0000400	n3	NP_418772.4				NP_463389.1	
N4.HOG0000712	OG0000401	n0	NP_418791.1				NP_463415.3	
N4.HOG0000713	OG0000402	n0	NP_418803.1				NP_463432.1	
N4.HOG0000714	OG0000403	n1					NP_462086.1, NP_462933.1	
N4.HOG0000715	OG0000403	n4	YP_026232.1				NP_462572.1	
N4.HOG0000716	OG0000404	n0	YP_026269.1				NP_462855.1	
N4.HOG0000717	OG0000407	n3					NP_461038.1	
N4.HOG0000718	OG0000411	n0					NP_462047.1	
N4.HOG0000719	OG0000415	n3					NP_460972.1	
N4.HOG0000720	OG0000415	n5					NP_460969.1	
N4.HOG0000721	OG0000419	n0					NP_459347.3	
N4.HOG0000722	OG0000426	n2					NP_459978.1	
N4.HOG0000723	OG0000426	n3	NP_414548.1				NP_459011.1	
N4.HOG0000724	OG0000427	n3	NP_414549.1				NP_459012.1	
N4.HOG0000725	OG0000427	n4	NP_416959.1				NP_461408.1	
N4.HOG0000726	OG0000428	n0	NP_414556.1				NP_459018.1	
N4.HOG0000727	OG0000429	n0	NP_414562.1, NP_417902.1, YP_009518739.1, NP_414798.1, NP_414808.1, NP_415508.1, NP_416407.1					
N4.HOG0000728	OG0000430	n0	NP_414593.1				NP_459095.1	
N4.HOG0000729	OG0000431	n2					NP_459424.1	
N4.HOG0000730	OG0000431	n3	NP_414610.1				NP_459113.1	
N4.HOG0000731	OG0000432	n0	NP_414613.1				NP_459325.1, NP_459115.1	
N4.HOG0000732	OG0000433	n0	NP_414614.1				NP_459324.1, NP_459116.1	
N4.HOG0000733	OG0000434	n0	NP_414615.4, NP_416314.1				NP_459117.1	
N4.HOG0000734	OG0000435	n1	NP_414616.1				NP_459118.1	
N4.HOG0000735	OG0000436	n0	NP_414626.1				NP_460792.1, NP_459127.1	
N4.HOG0000736	OG0000437	n0	NP_414656.1				NP_459157.1	
N4.HOG0000737	OG0000438	n0	NP_414663.1				NP_459171.1	
N4.HOG0000738	OG0000439	n0	NP_414676.1				NP_459187.1	
N4.HOG0000739	OG0000440	n0	NP_414684.1				NP_459188.1	
N4.HOG0000740	OG0000441	n4	NP_414699.1				NP_459210.1	
N4.HOG0000741	OG0000441	n5	NP_418103.4				NP_462638.1	
N4.HOG0000742	OG0000442	n1					NP_462057.1	
N4.HOG0000743	OG0000442	n3	NP_414700.1				NP_459211.1	
N4.HOG0000744	OG0000443	n0	NP_418117.1, NP_414739.1				NP_459249.1	
N4.HOG0000745	OG0000444	n1	NP_414788.1					
N4.HOG0000746	OG0000444	n2	NP_417288.1				NP_461901.1	
N4.HOG0000747	OG0000445	n0	NP_414845.1					
N4.HOG0000748	OG0000446	n0	NP_414881.1				NP_460506.1	
N4.HOG0000749	OG0000447	n0	NP_414887.2				NP_461124.1	
N4.HOG0000750	OG0000448	n0	NP_415541.1, NP_414897.1				NP_461030.1	
N4.HOG0000751	OG0000450	n0	NP_414932.1				NP_459391.1	
N4.HOG0000752	OG0000451	n0	NP_414962.1				NP_459435.1	
N4.HOG0000753	OG0000452	n0	NP_414966.1				NP_459439.1	
N4.HOG0000754	OG0000453	n4	NP_417048.1				NP_461496.1	
N4.HOG0000755	OG0000453	n5	NP_414984.1				NP_459458.1	
N4.HOG0000756	OG0000454	n0	YP_009518751.1, NP_415003.1				NP_459479.1	
N4.HOG0000757	OG0000455	n2	NP_415014.1				NP_459490.1	
N4.HOG0000758	OG0000456	n0	NP_415022.1				NP_459496.1	
N4.HOG0000759	OG0000457	n2	NP_417219.1				NP_461836.1	
N4.HOG0000760	OG0000457	n4	NP_415041.1				NP_459513.1	
N4.HOG0000761	OG0000458	n1	NP_417614.1				NP_459179.1, NP_462538.1	
N4.HOG0000762	OG0000458	n4	NP_415066.2				NP_459542.1	
N4.HOG0000763	OG0000458	n5	NP_415461.1				NP_459029.1	
N4.HOG0000764	OG0000459	n4	NP_415294.1				NP_459770.1	
N4.HOG0000765	OG0000459	n5	NP_415077.1				NP_460055.1	
N4.HOG0000766	OG0000460	n4	NP_415129.1				NP_459591.1	
N4.HOG0000767	OG0000460	n5	NP_416201.1				NP_460331.1	
N4.HOG0000768	OG0000461	n4	NP_415130.1				NP_459592.1	
N4.HOG0000769	OG0000461	n5	NP_418774.2				NP_463391.1	
N4.HOG0000770	OG0000462	n3	NP_415132.1				NP_459594.1	
N4.HOG0000771	OG0000462	n4	NP_418380.4				NP_462431.1, NP_462989.1	
N4.HOG0000772	OG0000463	n0	NP_415157.1				NP_459622.1	
N4.HOG0000773	OG0000464	n0	NP_415200.1				NP_459665.1	
N4.HOG0000774	OG0000465	n3	NP_415619.1				NP_461685.1, NP_460173.1	
N4.HOG0000775	OG0000465	n5	NP_415205.1				NP_459670.1	
