HOG	OG	Gene Tree Parent Clade	Eco	Mtu	Pae	Sal	Sen	sac
N2.HOG0000279	OG0000087	n10		NP_216698.1		WP_008403410.1, WP_003947106.1, WP_003947617.1, WP_003946811.1		
N2.HOG0000280	OG0000089	n0		NP_216276.1, NP_217646.1, NP_217888.1, NP_217751.1, NP_217000.1, YP_009030036.1, NP_218251.1, NP_218257.1, NP_215410.1, NP_216801.1, NP_217997.1, NP_217604.1, NP_215941.1, NP_217603.1, NP_214735.1				
N2.HOG0000281	OG0000090	n1				WP_003946807.1		
N2.HOG0000282	OG0000090	n7				WP_003950103.1, WP_015507165.1, WP_003950610.1, WP_003948383.1, WP_003948195.1		
N2.HOG0000283	OG0000090	n12		NP_216447.1		WP_003948603.1		
N2.HOG0000284	OG0000091	n6		NP_215654.1		WP_003946468.1		
N2.HOG0000285	OG0000091	n8		NP_215075.1		WP_003952271.1, WP_003948739.1		
N2.HOG0000286	OG0000092	n0				WP_015507071.1		
N2.HOG0000287	OG0000093	n2		NP_216731.1		WP_003947676.1		
N2.HOG0000288	OG0000093	n11				WP_015507555.1		
N2.HOG0000289	OG0000093	n12				WP_015507560.1		
N2.HOG0000290	OG0000094	n0		YP_177889.1		WP_003946882.1		
N2.HOG0000291	OG0000095	n1				WP_015506705.1, WP_015507397.1		
N2.HOG0000292	OG0000095	n6		NP_217937.1		WP_003949992.1, WP_003948582.1		
N2.HOG0000293	OG0000096	n5		NP_218184.1		WP_086014546.1		
N2.HOG0000294	OG0000096	n10				WP_003947780.1		
N2.HOG0000295	OG0000098	n1		YP_177712.1, YP_177923.1		WP_015508277.1		
N2.HOG0000296	OG0000098	n7		NP_217816.1, NP_215177.1, NP_215225.1				
N2.HOG0000297	OG0000100	n4		YP_177782.1		WP_003950369.1		
N2.HOG0000298	OG0000100	n6		YP_177868.1				
N2.HOG0000299	OG0000100	n9		NP_215852.1		WP_003950564.1		
N2.HOG0000300	OG0000102	n0		NP_216245.1, NP_215239.1, NP_217267.1, NP_215345.1, NP_218304.1, NP_217916.1, NP_215240.1, NP_215245.1, NP_218284.1, NP_214659.1, NP_214660.1, NP_215408.1, NP_214795.1, NP_216412.1				
N2.HOG0000301	OG0000103	n1				WP_003950623.1		
N2.HOG0000302	OG0000103	n6		NP_217724.1		WP_010639665.1, WP_003950710.1		
N2.HOG0000303	OG0000103	n8		NP_215535.1		WP_015507991.1, WP_008415217.1		
N2.HOG0000304	OG0000103	n10		NP_214752.1		WP_003951034.1, WP_010639030.1		
N2.HOG0000305	OG0000104	n2		NP_217025.1, NP_216060.1		WP_003948571.1		
N2.HOG0000306	OG0000104	n9				WP_015506954.1		
N2.HOG0000307	OG0000104	n10		NP_217690.1		WP_003949505.1		
N2.HOG0000308	OG0000104	n12		NP_217573.1				
N2.HOG0000309	OG0000105	n3				WP_030769295.1		
N2.HOG0000310	OG0000105	n6		NP_215285.1		WP_003951990.1, WP_003949108.1, WP_015507070.1, WP_015507262.1		
N2.HOG0000311	OG0000105	n11				WP_008414745.1, WP_003947009.1		
N2.HOG0000312	OG0000106	n0		YP_177949.1		WP_003948052.1		
N2.HOG0000313	OG0000107	n5				WP_003946998.1		
N2.HOG0000314	OG0000107	n6		NP_214994.2		WP_003949304.1		
N2.HOG0000315	OG0000108	n0		NP_217947.1		WP_086014547.1		
N2.HOG0000316	OG0000109	n7		NP_216775.1		WP_003947267.1, WP_003946786.1		
N2.HOG0000317	OG0000109	n9		YP_177754.1, NP_217602.1, YP_177699.1		WP_015508313.1		
N2.HOG0000318	OG0000110	n1		NP_215501.1		WP_003951366.1, WP_003950359.1, WP_015506973.1		
N2.HOG0000319	OG0000110	n5				WP_003948339.1		
N2.HOG0000320	OG0000113	n5		NP_217220.1		WP_015506780.1		
N2.HOG0000321	OG0000113	n9				WP_003948300.1		
N2.HOG0000322	OG0000114	n1				WP_003952176.1, WP_003947425.1		
N2.HOG0000323	OG0000114	n6				WP_003949568.1		
N2.HOG0000324	OG0000114	n10				WP_010640768.1, WP_008417060.1		
N2.HOG0000325	OG0000115	n0		NP_218375.1		WP_003947522.1		
N2.HOG0000326	OG0000116	n4		NP_217819.1		WP_003948563.1		
N2.HOG0000327	OG0000116	n5				WP_003947219.1		
N2.HOG0000328	OG0000116	n9		NP_216765.1		WP_003946559.1		
N2.HOG0000329	OG0000117	n3		NP_217156.1, NP_217158.1		WP_003949158.1		
N2.HOG0000330	OG0000117	n7				WP_003952242.1		
N2.HOG0000331	OG0000117	n10		NP_218261.1, NP_215342.1		WP_003949740.1		
N2.HOG0000332	OG0000118	n6		NP_217410.1				
N2.HOG0000333	OG0000118	n9		NP_216217.1				
N2.HOG0000334	OG0000119	n5		NP_218359.1		WP_003949471.1, WP_008405235.1		
N2.HOG0000335	OG0000119	n8		NP_214831.1		WP_015507022.1, WP_015508184.1		
N2.HOG0000336	OG0000119	n10				WP_010640369.1		
N2.HOG0000337	OG0000120	n6		NP_215210.1		WP_015508109.1		
N2.HOG0000338	OG0000120	n8		NP_217473.1		WP_003948413.1		
N2.HOG0000339	OG0000120	n11		NP_216034.1		WP_003948428.1		
N2.HOG0000340	OG0000121	n1				WP_003947102.1, WP_003947344.1, WP_008404607.1, WP_003951841.1, WP_015507281.1, WP_003948528.1, WP_050777403.1		
N2.HOG0000341	OG0000121	n10				WP_003949550.1, WP_015507415.1		
N2.HOG0000342	OG0000122	n0		NP_217457.1, NP_218343.1, NP_216037.1, NP_216045.1, NP_215701.1, NP_215861.1, NP_215529.1, YP_177686.1, NP_216441.2, NP_218318.1, NP_214918.1, NP_217466.3, NP_217446.2				
N2.HOG0000343	OG0000123	n0		NP_215205.1		WP_015507430.1, WP_015506983.1, WP_008413414.1, WP_003947147.1, WP_015507980.1, WP_003951698.1, WP_003951343.1, WP_061405451.1, WP_015507855.1, WP_049978650.1, WP_003951593.1		
N2.HOG0000344	OG0000124	n1		NP_217306.3, NP_216143.1, NP_215429.1				
N2.HOG0000345	OG0000124	n8		NP_218057.1, NP_218040.1, NP_218039.1				
N2.HOG0000346	OG0000125	n4		NP_218316.2, NP_217797.1		WP_003948349.1		
N2.HOG0000347	OG0000125	n8		NP_217018.1		WP_003948166.1		
N2.HOG0000348	OG0000125	n10		NP_215489.1		WP_003950073.1		
N2.HOG0000349	OG0000127	n1		NP_215676.1		WP_008405728.1		
N2.HOG0000350	OG0000127	n8		NP_217501.1		WP_003948216.1, WP_003949123.1		
N2.HOG0000351	OG0000128	n3		NP_217554.1		WP_003949094.1		
N2.HOG0000352	OG0000128	n7		NP_215354.1		WP_003952300.1, WP_003951924.1		
N2.HOG0000353	OG0000128	n9		NP_214843.1		WP_003948527.1		
N2.HOG0000354	OG0000131	n1		NP_217763.1		WP_003948375.1, WP_003948883.1, WP_003950455.1		
N2.HOG0000355	OG0000131	n7				WP_003951261.1		
N2.HOG0000356	OG0000133	n1				WP_003950576.1		
N2.HOG0000357	OG0000133	n5		YP_177922.1		WP_003949789.1		
N2.HOG0000358	OG0000133	n10				WP_003950752.1		
N2.HOG0000359	OG0000134	n2		NP_215521.1		WP_003947084.1		
N2.HOG0000360	OG0000134	n6		NP_216125.1		WP_003947541.1		
N2.HOG0000361	OG0000135	n2				WP_015507971.1		
N2.HOG0000362	OG0000135	n8				WP_003947760.1, WP_003946914.1		
N2.HOG0000363	OG0000136	n1				WP_003946671.1		
N2.HOG0000364	OG0000136	n8		NP_215067.1				
N2.HOG0000365	OG0000137	n1				WP_003951400.1		
N2.HOG0000366	OG0000137	n2				WP_003952131.1		
N2.HOG0000367	OG0000138	n2				WP_003947424.1		
N2.HOG0000368	OG0000138	n7		NP_217876.1		WP_003952241.1		
N2.HOG0000369	OG0000139	n3				WP_015506679.1, WP_003946939.1		
N2.HOG0000370	OG0000139	n8				WP_003947924.1		
N2.HOG0000371	OG0000140	n3				WP_008415061.1		
N2.HOG0000372	OG0000140	n8				WP_008406214.1, WP_003949754.1		
N2.HOG0000373	OG0000140	n10				WP_003951546.1		
N2.HOG0000374	OG0000141	n0				WP_003947661.1		
N2.HOG0000375	OG0000142	n0		NP_216016.1		WP_003946971.1		
N2.HOG0000376	OG0000143	n1		NP_215414.1				
N2.HOG0000377	OG0000143	n7				WP_003948271.1		
N2.HOG0000378	OG0000144	n5		NP_217017.1		WP_003948167.1		
N2.HOG0000379	OG0000144	n8		NP_217802.1		WP_003948354.1		
N2.HOG0000380	OG0000145	n2		NP_214581.1		WP_008417648.1, WP_015507907.1, WP_003949564.1, WP_003950208.1, WP_003947983.1, WP_003947140.1, WP_008411123.1, WP_015507085.1		
N2.HOG0000381	OG0000145	n10		NP_214746.1		WP_003950109.1		
N2.HOG0000382	OG0000146	n0		NP_215661.1, NP_214720.1, NP_215662.1, NP_214716.1		WP_003951654.1, WP_015507279.1, WP_015507067.1, WP_003947115.1		
N2.HOG0000383	OG0000147	n0		YP_177673.1, YP_007409270.1, NP_215095.1, NP_216620.1, NP_216648.1, YP_007412423.1, NP_217838.1, NP_217009.1, YP_177672.1, NP_215262.1, NP_215757.1, NP_217387.1				
N2.HOG0000384	OG0000148	n2				WP_003948363.1		
N2.HOG0000385	OG0000148	n4				WP_003950239.1		
N2.HOG0000386	OG0000148	n6				WP_015507761.1		
N2.HOG0000387	OG0000148	n9		NP_218108.1		WP_037629856.1		
N2.HOG0000388	OG0000148	n10		NP_217719.1		WP_003949577.1		
N2.HOG0000389	OG0000149	n0		NP_217881.1		WP_015507103.1, WP_003951074.1, WP_003951070.1, WP_008405866.1, WP_003946949.1, WP_003952166.1, WP_003952098.1, WP_003947186.1, WP_003950004.1, WP_003951531.1, WP_003950061.1		
N2.HOG0000390	OG0000150	n2		YP_177951.1		WP_003946930.1, WP_003950426.1		
N2.HOG0000391	OG0000150	n10				WP_003949807.1		
N2.HOG0000392	OG0000151	n0		NP_217545.1		WP_003952263.1		
N2.HOG0000393	OG0000152	n0				WP_003949695.1		
N2.HOG0000394	OG0000154	n0		NP_214976.1		WP_003947675.1, WP_003951668.1		
N2.HOG0000395	OG0000155	n0		NP_216706.1				
N2.HOG0000396	OG0000156	n1		NP_214889.1				
N2.HOG0000397	OG0000156	n5				WP_015506842.1		
N2.HOG0000398	OG0000156	n7				WP_003951687.1, WP_003950515.1		
N2.HOG0000399	OG0000157	n0		NP_214888.1		WP_010640793.1, WP_015506843.1		
N2.HOG0000400	OG0000159	n4		NP_216515.1		WP_003950381.1		
N2.HOG0000401	OG0000159	n8		NP_217770.1		WP_008417114.1		
N2.HOG0000402	OG0000159	n9		NP_216836.1		WP_003951528.1		
N2.HOG0000403	OG0000160	n2				WP_003951863.1		
N2.HOG0000404	OG0000160	n7		NP_215897.1		WP_003947029.1		
N2.HOG0000405	OG0000160	n9				WP_050777423.1		
N2.HOG0000406	OG0000161	n6		NP_217591.1				
N2.HOG0000407	OG0000161	n8		NP_217014.1		WP_008415931.1		
N2.HOG0000408	OG0000162	n8		YP_177942.1		WP_003951763.1		
N2.HOG0000409	OG0000162	n9		YP_177929.1		WP_003950719.1		
N2.HOG0000410	OG0000163	n1		NP_217747.1		WP_003948317.1		
N2.HOG0000411	OG0000163	n4		NP_218071.1		WP_003946505.1, WP_003950191.1		
N2.HOG0000412	OG0000163	n7		NP_218088.1				
N2.HOG0000413	OG0000165	n4				WP_003950828.1		
N2.HOG0000414	OG0000165	n5		NP_214672.1		WP_003947873.1		
N2.HOG0000415	OG0000166	n3		NP_217509.3		WP_003951078.1		
N2.HOG0000416	OG0000166	n7				WP_003950595.1		
N2.HOG0000417	OG0000167	n0		NP_214929.1		WP_037629391.1		
N2.HOG0000418	OG0000168	n0		NP_217648.1, NP_216543.1		WP_003947364.1, WP_051085210.1, WP_003949446.1		
N2.HOG0000419	OG0000169	n0		NP_218183.1		WP_003946595.1, WP_003951201.1, WP_003950644.1, WP_003950649.1		
N2.HOG0000420	OG0000170	n2		NP_215590.1		WP_003950367.1		
N2.HOG0000421	OG0000170	n4				WP_003950198.1		
N2.HOG0000422	OG0000171	n3				WP_003948829.1		
N2.HOG0000423	OG0000171	n4				WP_202475095.1		
N2.HOG0000424	OG0000172	n0		NP_214583.1		WP_003950985.1		
N2.HOG0000425	OG0000173	n0		NP_215766.1, NP_216849.1, NP_216975.1				
N2.HOG0000426	OG0000174	n1		NP_218274.1		WP_003948935.1, WP_008416387.1		
N2.HOG0000427	OG0000174	n5				WP_003950545.1, WP_003950543.1		
N2.HOG0000428	OG0000175	n1		NP_216754.1		WP_003947849.1		
N2.HOG0000429	OG0000175	n4		NP_217037.1		WP_003950573.1		
N2.HOG0000430	OG0000175	n9		NP_216124.1				
N2.HOG0000431	OG0000176	n2		NP_216807.1		WP_008406655.1		
N2.HOG0000432	OG0000176	n6		NP_217800.1, NP_217633.1, NP_215330.1		WP_003949044.1		
N2.HOG0000433	OG0000177	n8		NP_215202.1		WP_015508020.1		
N2.HOG0000434	OG0000177	n9		NP_216385.1		WP_003947900.1		
N2.HOG0000435	OG0000178	n2				WP_003951110.1		
N2.HOG0000436	OG0000178	n5		NP_217848.1		WP_003952210.1		
N2.HOG0000437	OG0000179	n1				WP_015506961.1		
N2.HOG0000438	OG0000179	n4				WP_086014584.1		
N2.HOG0000439	OG0000179	n5				WP_003952243.1		
N2.HOG0000440	OG0000180	n1		NP_216342.1		WP_003950987.1, WP_003949141.1		
N2.HOG0000441	OG0000181	n0		NP_216418.1				
N2.HOG0000442	OG0000182	n2				WP_003947913.1, WP_015507442.1		
N2.HOG0000443	OG0000182	n4		YP_177916.1, NP_215242.1		WP_050777421.1		
N2.HOG0000444	OG0000183	n0		NP_215360.1		WP_015507394.1, WP_003949592.1, WP_003949236.1, WP_003948691.1, WP_003948690.1, WP_015506965.1, WP_003951367.1		
N2.HOG0000445	OG0000184	n0		NP_216218.1, NP_216103.2, NP_217984.1, NP_214608.1, NP_217983.1, NP_216104.1, NP_214609.1, NP_217642.1, NP_216461.1, NP_215664.1, NP_215644.1				
N2.HOG0000446	OG0000185	n5		NP_214988.1		WP_008415410.1		
N2.HOG0000447	OG0000185	n6		NP_217261.1		WP_018468883.1, WP_003951232.1		
N2.HOG0000448	OG0000186	n5		NP_218434.2		WP_003949380.1		
N2.HOG0000449	OG0000186	n7		NP_217729.1, NP_216224.1		WP_075987501.1		
N2.HOG0000450	OG0000187	n0		NP_217879.1		WP_015507336.1, WP_003947184.1, WP_008406866.1, WP_003951533.1, WP_003952163.1, WP_003946947.1, WP_003952100.1, WP_015507042.1, WP_008417513.1, WP_003950838.1		
N2.HOG0000451	OG0000188	n0		NP_217882.1		WP_008405864.1, WP_015507041.1, WP_003951075.1, WP_041826589.1, WP_015508191.1, WP_003950062.1, WP_003947187.1, WP_015506913.1, WP_003950003.1, WP_003952097.1		
N2.HOG0000452	OG0000190	n0		NP_215499.1, NP_215380.1		WP_015507288.1		
N2.HOG0000453	OG0000191	n0		NP_218042.1		WP_003946865.1		
N2.HOG0000454	OG0000192	n0		NP_215432.1		WP_015507739.1, WP_015506762.1		
N2.HOG0000455	OG0000193	n5		NP_217544.1		WP_003952264.1		
N2.HOG0000456	OG0000194	n0				WP_003946557.1		
N2.HOG0000457	OG0000196	n2				WP_015508089.1		
N2.HOG0000458	OG0000196	n3				WP_015506686.1, WP_015507058.1		
N2.HOG0000459	OG0000196	n7				WP_003951686.1, WP_015507016.1, WP_015507861.1		
N2.HOG0000460	OG0000197	n6		YP_177911.1		WP_003947758.1		
N2.HOG0000461	OG0000197	n7		YP_177748.1		WP_003948621.1, WP_003950144.1		
N2.HOG0000462	OG0000198	n2		NP_216282.2		WP_008416063.1		
N2.HOG0000463	OG0000198	n3		NP_215482.1, NP_214704.1		WP_003949130.1		
N2.HOG0000464	OG0000199	n4		YP_177883.1		WP_010637894.1, WP_008408790.1		
N2.HOG0000465	OG0000199	n6		NP_216976.1		WP_003952116.1, WP_037630370.1, WP_008411884.1		
N2.HOG0000466	OG0000200	n0		NP_217502.1		WP_003950507.1, WP_003951087.1		
N2.HOG0000467	OG0000201	n0		NP_216721.2		WP_008415139.1, WP_037630235.1		
N2.HOG0000468	OG0000202	n2		NP_215373.1		WP_003949184.1		
N2.HOG0000469	OG0000202	n6		NP_218082.1		WP_003948665.1		
N2.HOG0000470	OG0000203	n2				WP_003951429.1		
N2.HOG0000471	OG0000203	n3		NP_216411.1		WP_015507379.1		
N2.HOG0000472	OG0000203	n6				WP_003946883.1		
N2.HOG0000473	OG0000204	n0		NP_216610.1		WP_003948814.1, WP_003947192.1, WP_015507432.1		
N2.HOG0000474	OG0000205	n0		NP_217847.1, YP_177914.1		WP_018894294.1		
N2.HOG0000475	OG0000206	n2		NP_215015.2, YP_178015.1				
N2.HOG0000476	OG0000206	n4		NP_218242.1		WP_003950277.1, WP_015507204.1		
N2.HOG0000477	OG0000207	n2		NP_216915.1				
N2.HOG0000478	OG0000207	n5		NP_216374.1		WP_181390315.1		
N2.HOG0000479	OG0000208	n1				WP_003948257.1		
N2.HOG0000480	OG0000208	n4				WP_015507792.1, WP_008411691.1, WP_003951824.1		
N2.HOG0000481	OG0000209	n7		NP_215384.1		WP_010636974.1		
N2.HOG0000482	OG0000209	n8		YP_177925.1		WP_010640417.1		
N2.HOG0000483	OG0000210	n4		NP_217582.1		WP_008410332.1		
N2.HOG0000484	OG0000210	n5		NP_215289.1		WP_015508209.1, WP_015506927.1, WP_003949095.1		
N2.HOG0000485	OG0000211	n0				WP_003951161.1		
N2.HOG0000486	OG0000212	n0				WP_003946808.1		
N2.HOG0000487	OG0000213	n0		NP_215047.1		WP_003951957.1, WP_003947867.1		
N2.HOG0000488	OG0000214	n3				WP_010637815.1		
N2.HOG0000489	OG0000214	n6				WP_003949206.1		
N2.HOG0000490	OG0000215	n0		NP_216377.1		WP_003948677.1, WP_008403813.1, WP_003949554.1, WP_008412745.1		
N2.HOG0000491	OG0000216	n2		NP_215931.1		WP_003946985.1		
N2.HOG0000492	OG0000216	n6		YP_177851.1				
N2.HOG0000493	OG0000217	n0		NP_217376.1		WP_003947167.1		
N2.HOG0000494	OG0000219	n3				WP_003952230.1		
N2.HOG0000495	OG0000219	n5				WP_015508050.1, WP_003952141.1, WP_003952226.1		
N2.HOG0000496	OG0000220	n0		NP_215614.1		WP_003948244.1		
N2.HOG0000497	OG0000221	n0		NP_217068.1		WP_015508167.1		
N2.HOG0000498	OG0000222	n0		NP_217874.1, NP_217381.1, NP_215763.1, NP_214782.1, YP_009030032.1, NP_217697.1		WP_010642964.1, WP_003946819.1		
N2.HOG0000499	OG0000223	n2		NP_217674.1		WP_003948724.1		
N2.HOG0000500	OG0000223	n6				WP_015507714.1, WP_003948681.1, WP_003951537.1		
N2.HOG0000501	OG0000224	n0		NP_217419.1		WP_018470752.1, WP_015508317.1, WP_015507030.1, WP_003951127.1, WP_010641928.1		
N2.HOG0000502	OG0000225	n1		NP_214898.1		WP_003949193.1		
N2.HOG0000503	OG0000225	n6		YP_177995.1		WP_003948888.1, WP_015507491.1		
N2.HOG0000504	OG0000226	n0				WP_015507759.1, WP_003946778.1, WP_003950380.1, WP_015507853.1		
N2.HOG0000505	OG0000227	n0		NP_218213.1		WP_003947218.1, WP_003946639.1		
N2.HOG0000506	OG0000228	n0		NP_215199.1		WP_003946876.1, WP_003948649.1		
N2.HOG0000507	OG0000229	n3		NP_216910.1		WP_015506814.1		
N2.HOG0000508	OG0000229	n4				WP_003951869.1		
N2.HOG0000509	OG0000229	n8		NP_215287.1				
N2.HOG0000510	OG0000230	n2		NP_217185.1		WP_030307994.1		
N2.HOG0000511	OG0000230	n3		NP_217291.3		WP_003947493.1		
N2.HOG0000512	OG0000231	n0		NP_216952.1		WP_003951980.1, WP_015508035.1		
N2.HOG0000513	OG0000232	n0		NP_216241.1		WP_003951492.1, WP_010638917.1, WP_003949596.1, WP_003950956.1, WP_003950338.1, WP_015507550.1, WP_003947783.1		
N2.HOG0000514	OG0000233	n3		NP_215565.1		WP_003949265.1		
N2.HOG0000515	OG0000233	n5		NP_214556.1		WP_008410987.1, WP_003950833.1, WP_008411083.1, WP_003946681.1		
N2.HOG0000516	OG0000234	n0		NP_217964.1, NP_218388.1, NP_214798.1, NP_218411.1, YP_007410461.1, NP_218387.1		WP_015507688.1, WP_015507198.1, WP_015507878.1, WP_003949336.1		
N2.HOG0000517	OG0000235	n0		NP_214900.1, NP_217004.1, NP_215405.1, NP_215874.1, NP_215406.1, NP_215875.1, YP_009030040.1, NP_216416.1, NP_215636.1, NP_215409.1				
N2.HOG0000518	OG0000236	n0		NP_214916.1, NP_215190.1, NP_216855.1, NP_214964.1, NP_215021.1, NP_216073.1, NP_217458.1, NP_216038.1, NP_215699.1, NP_218340.1				
N2.HOG0000519	OG0000237	n0		NP_215668.1		WP_003948919.1, WP_003950795.1, WP_003949076.1, WP_008406338.1, WP_003949208.1, WP_010636767.1		
N2.HOG0000520	OG0000238	n0		NP_215836.1, NP_215835.1, NP_215834.1, NP_218162.1, NP_216728.1, NP_216163.1, NP_216951.1, NP_216141.2		WP_015508342.1		
N2.HOG0000521	OG0000239	n4				WP_003951667.1		
N2.HOG0000522	OG0000239	n5		NP_216048.1				
N2.HOG0000523	OG0000239	n6				WP_003951472.1		
N2.HOG0000524	OG0000240	n1		NP_216144.1				
N2.HOG0000525	OG0000240	n3		NP_218038.1				
N2.HOG0000526	OG0000241	n0		NP_217880.1		WP_003950005.1, WP_003951532.1, WP_003950060.1, WP_003947185.1, WP_003952099.1, WP_003946948.1, WP_003950837.1, WP_003951069.1, WP_003951073.1		
N2.HOG0000527	OG0000242	n0		NP_218357.1		WP_015507264.1, WP_181390301.1, WP_015507225.1, WP_003950422.1, WP_015507224.1, WP_003950423.1, WP_015507433.1, WP_008416069.1, WP_003950868.1		
N2.HOG0000528	OG0000243	n1				WP_015506997.1		
N2.HOG0000529	OG0000243	n4				WP_015507500.1		
N2.HOG0000530	OG0000243	n8				WP_008408443.1		
N2.HOG0000531	OG0000244	n1				WP_015506796.1		
N2.HOG0000532	OG0000244	n5				WP_010641193.1		
N2.HOG0000533	OG0000244	n6				WP_015507393.1, WP_003950806.1, WP_015507906.1		
N2.HOG0000534	OG0000245	n0				WP_008413185.1, WP_003948213.1, WP_003949684.1, WP_003947015.1, WP_015507482.1, WP_015507706.1, WP_037630677.1, WP_003947687.1, WP_008404015.1, WP_003949561.1		
N2.HOG0000535	OG0000246	n0				WP_015508244.1, WP_010640320.1, WP_041826586.1, WP_015508228.1, WP_015508181.1, WP_235208979.1, WP_010641484.1, WP_003947926.1, WP_010640830.1, WP_010641289.1		
N2.HOG0000536	OG0000247	n0		NP_217910.1				
N2.HOG0000537	OG0000248	n0		NP_218105.1		WP_003949845.1		
N2.HOG0000538	OG0000250	n3		NP_217911.1		WP_015508105.1		
N2.HOG0000539	OG0000250	n4		NP_217572.1, NP_216053.3		WP_003946922.1		
N2.HOG0000540	OG0000251	n0				WP_015506926.1		
N2.HOG0000541	OG0000252	n0		NP_216172.1		WP_003951527.1		
N2.HOG0000542	OG0000253	n3				WP_010639430.1		
N2.HOG0000543	OG0000253	n5				WP_003951251.1, WP_003949422.1		
N2.HOG0000544	OG0000253	n7				WP_003947256.1		
N2.HOG0000545	OG0000254	n1		NP_215004.1		WP_003949792.1		
N2.HOG0000546	OG0000254	n5		NP_215272.1, NP_218281.1, NP_215548.1				
N2.HOG0000547	OG0000255	n0		NP_217559.1		WP_003951731.1, WP_003947652.1, WP_015506917.1		
N2.HOG0000548	OG0000256	n0		NP_214523.1		WP_003949728.1, WP_003949349.1		
N2.HOG0000549	OG0000257	n0				WP_008415135.1, WP_003951336.1		
N2.HOG0000550	OG0000258	n2		NP_216935.1		WP_003948012.1		
N2.HOG0000551	OG0000258	n7		NP_217907.1		WP_003950308.1		
N2.HOG0000552	OG0000259	n0		NP_216267.1				
N2.HOG0000553	OG0000260	n2		NP_216068.1				
N2.HOG0000554	OG0000260	n4		NP_217835.1		WP_003948438.1		
N2.HOG0000555	OG0000261	n0		YP_177959.1, YP_177931.1, NP_215381.1		WP_003950742.1, WP_003952229.1		
N2.HOG0000556	OG0000262	n0		YP_177725.1, YP_177776.1		WP_015507289.1		
N2.HOG0000557	OG0000263	n0		NP_214822.1		WP_008404973.1, WP_015507609.1, WP_015507018.1, WP_003947317.1, WP_037630317.1		
N2.HOG0000558	OG0000264	n1				WP_015507088.1		
N2.HOG0000559	OG0000264	n2				WP_003949165.1		
N2.HOG0000560	OG0000265	n0				WP_015506717.1		
N2.HOG0000561	OG0000266	n0		NP_215926.1				
N2.HOG0000562	OG0000267	n0		NP_215510.1		WP_003949961.1, WP_003947132.1, WP_015506798.1, WP_003946913.1, WP_256129224.1		
N2.HOG0000563	OG0000268	n1		NP_216760.1		WP_003947868.1		
N2.HOG0000564	OG0000268	n6		NP_214547.1, NP_215860.1				
N2.HOG0000565	OG0000269	n0		NP_215667.1		WP_015507437.1, WP_015506808.1		
N2.HOG0000566	OG0000270	n0		NP_215291.1		WP_003946837.1		
N2.HOG0000567	OG0000271	n0		NP_215817.1		WP_003950872.1		
N2.HOG0000568	OG0000272	n0				WP_003948232.1		
N2.HOG0000569	OG0000274	n3				WP_003950280.1		
N2.HOG0000570	OG0000274	n6				WP_003951656.1		
N2.HOG0000571	OG0000276	n0				WP_008405618.1, WP_003949567.1, WP_015507643.1, WP_003949828.1, WP_003948418.1		
N2.HOG0000572	OG0000277	n0		NP_218363.1		WP_003948061.1		
N2.HOG0000573	OG0000278	n4				WP_003950241.1		
N2.HOG0000574	OG0000278	n5		NP_214941.1		WP_003951847.1		
N2.HOG0000575	OG0000279	n0		NP_215952.1		WP_003948601.1, WP_003947461.1		
N2.HOG0000576	OG0000280	n0		NP_217677.1		WP_015508345.1		
N2.HOG0000577	OG0000281	n1		NP_216193.1, NP_217394.1				
N2.HOG0000578	OG0000281	n6		NP_215040.1		WP_003948807.1		
N2.HOG0000579	OG0000282	n0		NP_215839.1		WP_003950907.1		
N2.HOG0000580	OG0000283	n0		NP_217919.1, NP_216035.1		WP_003951222.1, WP_003946522.1		
N2.HOG0000581	OG0000284	n0				WP_003951952.1		
N2.HOG0000582	OG0000285	n0		NP_218225.1		WP_003949609.1, WP_003948068.1		
N2.HOG0000583	OG0000287	n0		YP_178027.1, NP_218234.1		WP_003947809.1		
N2.HOG0000584	OG0000288	n0		NP_214584.1, YP_177787.3		WP_003950986.1		
N2.HOG0000585	OG0000289	n2		NP_215084.1		WP_015506989.1		
N2.HOG0000586	OG0000289	n4				WP_003950765.1		
N2.HOG0000587	OG0000289	n5		NP_217567.1				
N2.HOG0000588	OG0000290	n0				WP_050777442.1, WP_015507484.1, WP_003948704.1, WP_015507877.1, WP_015507710.1		
N2.HOG0000589	OG0000291	n0		NP_217099.1		WP_010641724.1, WP_010636562.1		
N2.HOG0000590	OG0000292	n3				WP_003950055.1		
N2.HOG0000591	OG0000292	n4		NP_216075.1		WP_003948331.1, WP_003949091.1		
N2.HOG0000592	OG0000293	n0		NP_214634.1, YP_177746.1		WP_003951742.1, WP_003948650.1		
N2.HOG0000593	OG0000294	n0		NP_215025.2		WP_003947091.1		
N2.HOG0000594	OG0000295	n0		YP_177917.1		WP_003951027.1		
N2.HOG0000595	OG0000296	n1				WP_078485278.1		
N2.HOG0000596	OG0000296	n6				WP_003952326.1, WP_003951376.1		
N2.HOG0000597	OG0000297	n0		NP_215970.1, NP_216428.1		WP_003949296.1		
N2.HOG0000598	OG0000298	n2		NP_215186.1		WP_008405340.1, WP_003951840.1		
N2.HOG0000599	OG0000298	n7		NP_218314.1				
N2.HOG0000600	OG0000299	n0				WP_003948697.1, WP_015506809.1, WP_008404955.1, WP_015507084.1, WP_003949169.1, WP_003949696.1, WP_008406356.1		
