HOG	OG	Gene Tree Parent Clade	bsu2	ecol2	mtub2	pae2	sac2	salb2	sen2
N4.HOG0000955	OG0000428	n0		b2530		PA2062, PA3814			STM2543
N4.HOG0000956	OG0000429	n4				PA4939			
N4.HOG0000957	OG0000429	n5		b2514		PA3802			STM2522
N4.HOG0000958	OG0000430	n4		b3248		PA4478			STM3371
N4.HOG0000959	OG0000430	n6		b1087		PA2972			STM1189
N4.HOG0000960	OG0000431	n0		b0849, b3610		PA5129			STM0872, STM3702
N4.HOG0000961	OG0000432	n0		b2296, b3115		PA0836			STM2057, STM2337, STM3242
N4.HOG0000962	OG0000433	n2				PA0668			
N4.HOG0000963	OG0000433	n3		b1637		PA4138			STM1449
N4.HOG0000964	OG0000434	n0		b3428, b3417		PA2144			STM3534, STM3514
N4.HOG0000965	OG0000435	n2		b2277		PA2648			STM2317
N4.HOG0000966	OG0000435	n7				PA1056			
N4.HOG0000967	OG0000436	n0				PA4882			
N4.HOG0000968	OG0000437	n2		b0283		PA4618			
N4.HOG0000969	OG0000437	n6		b2875		PA1522			
N4.HOG0000970	OG0000439	n0		b0888		PA0849, PA2616			STM0958
N4.HOG0000971	OG0000440	n5		b4227					
N4.HOG0000972	OG0000440	n6		b4088		PA1946			
N4.HOG0000973	OG0000441	n0		b4059		PA4232			PSLT066, STM4256
N4.HOG0000974	OG0000442	n0		b1212		PA4664			STM1775
N4.HOG0000975	OG0000443	n0		b3137, b2096, b1773		PA0555			STM3253, STM3780
N4.HOG0000976	OG0000444	n0		b1465, b1227		PA3872			STM1580, STM1761
N4.HOG0000977	OG0000445	n0		b3788, b2041		PA5161			STM3922, STM2097
N4.HOG0000978	OG0000446	n0		b0979, b0734		PA3929			STM1793, STM0741, STM0361
N4.HOG0000979	OG0000447	n0		b0497, b3482, b3593, b0700		PA2458, PA2684			STM0291, STM0292
N4.HOG0000980	OG0000448	n0		b4251, b1111		PA2484, PA2931			STM1674, STM1213
N4.HOG0000981	OG0000449	n0		b0030, b0651, b2162		PA0143			STM0051, STM0661
N4.HOG0000982	OG0000450	n0		b2771, b0045		PA4187			STM0079
N4.HOG0000983	OG0000451	n2		b0126		PA4676			STM0171
N4.HOG0000984	OG0000451	n4		b0339		PA0102, PA2053			PSLT046
N4.HOG0000985	OG0000452	n1		b0532, b4317, b1505, b0940, b3144		PA0994			
N4.HOG0000986	OG0000452	n6		b0139		PA4084, PA2130			
N4.HOG0000987	OG0000453	n0		b3514, b3266, b0462, b2470		PA0426			STM3391, STM0475, STM0351, STM2481
N4.HOG0000988	OG0000454	n4		b0570		PA2810, PA1438			
N4.HOG0000989	OG0000454	n6		b1968		PA4886			STM1095
N4.HOG0000990	OG0000455	n4				PA2419			STM3761, STM0950
N4.HOG0000991	OG0000455	n6		b0897		PA1202			
N4.HOG0000992	OG0000455	n7				PA2698			
N4.HOG0000993	OG0000456	n4		b1296		PA2041			
N4.HOG0000994	OG0000456	n5		b2014		PA3597, PA0322			
N4.HOG0000995	OG0000456	n7				PA5510			STM1379
N4.HOG0000996	OG0000457	n2		b1802		PA5410			
N4.HOG0000997	OG0000457	n5		b2538		PA2512, PA2518, PA2083			
N4.HOG0000998	OG0000458	n1		b3095					STM3226
N4.HOG0000999	OG0000458	n4		b2317		PA4029			STM2367
N4.HOG0001000	OG0000459	n1		b2341					STM2388
N4.HOG0001001	OG0000459	n3		b3846		PA1737, PA3014			STM3983
N4.HOG0001002	OG0000460	n0		b3668		PA1979			STM3789
N4.HOG0001003	OG0000461	n2		b4187		PA3972			STM4377
N4.HOG0001004	OG0000461	n7				PA3593			
N4.HOG0001005	OG0000464	n0				PA1672			STM0409
N4.HOG0001006	OG0000465	n4				PA0480, PA0231			
N4.HOG0001007	OG0000465	n6				PA4486			
N4.HOG0001008	OG0000466	n4				PA0704			
N4.HOG0001009	OG0000466	n5				PA4342, PA0202			
N4.HOG0001010	OG0000467	n2				PA0535			STM4042A
N4.HOG0001011	OG0000467	n7				PA3260			STM0898A
N4.HOG0001012	OG0000472	n0		b3699		PA0004			STM3835
N4.HOG0001013	OG0000473	n3		b2231		PA3168			STM2272
N4.HOG0001014	OG0000474	n0		b2508		PA3770			STM2511
N4.HOG0001015	OG0000475	n0		b0470, b0470		PA1532			STM0484
N4.HOG0001016	OG0000477	n0		b0051		PA0592			STM0090
N4.HOG0001017	OG0000478	n0		b0469		PA1543			STM0483
N4.HOG0001018	OG0000479	n0		b3178		PA4751			STM3296
N4.HOG0001019	OG0000480	n0		b4389		PA4609			STM4579
N4.HOG0001020	OG0000481	n0		b2068		PA1686			STM2124
N4.HOG0001021	OG0000482	n0		b3839		PA5070			STM3975
N4.HOG0001022	OG0000483	n2		b1769, b1775					
N4.HOG0001023	OG0000483	n4				PA3467			
N4.HOG0001024	OG0000484	n2		b1596		PA5030			STM0328, STM1486
N4.HOG0001025	OG0000484	n6				PA5219			
N4.HOG0001026	OG0000485	n0		b2975, b3603		PA4770			STM3692
N4.HOG0001027	OG0000486	n0		b0388, b3390		PA5039			STM0388, STM3487
N4.HOG0001028	OG0000488	n0		b1302, b2662		PA0266			STM2792
N4.HOG0001029	OG0000489	n0		b3003		PA2142			STM3157
N4.HOG0001030	OG0000490	n3				PA0119			
N4.HOG0001031	OG0000490	n4		b3528		PA1183			STM3614
N4.HOG0001032	OG0000491	n0		b3064		PA0580			STM3208
N4.HOG0001033	OG0000492	n0		b0820		PA1964			STM0838
N4.HOG0001034	OG0000493	n0		b4143		PA4385			STM4330
N4.HOG0001035	OG0000494	n0		b1772		PA2261			STM3251, STM4066
N4.HOG0001036	OG0000495	n0		b2663		PA0129			STM2793
N4.HOG0001037	OG0000496	n3				PA4323			
N4.HOG0001038	OG0000496	n5				PA3071			
N4.HOG0001039	OG0000497	n0		b2507		PA3769			STM2510
N4.HOG0001040	OG0000498	n0		b2312		PA3108			STM2362
N4.HOG0001041	OG0000499	n0		b1158		PA3867			PSLT045, STM2772, STM2702
N4.HOG0001042	OG0000500	n1		b2126					STM2159
N4.HOG0001043	OG0000500	n3		b2380		PA5262			
N4.HOG0001044	OG0000501	n0		b0982, b2061		PA2978			STM2117
N4.HOG0001045	OG0000502	n0		b0154		PA3977			STM0202
N4.HOG0001046	OG0000503	n0		b2594		PA4544			STM2662
N4.HOG0001047	OG0000504	n0		b0333		PA0795			STM0369
N4.HOG0001048	OG0000505	n1							STM4012
N4.HOG0001049	OG0000505	n2		b2955		PA0386			STM3104
N4.HOG0001050	OG0000506	n1		b1750					
N4.HOG0001051	OG0000506	n3		b1752					
N4.HOG0001052	OG0000507	n0		b0032		PA4758			STM0066
N4.HOG0001053	OG0000508	n0		b0033		PA4756			STM0067
N4.HOG0001054	OG0000509	n0		b1095		PA2965, PA1373			STM1197
N4.HOG0001055	OG0000510	n0		b2615		PA3088			STM2683
N4.HOG0001056	OG0000511	n2		b0049		PA0590			STM0088
N4.HOG0001057	OG0000511	n6				PA3087			
N4.HOG0001058	OG0000512	n0				PA2138			
N4.HOG0001059	OG0000513	n2		b3957		PA5206			STM4120
N4.HOG0001060	OG0000513	n4		b2872		PA5390			
N4.HOG0001061	OG0000514	n0		b4242		PA1429, PA4825			STM3763, STM4456
N4.HOG0001062	OG0000515	n0		b3287		PA0019			STM3406
N4.HOG0001063	OG0000516	n0		b1274		PA3011			STM1714
N4.HOG0001064	OG0000517	n4		b1409		PA2536			
N4.HOG0001065	OG0000517	n5		b0175		PA3651			STM0222
N4.HOG0001066	OG0000518	n0		b0890		PA2615			STM0960
N4.HOG0001067	OG0000519	n0		b1912		PA2584			STM1945
N4.HOG0001068	OG0000520	n0		b0376		PA1797, PA2315			STM0375
N4.HOG0001069	OG0000521	n0		b0661		PA3980			STM0670
N4.HOG0001070	OG0000522	n0		b0313		PA4984, PA5374			
N4.HOG0001071	OG0000523	n3		b2676					STM2808
N4.HOG0001072	OG0000523	n5		b2235					STM2278
N4.HOG0001073	OG0000524	n0		b1931		PA4634			STM1053
N4.HOG0001074	OG0000525	n0		b1702		PA1770			STM1349
N4.HOG0001075	OG0000526	n0				PA1467			STM0410
N4.HOG0001076	OG0000527	n0		b1412		PA3223, PA1962, PA0785			STM1642
N4.HOG0001077	OG0000528	n0		b3771		PA0353			STM3531, STM3904
N4.HOG0001078	OG0000529	n0		b1633		PA3495			STM1453
N4.HOG0001079	OG0000530	n0		b0134		PA1598, PA4729			STM0182
N4.HOG0001080	OG0000531	n0		b1260		PA0035			STM1727
N4.HOG0001081	OG0000532	n0		b2153		PA1674, PA3438			STM2193
N4.HOG0001082	OG0000533	n0		b1761		PA4588			STM1795, STM1299
N4.HOG0001083	OG0000534	n3				PA5277			STM2360
N4.HOG0001084	OG0000534	n5							STM3013
N4.HOG0001085	OG0000535	n0		b3705		PA5568			STM3842
N4.HOG0001086	OG0000536	n0		b0817					STM0835
N4.HOG0001087	OG0000537	n0		b2903		PA2445, PA5213			STM3053
N4.HOG0001088	OG0000538	n0		b2905		PA2442, PA5215			STM3055
N4.HOG0001089	OG0000539	n0		b3503, b2638, b2495		PA0950			STM2495
N4.HOG0001090	OG0000540	n0		b0015		PA4760			STM0013
N4.HOG0001091	OG0000541	n3							STM4489
N4.HOG0001092	OG0000541	n4		b2819		PA4283			STM2993
N4.HOG0001093	OG0000542	n0		b0071		PA3120			STM0330, STM0110
N4.HOG0001094	OG0000543	n0		b0072		PA3121			STM0111, STM0329
N4.HOG0001095	OG0000544	n0		b1713		PA2739			STM1338
N4.HOG0001096	OG0000545	n0		b0598, b4354		PA4606			STM0600, STM4532
N4.HOG0001097	OG0000546	n0		b0599, b3945					STM0602, STM3529, STM4108
N4.HOG0001098	OG0000547	n1				PA3431			STM4272
N4.HOG0001099	OG0000547	n4		b2142		PA4013			STM2182
N4.HOG0001100	OG0000548	n2		b2141		PA4014			STM2181
N4.HOG0001101	OG0000548	n4				PA3432			STM4271
N4.HOG0001102	OG0000549	n0		b1719		PA2744			STM1333
N4.HOG0001103	OG0000550	n3				PA2348, PA2326			
N4.HOG0001104	OG0000550	n5				PA4155			
N4.HOG0001105	OG0000551	n0				PA2448, PA2699			STM1472
N4.HOG0001106	OG0000552	n0		b0778, b1593		PA0504			STM0797, STM1489
N4.HOG0001107	OG0000553	n0		b3589, b2799		PA1991, PA1146, PA5186			STM4044, STM2973
N4.HOG0001108	OG0000554	n0		b1686, b0597		PA1618			STM1366, STM0599
N4.HOG0001109	OG0000555	n0		b3661, b0197		PA3931, PA5505			STM0245
N4.HOG0001110	OG0000556	n0		b2763		PA1838, PA4130			STM2947
N4.HOG0001111	OG0000557	n0		b0157, b3646		PA1037			STM0205, STM3738
N4.HOG0001112	OG0000558	n3		b3434		PA5486			
N4.HOG0001113	OG0000558	n4		b1242		PA4857			STM1748
N4.HOG0001114	OG0000559	n0		b2779		PA3635			STM2952
N4.HOG0001115	OG0000560	n0		b3919		PA4748			STM4081
N4.HOG0001116	OG0000561	n0		b2023		PA3152, PA5142			STM2075
N4.HOG0001117	OG0000562	n0		b2553, b0450		PA5288			STM2561, STM0462
N4.HOG0001118	OG0000563	n2				PA2176			
N4.HOG0001119	OG0000563	n6				PA0741			
N4.HOG0001120	OG0000564	n0		b3895		PA5180			STM4038
N4.HOG0001121	OG0000565	n0		b1226, b1466		PA3873			STM1762, STM1579
N4.HOG0001122	OG0000566	n0		b1225, b1467		PA3874			STM1763, STM1578
N4.HOG0001123	OG0000567	n0		b1224, b1468		PA3875			STM1764, STM1577
N4.HOG0001124	OG0000568	n3		b3357		PA0652			STM3466
N4.HOG0001125	OG0000568	n6				PA0275			
N4.HOG0001126	OG0000569	n4				PA0288, PA1421			
N4.HOG0001127	OG0000569	n6		b2937					STM3078
N4.HOG0001128	OG0000570	n0		b0121		PA4774, PA1687			STM0166
N4.HOG0001129	OG0000571	n0		b2458, b2297		PA0835			STM2466, STM2338
N4.HOG0001130	OG0000573	n0		b2040		PA4069, PA5162			STM2096
N4.HOG0001131	OG0000574	n0		b3789, b2039		PA5163			STM2095
N4.HOG0001132	OG0000575	n0		b0773, b0545					STM0792, STM1081
N4.HOG0001133	OG0000576	n2				PA0130			STM4421
N4.HOG0001134	OG0000576	n5				PA0747, PA3570			
N4.HOG0001135	OG0000577	n0		b4202		PA4934			STM4393
N4.HOG0001136	OG0000578	n0		b1203		PA4673			STM1784
N4.HOG0001137	OG0000579	n0		b4511		PA2412			STM0587
N4.HOG0001138	OG0000580	n0		b0712		PA0496, PA4509, PA2110			STM0713
N4.HOG0001139	OG0000581	n0		b1894, b0022, b3444, b4709, b0275, b4516, b0265, b4294					
N4.HOG0001140	OG0000582	n0		b3513, b3265, b0463		PA4599, PA2019, PA0425			STM3390, STM0476
N4.HOG0001141	OG0000583	n1		b0584		PA2688			STM0585
N4.HOG0001142	OG0000583	n3				PA4710, PA3790, PA0781, PA0931			STM2777
N4.HOG0001143	OG0000584	n2		b0589					STM0591
N4.HOG0001144	OG0000584	n4				PA4161			
N4.HOG0001145	OG0000585	n1		b2906		PA5221			STM3056
N4.HOG0001146	OG0000585	n3		b0662, b2907		PA5223			STM0671, STM3057
N4.HOG0001147	OG0000586	n0		b0805		PA2911, PA0434, PA0151, PA1910, PA4837, PA1322, PA4514			
N4.HOG0001148	OG0000587	n0		b0814					STM0833, STM1043, STM0920, STM0346, STM3031, STM1246, PSLT009
N4.HOG0001149	OG0000588	n0		b0845		PA3532			STM0868
N4.HOG0001150	OG0000589	n0		b0932		PA3083			STM1057
N4.HOG0001151	OG0000590	n0		b1124		PA0606, PA0204, PA0324, PA3253, PA3609			STM1223
N4.HOG0001152	OG0000591	n0		b1623		PA0148			STM1463
N4.HOG0001153	OG0000592	n2				PA2262			STM1107, STM2274
N4.HOG0001154	OG0000592	n4		b2246		PA4126, PA2214			STM2290
N4.HOG0001155	OG0000593	n2		b2281		PA2644			STM2321
N4.HOG0001156	OG0000593	n6		b2488					
N4.HOG0001157	OG0000594	n0		b2289		PA3995, PA1141, PA2497, PA1264, PA2846			STM2330
N4.HOG0001158	OG0000595	n0		b2502, b3779		PA5241			STM2502, STM3913
N4.HOG0001159	OG0000596	n0		b3193		PA3213, PA4454			STM3311
N4.HOG0001160	OG0000597	n0		b3194		PA4455			STM3312
N4.HOG0001161	OG0000598	n0		b3290		PA0016			STM3409
N4.HOG0001162	OG0000599	n2		b4012		PA1428			STM4181
N4.HOG0001163	OG0000599	n4		b3550		PA0249			STM3643
N4.HOG0001164	OG0000600	n0		b4015		PA2634			STM4184
N4.HOG0001165	OG0000601	n1				PA0886, PA5169			STM3171, STM4052
N4.HOG0001166	OG0000601	n4		b3578		PA5544, PA3781			STM3672
N4.HOG0001167	OG0000603	n1				PA2994			
N4.HOG0001168	OG0000603	n3				PA2514, PA2516			STM2093
N4.HOG0001169	OG0000605	n0				PA3067			
N4.HOG0001170	OG0000607	n0				PA1617			
N4.HOG0001171	OG0000608	n3				PA2903			STM2027
N4.HOG0001172	OG0000608	n5				PA2904			STM2024
N4.HOG0001173	OG0000609	n0				PA5449, PA5448, PA2239, PA2238			
N4.HOG0001174	OG0000610	n0				PA5547, PA0335, PA3255, PA1143			
N4.HOG0001175	OG0000611	n0				PA4302			
N4.HOG0001176	OG0000612	n0				PA0448, PA4914, PA0032, PA0037, PA2930, PA5293, PA2383, PA3845			
N4.HOG0001177	OG0000613	n4				PA3506			
N4.HOG0001178	OG0000613	n5				PA1417, PA4977			
N4.HOG0001179	OG0000620	n0		b3700		PA0003			STM3836
N4.HOG0001180	OG0000621	n0		b0893		PA2612			STM0963
N4.HOG0001181	OG0000622	n0		b2114		PA3482			STM2155
N4.HOG0001182	OG0000623	n0		b1207		PA4670			STM1780
N4.HOG0001183	OG0000624	n0		b3360		PA0649			STM3469
N4.HOG0001184	OG0000625	n0		b4129, b2890		PA3700			STM3040
N4.HOG0001185	OG0000626	n0		b0526		PA1795			STM0537
N4.HOG0001186	OG0000627	n0		b4180		PA4936			STM4369
N4.HOG0001187	OG0000628	n0		b3983		PA4274			STM4149
N4.HOG0001188	OG0000629	n0		b3985		PA4272			STM4151
N4.HOG0001189	OG0000630	n0		b3987		PA4270			STM4153
N4.HOG0001190	OG0000631	n0		b3988		PA4269			STM4154
N4.HOG0001191	OG0000632	n0		b3341		PA4267			STM3447
N4.HOG0001192	OG0000633	n0		b3321		PA4264			STM3441
N4.HOG0001193	OG0000634	n0		b3320		PA4263			STM3440
N4.HOG0001194	OG0000635	n0		b3318		PA4261			STM3438
N4.HOG0001195	OG0000636	n0		b3317		PA4260			STM3437
N4.HOG0001196	OG0000637	n0		b3316		PA4259			STM3436
N4.HOG0001197	OG0000638	n0		b3314		PA4257			STM3434
N4.HOG0001198	OG0000639	n0		b3312		PA4255			STM3432
N4.HOG0001199	OG0000640	n0		b3310		PA4253			STM3430
N4.HOG0001200	OG0000641	n0		b3308		PA4251			STM3428
N4.HOG0001201	OG0000642	n0		b3306		PA4249			STM3426
N4.HOG0001202	OG0000643	n0		b3305		PA4248			STM3425
N4.HOG0001203	OG0000644	n0		b3303		PA4246			STM3423
N4.HOG0001204	OG0000645	n0		b3300		PA4243			STM3420
N4.HOG0001205	OG0000646	n0		b0474		PA3686			STM0488
N4.HOG0001206	OG0000647	n0		b3298		PA4241			STM3418
N4.HOG0001207	OG0000648	n0		b3297		PA4240			STM3417
N4.HOG0001208	OG0000649	n0		b3231		PA4433			STM3345
N4.HOG0001209	OG0000650	n0		b3230		PA4432			STM3344
N4.HOG0001210	OG0000651	n0		b2113		PA3481			STM2154
N4.HOG0001211	OG0000652	n0		b1107		PA3005			STM1209
N4.HOG0001212	OG0000653	n0		b3176		PA4749			STM3294
N4.HOG0001213	OG0000654	n0		b3141, b3718, b0678					STM0684
N4.HOG0001214	OG0000655	n0		b1524, b0485		PA1638			STM1525
N4.HOG0001215	OG0000656	n0		b2957		PA1337			STM3598, STM3106
N4.HOG0001216	OG0000657	n2				PA1034			
N4.HOG0001217	OG0000657	n3		b1233		PA1039			STM1755
N4.HOG0001218	OG0000658	n2		b2678		PA5095			STM2810
N4.HOG0001219	OG0000658	n5				PA5377			
N4.HOG0001220	OG0000659	n0		b1740		PA4920			STM1310
N4.HOG0001221	OG0000660	n1		b1015		PA0783			STM1125
N4.HOG0001222	OG0000660	n4		b3258					STM3382
N4.HOG0001223	OG0000661	n0		b4196, b3581					STM4386, STM3675, STM2755
N4.HOG0001224	OG0000662	n0		b3184		PA4287			STM4395
N4.HOG0001225	OG0000663	n0		b2311		PA4019			STM2356, STM2921
N4.HOG0001226	OG0000664	n0		b3496, b1634					STM3592, STM1452
N4.HOG0001227	OG0000665	n0		b2078					STM2130
N4.HOG0001228	OG0000666	n0		b1858		PA5500			STM1892, STM0771
N4.HOG0001229	OG0000667	n0		b0713		PA0492, PA4511, PA2112			STM0714
N4.HOG0001230	OG0000668	n0		b0711		PA2111, PA4510			STM0712
N4.HOG0001231	OG0000669	n0		b4125					STM4304
N4.HOG0001232	OG0000670	n0		b2782					
N4.HOG0001233	OG0000673	n2				PA4015			
N4.HOG0001234	OG0000673	n5				PA3302			
N4.HOG0001235	OG0000675	n0		b1008		PA5190			
N4.HOG0001236	OG0000677	n1				PA3457			
N4.HOG0001237	OG0000677	n4				PA0340			
N4.HOG0001238	OG0000678	n0		b0417		PA4051			STM0419
N4.HOG0001239	OG0000679	n0		b1961					STM1992
N4.HOG0001240	OG0000680	n0		b0523		PA5426			STM0534
N4.HOG0001241	OG0000681	n0		b0522		PA5425			STM0533
N4.HOG0001242	OG0000682	n0		b2476		PA1013			STM2487
N4.HOG0001243	OG0000683	n0		b2557		PA3763			STM2565
N4.HOG0001244	OG0000684	n0		b2499		PA0945			STM2499
N4.HOG0001245	OG0000685	n0		b4005		PA4855			STM4175
N4.HOG0001246	OG0000686	n0		b3508		PA2148, PA2558, PA4635			STM3764
N4.HOG0001247	OG0000687	n0		b2086		PA3023			STM2140
N4.HOG0001248	OG0000688	n0		b4391		PA4595			STM4581
N4.HOG0001249	OG0000689	n0		b1449		PA1648, PA2197			STM1589
N4.HOG0001250	OG0000690	n0				PA2395			
N4.HOG0001251	OG0000691	n0		b0968		PA0954			STM1083
N4.HOG0001252	OG0000692	n0		b3910		PA2229, PA0529			STM4056
N4.HOG0001253	OG0000693	n0		b3886		PA2751, PA0951			STM4027
N4.HOG0001254	OG0000694	n0		b0808		PA5121			STM0827
N4.HOG0001255	OG0000695	n0		b2304		PA4656			STM2350
N4.HOG0001256	OG0000696	n0		b3994		PA4973			STM4164
N4.HOG0001257	OG0000697	n0		b3927		PA3581			STM2037, STM4087
N4.HOG0001258	OG0000698	n0		b0445, b0069					STM0456, STM2759, STM3860, STM0109
N4.HOG0001259	OG0000699	n0		b2923		PA4365			STM3066
N4.HOG0001260	OG0000700	n0		b3958		PA0662			STM4121
N4.HOG0001261	OG0000701	n0		b3959		PA5323			STM4122
N4.HOG0001262	OG0000702	n0		b3993		PA3976			STM4163
N4.HOG0001263	OG0000703	n0		b4361, b1360					STM4543, STM1015, STM2625
N4.HOG0001264	OG0000704	n0		b1232		PA4314, PA5420			STM1756
N4.HOG0001265	OG0000705	n0		b0242		PA4565			STM0321
N4.HOG0001266	OG0000706	n0		b3829		PA1927			STM3965
N4.HOG0001267	OG0000707	n1		b0164					
N4.HOG0001268	OG0000708	n0		b2379		PA4715			STM2402
N4.HOG0001269	OG0000709	n0		b2167		PA3560			STM3255, STM3858, STM2204
N4.HOG0001270	OG0000710	n0		b0844, b0822					STM0867, STM0840, STM0842
N4.HOG0001271	OG0000711	n0		b0089		PA4413			STM0127
N4.HOG0001272	OG0000712	n0		b0430		PA1319			STM0441
N4.HOG0001273	OG0000713	n0		b0082		PA4420			STM0120
N4.HOG0001274	OG0000714	n0		b1269		PA3179			STM1719
N4.HOG0001275	OG0000715	n0		b0026		PA4560			STM0046
N4.HOG0001276	OG0000716	n0		b0145		PA5536, PA4723			STM0186
N4.HOG0001277	OG0000717	n0		b4245		PA0402			STM4460
N4.HOG0001278	OG0000718	n0		b3642		PA5331			STM3733
N4.HOG0001279	OG0000719	n0		b3639		PA5320			STM3730
N4.HOG0001280	OG0000720	n0		b3289		PA0017			STM3408
N4.HOG0001281	OG0000721	n0		b4161		PA4952			STM4349
N4.HOG0001282	OG0000722	n0		b3464		PA0373			STM3571
N4.HOG0001283	OG0000723	n0		b2610		PA3746			STM2677
N4.HOG0001284	OG0000724	n0		b0183		PA3642			STM0230
N4.HOG0001285	OG0000725	n0		b0728		PA1588			STM0738
N4.HOG0001286	OG0000726	n0		b0729		PA1589			STM0739
N4.HOG0001287	OG0000727	n2		b1941		PA1104			STM1972
N4.HOG0001288	OG0000727	n4				PA1697			STM1415, STM2894
N4.HOG0001289	OG0000728	n2		b1879		PA1452			STM1913
N4.HOG0001290	OG0000728	n4				PA1703			STM2896, STM1414
N4.HOG0001291	OG0000729	n0		b1887		PA3707, PA0410, PA1464, PA0177			STM1920
N4.HOG0001292	OG0000730	n0		b0169		PA3656			STM0216
N4.HOG0001293	OG0000731	n0		b0171		PA3654			STM0218
N4.HOG0001294	OG0000732	n0		b0194		PA0956			STM0242
N4.HOG0001295	OG0000733	n0		b0215		PA3232, PA1816			STM0264
N4.HOG0001296	OG0000734	n0		b3169		PA4745			STM3287
N4.HOG0001297	OG0000735	n0		b3166		PA4742			STM3284
N4.HOG0001298	OG0000736	n0		b4173		PA4943			STM4362
N4.HOG0001299	OG0000737	n0		b1276		PA1562			STM1712
N4.HOG0001300	OG0000738	n0		b3212		PA5036			STM3330
N4.HOG0001301	OG0000739	n0		b0386		PA0393			STM0386
N4.HOG0001302	OG0000740	n1		b3943					
N4.HOG0001303	OG0000740	n2		b1533		PA4779			STM1517
N4.HOG0001304	OG0000741	n0		b1830		PA5134, PA3257			STM1845
N4.HOG0001305	OG0000742	n0		b4219		PA5018			STM4408
N4.HOG0001306	OG0000743	n0		b2899		PA4833			STM3049
N4.HOG0001307	OG0000744	n0		b3973		PA4280			STM4138
N4.HOG0001308	OG0000745	n0				PA4430			
N4.HOG0001309	OG0000746	n0		b1261		PA0036			STM1726
N4.HOG0001310	OG0000747	n0		b1263		PA0650			STM1724
N4.HOG0001311	OG0000748	n0		b3389		PA5038			STM3486
N4.HOG0001312	OG0000749	n0		b2329		PA1681			STM2384
N4.HOG0001313	OG0000750	n0		b2518		PA3807			STM2526
N4.HOG0001314	OG0000751	n0		b3608		PA1614			STM3700
N4.HOG0001315	OG0000752	n0		b0415		PA4053			STM0417
N4.HOG0001316	OG0000753	n0		b0414		PA4056			STM0416
N4.HOG0001317	OG0000754	n0		b2584		PA1017, PA4978			STM2651
N4.HOG0001318	OG0000755	n0				PA1131, PA1908, PA5548			STM1545
N4.HOG0001319	OG0000756	n0		b0334		PA0792			STM0370
N4.HOG0001320	OG0000757	n2		b3327		PA0687, PA3102			
N4.HOG0001321	OG0000757	n4		b0106		PA2676			STM0142
N4.HOG0001322	OG0000758	n0		b2912		PA5228			STM3061
N4.HOG0001323	OG0000759	n0		b3725		PA5366			STM3854
N4.HOG0001324	OG0000760	n0		b3726		PA5367			STM3855
N4.HOG0001325	OG0000761	n0		b3727		PA5368			STM3856
N4.HOG0001326	OG0000762	n0		b0029		PA4557			STM0049
N4.HOG0001327	OG0000763	n0		b2566		PA0771			STM2580
N4.HOG0001328	OG0000764	n0		b3441		PA4114, PA1377			STM3546
N4.HOG0001329	OG0000765	n0		b0752		PA1297, PA0397			STM0758
N4.HOG0001330	OG0000766	n0		b3967		PA4662			STM4131
N4.HOG0001331	OG0000767	n0		b0325, b4269		PA2275			STM4486
N4.HOG0001332	OG0000768	n0		b1818, b3139					STM1831, STM0575, STM4537, STM3770
N4.HOG0001333	OG0000769	n0		b1097		PA2963			STM1199
N4.HOG0001334	OG0000770	n0		b0892		PA2613			STM0962
N4.HOG0001335	OG0000771	n0		b0750		PA1004			STM0756
N4.HOG0001336	OG0000772	n0		b0109		PA4524			STM0145
N4.HOG0001337	OG0000773	n0		b2599		PA3166			STM2667
N4.HOG0001338	OG0000774	n0		b4258		PA3834			STM4475
N4.HOG0001339	OG0000775	n0		b0369		PA5243			STM0372
N4.HOG0001340	OG0000776	n0		b3805		PA5260			STM3938
N4.HOG0001341	OG0000777	n0		b1210		PA4666			STM1777
N4.HOG0001342	OG0000778	n0		b0439		PA1803			STM0450
N4.HOG0001343	OG0000779	n0		b3774		PA4694			STM3909
N4.HOG0001344	OG0000780	n0		b2954		PA0387			STM3103
N4.HOG0001345	OG0000781	n0		b3643		PA5334			STM3734
N4.HOG0001346	OG0000782	n0		b1714		PA2740			STM1337
N4.HOG0001347	OG0000783	n0		b3898, b2384, b4305		PA2172			STM1612
N4.HOG0001348	OG0000784	n0		b3960		PA5263			STM4123
N4.HOG0001349	OG0000785	n0		b3172		PA3525			STM3290
N4.HOG0001350	OG0000786	n0		b3296		PA4239			STM3416
N4.HOG0001351	OG0000788	n0		b0812		PA0962			STM0831
N4.HOG0001352	OG0000789	n1		b0593					STM0595
N4.HOG0001353	OG0000789	n3				PA4231			
N4.HOG0001354	OG0000790	n0		b4056		PA5286			STM4250
N4.HOG0001355	OG0000791	n0		b1603		PA0195			STM1479
N4.HOG0001356	OG0000792	n0		b0628		PA3996			STM0633
N4.HOG0001357	OG0000793	n0		b1683					STM1370
N4.HOG0001358	OG0000794	n2		b0198		PA2351			STM0246
N4.HOG0001359	OG0000794	n5				PA5504			STM0512
N4.HOG0001360	OG0000795	n2				PA2350			STM0511
N4.HOG0001361	OG0000795	n3		b0199		PA5503			STM0247
N4.HOG0001362	OG0000796	n0				PA4399			STM2050
N4.HOG0001363	OG0000797	n0		b4065		PA3660			STM4269
N4.HOG0001364	OG0000798	n0		b2131		PA3889			STM2165, STM1493
N4.HOG0001365	OG0000799	n0		b2926		PA0552			STM3069
