HOG	OG	Gene Tree Parent Clade	bsu2	ecol2	mtub2	pae2	sac2	salb2	sen2
N3.HOG0000310	OG0000077	n4			Rv2855				
N3.HOG0000311	OG0000077	n14			Rv0462			XNR_RS03340	
N3.HOG0000312	OG0000077	n16						XNR_RS23285	
N3.HOG0000313	OG0000078	n6			Rv0983, Rv0125			XNR_RS14420, XNR_RS08210	
N3.HOG0000314	OG0000078	n9			Rv1223			XNR_RS16475	
N3.HOG0000315	OG0000079	n3			Rv2986c			XNR_RS06215	
N3.HOG0000316	OG0000079	n10						XNR_RS09140	
N3.HOG0000317	OG0000080	n5			Rv3756c			XNR_RS08945, XNR_RS08955, XNR_RS17060, XNR_RS28800	
N3.HOG0000318	OG0000080	n13			Rv3757c			XNR_RS28795, XNR_RS17055	
N3.HOG0000319	OG0000081	n4						XNR_RS04445, XNR_RS04450	
N3.HOG0000320	OG0000081	n7						XNR_RS08330	
N3.HOG0000321	OG0000081	n8						XNR_RS01940	
N3.HOG0000322	OG0000081	n15						XNR_RS08325	
N3.HOG0000323	OG0000082	n6			Rv2334				
N3.HOG0000324	OG0000082	n11			Rv1077			XNR_RS09845	
N3.HOG0000325	OG0000082	n14			Rv1336			XNR_RS08850	
N3.HOG0000326	OG0000083	n12			Rv1999c			XNR_RS09780	
N3.HOG0000327	OG0000083	n14			Rv2320c			XNR_RS04020	
N3.HOG0000328	OG0000083	n15			Rv3253c			XNR_RS03800	
N3.HOG0000329	OG0000084	n4			Rv0839			XNR_RS02105	
N3.HOG0000330	OG0000084	n5			Rv3038c			XNR_RS00225	
N3.HOG0000331	OG0000084	n10			Rv0329c			XNR_RS19035	
N3.HOG0000332	OG0000085	n2						XNR_RS06505	
N3.HOG0000333	OG0000085	n8						XNR_RS20895, XNR_RS05795, XNR_RS03250, XNR_RS24995	
N3.HOG0000334	OG0000085	n13						XNR_RS03180, XNR_RS00255	
N3.HOG0000335	OG0000086	n1			Rv2379c				
N3.HOG0000336	OG0000086	n13			Rv2380c, Rv2590, Rv0101				
N3.HOG0000337	OG0000088	n2						XNR_RS06095	
N3.HOG0000338	OG0000088	n6			Rv3331			XNR_RS00675	
N3.HOG0000339	OG0000089	n5						XNR_RS22285, XNR_RS28540	
N3.HOG0000340	OG0000089	n9						XNR_RS09075, XNR_RS04890, XNR_RS29260, XNR_RS27340, XNR_RS11480	
N3.HOG0000341	OG0000089	n15						XNR_RS27365, XNR_RS08975	
N3.HOG0000342	OG0000090	n4			Rv0933				
N3.HOG0000343	OG0000090	n9						XNR_RS01170, XNR_RS03540	
N3.HOG0000344	OG0000091	n5						XNR_RS05330	
N3.HOG0000345	OG0000092	n1						XNR_RS16425	
N3.HOG0000346	OG0000092	n10						XNR_RS02850	
N3.HOG0000347	OG0000092	n12			Rv0727c			XNR_RS24645	
N3.HOG0000348	OG0000093	n8			Rv0770, Rv0751c			XNR_RS00730	
N3.HOG0000349	OG0000093	n14						XNR_RS03150	
N3.HOG0000350	OG0000094	n8						XNR_RS22100, XNR_RS13160	
N3.HOG0000351	OG0000094	n11			Rv2996c			XNR_RS06530	
N3.HOG0000352	OG0000095	n2			Rv0562, Rv0989c			XNR_RS18100	
N3.HOG0000353	OG0000095	n13			Rv3383c			XNR_RS07705	
N3.HOG0000354	OG0000095	n14			Rv3398c			XNR_RS28980, XNR_RS01315	
N3.HOG0000355	OG0000096	n8			Rv1715				
N3.HOG0000356	OG0000096	n10			Rv0468			XNR_RS10725, XNR_RS07200, XNR_RS02235, XNR_RS25980	
N3.HOG0000357	OG0000096	n14						XNR_RS01080	
N3.HOG0000358	OG0000097	n8			Rv3667			XNR_RS13480	
N3.HOG0000359	OG0000097	n13						XNR_RS22765	
N3.HOG0000360	OG0000098	n1						XNR_RS04255, XNR_RS28735	
N3.HOG0000361	OG0000098	n4						XNR_RS06705	
N3.HOG0000362	OG0000098	n13						XNR_RS05625, XNR_RS28845	
N3.HOG0000363	OG0000099	n2			Rv1395				
N3.HOG0000364	OG0000099	n6			Rv3736, Rv3082c				
N3.HOG0000365	OG0000100	n0			Rv2531c			XNR_RS27300	
N3.HOG0000366	OG0000101	n4						XNR_RS22845	
N3.HOG0000367	OG0000101	n7						XNR_RS03410, XNR_RS12950	
N3.HOG0000368	OG0000101	n9						XNR_RS03925	
N3.HOG0000369	OG0000102	n2			Rv0265c			XNR_RS02590, XNR_RS28600, XNR_RS15660, XNR_RS02215, XNR_RS04215	
N3.HOG0000370	OG0000102	n11			Rv3044			XNR_RS11585	
N3.HOG0000371	OG0000103	n5			Rv0317c			XNR_RS05870, XNR_RS26895	
N3.HOG0000372	OG0000103	n8						XNR_RS00445	
N3.HOG0000373	OG0000103	n10						XNR_RS24285	
N3.HOG0000374	OG0000103	n12			Rv3842c			XNR_RS14425	
N3.HOG0000375	OG0000104	n3			Rv3813c			XNR_RS18070, XNR_RS14500, XNR_RS14540	
N3.HOG0000376	OG0000105	n3			Rv2640c, Rv2642			XNR_RS15960	
N3.HOG0000377	OG0000105	n9			Rv3744, Rv0827c			XNR_RS13020	
N3.HOG0000378	OG0000106	n4			Rv2182c			XNR_RS26180, XNR_RS23565, XNR_RS27655	
N3.HOG0000379	OG0000106	n7			Rv3814c, Rv3815c, Rv3816c			XNR_RS06200, XNR_RS00425	
N3.HOG0000380	OG0000106	n11			Rv2483c			XNR_RS25080	
N3.HOG0000381	OG0000107	n2			Rv3236c			XNR_RS21395	
N3.HOG0000382	OG0000108	n0			Rv2753c			XNR_RS05570	
N3.HOG0000383	OG0000109	n3						XNR_RS08785	
N3.HOG0000384	OG0000109	n7						XNR_RS07895	
N3.HOG0000385	OG0000109	n8			Rv3065			XNR_RS12770	
N3.HOG0000386	OG0000110	n6			Rv3772			XNR_RS14570	
N3.HOG0000387	OG0000110	n8			Rv1600			XNR_RS23895	
N3.HOG0000388	OG0000110	n11			Rv2231c			XNR_RS24600	
N3.HOG0000389	OG0000111	n2			Rv1235			XNR_RS07810, XNR_RS28110, XNR_RS09120, XNR_RS11920, XNR_RS19280	
N3.HOG0000390	OG0000111	n10						XNR_RS23000, XNR_RS27805	
N3.HOG0000391	OG0000112	n1						XNR_RS28660	
N3.HOG0000392	OG0000112	n7						XNR_RS14670, XNR_RS05410	
N3.HOG0000393	OG0000112	n9			Rv3034c			XNR_RS27390	
N3.HOG0000394	OG0000112	n11						XNR_RS25420	
N3.HOG0000395	OG0000113	n6			Rv1399c, Rv1400c				
N3.HOG0000396	OG0000113	n8			Rv2385, Rv3084			XNR_RS12520	
N3.HOG0000397	OG0000113	n12			Rv0217c			XNR_RS15470	
N3.HOG0000398	OG0000115	n1			Rv0447c			XNR_RS12905	
N3.HOG0000399	OG0000115	n4			Rv0642c, Rv0643c, Rv0470c, Rv3392c, Rv0644c, Rv0503c, Rv0645c, Rv0469, Rv3720			XNR_RS09910, XNR_RS12900	
N3.HOG0000400	OG0000118	n0						XNR_RS23355	
N3.HOG0000401	OG0000119	n1						XNR_RS08490, XNR_RS03565, XNR_RS06900	
N3.HOG0000402	OG0000119	n4						XNR_RS29285, XNR_RS08900, XNR_RS25900, XNR_RS24745	
N3.HOG0000403	OG0000120	n5						XNR_RS12070	
N3.HOG0000404	OG0000120	n6						XNR_RS05825	
N3.HOG0000405	OG0000121	n2						XNR_RS28350	
N3.HOG0000406	OG0000122	n1						XNR_RS19885, XNR_RS00320	
N3.HOG0000407	OG0000122	n4						XNR_RS04795, XNR_RS00130	
N3.HOG0000408	OG0000123	n0			Rv2751, Rv0725c, Rv1729c, Rv0830, Rv0731c, Rv0726c, Rv3399, Rv3787c, Rv1896c, Rv0281, Rv0893c, Rv0145, Rv0146, Rv3767c				
N3.HOG0000409	OG0000124	n6			Rv1701				
N3.HOG0000410	OG0000124	n10			Rv2894c				
N3.HOG0000411	OG0000125	n0						XNR_RS03825, XNR_RS01950, XNR_RS22025, XNR_RS04460, XNR_RS27800, XNR_RS27510, XNR_RS26785, XNR_RS21230, XNR_RS05785, XNR_RS00340	
N3.HOG0000412	OG0000126	n7			Rv2502c			XNR_RS20845	
N3.HOG0000413	OG0000126	n9			Rv0974c			XNR_RS11295	
N3.HOG0000414	OG0000126	n11			Rv3799c, Rv3280			XNR_RS19920	
N3.HOG0000415	OG0000127	n1						XNR_RS25840	
N3.HOG0000416	OG0000127	n7						XNR_RS11665	
N3.HOG0000417	OG0000127	n9						XNR_RS01290, XNR_RS28825, XNR_RS00230, XNR_RS09875	
N3.HOG0000418	OG0000128	n8			Rv3208			XNR_RS08110	
N3.HOG0000419	OG0000128	n9			Rv1019			XNR_RS10275	
N3.HOG0000420	OG0000128	n10			Rv0238			XNR_RS06515, XNR_RS17740	
N3.HOG0000421	OG0000128	n12						XNR_RS08545	
N3.HOG0000422	OG0000130	n0						XNR_RS05875, XNR_RS05845	
N3.HOG0000423	OG0000135	n0			Rv3087, Rv0221, Rv1760, Rv3740c, Rv3734c, Rv0895, Rv3480c, Rv2285, Rv3088, Rv3371, Rv3130c, Rv3234c, Rv2224d, Rv2484c, Rv1425				
N3.HOG0000424	OG0000136	n2						XNR_RS20690	
N3.HOG0000425	OG0000136	n6						XNR_RS11155, XNR_RS08735	
N3.HOG0000426	OG0000136	n8						XNR_RS27675	
N3.HOG0000427	OG0000136	n13						XNR_RS18675	
N3.HOG0000428	OG0000137	n0						XNR_RS00120, XNR_RS29205, XNR_RS15590, XNR_RS19570, XNR_RS28355, XNR_RS04880, XNR_RS04870, XNR_RS17105, XNR_RS17100, XNR_RS17110, XNR_RS17095	
N3.HOG0000429	OG0000138	n0						XNR_RS17205, XNR_RS23345, XNR_RS14140, XNR_RS22680, XNR_RS26120, XNR_RS11780, XNR_RS00360, XNR_RS15905, XNR_RS22410, XNR_RS07215, XNR_RS24525, XNR_RS13215, XNR_RS10510, XNR_RS02765, XNR_RS10210	
N3.HOG0000430	OG0000139	n1			Rv2911, Rv3330				
N3.HOG0000431	OG0000139	n3						XNR_RS15225	
N3.HOG0000432	OG0000139	n4						XNR_RS19415	
N3.HOG0000433	OG0000140	n3			Rv2704			XNR_RS20155, XNR_RS01735	
N3.HOG0000434	OG0000141	n2			Rv1005c			XNR_RS26315	
N3.HOG0000435	OG0000141	n7			Rv1609			XNR_RS23950	
N3.HOG0000436	OG0000142	n5			Rv3607c			XNR_RS17035	
N3.HOG0000437	OG0000142	n8			Rv3606c			XNR_RS17030	
N3.HOG0000438	OG0000143	n3			Rv3223c			XNR_RS07865	
N3.HOG0000439	OG0000143	n4			Rv1221			XNR_RS08220	
N3.HOG0000440	OG0000143	n10			Rv2069			XNR_RS17485	
N3.HOG0000441	OG0000144	n3						XNR_RS24975, XNR_RS26195, XNR_RS12725, XNR_RS13995	
N3.HOG0000442	OG0000144	n9						XNR_RS09030	
N3.HOG0000443	OG0000144	n10						XNR_RS10490, XNR_RS02520, XNR_RS22565, XNR_RS19030	
N3.HOG0000444	OG0000145	n3			Rv1032c, Rv3764c, Rv0758				
N3.HOG0000445	OG0000145	n6			Rv0490			XNR_RS12760	
N3.HOG0000446	OG0000146	n2			Rv0267, Rv0261c, Rv2329c				
N3.HOG0000447	OG0000147	n10						XNR_RS19265, XNR_RS27820, XNR_RS20640, XNR_RS09785	
N3.HOG0000448	OG0000148	n0			Rv2903c			XNR_RS06015, XNR_RS06000, XNR_RS06005, XNR_RS07665, XNR_RS28965	
N3.HOG0000449	OG0000149	n3						XNR_RS17540	
N3.HOG0000450	OG0000149	n4						XNR_RS25990	
N3.HOG0000451	OG0000150	n0			Rv1500			XNR_RS26875	
N3.HOG0000452	OG0000151	n3			Rv3302c			XNR_RS25610, XNR_RS18875	
N3.HOG0000453	OG0000151	n10			Rv2249c			XNR_RS28910	
N3.HOG0000454	OG0000152	n3			Rv3557c			XNR_RS25435	
N3.HOG0000455	OG0000152	n5			Rv0302, Rv3160c			XNR_RS23665	
N3.HOG0000456	OG0000153	n7			Rv1519, Rv3402c			XNR_RS05545	
N3.HOG0000457	OG0000154	n3			Rv0415			XNR_RS23630	
N3.HOG0000458	OG0000155	n5						XNR_RS26745	
N3.HOG0000459	OG0000155	n7			Rv0480c			XNR_RS15245	
N3.HOG0000460	OG0000156	n3						XNR_RS18340	
N3.HOG0000461	OG0000156	n7			Rv0858c			XNR_RS15825	
N3.HOG0000462	OG0000156	n11			Rv3565				
N3.HOG0000463	OG0000157	n1			Rv1626			XNR_RS24120	
N3.HOG0000464	OG0000157	n10						XNR_RS27195, XNR_RS27875	
N3.HOG0000465	OG0000158	n6			Rv2501c			XNR_RS20840	
N3.HOG0000466	OG0000158	n11			Rv3285			XNR_RS19900	
N3.HOG0000467	OG0000159	n0			Rv3858c			XNR_RS24040	
N3.HOG0000468	OG0000161	n2			Rv1559				
N3.HOG0000469	OG0000161	n9						XNR_RS11380	
N3.HOG0000470	OG0000161	n10						XNR_RS16285, XNR_RS20005	
N3.HOG0000471	OG0000162	n9						XNR_RS00510, XNR_RS03110	
N3.HOG0000472	OG0000162	n11						XNR_RS04755	
N3.HOG0000473	OG0000163	n2						XNR_RS24555	
N3.HOG0000474	OG0000163	n10						XNR_RS00520	
N3.HOG0000475	OG0000164	n2			Rv0822c			XNR_RS09575, XNR_RS09565, XNR_RS09570, XNR_RS13010, XNR_RS15365, XNR_RS07315, XNR_RS09560	
N3.HOG0000476	OG0000164	n9			Rv3840			XNR_RS10165, XNR_RS09585	
N3.HOG0000477	OG0000165	n6			Rv1138c			XNR_RS29315	
N3.HOG0000478	OG0000165	n8			Rv0561c			XNR_RS00370, XNR_RS17970	
N3.HOG0000479	OG0000166	n0						XNR_RS06790	
N3.HOG0000480	OG0000167	n1						XNR_RS20955	
N3.HOG0000481	OG0000167	n8			Rv0761c, Rv3086				
N3.HOG0000482	OG0000167	n10			Rv0162c			XNR_RS28890	
N3.HOG0000483	OG0000167	n11			Rv2259			XNR_RS25365, XNR_RS27780	
N3.HOG0000484	OG0000168	n1			Rv0663, Rv3299c, Rv0711				
N3.HOG0000485	OG0000168	n7			Rv0296c, Rv3077			XNR_RS28330	
N3.HOG0000486	OG0000170	n5						XNR_RS08265	
N3.HOG0000487	OG0000170	n6						XNR_RS05450	
N3.HOG0000488	OG0000170	n9						XNR_RS14215	
N3.HOG0000489	OG0000171	n0			Rv2094c			XNR_RS17610, XNR_RS25745, XNR_RS13005	
N3.HOG0000490	OG0000172	n0						XNR_RS13980, XNR_RS11995, XNR_RS22445, XNR_RS22450, XNR_RS24300, XNR_RS24510, XNR_RS00290, XNR_RS22460, XNR_RS09635, XNR_RS29965, XNR_RS22465, XNR_RS14230	
N3.HOG0000491	OG0000173	n0						XNR_RS13240	
N3.HOG0000492	OG0000174	n0			Rv1145, Rv0206c, Rv1146, Rv0202c			XNR_RS03400, XNR_RS26135, XNR_RS06595, XNR_RS10445	
N3.HOG0000493	OG0000175	n1			Rv3420c			XNR_RS18780	
N3.HOG0000494	OG0000175	n8						XNR_RS11700, XNR_RS12425	
N3.HOG0000495	OG0000176	n6						XNR_RS27135	
N3.HOG0000496	OG0000176	n8						XNR_RS22865	
N3.HOG0000497	OG0000177	n2			Rv1152			XNR_RS25245, XNR_RS16365, XNR_RS15695, XNR_RS02325	
N3.HOG0000498	OG0000177	n10						XNR_RS07685, XNR_RS17125	
N3.HOG0000499	OG0000178	n8			Rv3682			XNR_RS13560	
N3.HOG0000500	OG0000178	n9			Rv0050			XNR_RS08780, XNR_RS20430, XNR_RS14805	
N3.HOG0000501	OG0000179	n9			Rv3206c			XNR_RS02885	
N3.HOG0000502	OG0000179	n10			Rv3116			XNR_RS08070	
N3.HOG0000503	OG0000180	n4						XNR_RS20315	
N3.HOG0000504	OG0000180	n6			Rv0899				
N3.HOG0000505	OG0000181	n8			Rv0526			XNR_RS17640	
N3.HOG0000506	OG0000181	n10			Rv2878c, Rv1677				
N3.HOG0000507	OG0000182	n0						XNR_RS00150, XNR_RS27025	
N3.HOG0000508	OG0000183	n2			Rv1381			XNR_RS26595	
N3.HOG0000509	OG0000183	n6						XNR_RS02405	
N3.HOG0000510	OG0000183	n8						XNR_RS02780	
N3.HOG0000511	OG0000185	n2						XNR_RS10715	
N3.HOG0000512	OG0000185	n10			Rv1074c			XNR_RS09855	
N3.HOG0000513	OG0000186	n1			Rv1160			XNR_RS20585, XNR_RS08475	
N3.HOG0000514	OG0000186	n10			Rv2985			XNR_RS16130	
N3.HOG0000515	OG0000187	n0			Rv3430c			XNR_RS13290	
N3.HOG0000516	OG0000190	n3			Rv1532c			XNR_RS03345	
N3.HOG0000517	OG0000190	n10						XNR_RS04325	
N3.HOG0000518	OG0000191	n0			Rv2941, Rv3826, Rv1013, Rv1345, Rv0035, Rv3801c, Rv1925, Rv0404, Rv2930, Rv2950c, Rv1185c, Rv1521, Rv1529				
N3.HOG0000519	OG0000192	n0			Rv0691c			XNR_RS05150, XNR_RS12980, XNR_RS04190, XNR_RS25970, XNR_RS22945, XNR_RS02240, XNR_RS04965, XNR_RS03190, XNR_RS03710, XNR_RS13260, XNR_RS20755	
N3.HOG0000520	OG0000193	n1			Rv0914c, Rv2790c, Rv1627c				
N3.HOG0000521	OG0000193	n8			Rv3540c, Rv3523, Rv3522				
N3.HOG0000522	OG0000194	n3						XNR_RS13985	
N3.HOG0000523	OG0000194	n4			Rv0384c			XNR_RS15775	
N3.HOG0000524	OG0000194	n9			Rv3596c			XNR_RS17270	
N3.HOG0000525	OG0000195	n6			Rv0734			XNR_RS18585, XNR_RS10950	
N3.HOG0000526	OG0000195	n9			Rv2861c			XNR_RS22875	
N3.HOG0000527	OG0000196	n0			Rv1250, Rv0783c				
N3.HOG0000528	OG0000197	n4			Rv2471			XNR_RS23015, XNR_RS05105	
N3.HOG0000529	OG0000197	n6			Rv0126			XNR_RS06910	
N3.HOG0000530	OG0000198	n1						XNR_RS21870	
N3.HOG0000531	OG0000198	n5			Rv2060			XNR_RS28470	
N3.HOG0000532	OG0000199	n1			Rv3618, Rv1936			XNR_RS28095	
N3.HOG0000533	OG0000199	n6						XNR_RS08555	
N3.HOG0000534	OG0000200	n0			Rv3709c			XNR_RS13675	
N3.HOG0000535	OG0000201	n3			Rv3264c			XNR_RS27055, XNR_RS09545	
N3.HOG0000536	OG0000201	n9						XNR_RS12675	
N3.HOG0000537	OG0000202	n0			Rv3696c			XNR_RS25615, XNR_RS28530	
N3.HOG0000538	OG0000203	n3			Rv1841c			XNR_RS12685, XNR_RS27540	
N3.HOG0000539	OG0000203	n5			Rv1842c			XNR_RS12680, XNR_RS27545	
N3.HOG0000540	OG0000204	n4			Rv2993c			XNR_RS06285	
N3.HOG0000541	OG0000204	n8						XNR_RS08690	
N3.HOG0000542	OG0000205	n0			Rv0069c			XNR_RS06740	
N3.HOG0000543	OG0000206	n2			Rv2394			XNR_RS02430	
N3.HOG0000544	OG0000206	n8			Rv0773c			XNR_RS02380	
N3.HOG0000545	OG0000208	n3			Rv0308			XNR_RS25125, XNR_RS00480	
N3.HOG0000546	OG0000208	n6			Rv3807c			XNR_RS05810	
N3.HOG0000547	OG0000208	n7						XNR_RS17310, XNR_RS16075	
N3.HOG0000548	OG0000209	n2			Rv1098c			XNR_RS20455	
N3.HOG0000549	OG0000210	n4			Rv2703			XNR_RS05170	
N3.HOG0000550	OG0000210	n5			Rv2710			XNR_RS10635	
N3.HOG0000551	OG0000211	n1			Rv1766			XNR_RS15385	
N3.HOG0000552	OG0000211	n8			Rv0967, Rv0190			XNR_RS16095	
N3.HOG0000553	OG0000212	n2			Rv3003c			XNR_RS06545	
N3.HOG0000554	OG0000213	n2			Rv0247c, Rv1553			XNR_RS28090	
N3.HOG0000555	OG0000213	n7			Rv3319			XNR_RS19480	
N3.HOG0000556	OG0000214	n0			Rv3029c			XNR_RS00410	
N3.HOG0000557	OG0000215	n0			Rv3525c			XNR_RS27385	
N3.HOG0000558	OG0000216	n2			Rv3634c, Rv3784				
N3.HOG0000559	OG0000216	n5			Rv3725			XNR_RS09310, XNR_RS10305	
N3.HOG0000560	OG0000217	n0			Rv0374c			XNR_RS02810, XNR_RS01800	
N3.HOG0000561	OG0000218	n1			Rv0375c				
N3.HOG0000562	OG0000218	n6						XNR_RS03245, XNR_RS09100	
N3.HOG0000563	OG0000218	n9						XNR_RS02805	
N3.HOG0000564	OG0000219	n2			Rv1826			XNR_RS16040, XNR_RS06730	
N3.HOG0000565	OG0000220	n5			Rv3918c			XNR_RS14880	
N3.HOG0000566	OG0000220	n8			Rv3213c, Rv1708			XNR_RS25025	
N3.HOG0000567	OG0000221	n1			Rv2238c			XNR_RS22440	
N3.HOG0000568	OG0000221	n4			Rv1608c				
N3.HOG0000569	OG0000221	n5			Rv2521			XNR_RS08800	
N3.HOG0000570	OG0000225	n4			Rv2161c, Rv3079c, Rv0953c				
N3.HOG0000571	OG0000225	n8			Rv0044c, Rv1855c			XNR_RS04065	
N3.HOG0000572	OG0000225	n10			Rv2893			XNR_RS14535	
N3.HOG0000573	OG0000226	n0			Rv2104c, Rv2132, Rv0581, Rv0616A, Rv2601A, Rv2530A, Rv2493, Rv3697A, Rv3321c, Rv0748, Rv2871, Rv1241				
N3.HOG0000574	OG0000227	n0			Rv3364c			XNR_RS07465, XNR_RS06320, XNR_RS06300, XNR_RS29135, XNR_RS01245, XNR_RS00885, XNR_RS26975, XNR_RS11350, XNR_RS25775, XNR_RS04005, XNR_RS11635	
N3.HOG0000575	OG0000229	n2			Rv1630			XNR_RS24185	
N3.HOG0000576	OG0000229	n7						XNR_RS27145	
N3.HOG0000577	OG0000230	n3						XNR_RS27395	
N3.HOG0000578	OG0000230	n5						XNR_RS04230	
N3.HOG0000579	OG0000231	n0			Rv0685			XNR_RS27330, XNR_RS18440	
N3.HOG0000580	OG0000232	n6						XNR_RS01980	
N3.HOG0000581	OG0000235	n1						XNR_RS10050	
N3.HOG0000582	OG0000235	n5			Rv3305c			XNR_RS19635	
N3.HOG0000583	OG0000236	n0			Rv1877			XNR_RS10115, XNR_RS14330, XNR_RS04195, XNR_RS22950, XNR_RS02185, XNR_RS22560, XNR_RS01045	
N3.HOG0000584	OG0000237	n0			Rv2847c			XNR_RS26250	
N3.HOG0000585	OG0000238	n1						XNR_RS28515, XNR_RS06965, XNR_RS22190	
N3.HOG0000586	OG0000239	n5						XNR_RS26765, XNR_RS27180	
N3.HOG0000587	OG0000239	n9						XNR_RS04330	
N3.HOG0000588	OG0000240	n0			Rv0402c, Rv0676c, Rv2339, Rv0450c, Rv0507, Rv1557, Rv2942, Rv1522c, Rv3823c, Rv1183				
N3.HOG0000589	OG0000241	n3			Rv1479				
N3.HOG0000590	OG0000241	n5			Rv3164c			XNR_RS23700	
N3.HOG0000591	OG0000241	n8			Rv3692			XNR_RS09415	
N3.HOG0000592	OG0000242	n1						XNR_RS02220, XNR_RS11600, XNR_RS15625, XNR_RS04210, XNR_RS02580	
N3.HOG0000593	OG0000243	n0			Rv1686c			XNR_RS17410	
N3.HOG0000594	OG0000244	n3						XNR_RS21725	
N3.HOG0000595	OG0000244	n6			Rv1262c			XNR_RS15705	
N3.HOG0000596	OG0000245	n0			Rv0533c			XNR_RS01955, XNR_RS22350	
N3.HOG0000597	OG0000246	n2						XNR_RS01930	
N3.HOG0000598	OG0000246	n5						XNR_RS02745	
N3.HOG0000599	OG0000247	n0			Rv3666c			XNR_RS08440, XNR_RS08415	
N3.HOG0000600	OG0000248	n7			Rv0391				
N3.HOG0000601	OG0000248	n8			Rv1079			XNR_RS19985	
N3.HOG0000602	OG0000249	n2			Rv0545c			XNR_RS24640	
N3.HOG0000603	OG0000249	n3			Rv2281			XNR_RS16105	
N3.HOG0000604	OG0000250	n1			Rv0563			XNR_RS27825, XNR_RS18260	
N3.HOG0000605	OG0000252	n1						XNR_RS04850, XNR_RS09905	
N3.HOG0000606	OG0000253	n0			Rv3043c			XNR_RS23400, XNR_RS04175, XNR_RS03040	
N3.HOG0000607	OG0000254	n1						XNR_RS05085	
N3.HOG0000608	OG0000254	n5						XNR_RS05090	
N3.HOG0000609	OG0000254	n7			Rv2782c			XNR_RS05600	
N3.HOG0000610	OG0000255	n2			Rv0570			XNR_RS05245	
N3.HOG0000611	OG0000255	n4			Rv3051c			XNR_RS07830	
N3.HOG0000612	OG0000256	n2			Rv1449c			XNR_RS24415	
N3.HOG0000613	OG0000256	n9						XNR_RS01200	
N3.HOG0000614	OG0000257	n0			Rv0993			XNR_RS10570	
N3.HOG0000615	OG0000258	n0			Rv3846			XNR_RS21345	
N3.HOG0000616	OG0000259	n0						XNR_RS28700, XNR_RS25500	
N3.HOG0000617	OG0000260	n0			Rv1329c			XNR_RS05260	
N3.HOG0000618	OG0000261	n2			Rv1415			XNR_RS26810	
N3.HOG0000619	OG0000261	n7			Rv1940				
N3.HOG0000620	OG0000262	n4						XNR_RS00715	
N3.HOG0000621	OG0000262	n8						XNR_RS03685	
N3.HOG0000622	OG0000262	n9						XNR_RS02545	
N3.HOG0000623	OG0000263	n4						XNR_RS01060	
N3.HOG0000624	OG0000263	n7			Rv1323			XNR_RS07130	
N3.HOG0000625	OG0000264	n0			Rv2552c			XNR_RS26540	
N3.HOG0000626	OG0000265	n1			Rv3469c, Rv3534c			XNR_RS06440	
N3.HOG0000627	OG0000266	n1			Rv3028c			XNR_RS00405	
N3.HOG0000628	OG0000267	n1			Rv1436			XNR_RS18685, XNR_RS24365	
N3.HOG0000629	OG0000268	n0			Rv1617			XNR_RS06985, XNR_RS24105	
N3.HOG0000630	OG0000269	n0			Rv0984, Rv0865			XNR_RS10555	
N3.HOG0000631	OG0000270	n0			Rv0917			XNR_RS18985, XNR_RS01455	
N3.HOG0000632	OG0000271	n2			Rv3156			XNR_RS18035	
N3.HOG0000633	OG0000271	n6						XNR_RS18245, XNR_RS03980	
N3.HOG0000634	OG0000272	n0			Rv0284, Rv3447c, Rv3871, Rv1783, Rv3894c, Rv3870			XNR_RS17775, XNR_RS09250, XNR_RS15085, XNR_RS21170	
N3.HOG0000635	OG0000273	n1						XNR_RS03405, XNR_RS12955, XNR_RS03930	
N3.HOG0000636	OG0000274	n5			Rv2461c			XNR_RS21425, XNR_RS01140	
N3.HOG0000637	OG0000274	n7			Rv2460c			XNR_RS01135, XNR_RS27610, XNR_RS21430	
N3.HOG0000638	OG0000275	n1			Rv2122c			XNR_RS26820	
N3.HOG0000639	OG0000275	n4			Rv1606			XNR_RS23940	
N3.HOG0000640	OG0000276	n0			Rv2436			XNR_RS01830, XNR_RS24005	
N3.HOG0000641	OG0000277	n3			Rv2205c			XNR_RS02280	
N3.HOG0000642	OG0000277	n5						XNR_RS23450	
N3.HOG0000643	OG0000278	n6			Rv3075c				
N3.HOG0000644	OG0000278	n8			Rv2498c			XNR_RS23995	
N3.HOG0000645	OG0000279	n1			Rv3066			XNR_RS12775, XNR_RS04420	
N3.HOG0000646	OG0000279	n5			Rv0775			XNR_RS27265, XNR_RS04305, XNR_RS16265	
N3.HOG0000647	OG0000280	n1			Rv3554			XNR_RS10750, XNR_RS29160	
N3.HOG0000648	OG0000280	n7			Rv3230c			XNR_RS20070	
N3.HOG0000649	OG0000280	n9			Rv3571				
N3.HOG0000650	OG0000281	n0			Rv2860c			XNR_RS25870	
N3.HOG0000651	OG0000282	n1						XNR_RS15390	
N3.HOG0000652	OG0000282	n3			Rv1862			XNR_RS27770, XNR_RS28285	
N3.HOG0000653	OG0000283	n2			Rv2291			XNR_RS05040	
N3.HOG0000654	OG0000283	n6			Rv3283, Rv3117, Rv0815c			XNR_RS16510	
N3.HOG0000655	OG0000284	n8			Rv0688			XNR_RS23635	
N3.HOG0000656	OG0000284	n9			Rv1869c			XNR_RS22180	
N3.HOG0000657	OG0000285	n0			Rv1902c				
