HOG	OG	Gene Tree Parent Clade	bsu2	ecol2	mtub2	pae2	sac2	salb2	sen2
N1.HOG0000740	OG0000375	n7	BSU_04000	b1800					
N1.HOG0000741	OG0000376	n0	BSU_04440	b3579		PA3779, PA0884, PA5167, PA4616			STM3673, STM4054, STM3169
N1.HOG0000742	OG0000377	n0	BSU_04560	b0381, b0092	Rv2981c	PA4201, PA4410		XNR_RS06190	STM0380, STM0130
N1.HOG0000743	OG0000378	n0	BSU_05960	b0783	Rv3324c, Rv3111, Rv0864	PA3918		XNR_RS10560	STM0804
N1.HOG0000744	OG0000379	n0	BSU_06300	b3017, b0123	Rv0846c	PA3768, PA2065		XNR_RS22920	STM3172, STM0168
N1.HOG0000745	OG0000380	n0	BSU_06730, BSU_08020	b0859, b2785	Rv2689c	PA0933		XNR_RS04915	STM0882, STM2957
N1.HOG0000746	OG0000381	n1	BSU_07010, BSU_06960			PA3423			
N1.HOG0000747	OG0000381	n3	BSU_08250	b2382, b3954		PA2337			STM4117, STM2036
N1.HOG0000748	OG0000382	n0	BSU_07330	b4374	Rv3376	PA1685		XNR_RS06275, XNR_RS00490	STM4559
N1.HOG0000749	OG0000383	n0	BSU_24740, BSU_08000	b3816	Rv1239c	PA5268		XNR_RS25575, XNR_RS08165	STM3952
N1.HOG0000750	OG0000384	n0	BSU_08590		Rv3670, Rv1124, Rv3617, Rv1938	PA3994		XNR_RS13495, XNR_RS08135, XNR_RS13625	
N1.HOG0000751	OG0000385	n2	BSU_09260		Rv3329	PA0299, PA0221, PA4805		XNR_RS05895	
N1.HOG0000752	OG0000385	n7	BSU_19740					XNR_RS13715	
N1.HOG0000753	OG0000386	n0	BSU_09390	b2924	Rv2434c	PA4925, PA4394, PA1775			STM4102, STM3067
N1.HOG0000754	OG0000387	n1	BSU_09600		Rv3070			XNR_RS12330	
N1.HOG0000755	OG0000387	n3	BSU_09610	b0624	Rv3069	PA4383		XNR_RS12335	STM0630
N1.HOG0000756	OG0000388	n2	BSU_10640	b0398	Rv1277	PA4281		XNR_RS27445	STM0396
N1.HOG0000757	OG0000388	n7	BSU_09910			PA0544			
N1.HOG0000758	OG0000389	n0	BSU_10500	b0347	Rv1751	PA0247		XNR_RS16655, XNR_RS02900, XNR_RS21975, XNR_RS05380	STM1546
N1.HOG0000759	OG0000390	n0	BSU_10930, BSU_15570	b2762	Rv2392	PA1756		XNR_RS03510	STM2946
N1.HOG0000760	OG0000391	n0	BSU_11220	b1748, b3359	Rv1655	PA0895		XNR_RS26110	STM1303, STM3468
N1.HOG0000761	OG0000392	n0	BSU_11420	b3384	Rv3336c	PA4439		XNR_RS17420, XNR_RS19370	STM3481, STM4508
N1.HOG0000762	OG0000393	n0	BSU_38020, BSU_11710	b2103	Rv0422c	PA3975		XNR_RS06170	STM2146
N1.HOG0000763	OG0000394	n0	BSU_40680, BSU_40720, BSU_11840	b2267	Rv2851c	PA2631, PA0115		XNR_RS23810	STM2312
N1.HOG0000764	OG0000395	n0	BSU_11890	b1066	Rv0995	PA1928		XNR_RS11860, XNR_RS02145, XNR_RS27140, XNR_RS10550	STM1167
N1.HOG0000765	OG0000396	n3	BSU_12080	b0428		PA1321			STM0439
N1.HOG0000766	OG0000396	n6	BSU_14880			PA0113			
N1.HOG0000767	OG0000396	n7			Rv1451			XNR_RS24420	
N1.HOG0000768	OG0000397	n0	BSU_32200, BSU_12290	b1109	Rv0392c, Rv1854c	PA4538		XNR_RS13030	STM1211
N1.HOG0000769	OG0000398	n0	BSU_13030	b1253		PA5371, PA3741, PA2693, PA5519		XNR_RS09580	STM1736
N1.HOG0000770	OG0000399	n0	BSU_13660, BSU_14490, BSU_13990, BSU_13530, BSU_31450	b2219, b4003				XNR_RS25945	STM4173
N1.HOG0000771	OG0000400	n3	BSU_13860		Rv2089c	PA4498			
N1.HOG0000772	OG0000400	n5	BSU_24460	b2385	Rv2535c			XNR_RS26565	
N1.HOG0000773	OG0000401	n1	BSU_13900	b3206		PA4466		XNR_RS00145, XNR_RS05065	STM3324
N1.HOG0000774	OG0000401	n6	BSU_34740	b2415					STM2431
N1.HOG0000775	OG0000402	n0	BSU_14350	b2074		PA2521, PA3677, PA0156, PA0157, PA2528, PA1435			STM2126
N1.HOG0000776	OG0000403	n1	BSU_28030, BSU_14470	b4011				XNR_RS21465, XNR_RS22280	
N1.HOG0000777	OG0000403	n5	BSU_36410	b3251		PA4481			STM3374
N1.HOG0000778	OG0000404	n0	BSU_14670	b2533	Rv1604, Rv2701c	PA3818		XNR_RS02375, XNR_RS05010	STM2546
N1.HOG0000779	OG0000405	n2	BSU_38170	b0432		PA1317			STM0443
N1.HOG0000780	OG0000405	n5	BSU_14890		Rv2200c	PA0105		XNR_RS23395	
N1.HOG0000781	OG0000406	n0	BSU_15160, BSU_15170	b0084	Rv2163c	PA2272, PA4418		XNR_RS23720	STM1836, STM0122
N1.HOG0000782	OG0000407	n0	BSU_15820	b3637	Rv2058c, Rv0105c, Rv2975a	PA5316		XNR_RS28270, XNR_RS06165	STM3728
N1.HOG0000783	OG0000408	n0	BSU_16150	b3932	Rv2110c	PA5053		XNR_RS25690	STM4092
N1.HOG0000784	OG0000409	n0	BSU_16530	b0174	Rv1086, Rv2361c	PA3652		XNR_RS20370, XNR_RS21860	STM0221
N1.HOG0000785	OG0000410	n0	BSU_16630	b3168, b3168, b3168	Rv2839c	PA4744		XNR_RS29605	STM3286
N1.HOG0000786	OG0000411	n0	BSU_16930	b2700, b1537	Rv1901	PA3618, PA2141		XNR_RS05500	STM2830, STM1514
N1.HOG0000787	OG0000412	n0	BSU_17460	b3870	Rv2222c, Rv2220	PA5119		XNR_RS22940, XNR_RS23195	STM4007
N1.HOG0000788	OG0000413	n0	BSU_19720, BSU_38980	b2222	Rv2503c, Rv3552	PA2000, PA0227		XNR_RS01075	
N1.HOG0000789	OG0000414	n0	BSU_22750	b3833	Rv0558	PA5063		XNR_RS17960	STM3970
N1.HOG0000790	OG0000415	n0	BSU_22870	b3605	Rv0694, Rv1872c	PA4771, PA2382			STM3694, STM1620
N1.HOG0000791	OG0000416	n2	BSU_23520	b0683	Rv2359	PA4764		XNR_RS21865	STM0693
N1.HOG0000792	OG0000416	n7	BSU_25100					XNR_RS16555	
N1.HOG0000793	OG0000417	n0	BSU_23550, BSU_29220	b2463	Rv3013	PA5046		XNR_RS09145, XNR_RS07635	STM2472
N1.HOG0000794	OG0000418	n0	BSU_23610	b2467, b3034	Rv1700	PA4971		XNR_RS25010	STM2477, STM3185
N1.HOG0000795	OG0000419	n0	BSU_23850	b1852	Rv1447c, Rv1121	PA5439, PA3183		XNR_RS24405, XNR_RS00680	STM1886
N1.HOG0000796	OG0000420	n0	BSU_24270	b0420	Rv2682c, Rv3379c	PA4044		XNR_RS03805	STM2340, STM0422
N1.HOG0000797	OG0000421	n0	BSU_24450	b2171, b4147	Rv2534c	PA2851		XNR_RS26570	STM2211, STM4334
N1.HOG0000798	OG0000422	n0	BSU_24850	b3222	Rv0650			XNR_RS11945, XNR_RS00390, XNR_RS02720, XNR_RS23545	STM3336, STM3681
N1.HOG0000799	OG0000423	n0	BSU_26970	b0608	Rv1895	PA2188, PA2158, PA2119		XNR_RS27295, XNR_RS12005	STM0615
N1.HOG0000800	OG0000424	n0	BSU_27060	b1817, b3138, b3133					STM1830, STM0577, STM4535, STM4536, STM0576
N1.HOG0000801	OG0000425	n0	BSU_27320	b3181, b3406	Rv1080c	PA4755, PA2859		XNR_RS20020	STM3299, STM3503
N1.HOG0000802	OG0000426	n0	BSU_27410	b2697	Rv2555c	PA0903		XNR_RS26525, XNR_RS15980	STM2827
N1.HOG0000803	OG0000427	n0	BSU_27440		Rv0411c	PA4195, PA2204, PA1260, PA5076		XNR_RS05365, XNR_RS02470, XNR_RS21200	
N1.HOG0000804	OG0000428	n0	BSU_27510, BSU_29590	b2530	Rv3025c	PA2062, PA3814		XNR_RS23390, XNR_RS06665	STM2543
N1.HOG0000805	OG0000429	n2			Rv2580c			XNR_RS26495	
N1.HOG0000806	OG0000429	n4	BSU_34930			PA4939			
N1.HOG0000807	OG0000429	n5	BSU_27560	b2514		PA3802			STM2522
N1.HOG0000808	OG0000430	n0	BSU_28050	b3248, b1087	Rv3282	PA4478, PA2972		XNR_RS19910	STM3371, STM1189
N1.HOG0000809	OG0000431	n0	BSU_29320	b0849, b3610	Rv3198A	PA5129		XNR_RS03060, XNR_RS08025	STM0872, STM3702
N1.HOG0000810	OG0000432	n0	BSU_29470	b2296, b3115	Rv0409	PA0836		XNR_RS06980	STM2057, STM2337, STM3242
N1.HOG0000811	OG0000433	n2	BSU_38460			PA0668			
N1.HOG0000812	OG0000433	n3	BSU_29670	b1637	Rv1689	PA4138		XNR_RS24795	STM1449
N1.HOG0000813	OG0000434	n0	BSU_30940	b3428, b3417	Rv1328	PA2144		XNR_RS06895	STM3534, STM3514
N1.HOG0000814	OG0000435	n0	BSU_31630	b2277	Rv3157	PA2648, PA1056		XNR_RS18250, XNR_RS18040, XNR_RS03970	STM2317
N1.HOG0000815	OG0000436	n0	BSU_32020		Rv0218	PA4882		XNR_RS25805, XNR_RS04275, XNR_RS12115, XNR_RS20065, XNR_RS23605	
N1.HOG0000816	OG0000437	n0	BSU_32510	b0283, b2875	Rv0376c, Rv0372c	PA4618, PA1522		XNR_RS03225	
N1.HOG0000817	OG0000438	n0	BSU_34440		Rv1730c, Rv0399c			XNR_RS14655, XNR_RS17115, XNR_RS04865, XNR_RS21320, XNR_RS11020, XNR_RS05880	
N1.HOG0000818	OG0000439	n0	BSU_34790	b0888	Rv3913	PA0849, PA2616		XNR_RS14860	STM0958
N1.HOG0000819	OG0000440	n0	BSU_35960	b4227, b4088, b3751		PA1946		XNR_RS08340, XNR_RS01935, XNR_RS01835	STM3884
N1.HOG0000820	OG0000441	n0	BSU_36310, BSU_40900	b4059	Rv0054	PA4232		XNR_RS21105, XNR_RS14775	PSLT066, STM4256
N1.HOG0000821	OG0000442	n0	BSU_37000	b1212	Rv1300	PA4664		XNR_RS22265, XNR_RS11075, XNR_RS06525, XNR_RS07300	STM1775
N1.HOG0000822	OG0000443	n0	BSU_39670, BSU_37120	b3137, b2096, b1773		PA0555		XNR_RS11970	STM3253, STM3780
N1.HOG0000823	OG0000444	n0	BSU_37250	b1465, b1227	Rv1164, Rv1736c	PA3872		XNR_RS02045	STM1580, STM1761
N1.HOG0000824	OG0000445	n0	BSU_37830	b3788, b2041	Rv3464	PA5161		XNR_RS02925	STM3922, STM2097
N1.HOG0000825	OG0000446	n0	BSU_38750	b0979, b0734	Rv1622c	PA3929		XNR_RS14560	STM1793, STM0741, STM0361
N1.HOG0000826	OG0000447	n0	BSU_39230	b0497, b3482, b3593, b0700		PA2458, PA2684			STM0291, STM0292
N1.HOG0000827	OG0000448	n0	BSU_06860	b4251, b1111		PA2484, PA2931		XNR_RS16080, XNR_RS03285	STM1674, STM1213
N1.HOG0000828	OG0000449	n0		b0030, b0651, b2162	Rv3393	PA0143			STM0051, STM0661
N1.HOG0000829	OG0000450	n0		b2771, b0045		PA4187		XNR_RS28920	STM0079
N1.HOG0000830	OG0000451	n0		b0126, b0339	Rv3588c	PA4676, PA0102, PA2053		XNR_RS12445	STM0171, PSLT046
N1.HOG0000831	OG0000452	n0		b0532, b4317, b1505, b0940, b3144, b0139		PA0994, PA4084, PA2130			
N1.HOG0000832	OG0000453	n0		b3514, b3266, b0462, b2470		PA0426			STM3391, STM0475, STM0351, STM2481
N1.HOG0000833	OG0000454	n0		b0570, b1968		PA2524, PA2810, PA1438, PA4886		XNR_RS05000, XNR_RS23465	STM1095
N1.HOG0000834	OG0000455	n0		b0897		PA2419, PA1202, PA3846, PA2698		XNR_RS15920, XNR_RS07100	STM3761, STM0950
N1.HOG0000835	OG0000456	n0		b1296, b2014		PA2041, PA3597, PA0322, PA5510		XNR_RS20515	STM2068, STM1379
N1.HOG0000836	OG0000457	n0		b1802, b2538	Rv3161c	PA5410, PA2512, PA2518, PA2083		XNR_RS29320	
N1.HOG0000837	OG0000458	n0		b3095, b2317	Rv2637, Rv0364	PA4029		XNR_RS27380, XNR_RS16980	STM3226, STM2367
N1.HOG0000838	OG0000459	n0		b2341, b3846	Rv0860	PA1737, PA3014		XNR_RS03780, XNR_RS01465	STM2388, STM3983
N1.HOG0000839	OG0000460	n0		b3668	Rv0845	PA1979		XNR_RS15570, XNR_RS04840, XNR_RS04860, XNR_RS18200, XNR_RS18205	STM3789
N1.HOG0000840	OG0000461	n0		b4187	Rv0672, Rv3797	PA3972, PA3593		XNR_RS03470, XNR_RS02525	STM4377
N1.HOG0000841	OG0000462	n0			Rv2915c, Rv0074			XNR_RS01425, XNR_RS24585, XNR_RS02505, XNR_RS19040, XNR_RS24775	
N1.HOG0000842	OG0000463	n0			Rv0483, Rv2518c, Rv0192, Rv1433, Rv0116c			XNR_RS06850, XNR_RS06845, XNR_RS19955, XNR_RS23410	
N1.HOG0000843	OG0000464	n0			Rv0911, Rv0577	PA1672		XNR_RS27305, XNR_RS23265, XNR_RS22275, XNR_RS05045, XNR_RS01555	STM0409
N1.HOG0000844	OG0000465	n0			Rv0771	PA0232, PA0480, PA0231, PA4486		XNR_RS02510, XNR_RS26070, XNR_RS01775	
N1.HOG0000845	OG0000466	n0			Rv2363, Rv1263	PA0704, PA4342, PA0202		XNR_RS08575, XNR_RS27210, XNR_RS04260	
N1.HOG0000846	OG0000467	n0			Rv2745c	PA0535, PA3260		XNR_RS16740, XNR_RS01130, XNR_RS05495	STM4042A, STM0898A
N1.HOG0000847	OG0000468	n0			Rv2938, Rv2937			XNR_RS29040, XNR_RS16615, XNR_RS12200, XNR_RS11385, XNR_RS20015, XNR_RS15575	
N1.HOG0000848	OG0000469	n0						XNR_RS29225, XNR_RS00995, XNR_RS29050, XNR_RS29330, XNR_RS30550, XNR_RS31675, XNR_RS31485, XNR_RS00110, XNR_RS29200	
N1.HOG0000849	OG0000470	n0						XNR_RS20320, XNR_RS27205, XNR_RS22970, XNR_RS14305, XNR_RS26065, XNR_RS26085, XNR_RS11395, XNR_RS16625, XNR_RS14345	
N1.HOG0000850	OG0000471	n0						XNR_RS21030, XNR_RS10780, XNR_RS16220, XNR_RS10105, XNR_RS29250, XNR_RS11090, XNR_RS02970, XNR_RS20045, XNR_RS25015	
N1.HOG0000851	OG0000472	n0	BSU_18090, BSU_00060	b3699	Rv0005	PA0004		XNR_RS05155, XNR_RS14930	STM3835
N1.HOG0000852	OG0000473	n2	BSU_18100					XNR_RS05095	
N1.HOG0000853	OG0000473	n3	BSU_00070	b2231		PA3168		XNR_RS14935	STM2272
N1.HOG0000854	OG0000474	n0	BSU_00090	b2508	Rv3411c, Rv1843c	PA3770		XNR_RS18860, XNR_RS26735	STM2511
N1.HOG0000855	OG0000475	n0	BSU_00190	b0470, b0470	Rv3721c	PA1532		XNR_RS14175	STM0484
N1.HOG0000856	OG0000476	n0	BSU_00370, BSU_14480, BSU_00560						
N1.HOG0000857	OG0000477	n0	BSU_00420	b0051	Rv1988, Rv1010	PA0592		XNR_RS10355	STM0090
N1.HOG0000858	OG0000478	n0	BSU_00470, BSU_27610	b0469	Rv2584c	PA1543		XNR_RS26465	STM0483
N1.HOG0000859	OG0000479	n0	BSU_00690	b3178	Rv3610c	PA4751		XNR_RS06055, XNR_RS17015	STM3296
N1.HOG0000860	OG0000480	n0	BSU_00870	b4389	Rv3585	PA4609		XNR_RS17325	STM4579
N1.HOG0000861	OG0000481	n0	BSU_01800, BSU_08010	b2068	Rv1317c	PA1686		XNR_RS02160, XNR_RS02335	STM2124
N1.HOG0000862	OG0000482	n0	BSU_05990, BSU_02640	b3839	Rv2093c	PA5070		XNR_RS25750	STM3975
N1.HOG0000863	OG0000483	n2		b1769, b1775					
N1.HOG0000864	OG0000483	n4	BSU_02950			PA3467		XNR_RS01810	
N1.HOG0000865	OG0000483	n6	BSU_40840					XNR_RS16825	
N1.HOG0000866	OG0000484	n2	BSU_40660	b1596		PA5030			STM0328, STM1486
N1.HOG0000867	OG0000484	n6	BSU_02960			PA5219			
N1.HOG0000868	OG0000485	n0	BSU_03060, BSU_34190	b2975, b3603		PA4770		XNR_RS04125, XNR_RS09495	STM3692
N1.HOG0000869	OG0000486	n0	BSU_03150	b0388, b3390	Rv2539c	PA5039		XNR_RS26550	STM0388, STM3487
N1.HOG0000870	OG0000487	n0	BSU_31250, BSU_18610, BSU_03440, BSU_33690, BSU_13950, BSU_31240, BSU_31260, BSU_31230						
N1.HOG0000871	OG0000488	n0	BSU_03900	b1302, b2662	Rv2589	PA0266		XNR_RS05805	STM2792
N1.HOG0000872	OG0000489	n0	BSU_10430, BSU_09450, BSU_04190, BSU_10400	b3003		PA2142		XNR_RS22250	STM3157
N1.HOG0000873	OG0000490	n0	BSU_04470	b3528	Rv2443	PA0119, PA1183		XNR_RS02345, XNR_RS06955	STM3614
N1.HOG0000874	OG0000491	n0	BSU_05940	b3064	Rv3419c	PA0580		XNR_RS18785, XNR_RS15985	STM3208
N1.HOG0000875	OG0000492	n0	BSU_07420, BSU_05950, BSU_14430	b0820	Rv1473	PA1964		XNR_RS24665	STM0838
N1.HOG0000876	OG0000493	n0	BSU_06030	b4143	Rv0440, Rv3417c	PA4385		XNR_RS11880, XNR_RS18830	STM4330
N1.HOG0000877	OG0000494	n0	BSU_22110, BSU_06170	b1772		PA2261		XNR_RS20145	STM3251, STM4066
N1.HOG0000878	OG0000495	n0	BSU_06310	b2663	Rv0522	PA0129		XNR_RS21350, XNR_RS21355, XNR_RS21365	STM2793
N1.HOG0000879	OG0000496	n0	BSU_06340		Rv3693, Rv1480, Rv3163c	PA4323, PA3071		XNR_RS09420, XNR_RS23695	
N1.HOG0000880	OG0000497	n0	BSU_06360	b2507	Rv3396c	PA3769		XNR_RS18930	STM2510
N1.HOG0000881	OG0000498	n0	BSU_06490	b2312	Rv0808	PA3108		XNR_RS14090	STM2362
N1.HOG0000882	OG0000499	n0	BSU_17870, BSU_06750	b1158		PA3867			PSLT045, STM2772, STM2702
N1.HOG0000883	OG0000500	n1	BSU_28930	b2126					STM2159
N1.HOG0000884	OG0000500	n3	BSU_36350, BSU_06950	b2380		PA5262		XNR_RS28010	
N1.HOG0000885	OG0000501	n0	BSU_36930, BSU_07880	b0982, b2061	Rv2234	PA2978		XNR_RS07290	STM2117
N1.HOG0000886	OG0000502	n0	BSU_08710, BSU_28120	b0154	Rv0524	PA3977		XNR_RS17625	STM0202
N1.HOG0000887	OG0000503	n0	BSU_09210, BSU_11620, BSU_15460	b2594	Rv1540	PA4544		XNR_RS23805	STM2662
N1.HOG0000888	OG0000504	n0	BSU_29140, BSU_09440, BSU_24140	b0333	Rv1131	PA0795		XNR_RS00720	STM0369
N1.HOG0000889	OG0000505	n1	BSU_09840						STM4012
N1.HOG0000890	OG0000505	n2	BSU_25500	b2955	Rv2388c	PA0386		XNR_RS21680	STM3104
N1.HOG0000891	OG0000506	n1	BSU_28970	b1750	Rv0625c				
N1.HOG0000892	OG0000506	n3	BSU_25720, BSU_10480	b1752	Rv1491c			XNR_RS27325	
N1.HOG0000893	OG0000507	n0	BSU_11230, BSU_15510	b0032	Rv1383	PA4758		XNR_RS26605	STM0066
N1.HOG0000894	OG0000508	n0	BSU_11240, BSU_15520	b0033	Rv1384	PA4756		XNR_RS26610	STM0067
N1.HOG0000895	OG0000509	n0	BSU_11340	b1095	Rv2245, Rv2246	PA2965, PA1373		XNR_RS22340	STM1197
N1.HOG0000896	OG0000510	n0	BSU_11610, BSU_29540	b2615	Rv1695	PA3088		XNR_RS24965	STM2683
N1.HOG0000897	OG0000511	n0	BSU_11630	b0049		PA0590, PA3087		XNR_RS14580, XNR_RS06720, XNR_RS04050	STM0088
N1.HOG0000898	OG0000512	n0	BSU_13400		Rv0938, Rv0269c, Rv3730c	PA2138		XNR_RS22230, XNR_RS07405, XNR_RS01640	
N1.HOG0000899	OG0000513	n0	BSU_19710, BSU_15350	b3957, b2872		PA5206, PA5390			STM4120
N1.HOG0000900	OG0000514	n0	BSU_15650	b4242	Rv1997	PA1429, PA4825		XNR_RS13015	STM3763, STM4456
N1.HOG0000901	OG0000515	n0	BSU_15720	b3287	Rv0429c	PA0019		XNR_RS27755, XNR_RS28675, XNR_RS07850	STM3406
N1.HOG0000902	OG0000516	n0	BSU_16120	b1274	Rv3646c	PA3011		XNR_RS13385	STM1714
N1.HOG0000903	OG0000517	n0	BSU_16540	b1409, b0175	Rv2881c	PA2536, PA3651		XNR_RS05940	STM0222
N1.HOG0000904	OG0000518	n0	BSU_29805, BSU_16800	b0890	Rv2748c	PA2615		XNR_RS10840, XNR_RS05520	STM0960
N1.HOG0000905	OG0000519	n0	BSU_16920	b1912	Rv2746c, Rv1822	PA2584		XNR_RS05505, XNR_RS27050	STM1945
N1.HOG0000906	OG0000520	n0	BSU_16950	b0376	Rv0907, Rv1367c	PA1797, PA2315		XNR_RS03205	STM0375
N1.HOG0000907	OG0000521	n0	BSU_25430, BSU_17010	b0661	Rv2733c	PA3980		XNR_RS05340	STM0670
N1.HOG0000908	OG0000522	n0	BSU_17080	b0313		PA4984, PA5374		XNR_RS10040, XNR_RS02120, XNR_RS10120, XNR_RS29390	
N1.HOG0000909	OG0000523	n0	BSU_20040, BSU_17390	b2676, b2235	Rv3048c, Rv1981c				STM2808, STM2278
N1.HOG0000910	OG0000524	n0	BSU_18660, BSU_20490, BSU_18880	b1931	Rv3226c	PA4634		XNR_RS07875	STM1053
N1.HOG0000911	OG0000525	n0	BSU_35190, BSU_18830	b1702	Rv1127c	PA1770		XNR_RS22035	STM1349
N1.HOG0000912	OG0000526	n0	BSU_19100			PA1467		XNR_RS15785, XNR_RS23260, XNR_RS16640, XNR_RS25115, XNR_RS13595	STM0410
N1.HOG0000913	OG0000527	n0	BSU_19230, BSU_33540	b1412		PA3223, PA1962, PA0785		XNR_RS15095	STM1642
N1.HOG0000914	OG0000528	n0	BSU_21870	b3771	Rv0189c	PA0353		XNR_RS17375	STM3531, STM3904
N1.HOG0000915	OG0000529	n0	BSU_22340	b1633	Rv3674c	PA3495		XNR_RS13515	STM1453
N1.HOG0000916	OG0000530	n0	BSU_22430	b0134	Rv2225	PA1598, PA4729		XNR_RS22900	STM0182
N1.HOG0000917	OG0000531	n0	BSU_22630	b1260	Rv1613	PA0035		XNR_RS02340, XNR_RS23980	STM1727
N1.HOG0000918	OG0000532	n0	BSU_22780	b2153	Rv3609c	PA1674, PA3438		XNR_RS17020	STM2193
N1.HOG0000919	OG0000533	n0	BSU_37790, BSU_22960	b1761		PA4588		XNR_RS16160	STM1795, STM1299
N1.HOG0000920	OG0000534	n0	BSU_23380	b2838	Rv1293	PA5277		XNR_RS09775, XNR_RS07340	STM2360, STM3013
N1.HOG0000921	OG0000535	n0	BSU_23890, BSU_41040	b3705	Rv3921c	PA5568		XNR_RS08695, XNR_RS14895	STM3842
N1.HOG0000922	OG0000536	n0	BSU_24520	b0817	Rv2788, Rv2711			XNR_RS11245	STM0835
N1.HOG0000923	OG0000537	n0	BSU_24550	b2903	Rv1832	PA2445, PA5213		XNR_RS27105	STM3053
N1.HOG0000924	OG0000538	n0	BSU_24570	b2905	Rv2211c	PA2442, PA5215		XNR_RS06725	STM3055
N1.HOG0000925	OG0000539	n0	BSU_24770, BSU_32810	b3503, b2638, b2495		PA0950		XNR_RS23080	STM2495
N1.HOG0000926	OG0000540	n0	BSU_25460	b0015	Rv2373c, Rv0352	PA4760		XNR_RS21705, XNR_RS15740	STM0013
N1.HOG0000927	OG0000541	n0	BSU_27480	b2819	Rv1251c, Rv0629c	PA4283		XNR_RS20935	STM4489, STM2993
N1.HOG0000928	OG0000542	n0	BSU_28250	b0071	Rv2987c	PA3120		XNR_RS06225	STM0330, STM0110
N1.HOG0000929	OG0000543	n0	BSU_28260	b0072	Rv2988c	PA3121		XNR_RS06230	STM0111, STM0329
N1.HOG0000930	OG0000544	n0	BSU_29820, BSU_28630	b1713	Rv1650	PA2739		XNR_RS25955	STM1338
N1.HOG0000931	OG0000545	n0	BSU_28710	b0598, b4354	Rv3063	PA4606		XNR_RS07820	STM0600, STM4532
N1.HOG0000932	OG0000546	n0	BSU_28760	b0599, b3945				XNR_RS01355	STM0602, STM3529, STM4108
N1.HOG0000933	OG0000547	n1	BSU_40022, BSU_38330			PA3431			STM4272
N1.HOG0000934	OG0000547	n4	BSU_28900	b2142		PA4013			STM2182
N1.HOG0000935	OG0000548	n0	BSU_28910, BSU_38320, BSU_40021	b2141		PA4014, PA3432			STM2181, STM4271
N1.HOG0000936	OG0000549	n0	BSU_28950, BSU_37560	b1719	Rv2614c	PA2744		XNR_RS26380	STM1333
N1.HOG0000937	OG0000550	n0	BSU_39520, BSU_29310			PA2348, PA2326, PA4155		XNR_RS25185, XNR_RS28760, XNR_RS25180	
N1.HOG0000938	OG0000551	n0	BSU_29550		Rv2052c, Rv0552	PA2448, PA2699		XNR_RS26870, XNR_RS22980	STM1472
N1.HOG0000939	OG0000552	n0	BSU_30210	b0778, b1593	Rv1570	PA0504		XNR_RS27570	STM0797, STM1489
N1.HOG0000940	OG0000553	n0	BSU_31050	b3589, b2799		PA1991, PA1146, PA5186			STM4044, STM2973
N1.HOG0000941	OG0000554	n0	BSU_31670	b1686, b0597	Rv1847	PA1618		XNR_RS24155	STM1366, STM0599
N1.HOG0000942	OG0000555	n0	BSU_32730	b3661, b0197		PA3931, PA5505		XNR_RS26230, XNR_RS26225	STM0245
N1.HOG0000943	OG0000556	n0	BSU_33430	b2763	Rv2391	PA1838, PA4130		XNR_RS03500	STM2947
N1.HOG0000944	OG0000557	n0	BSU_33460	b0157, b3646		PA1037		XNR_RS06680	STM0205, STM3738
N1.HOG0000945	OG0000558	n0	BSU_33850	b3434, b1242		PA5486, PA4857		XNR_RS08145	STM1748
N1.HOG0000946	OG0000559	n0	BSU_33900	b2779	Rv1023	PA3635		XNR_RS09945, XNR_RS11030	STM2952
N1.HOG0000947	OG0000560	n0	BSU_33920	b3919	Rv2614A, Rv1438	PA4748		XNR_RS24375	STM4081
N1.HOG0000948	OG0000561	n0	BSU_34890	b2023	Rv1602	PA3152, PA5142		XNR_RS23910	STM2075
N1.HOG0000949	OG0000562	n0	BSU_36520	b2553, b0450	Rv2919c	PA5288		XNR_RS06070	STM2561, STM0462
N1.HOG0000950	OG0000563	n0	BSU_36620			PA2176, PA0741		XNR_RS26025, XNR_RS18330, XNR_RS26040, XNR_RS12015, XNR_RS15400	
N1.HOG0000951	OG0000564	n0	BSU_36710	b3895	Rv2899c	PA5180		XNR_RS00610, XNR_RS01965	STM4038
N1.HOG0000952	OG0000565	n0	BSU_37260	b1226, b1466	Rv1163	PA3873		XNR_RS02040	STM1762, STM1579
N1.HOG0000953	OG0000566	n0	BSU_37270	b1225, b1467	Rv1162	PA3874		XNR_RS02035	STM1763, STM1578
N1.HOG0000954	OG0000567	n0	BSU_37280	b1224, b1468	Rv1161	PA3875		XNR_RS02030	STM1764, STM1577
N1.HOG0000955	OG0000568	n0	BSU_37310	b3357	Rv3676	PA0652, PA0275		XNR_RS18420, XNR_RS13525	STM3466
N1.HOG0000956	OG0000569	n3	BSU_37490						
N1.HOG0000957	OG0000569	n4				PA0288, PA1421			
N1.HOG0000958	OG0000569	n6		b2937					STM3078
N1.HOG0000959	OG0000570	n0	BSU_37500	b0121	Rv2601	PA4774, PA1687		XNR_RS15840	STM0166
N1.HOG0000960	OG0000571	n0	BSU_37660	b2458, b2297	Rv0408	PA0835		XNR_RS06975	STM2466, STM2338
N1.HOG0000961	OG0000572	n0	BSU_37710					XNR_RS22005, XNR_RS19555, XNR_RS20580, XNR_RS12460, XNR_RS19560, XNR_RS04290, XNR_RS21955	
