HOG	OG	Gene Tree Parent Clade	bsu2	ecol2	mtub2	pae2	sac2	salb2	sen2
N5.HOG0000502	OG0000202	n6		b3926					STM4086
N5.HOG0000503	OG0000204	n4		b1180					STM1812
N5.HOG0000504	OG0000204	n8							STM1101
N5.HOG0000505	OG0000205	n5		b2797					STM2971
N5.HOG0000506	OG0000205	n6		b1814					STM1826
N5.HOG0000507	OG0000205	n7		b4471					STM3240
N5.HOG0000508	OG0000206	n2		b3447					STM3551
N5.HOG0000509	OG0000207	n0		b1526					STM1523
N5.HOG0000510	OG0000208	n7		b0841					STM0865
N5.HOG0000511	OG0000209	n5		b4139					STM4326
N5.HOG0000512	OG0000209	n8		b1611					STM1469
N5.HOG0000513	OG0000210	n7		b3067					STM3211
N5.HOG0000514	OG0000210	n9		b2741					STM2924
N5.HOG0000515	OG0000211	n6		b0357					STM1628
N5.HOG0000516	OG0000211	n7		b2105					STM3023
N5.HOG0000517	OG0000212	n2		b0077					STM0116
N5.HOG0000518	OG0000212	n7		b3671					STM3901, STM3796
N5.HOG0000519	OG0000213	n2		b4153					STM4342
N5.HOG0000520	OG0000213	n7		b0724					STM0735
N5.HOG0000521	OG0000214	n2		b2770					
N5.HOG0000522	OG0000214	n5		b0041					STM0075
N5.HOG0000523	OG0000214	n6		b1697					STM1354
N5.HOG0000524	OG0000214	n7							STM0855
N5.HOG0000525	OG0000215	n5		b3279					STM3399
N5.HOG0000526	OG0000215	n7		b1400, b0035					STM0069
N5.HOG0000527	OG0000216	n5		b0759					STM0776
N5.HOG0000528	OG0000217	n0		b2868, b0286					
N5.HOG0000529	OG0000218	n6		b2867					
N5.HOG0000530	OG0000218	n9		b0285					
N5.HOG0000531	OG0000219	n2		b2904					STM3054
N5.HOG0000532	OG0000220	n1							PSLT052
N5.HOG0000533	OG0000221	n5		b2480					STM2491
N5.HOG0000534	OG0000222	n1		b1472					STM1572
N5.HOG0000535	OG0000222	n4		b2215					STM1530, STM2267
N5.HOG0000536	OG0000222	n6		b1377					STM1995, STM1473
N5.HOG0000537	OG0000222	n9		b0929					STM0999
N5.HOG0000538	OG0000222	n10		b0241					STM0320
N5.HOG0000539	OG0000223	n0		b3218, b0552, b2192, b2030, b0259, b2982, b0656, b1994, b3505, b1331, b4711, b1370					
N5.HOG0000540	OG0000224	n1		b0939					STM0022
N5.HOG0000541	OG0000224	n3		b4316, b0531					STM0545
N5.HOG0000542	OG0000224	n5		b0944					STM3639, PSLT016, STM4594, STM0176, STM0300, STM0027
N5.HOG0000543	OG0000225	n0		b1012					
N5.HOG0000544	OG0000228	n1							STM2397
N5.HOG0000545	OG0000228	n4							STM1386
N5.HOG0000546	OG0000229	n2		b0911					STM0981
N5.HOG0000547	OG0000230	n3							STM1664
N5.HOG0000548	OG0000230	n5		b1434					STM1605
N5.HOG0000549	OG0000231	n0		b3980, b3339					STM3445, STM4146
N5.HOG0000550	OG0000232	n1		b0007					STM0006
N5.HOG0000551	OG0000232	n6							STM1003
N5.HOG0000552	OG0000234	n3		b2832					STM3006
N5.HOG0000553	OG0000234	n8		b1816					STM1828
N5.HOG0000554	OG0000234	n9		b2063					STM2119
N5.HOG0000555	OG0000235	n1		b1338					
N5.HOG0000556	OG0000237	n0		b3368					STM3477
N5.HOG0000557	OG0000238	n4		b0620					STM0052, STM0626
N5.HOG0000558	OG0000238	n7		b4124					STM4303
N5.HOG0000559	OG0000239	n5		b1959					STM1990
N5.HOG0000560	OG0000242	n1		b0590					STM0592
N5.HOG0000561	OG0000242	n9		b4289					
N5.HOG0000562	OG0000243	n5		b0793					STM0816
N5.HOG0000563	OG0000243	n7		b0792					STM0815
N5.HOG0000564	OG0000243	n8		b3485					STM3585
N5.HOG0000565	OG0000244	n3		b1103					STM1205
N5.HOG0000566	OG0000244	n6							STM3167
N5.HOG0000567	OG0000245	n0		b1091					STM1193
N5.HOG0000568	OG0000246	n2		b1315					STM2753
N5.HOG0000569	OG0000246	n5		b4280					STM4433, STM1133
N5.HOG0000570	OG0000247	n4		b1329					STM1679
N5.HOG0000571	OG0000247	n5		b3020, b1243					STM1746
N5.HOG0000572	OG0000248	n2		b3939					STM4100
N5.HOG0000573	OG0000249	n6		b2987, b3493					STM3589
N5.HOG0000574	OG0000250	n1		b1829					STM1844
N5.HOG0000575	OG0000251	n4		b1113					STM1215
N5.HOG0000576	OG0000251	n5		b1678					STM1375
N5.HOG0000577	OG0000251	n7		b0819					STM0837
N5.HOG0000578	OG0000251	n8		b1990					STM2015
N5.HOG0000579	OG0000252	n4		b0879					STM0942
N5.HOG0000580	OG0000253	n0		b0431					STM0442
N5.HOG0000581	OG0000254	n5		b1494					
N5.HOG0000582	OG0000255	n4		b2675					STM2807
N5.HOG0000583	OG0000256	n6		b2465					STM2474
N5.HOG0000584	OG0000256	n7		b2935					STM3076
N5.HOG0000585	OG0000256	n9							STM2341
N5.HOG0000586	OG0000257	n6		b1236					STM1752
N5.HOG0000587	OG0000257	n7		b2042					STM2098
N5.HOG0000588	OG0000258	n5		b1656					STM1431
N5.HOG0000589	OG0000258	n7		b3908					STM4055
N5.HOG0000590	OG0000259	n8		b4265					STM4482
N5.HOG0000591	OG0000259	n9		b3415					STM3512
N5.HOG0000592	OG0000260	n4		b0799					STM0821
N5.HOG0000593	OG0000260	n6		b1808					STM1821
N5.HOG0000594	OG0000261	n2		b1277					STM1711
N5.HOG0000595	OG0000261	n7		b3041					STM3195
N5.HOG0000596	OG0000262	n4		b0331					STM0368
N5.HOG0000597	OG0000263	n2		b2844					STM3019
N5.HOG0000598	OG0000263	n8		b2224					
N5.HOG0000599	OG0000264	n4							STM3859
N5.HOG0000600	OG0000264	n7		b1692					STM1359
N5.HOG0000601	OG0000264	n8		b3281					STM3401
N5.HOG0000602	OG0000265	n1		b0352					
N5.HOG0000603	OG0000265	n5		b0074					STM0113
N5.HOG0000604	OG0000266	n1							STM0856
N5.HOG0000605	OG0000266	n8		b1698					STM1353
N5.HOG0000606	OG0000266	n9		b0042					STM0076
N5.HOG0000607	OG0000267	n1		b2927					STM3070
N5.HOG0000608	OG0000267	n8		b1779					STM1290
N5.HOG0000609	OG0000268	n5		b1854					STM1888
N5.HOG0000610	OG0000268	n7		b1676					STM1378
N5.HOG0000611	OG0000269	n6		b0009					STM0008
N5.HOG0000612	OG0000269	n7		b0782					STM0803
N5.HOG0000613	OG0000270	n0		b1801, b0040, b0314					STM0074
N5.HOG0000614	OG0000271	n2		b2278					STM2318
N5.HOG0000615	OG0000271	n6		b2484					
N5.HOG0000616	OG0000273	n1							STM3142
N5.HOG0000617	OG0000273	n7		b0158					STM0206
N5.HOG0000618	OG0000274	n0		b0437					STM0448
N5.HOG0000619	OG0000275	n4		b2026					STM2078
N5.HOG0000620	OG0000276	n2							STM3547, STM1382
N5.HOG0000621	OG0000276	n4							STM3793
N5.HOG0000622	OG0000276	n9		b3752					STM3885
N5.HOG0000623	OG0000277	n3							STM2492
N5.HOG0000624	OG0000277	n7		b0514					STM0525
N5.HOG0000625	OG0000277	n8		b3124					STM2959, STM3247
N5.HOG0000626	OG0000278	n3							STM0060, STM0622
N5.HOG0000627	OG0000278	n6							STM0854
N5.HOG0000628	OG0000278	n8							STM3120
N5.HOG0000629	OG0000279	n1		b0846					STM0869
N5.HOG0000630	OG0000279	n5							STM1575
N5.HOG0000631	OG0000280	n1		b1392					
N5.HOG0000632	OG0000280	n5		b0872					STM0936
N5.HOG0000633	OG0000281	n0		b1297					
N5.HOG0000634	OG0000282	n3		b1478					STM1567
N5.HOG0000635	OG0000283	n2		b2521					STM2533
N5.HOG0000636	OG0000284	n1		b2711					STM2841
N5.HOG0000637	OG0000284	n5		b2542					
N5.HOG0000638	OG0000285	n8		b4279					STM1132
N5.HOG0000639	OG0000285	n9		b3224					STM3338
N5.HOG0000640	OG0000286	n0							STM0580
N5.HOG0000641	OG0000290	n0							STM0289
N5.HOG0000642	OG0000291	n4		b2559					STM2568
N5.HOG0000643	OG0000292	n5		b4378					STM4564
N5.HOG0000644	OG0000292	n7		b1100					STM1202
N5.HOG0000645	OG0000293	n5		b3084					STM3220
N5.HOG0000646	OG0000293	n7		b4371					STM4556
N5.HOG0000647	OG0000294	n0		b3340					STM3446
N5.HOG0000648	OG0000295	n1		b2429					STM2570
N5.HOG0000649	OG0000295	n5		b3722					
N5.HOG0000650	OG0000295	n6		b4240					
N5.HOG0000651	OG0000296	n3		b1335					STM1659
N5.HOG0000652	OG0000297	n2		b0679					STM0685
N5.HOG0000653	OG0000297	n6							STM2758
N5.HOG0000654	OG0000297	n7		b1101					STM1203
N5.HOG0000655	OG0000298	n4		b3770					STM3903
N5.HOG0000656	OG0000299	n1							STM2861
N5.HOG0000657	OG0000299	n4		b1857					STM1891
N5.HOG0000658	OG0000300	n2		b2206					STM2259
N5.HOG0000659	OG0000300	n6		b4079					STM4285
N5.HOG0000660	OG0000301	n0		b3830					STM3967, STM4506
N5.HOG0000661	OG0000302	n0		b2392					STM2408
N5.HOG0000662	OG0000303	n0		b3424					STM3524
N5.HOG0000663	OG0000304	n3		b1190					STM1802
N5.HOG0000664	OG0000304	n5		b4053					STM4247
N5.HOG0000665	OG0000305	n1		b1345					STM0893, STM1005
N5.HOG0000666	OG0000305	n4		b0281					
N5.HOG0000667	OG0000306	n1		b2450					
N5.HOG0000668	OG0000307	n2		b2543, b3101					STM3232
N5.HOG0000669	OG0000308	n0							STM2773
N5.HOG0000670	OG0000310	n0		b3664, b3714					STM3851
N5.HOG0000671	OG0000311	n0		b1131					STM1232
N5.HOG0000672	OG0000312	n6							STM2175
N5.HOG0000673	OG0000313	n2		b3153					STM3269
N5.HOG0000674	OG0000314	n0		b2743					STM2926
N5.HOG0000675	OG0000315	n4		b0936					
N5.HOG0000676	OG0000316	n0		b0935					
N5.HOG0000677	OG0000317	n0		b2368, b2685					STM2814
N5.HOG0000678	OG0000318	n0		b1120, b1120					STM1221
N5.HOG0000679	OG0000319	n2		b4386					STM4576
N5.HOG0000680	OG0000320	n3		b4395					STM4585
N5.HOG0000681	OG0000320	n5		b0638					STM0643
N5.HOG0000682	OG0000321	n6		b0674					STM0680
N5.HOG0000683	OG0000322	n6		b4254					STM4469
N5.HOG0000684	OG0000322	n7		b0273					STM4465
N5.HOG0000685	OG0000324	n0		b0827					STM0846
N5.HOG0000686	OG0000325	n0		b0785					STM0806
N5.HOG0000687	OG0000326	n3		b1723					STM1326
N5.HOG0000688	OG0000326	n6		b2168					STM2205
N5.HOG0000689	OG0000327	n0		b1092					STM1194
N5.HOG0000690	OG0000328	n6		b1094					STM1196
N5.HOG0000691	OG0000329	n0		b2319					STM2369
N5.HOG0000692	OG0000330	n5		b3617					STM3709
N5.HOG0000693	OG0000330	n6		b0776					STM0795
N5.HOG0000694	OG0000331	n0		b3564					STM3660
N5.HOG0000695	OG0000332	n3		b0184					STM0231
N5.HOG0000696	OG0000333	n3		b0525					STM0536
N5.HOG0000697	OG0000333	n5		b3363					STM3472
N5.HOG0000698	OG0000334	n2		b2268					STM2313
N5.HOG0000699	OG0000334	n6							STM1109
N5.HOG0000700	OG0000334	n7							STM2950
N5.HOG0000701	OG0000335	n0		b0231					STM0313
N5.HOG0000702	OG0000336	n0		b3728					STM3528, STM3857
N5.HOG0000703	OG0000337	n1		b3470					STM3578
N5.HOG0000704	OG0000337	n7		b2012					
N5.HOG0000705	OG0000338	n6		b0419					STM0421
N5.HOG0000706	OG0000339	n1		b2493					STM2493
N5.HOG0000707	OG0000340	n5		b2784					STM2956
N5.HOG0000708	OG0000340	n7		b3650					STM3742
N5.HOG0000709	OG0000341	n0		b0675					STM0681
N5.HOG0000710	OG0000342	n3		b3431					STM3537
N5.HOG0000711	OG0000342	n7							STM1558
N5.HOG0000712	OG0000343	n0		b1534					STM1516
N5.HOG0000713	OG0000345	n1							STM0360
N5.HOG0000714	OG0000345	n7		b0733					STM0740
N5.HOG0000715	OG0000345	n8		b0978					STM1792
N5.HOG0000716	OG0000346	n6		b2028					STM2080
N5.HOG0000717	OG0000347	n3		b0764					STM0782
N5.HOG0000718	OG0000347	n5		b2424					STM2443
N5.HOG0000719	OG0000348	n0		b2129					STM1491, STM2163
N5.HOG0000720	OG0000349	n0		b0781					STM0802
N5.HOG0000721	OG0000350	n0		b2551					STM2555
N5.HOG0000722	OG0000352	n0		b2157					STM2201
N5.HOG0000723	OG0000353	n5							STM1547
N5.HOG0000724	OG0000354	n4		b1749					STM1302
N5.HOG0000725	OG0000355	n1		b0140					STM0339
N5.HOG0000726	OG0000355	n7		b3143					STM0336
N5.HOG0000727	OG0000356	n2		b1125					STM1225
N5.HOG0000728	OG0000356	n6		b0856					STM0879
N5.HOG0000729	OG0000357	n2		b1013					STM1122
N5.HOG0000730	OG0000358	n3		b1195					STM1797
N5.HOG0000731	OG0000358	n4		b1795					STM1274
N5.HOG0000732	OG0000359	n2							STM4200, STM2706
N5.HOG0000733	OG0000359	n5		b1372					STM0926, STM1049, STM2588
N5.HOG0000734	OG0000359	n8		b1547					STM2243
N5.HOG0000735	OG0000360	n0		b2017					STM3559
N5.HOG0000736	OG0000366	n0		b1098					STM1200
N5.HOG0000737	OG0000368	n2		b1206					STM1781
N5.HOG0000738	OG0000369	n2		b1853					STM1887
N5.HOG0000739	OG0000369	n4		b4089					STM1127
N5.HOG0000740	OG0000370	n0		b3729					STM3861
N5.HOG0000741	OG0000372	n3		b4352					STM4530
N5.HOG0000742	OG0000373	n1		b3843					STM3978
N5.HOG0000743	OG0000373	n5							STM2922
N5.HOG0000744	OG0000374	n0							STM2803
N5.HOG0000745	OG0000375	n4		b0073					STM0112
N5.HOG0000746	OG0000375	n7		b1800					
N5.HOG0000747	OG0000376	n2		b3579					STM3673
N5.HOG0000748	OG0000376	n4							STM4054, STM3169
N5.HOG0000749	OG0000377	n6		b0381					STM0380
N5.HOG0000750	OG0000377	n7		b0092					STM0130
N5.HOG0000751	OG0000378	n0		b0783					STM0804
N5.HOG0000752	OG0000379	n3		b3017					STM3172
N5.HOG0000753	OG0000379	n4		b0123					STM0168
N5.HOG0000754	OG0000380	n6		b0859					STM0882
N5.HOG0000755	OG0000380	n7		b2785					STM2957
N5.HOG0000756	OG0000381	n3		b2382, b3954					STM4117, STM2036
N5.HOG0000757	OG0000382	n0		b4374					STM4559
N5.HOG0000758	OG0000383	n0		b3816					STM3952
N5.HOG0000759	OG0000386	n0		b2924					STM4102, STM3067
N5.HOG0000760	OG0000387	n3		b0624					STM0630
N5.HOG0000761	OG0000388	n2		b0398					STM0396
N5.HOG0000762	OG0000389	n0		b0347					STM1546
N5.HOG0000763	OG0000390	n0		b2762					STM2946
N5.HOG0000764	OG0000391	n6		b1748					STM1303
N5.HOG0000765	OG0000391	n7		b3359					STM3468
N5.HOG0000766	OG0000392	n4		b3384					STM3481
N5.HOG0000767	OG0000392	n7							STM4508
N5.HOG0000768	OG0000393	n0		b2103					STM2146
N5.HOG0000769	OG0000394	n0		b2267					STM2312
N5.HOG0000770	OG0000395	n0		b1066					STM1167
N5.HOG0000771	OG0000396	n3		b0428					STM0439
N5.HOG0000772	OG0000397	n0		b1109					STM1211
N5.HOG0000773	OG0000398	n4		b1253					STM1736
N5.HOG0000774	OG0000399	n0		b2219, b4003					STM4173
N5.HOG0000775	OG0000400	n5		b2385					
N5.HOG0000776	OG0000401	n1		b3206					STM3324
N5.HOG0000777	OG0000401	n6		b2415					STM2431
N5.HOG0000778	OG0000402	n0		b2074					STM2126
N5.HOG0000779	OG0000403	n1		b4011					
N5.HOG0000780	OG0000403	n5		b3251					STM3374
N5.HOG0000781	OG0000404	n0		b2533					STM2546
N5.HOG0000782	OG0000405	n2		b0432					STM0443
N5.HOG0000783	OG0000406	n0		b0084					STM1836, STM0122
N5.HOG0000784	OG0000407	n0		b3637					STM3728
N5.HOG0000785	OG0000408	n0		b3932					STM4092
N5.HOG0000786	OG0000409	n0		b0174					STM0221
N5.HOG0000787	OG0000410	n0		b3168, b3168, b3168					STM3286
N5.HOG0000788	OG0000411	n4		b2700					STM2830
N5.HOG0000789	OG0000411	n6		b1537					STM1514
N5.HOG0000790	OG0000412	n0		b3870					STM4007
N5.HOG0000791	OG0000413	n2		b2222					
N5.HOG0000792	OG0000414	n0		b3833					STM3970
N5.HOG0000793	OG0000415	n3		b3605					STM3694
N5.HOG0000794	OG0000415	n6							STM1620
N5.HOG0000795	OG0000416	n2		b0683					STM0693
N5.HOG0000796	OG0000417	n0		b2463					STM2472
N5.HOG0000797	OG0000418	n6		b2467					STM2477
N5.HOG0000798	OG0000418	n7		b3034					STM3185
N5.HOG0000799	OG0000419	n0		b1852					STM1886
N5.HOG0000800	OG0000420	n0		b0420					STM2340, STM0422
N5.HOG0000801	OG0000421	n6		b2171					STM2211
N5.HOG0000802	OG0000421	n7		b4147					STM4334
N5.HOG0000803	OG0000422	n2		b3222					STM3336
N5.HOG0000804	OG0000422	n6							STM3681
N5.HOG0000805	OG0000423	n2		b0608					STM0615
N5.HOG0000806	OG0000424	n2		b1817					STM1830
N5.HOG0000807	OG0000424	n3		b3138, b3133					STM0577, STM4535, STM4536, STM0576
N5.HOG0000808	OG0000425	n4		b3181					STM3299
N5.HOG0000809	OG0000425	n6		b3406					STM3503
N5.HOG0000810	OG0000426	n0		b2697					STM2827
N5.HOG0000811	OG0000428	n0		b2530					STM2543
N5.HOG0000812	OG0000429	n5		b2514					STM2522
N5.HOG0000813	OG0000430	n4		b3248					STM3371
N5.HOG0000814	OG0000430	n6		b1087					STM1189
N5.HOG0000815	OG0000431	n4		b0849					STM0872
N5.HOG0000816	OG0000431	n5		b3610					STM3702
N5.HOG0000817	OG0000432	n6		b2296					STM2337
N5.HOG0000818	OG0000432	n7		b3115					STM3242
N5.HOG0000819	OG0000433	n3		b1637					STM1449
N5.HOG0000820	OG0000434	n6		b3428					STM3534
N5.HOG0000821	OG0000434	n7		b3417					STM3514
N5.HOG0000822	OG0000435	n2		b2277					STM2317
N5.HOG0000823	OG0000437	n2		b0283					
N5.HOG0000824	OG0000437	n6		b2875					
N5.HOG0000825	OG0000439	n0		b0888					STM0958
N5.HOG0000826	OG0000440	n5		b4227					
N5.HOG0000827	OG0000440	n6		b4088					
N5.HOG0000828	OG0000441	n0		b4059					PSLT066, STM4256
N5.HOG0000829	OG0000442	n0		b1212					STM1775
N5.HOG0000830	OG0000443	n4		b3137, b2096					STM3253
N5.HOG0000831	OG0000443	n6		b1773					STM3780
N5.HOG0000832	OG0000444	n6		b1465					STM1580
N5.HOG0000833	OG0000444	n7		b1227					STM1761
N5.HOG0000834	OG0000445	n6		b3788					STM3922
N5.HOG0000835	OG0000445	n7		b2041					STM2097
N5.HOG0000836	OG0000446	n6		b0979					STM1793
N5.HOG0000837	OG0000446	n7		b0734					STM0741
N5.HOG0000838	OG0000447	n0		b0497, b3482, b3593, b0700					STM0291, STM0292
N5.HOG0000839	OG0000448	n6		b4251					STM1674
N5.HOG0000840	OG0000448	n7		b1111					STM1213
N5.HOG0000841	OG0000449	n6		b0030					STM0051
N5.HOG0000842	OG0000449	n7		b0651					STM0661
N5.HOG0000843	OG0000450	n0		b2771, b0045					STM0079
N5.HOG0000844	OG0000451	n2		b0126					STM0171
N5.HOG0000845	OG0000451	n4		b0339					PSLT046
N5.HOG0000846	OG0000452	n1		b0532, b4317, b1505, b0940, b3144					
N5.HOG0000847	OG0000452	n6		b0139					
N5.HOG0000848	OG0000453	n4		b3266					STM3391
N5.HOG0000849	OG0000453	n5		b0462					STM0475
N5.HOG0000850	OG0000453	n6		b2470					STM0351, STM2481
N5.HOG0000851	OG0000454	n4		b0570					
N5.HOG0000852	OG0000454	n6		b1968					STM1095
N5.HOG0000853	OG0000455	n4							STM3761, STM0950
N5.HOG0000854	OG0000455	n6		b0897					
N5.HOG0000855	OG0000456	n4		b1296					
N5.HOG0000856	OG0000456	n5		b2014					
N5.HOG0000857	OG0000456	n7							STM1379
N5.HOG0000858	OG0000457	n2		b1802					
N5.HOG0000859	OG0000457	n5		b2538					
N5.HOG0000860	OG0000458	n1		b3095					STM3226
N5.HOG0000861	OG0000458	n4		b2317					STM2367
N5.HOG0000862	OG0000459	n1		b2341					STM2388
N5.HOG0000863	OG0000459	n3		b3846					STM3983
N5.HOG0000864	OG0000460	n0		b3668					STM3789
N5.HOG0000865	OG0000461	n2		b4187					STM4377
N5.HOG0000866	OG0000464	n0							STM0409
N5.HOG0000867	OG0000467	n2							STM4042A
N5.HOG0000868	OG0000467	n7							STM0898A
N5.HOG0000869	OG0000472	n0		b3699					STM3835
N5.HOG0000870	OG0000473	n3		b2231					STM2272
N5.HOG0000871	OG0000474	n0		b2508					STM2511
N5.HOG0000872	OG0000475	n0		b0470, b0470					STM0484
N5.HOG0000873	OG0000477	n0		b0051					STM0090
N5.HOG0000874	OG0000478	n0		b0469					STM0483
N5.HOG0000875	OG0000479	n0		b3178					STM3296
N5.HOG0000876	OG0000480	n0		b4389					STM4579
N5.HOG0000877	OG0000481	n0		b2068					STM2124
N5.HOG0000878	OG0000482	n0		b3839					STM3975
N5.HOG0000879	OG0000483	n2		b1769, b1775					
N5.HOG0000880	OG0000484	n2		b1596					STM0328, STM1486
N5.HOG0000881	OG0000485	n0		b2975, b3603					STM3692
N5.HOG0000882	OG0000486	n5		b0388					STM0388
N5.HOG0000883	OG0000486	n6		b3390					STM3487
N5.HOG0000884	OG0000488	n0		b1302, b2662					STM2792
N5.HOG0000885	OG0000489	n0		b3003					STM3157
N5.HOG0000886	OG0000490	n4		b3528					STM3614
N5.HOG0000887	OG0000491	n0		b3064					STM3208
N5.HOG0000888	OG0000492	n0		b0820					STM0838
N5.HOG0000889	OG0000493	n0		b4143					STM4330
N5.HOG0000890	OG0000494	n0		b1772					STM3251, STM4066
N5.HOG0000891	OG0000495	n0		b2663					STM2793
N5.HOG0000892	OG0000497	n0		b2507					STM2510
N5.HOG0000893	OG0000498	n0		b2312					STM2362
N5.HOG0000894	OG0000499	n0		b1158					PSLT045, STM2772, STM2702
N5.HOG0000895	OG0000500	n1		b2126					STM2159
N5.HOG0000896	OG0000500	n3		b2380					
N5.HOG0000897	OG0000501	n0		b0982, b2061					STM2117
N5.HOG0000898	OG0000502	n0		b0154					STM0202
N5.HOG0000899	OG0000503	n0		b2594					STM2662
N5.HOG0000900	OG0000504	n0		b0333					STM0369
N5.HOG0000901	OG0000505	n1							STM4012
N5.HOG0000902	OG0000505	n2		b2955					STM3104
N5.HOG0000903	OG0000506	n1		b1750					
N5.HOG0000904	OG0000506	n3		b1752					
N5.HOG0000905	OG0000507	n0		b0032					STM0066
N5.HOG0000906	OG0000508	n0		b0033					STM0067
N5.HOG0000907	OG0000509	n0		b1095					STM1197
N5.HOG0000908	OG0000510	n0		b2615					STM2683
N5.HOG0000909	OG0000511	n2		b0049					STM0088
N5.HOG0000910	OG0000513	n2		b3957					STM4120
N5.HOG0000911	OG0000513	n4		b2872					
N5.HOG0000912	OG0000514	n0		b4242					STM3763, STM4456
N5.HOG0000913	OG0000515	n0		b3287					STM3406
N5.HOG0000914	OG0000516	n0		b1274					STM1714
N5.HOG0000915	OG0000517	n4		b1409					
N5.HOG0000916	OG0000517	n5		b0175					STM0222
N5.HOG0000917	OG0000518	n0		b0890					STM0960
N5.HOG0000918	OG0000519	n0		b1912					STM1945
N5.HOG0000919	OG0000520	n0		b0376					STM0375
N5.HOG0000920	OG0000521	n0		b0661					STM0670
N5.HOG0000921	OG0000522	n0		b0313					
N5.HOG0000922	OG0000523	n3		b2676					STM2808
N5.HOG0000923	OG0000523	n5		b2235					STM2278
N5.HOG0000924	OG0000524	n0		b1931					STM1053
N5.HOG0000925	OG0000525	n0		b1702					STM1349
N5.HOG0000926	OG0000526	n0							STM0410
N5.HOG0000927	OG0000527	n0		b1412					STM1642
N5.HOG0000928	OG0000528	n0		b3771					STM3531, STM3904
N5.HOG0000929	OG0000529	n0		b1633					STM1453
N5.HOG0000930	OG0000530	n0		b0134					STM0182
N5.HOG0000931	OG0000531	n0		b1260					STM1727
N5.HOG0000932	OG0000532	n0		b2153					STM2193
N5.HOG0000933	OG0000533	n0		b1761					STM1795, STM1299
N5.HOG0000934	OG0000534	n3							STM2360
N5.HOG0000935	OG0000534	n5							STM3013
N5.HOG0000936	OG0000535	n0		b3705					STM3842
N5.HOG0000937	OG0000536	n0		b0817					STM0835
N5.HOG0000938	OG0000537	n0		b2903					STM3053
N5.HOG0000939	OG0000538	n0		b2905					STM3055
N5.HOG0000940	OG0000539	n0		b3503, b2638, b2495					STM2495
N5.HOG0000941	OG0000540	n0		b0015					STM0013
N5.HOG0000942	OG0000541	n3							STM4489
N5.HOG0000943	OG0000541	n4		b2819					STM2993
N5.HOG0000944	OG0000542	n0		b0071					STM0330, STM0110
N5.HOG0000945	OG0000543	n0		b0072					STM0111, STM0329
N5.HOG0000946	OG0000544	n0		b1713					STM1338
N5.HOG0000947	OG0000545	n5		b0598					STM0600
N5.HOG0000948	OG0000545	n6		b4354					STM4532
N5.HOG0000949	OG0000546	n4		b0599					STM0602
N5.HOG0000950	OG0000546	n5		b3945					STM3529, STM4108
N5.HOG0000951	OG0000547	n1							STM4272
N5.HOG0000952	OG0000547	n4		b2142					STM2182
N5.HOG0000953	OG0000548	n2		b2141					STM2181
N5.HOG0000954	OG0000548	n4							STM4271
N5.HOG0000955	OG0000549	n0		b1719					STM1333
N5.HOG0000956	OG0000551	n0							STM1472
N5.HOG0000957	OG0000552	n4		b0778					STM0797
N5.HOG0000958	OG0000552	n5		b1593					STM1489
N5.HOG0000959	OG0000553	n3		b3589					STM4044
N5.HOG0000960	OG0000553	n4		b2799					STM2973
N5.HOG0000961	OG0000554	n5		b1686					STM1366
N5.HOG0000962	OG0000554	n6		b0597					STM0599
N5.HOG0000963	OG0000555	n0		b3661, b0197					STM0245
N5.HOG0000964	OG0000556	n0		b2763					STM2947
N5.HOG0000965	OG0000557	n5		b0157					STM0205
N5.HOG0000966	OG0000557	n6		b3646					STM3738
N5.HOG0000967	OG0000558	n3		b3434					
N5.HOG0000968	OG0000558	n4		b1242					STM1748
N5.HOG0000969	OG0000559	n0		b2779					STM2952
N5.HOG0000970	OG0000560	n0		b3919					STM4081
N5.HOG0000971	OG0000561	n0		b2023					STM2075
N5.HOG0000972	OG0000562	n5		b2553					STM2561
N5.HOG0000973	OG0000562	n6		b0450					STM0462
N5.HOG0000974	OG0000564	n0		b3895					STM4038
N5.HOG0000975	OG0000565	n5		b1226					STM1762
N5.HOG0000976	OG0000565	n6		b1466					STM1579
N5.HOG0000977	OG0000566	n4		b1225					STM1763
N5.HOG0000978	OG0000566	n5		b1467					STM1578
N5.HOG0000979	OG0000567	n5		b1224					STM1764
N5.HOG0000980	OG0000567	n6		b1468					STM1577
N5.HOG0000981	OG0000568	n3		b3357					STM3466
N5.HOG0000982	OG0000569	n6		b2937					STM3078
N5.HOG0000983	OG0000570	n0		b0121					STM0166
N5.HOG0000984	OG0000571	n4		b2458					STM2466
N5.HOG0000985	OG0000571	n5		b2297					STM2338
N5.HOG0000986	OG0000573	n0		b2040					STM2096
N5.HOG0000987	OG0000574	n0		b3789, b2039					STM2095
N5.HOG0000988	OG0000575	n5		b0773					STM0792
N5.HOG0000989	OG0000575	n6		b0545					STM1081
N5.HOG0000990	OG0000576	n2							STM4421
N5.HOG0000991	OG0000577	n0		b4202					STM4393
N5.HOG0000992	OG0000578	n0		b1203					STM1784
N5.HOG0000993	OG0000579	n0		b4511					STM0587
N5.HOG0000994	OG0000580	n0		b0712					STM0713
N5.HOG0000995	OG0000581	n0		b1894, b0022, b3444, b4709, b0275, b4516, b0265, b4294					
N5.HOG0000996	OG0000582	n5		b3265					STM3390
N5.HOG0000997	OG0000582	n6		b0463					STM0476
