Orthogroup	Eco	Mtu	Pae	Sal	Sen	sac
OG0005980		NP_216534.1				
OG0005981		NP_216535.1				
OG0005982		NP_216538.1				
OG0005983		NP_216539.1				
OG0005984		NP_216540.1				
OG0005985		NP_216550.1				
OG0005986		NP_216551.1				
OG0005987		NP_216553.1				
OG0005988		NP_216558.1				
OG0005989		NP_216562.1				
OG0005990		NP_216565.1				
OG0005991		NP_216583.1				
OG0005992		NP_216589.1				
OG0005993		NP_216592.1				
OG0005994		NP_216594.1				
OG0005995		NP_216596.1				
OG0005996		NP_216597.1				
OG0005997		NP_216600.1				
OG0005998		NP_216601.1				
OG0005999		NP_216602.2				
OG0006000		NP_216607.1				
OG0006001		NP_216629.1				
OG0006002		NP_216630.1				
OG0006003		NP_216632.1				
OG0006004		NP_216636.1				
OG0006005		NP_216644.1				
OG0006006		NP_216653.1				
OG0006007		NP_216654.1				
OG0006008		NP_216658.1				
OG0006009		NP_216660.1				
OG0006010		NP_216680.1				
OG0006011		NP_216687.1				
OG0006012		NP_216688.1				
OG0006013		NP_216695.1				
OG0006014		NP_216699.1				
OG0006015		NP_216702.1				
OG0006016		NP_216705.1				
OG0006017		NP_216713.1				
OG0006018		NP_216719.1				
OG0006019		NP_216743.1				
OG0006020		NP_216756.2				
OG0006021		NP_216766.2				
OG0006022		NP_216769.1				
OG0006023		NP_216770.1				
OG0006024		NP_216781.1				
OG0006025		NP_216784.1				
OG0006026		NP_216785.1				
OG0006027		NP_216786.1				
OG0006028		NP_216787.1				
OG0006029		NP_216789.1				
OG0006030		NP_216791.1				
OG0006031		NP_216792.1				
OG0006032		NP_216799.1				
OG0006033		NP_216804.1				
OG0006034		NP_216806.1				
OG0006035		NP_216808.1				
OG0006036		NP_216809.1				
OG0006037		NP_216813.1				
OG0006038		NP_216819.1				
OG0006039		NP_216820.1				
OG0006040		NP_216821.1				
OG0006041		NP_216824.1				
OG0006042		NP_216827.1				
OG0006043		NP_216828.1				
OG0006044		NP_216829.1				
OG0006045		NP_216834.1				
OG0006046		NP_216835.1				
OG0006047		NP_216841.1				
OG0006048		NP_216842.1				
OG0006049		NP_216846.1				
OG0006050		NP_216847.1				
OG0006051		NP_216852.1				
OG0006052		NP_216853.1				
OG0006053		NP_216861.1				
OG0006054		NP_216864.1				
OG0006055		NP_216876.1				
OG0006056		NP_216885.1				
OG0006057		NP_216892.1				
OG0006058		NP_216894.1				
OG0006059		NP_216903.1				
OG0006060		NP_216917.2				
OG0006061		NP_216919.1				
OG0006062		NP_216930.1				
OG0006063		NP_216934.1				
OG0006064		NP_216938.1				
OG0006065		NP_216941.1				
OG0006066		NP_216948.1				
OG0006067		NP_216949.1				
OG0006068		NP_216962.1				
OG0006069		NP_216967.1				
OG0006070		NP_216968.1				
OG0006071		NP_216984.1				
OG0006072		NP_216989.1				
OG0006073		NP_216990.1				
OG0006074		NP_216994.1				
OG0006075		NP_216997.1				
OG0006076		NP_217005.1				
OG0006077		NP_217008.1				
OG0006078		NP_217029.1				
OG0006079		NP_217030.1				
OG0006080		NP_217033.1				
OG0006081		NP_217036.1				
OG0006082		NP_217040.1				
OG0006083		NP_217041.1				
OG0006084		NP_217042.1				
OG0006085		NP_217043.1				
OG0006086		NP_217045.1				
OG0006087		NP_217048.1				
OG0006088		NP_217052.1				
OG0006089		NP_217057.1				
OG0006090		NP_217062.1				
OG0006091		NP_217065.1				
OG0006092		NP_217066.1				
OG0006093		NP_217076.1				
OG0006094		NP_217082.1				
OG0006095		NP_217084.1				
OG0006096		NP_217086.1				
OG0006097		NP_217090.1				
OG0006098		NP_217092.1				
OG0006099		NP_217093.1				
OG0006100		NP_217113.1				
OG0006101		NP_217115.1				
OG0006102		NP_217116.1				
OG0006103		NP_217118.1				
OG0006104		NP_217132.1				
OG0006105		NP_217133.1				
OG0006106		NP_217134.1				
OG0006107		NP_217136.1				
OG0006108		NP_217137.1				
OG0006109		NP_217144.1				
OG0006110		NP_217145.1				
OG0006111		NP_217146.1				
OG0006112		NP_217151.1				
OG0006113		NP_217160.1				
OG0006114		NP_217161.1				
OG0006115		NP_217169.1				
OG0006116		NP_217170.1				
OG0006117		NP_217173.1				
OG0006118		NP_217174.1				
OG0006119		NP_217176.1				
OG0006120		NP_217177.1				
OG0006121		NP_217178.1				
OG0006122		NP_217179.1				
OG0006123		NP_217181.1				
OG0006124		NP_217184.1				
OG0006125		NP_217188.1				
OG0006126		NP_217189.1				
OG0006127		NP_217195.1				
OG0006128		NP_217199.1				
OG0006129		NP_217202.1				
OG0006130		NP_217203.1				
OG0006131		NP_217204.1				
OG0006132		NP_217211.1				
OG0006133		NP_217216.1				
OG0006134		NP_217221.1				
OG0006135		NP_217222.1				
OG0006136		NP_217225.1				
OG0006137		NP_217228.1				
OG0006138		NP_217233.1				
OG0006139		NP_217235.1				
OG0006140		NP_217238.1				
OG0006141		NP_217246.1				
OG0006142		NP_217248.1				
OG0006143		NP_217250.1				
OG0006144		NP_217251.1				
OG0006145		NP_217256.1				
OG0006146		NP_217259.1				
OG0006147		NP_217265.1				
OG0006148		NP_217276.1				
OG0006149		NP_217277.1				
OG0006150		NP_217283.1				
OG0006151		NP_217287.1				
OG0006152		NP_217290.1				
OG0006153		NP_217300.1				
OG0006154		NP_217304.1				
OG0006155		NP_217315.1				
OG0006156		NP_217318.1				
OG0006157		NP_217320.1				
OG0006158		NP_217322.1				
OG0006159		NP_217324.1				
OG0006160		NP_217325.1				
OG0006161		NP_217332.1				
OG0006162		NP_217334.1				
OG0006163		NP_217335.1				
OG0006164		NP_217336.1				
OG0006165		NP_217338.1				
OG0006166		NP_217339.1				
OG0006167		NP_217340.1				
OG0006168		NP_217342.1				
OG0006169		NP_217343.1				
OG0006170		NP_217345.1				
OG0006171		NP_217346.1				
OG0006172		NP_217353.1				
OG0006173		NP_217359.1				
OG0006174		NP_217370.1				
OG0006175		NP_217378.1				
OG0006176		NP_217392.1				
OG0006177		NP_217404.1				
OG0006178		NP_217407.1				
OG0006179		NP_217421.1				
OG0006180		NP_217439.1				
OG0006181		NP_217445.1				
OG0006182		NP_217459.1				
OG0006183		NP_217465.1				
OG0006184		NP_217470.1				
OG0006185		NP_217475.1				
OG0006186		NP_217476.1				
OG0006187		NP_217479.1				
OG0006188		NP_217491.1				
OG0006189		NP_217496.1				
OG0006190		NP_217506.1				
OG0006191		NP_217514.1				
OG0006192		NP_217523.1				
OG0006193		NP_217524.1				
OG0006194		NP_217529.1				
OG0006195		NP_217532.1				
OG0006196		NP_217547.1				
OG0006197		NP_217551.1				
OG0006198		NP_217563.1				
OG0006199		NP_217576.1				
OG0006200		NP_217587.1				
OG0006201		NP_217592.1				
OG0006202		NP_217594.1				
OG0006203		NP_217597.1				
OG0006204		NP_217599.1				
OG0006205		NP_217601.1				
OG0006206		NP_217606.1				
OG0006207		NP_217607.1				
OG0006208		NP_217609.1				
OG0006209		NP_217612.1				
OG0006210		NP_217614.1				
OG0006211		NP_217619.1				
OG0006212		NP_217624.1				
OG0006213		NP_217630.1				
OG0006214		NP_217638.1				
OG0006215		NP_217639.1				
OG0006216		NP_217658.1				
OG0006217		NP_217678.1				
OG0006218		NP_217679.1				
OG0006219		NP_217681.1				
OG0006220		NP_217682.1				
OG0006221		NP_217685.1				
OG0006222		NP_217688.1				
OG0006223		NP_217691.1				
OG0006224		NP_217696.1				
OG0006225		NP_217705.1				
OG0006226		NP_217706.1				
OG0006227		NP_217721.1				
OG0006228		NP_217728.1				
OG0006229		NP_217737.1				
OG0006230		NP_217738.1				
OG0006231		NP_217752.1				
OG0006232		NP_217754.1				
OG0006233		NP_217755.1				
OG0006234		NP_217760.1				
OG0006235		NP_217788.1				
OG0006236		NP_217798.1				
OG0006237		NP_217805.1				
OG0006238		NP_217806.1				
OG0006239		NP_217807.1				
OG0006240		NP_217827.1				
OG0006241		NP_217828.1				
OG0006242		NP_217850.1				
OG0006243		NP_217856.1				
OG0006244		NP_217866.2				
OG0006245		NP_217878.1				
OG0006246		NP_217885.1				
OG0006247		NP_217886.1				
OG0006248		NP_217892.1				
OG0006249		NP_217894.1				
OG0006250		NP_217895.1				
OG0006251		NP_217903.1				
OG0006252		NP_217912.2				
OG0006253		NP_217920.1				
OG0006254		NP_217921.1				
OG0006255		NP_217929.1				
OG0006256		NP_217930.1				
OG0006257		NP_217932.1				
OG0006258		NP_217941.1				
OG0006259		NP_217945.1				
OG0006260		NP_217951.1				
OG0006261		NP_217954.1				
OG0006262		NP_217955.1				
OG0006263		NP_217956.1				
OG0006264		NP_217957.1				
OG0006265		NP_217961.1				
OG0006266		NP_217962.2				
OG0006267		NP_217963.1				
OG0006268		NP_217989.1				
OG0006269		NP_217996.2				
OG0006270		NP_218003.1				
OG0006271		NP_218006.1				
OG0006272		NP_218008.1				
OG0006273		NP_218010.1				
OG0006274		NP_218036.1				
OG0006275		NP_218044.1				
OG0006276		NP_218045.1				
OG0006277		NP_218048.1				
OG0006278		NP_218058.1				
OG0006279		NP_218059.1				
OG0006280		NP_218063.1				
OG0006281		NP_218073.1				
OG0006282		NP_218085.1				
OG0006283		NP_218089.1				
OG0006284		NP_218101.1				
OG0006285		NP_218110.1				
OG0006286		NP_218121.2				
OG0006287		NP_218129.1				
OG0006288		NP_218130.1				
OG0006289		NP_218140.1				
OG0006290		NP_218149.1				
OG0006291		NP_218152.1				
OG0006292		NP_218159.1				
OG0006293		NP_218160.1				
OG0006294		NP_218164.1				
OG0006295		NP_218168.1				
OG0006296		NP_218171.2				
OG0006297		NP_218172.1				
OG0006298		NP_218185.1				
OG0006299		NP_218190.1				
OG0006300		NP_218192.1				
OG0006301		NP_218203.1				
OG0006302		NP_218222.1				
OG0006303		NP_218239.2				
OG0006304		NP_218240.1				
OG0006305		NP_218244.1				
OG0006306		NP_218249.1				
OG0006307		NP_218258.1				
OG0006308		NP_218259.1				
OG0006309		NP_218262.1				
OG0006310		NP_218266.1				
OG0006311		NP_218270.3				
OG0006312		NP_218277.1				
OG0006313		NP_218280.1				
OG0006314		NP_218285.1				
OG0006315		NP_218286.1				
OG0006316		NP_218287.1				
OG0006317		NP_218296.1				
OG0006318		NP_218302.1				
OG0006319		NP_218303.1				
OG0006320		NP_218306.1				
OG0006321		NP_218309.1				
OG0006322		NP_218319.1				
OG0006323		NP_218322.1				
OG0006324		NP_218323.1				
OG0006325		NP_218327.1				
OG0006326		NP_218336.1				
OG0006327		NP_218348.1				
OG0006328		NP_218349.1				
OG0006329		NP_218352.1				
OG0006330		NP_218354.1				
OG0006331		NP_218360.1				
OG0006332		NP_218362.1				
OG0006333		NP_218364.1				
OG0006334		NP_218366.1				
OG0006335		NP_218367.1				
OG0006336		NP_218368.1				
OG0006337		NP_218369.1				
OG0006338		NP_218372.1				
OG0006339		NP_218374.1				
OG0006340		NP_218378.1				
OG0006341		NP_218379.1				
OG0006342		NP_218380.1				
OG0006343		NP_218383.1				
OG0006344		NP_218391.1				
OG0006345		NP_218395.1				
OG0006346		NP_218396.1				
OG0006347		NP_218397.1				
OG0006348		NP_218398.1				
OG0006349		NP_218402.1				
OG0006350		NP_218407.1				
OG0006351		NP_218408.1				
OG0006352		NP_218418.1				
OG0006353		NP_218419.1				
OG0006354		NP_218420.1				
OG0006355		NP_218421.1				
OG0006356		NP_218422.1				
OG0006357		NP_218423.1				
OG0006358		NP_218429.1				
OG0006359		YP_004837046.2				
OG0006360		YP_004837048.2				
OG0006361		YP_004837053.2				
OG0006362		YP_004837056.2				
OG0006363		YP_004837057.1				
OG0006364		YP_004837058.1				
OG0006365		YP_007408701.1				
OG0006366		YP_007408717.1				
OG0006367		YP_007409102.1				
OG0006368		YP_007409181.1				
OG0006369		YP_007409348.2				
OG0006370		YP_007409620.1				
OG0006371		YP_007410673.1				
OG0006372		YP_007410825.1				
OG0006373		YP_007410917.1				
OG0006374		YP_007410918.1				
OG0006375		YP_007410963.1				
OG0006376		YP_007411091.1				
OG0006377		YP_007411092.1				
OG0006378		YP_007411168.1				
OG0006379		YP_007411507.1				
OG0006380		YP_007411570.1				
OG0006381		YP_007411812.1				
OG0006382		YP_007411850.1				
OG0006383		YP_007411905.1				
OG0006384		YP_009030026.1				
OG0006385		YP_009030027.1				
OG0006386		YP_009030028.1				
OG0006387		YP_009030029.1				
OG0006388		YP_009030030.1				
OG0006389		YP_009030031.1				
OG0006390		YP_009030033.1				
OG0006391		YP_009030037.1				
OG0006392		YP_009030038.1				
OG0006393		YP_009030039.1				
OG0006394		YP_009030041.1				
OG0006395		YP_009030043.1				
OG0006396		YP_009030044.1				
OG0006397		YP_009030045.1				
OG0006398		YP_009030046.1				
OG0006399		YP_177616.1				
OG0006400		YP_177617.1				
OG0006401		YP_177619.1				
OG0006402		YP_177620.1				
OG0006403		YP_177622.1				
OG0006404		YP_177623.1				
OG0006405		YP_177642.1				
OG0006406		YP_177645.1				
OG0006407		YP_177648.1				
OG0006408		YP_177649.1				
OG0006409		YP_177657.1				
OG0006410		YP_177665.1				
OG0006411		YP_177667.1				
OG0006412		YP_177668.1				
OG0006413		YP_177669.1				
OG0006414		YP_177670.1				
OG0006415		YP_177671.1				
OG0006416		YP_177681.1				
OG0006417		YP_177691.1				
OG0006418		YP_177722.1				
OG0006419		YP_177744.1				
OG0006420		YP_177762.1				
OG0006421		YP_177849.1				
OG0006422		YP_177862.1				
OG0006423		YP_177871.1				
OG0006424		YP_177912.1				
OG0006425		YP_177926.1				
OG0006426		YP_177939.1				
OG0006427		YP_177945.1				
OG0006428		YP_177957.1				
OG0006429		YP_177961.2				
OG0006430		YP_177969.1				
OG0006431		YP_177974.1				
OG0006432		YP_177981.2				
OG0006433		YP_177990.1				
OG0006434		YP_178023.1				
OG0006435		YP_178024.1				
OG0006436		YP_178025.1				
OG0006437			NP_248702.1			
OG0006438			NP_248704.1			
OG0006439			NP_248705.1			
OG0006440			NP_248710.1			
OG0006441			NP_248716.1			
OG0006442			NP_248717.1			
OG0006443			NP_248718.1			
OG0006444			NP_248732.1			
OG0006445			NP_248733.1			
OG0006446			NP_248735.1			
OG0006447			NP_248736.1			
OG0006448			NP_248737.1			
OG0006449			NP_248738.1			
OG0006450			NP_248739.1			
OG0006451			NP_248740.1			
OG0006452			NP_248742.1			
OG0006453			NP_248745.1			
OG0006454			NP_248747.1			
OG0006455			NP_248753.1			
OG0006456			NP_248754.1			
OG0006457			NP_248760.1			
OG0006458			NP_248761.1			
OG0006459			NP_248762.1			
OG0006460			NP_248763.1			
OG0006461			NP_248766.1			
OG0006462			NP_248782.1			
OG0006463			NP_248783.1			
OG0006464			NP_248784.1			
OG0006465			NP_248786.1			
OG0006466			NP_248787.1			
OG0006467			NP_248788.1			
OG0006468			NP_248789.1			
OG0006469			NP_248790.1			
OG0006470			NP_248791.1			
OG0006471			NP_248797.1			
OG0006472			NP_248798.1			
OG0006473			NP_248799.1			
OG0006474			NP_248801.1			
OG0006475			NP_248807.1			
OG0006476			NP_248812.1			
OG0006477			NP_248814.1			
OG0006478			NP_248815.1			
OG0006479			NP_248816.1			
OG0006480			NP_248821.1			
OG0006481			NP_248825.1			
OG0006482			NP_248836.1			
OG0006483			NP_248860.1			
OG0006484			NP_248861.1			
OG0006485			NP_248864.1			
OG0006486			NP_248888.1			
OG0006487			NP_248891.1			
OG0006488			NP_248892.1			
OG0006489			NP_248899.1			
OG0006490			NP_248901.1			
OG0006491			NP_248902.1			
OG0006492			NP_248903.1			
OG0006493			NP_248904.1			
OG0006494			NP_248906.1			
OG0006495			NP_248907.1			
OG0006496			NP_248908.1			
OG0006497			NP_248925.1			
OG0006498			NP_248929.1			
OG0006499			NP_248942.1			
OG0006500			NP_248943.1			
OG0006501			NP_248947.1			
OG0006502			NP_248951.1			
OG0006503			NP_248952.1			
OG0006504			NP_248958.1			
OG0006505			NP_248961.1			
OG0006506			NP_248965.1			
OG0006507			NP_248966.1			
OG0006508			NP_248967.1			
OG0006509			NP_248969.1			
OG0006510			NP_248975.1			
OG0006511			NP_248985.1			
OG0006512			NP_248998.1			
OG0006513			NP_248999.1			
OG0006514			NP_249000.1			
OG0006515			NP_249001.1			
OG0006516			NP_249006.1			
OG0006517			NP_249023.1			
OG0006518			NP_249025.1			
OG0006519			NP_249030.1			
OG0006520			NP_249031.1			
OG0006521			NP_249035.1			
OG0006522			NP_249036.1			
OG0006523			NP_249037.1			
OG0006524			NP_249049.1			
OG0006525			NP_249050.1			
OG0006526			NP_249051.1			
OG0006527			NP_249056.1			
OG0006528			NP_249068.1			
OG0006529			NP_249075.1			
OG0006530			NP_249076.1			
OG0006531			NP_249079.1			
OG0006532			NP_249080.1			
OG0006533			NP_249089.1			
OG0006534			NP_249097.1			
OG0006535			NP_249105.1			
OG0006536			NP_249106.1			
OG0006537			NP_249108.1			
OG0006538			NP_249109.1			
OG0006539			NP_249120.1			
OG0006540			NP_249122.1			
OG0006541			NP_249124.1			
OG0006542			NP_249126.1			
OG0006543			NP_249133.1			
OG0006544			NP_249140.1			
OG0006545			NP_249142.1			
OG0006546			NP_249151.1			
OG0006547			NP_249157.1			
OG0006548			NP_249159.1			
OG0006549			NP_249160.1			
OG0006550			NP_249172.1			
OG0006551			NP_249175.1			
OG0006552			NP_249181.1			
OG0006553			NP_249184.1			
OG0006554			NP_249186.1			
OG0006555			NP_249196.1			
OG0006556			NP_249208.1			
OG0006557			NP_249209.1			
OG0006558			NP_249210.1			
OG0006559			NP_249212.1			
OG0006560			NP_249213.1			
OG0006561			NP_249214.1			
OG0006562			NP_249215.1			
OG0006563			NP_249216.1			
OG0006564			NP_249217.1			
OG0006565			NP_249218.1			
OG0006566			NP_249221.1			
OG0006567			NP_249223.1			
OG0006568			NP_249224.1			
OG0006569			NP_249231.1			
OG0006570			NP_249232.1			
OG0006571			NP_249238.1			
OG0006572			NP_249240.1			
OG0006573			NP_249244.1			
OG0006574			NP_249245.1			
OG0006575			NP_249247.1			
OG0006576			NP_249252.1			
OG0006577			NP_249257.1			
OG0006578			NP_249259.1			
OG0006579			NP_249260.1			
OG0006580			NP_249261.1			
OG0006581			NP_249263.1			
OG0006582			NP_249264.1			
OG0006583			NP_249265.1			
OG0006584			NP_249276.1			
OG0006585			NP_249287.1			
OG0006586			NP_249290.1			
OG0006587			NP_249301.1			
OG0006588			NP_249303.1			
OG0006589			NP_249304.1			
OG0006590			NP_249305.1			
OG0006591			NP_249306.1			
OG0006592			NP_249307.1			
OG0006593			NP_249312.1			
OG0006594			NP_249315.1			
OG0006595			NP_249316.1			
OG0006596			NP_249318.1			
OG0006597			NP_249321.1			
OG0006598			NP_249322.1			
OG0006599			NP_249324.1			
OG0006600			NP_249325.1			
OG0006601			NP_249326.1			
OG0006602			NP_249346.1			
OG0006603			NP_249351.1			
OG0006604			NP_249352.1			
OG0006605			NP_249354.1			
OG0006606			NP_249355.1			
OG0006607			NP_249361.1			
OG0006608			NP_249362.1			
OG0006609			NP_249363.1			
OG0006610			NP_249364.1			
OG0006611			NP_249370.1			
OG0006612			NP_249374.1			
OG0006613			NP_249375.1			
OG0006614			NP_249382.1			
OG0006615			NP_249387.1			
OG0006616			NP_249388.1			
OG0006617			NP_249389.1			
OG0006618			NP_249391.1			
OG0006619			NP_249392.1			
OG0006620			NP_249398.1			
OG0006621			NP_249405.1			
OG0006622			NP_249407.1			
OG0006623			NP_249409.1			
OG0006624			NP_249410.1			
OG0006625			NP_249411.1			
OG0006626			NP_249412.1			
OG0006627			NP_249413.1			
OG0006628			NP_249414.1			
OG0006629			NP_249415.1			
OG0006630			NP_249416.1			
OG0006631			NP_249417.1			
OG0006632			NP_249418.1			
OG0006633			NP_249420.1			
OG0006634			NP_249422.1			
OG0006635			NP_249423.1			
OG0006636			NP_249425.1			
OG0006637			NP_249426.1			
OG0006638			NP_249427.1			
OG0006639			NP_249428.1			
OG0006640			NP_249440.1			
OG0006641			NP_249460.1			
OG0006642			NP_249467.1			
OG0006643			NP_249469.1			
OG0006644			NP_249478.1			
OG0006645			NP_249479.1			
OG0006646			NP_249485.1			
OG0006647			NP_249491.1			
OG0006648			NP_249493.1			
OG0006649			NP_249496.1			
OG0006650			NP_249497.1			
OG0006651			NP_249499.1			
OG0006652			NP_249503.1			
OG0006653			NP_249507.1			
OG0006654			NP_249509.1			
OG0006655			NP_249511.1			
OG0006656			NP_249512.1			
OG0006657			NP_249514.1			
OG0006658			NP_249516.1			
OG0006659			NP_249517.1			
OG0006660			NP_249518.1			
OG0006661			NP_249519.1			
OG0006662			NP_249532.1			
OG0006663			NP_249534.1			
OG0006664			NP_249541.1			
OG0006665			NP_249547.1			
OG0006666			NP_249553.1			
OG0006667			NP_249562.1			
OG0006668			NP_249563.1			
OG0006669			NP_249569.1			
OG0006670			NP_249572.1			
OG0006671			NP_249582.1			
OG0006672			NP_249585.1			
OG0006673			NP_249591.1			
OG0006674			NP_249598.1			
OG0006675			NP_249599.1			
OG0006676			NP_249600.1			
OG0006677			NP_249601.1			
OG0006678			NP_249602.1			
OG0006679			NP_249603.1			
OG0006680			NP_249605.1			
OG0006681			NP_249610.1			
OG0006682			NP_249612.1			
OG0006683			NP_249613.1			
OG0006684			NP_249616.1			
OG0006685			NP_249617.1			
OG0006686			NP_249631.1			
OG0006687			NP_249632.1			
OG0006688			NP_249634.1			
OG0006689			NP_249637.1			
OG0006690			NP_249639.1			
OG0006691			NP_249643.1			
OG0006692			NP_249646.1			
OG0006693			NP_249650.1			
OG0006694			NP_249662.1			
OG0006695			NP_249672.1			
OG0006696			NP_249673.1			
OG0006697			NP_249675.1			
OG0006698			NP_249679.1			
OG0006699			NP_249680.1			
OG0006700			NP_249689.1			
OG0006701			NP_249691.1			
OG0006702			NP_249693.1			
OG0006703			NP_249702.1			
OG0006704			NP_249706.1			
OG0006705			NP_249721.1			
OG0006706			NP_249729.1			
OG0006707			NP_249731.1			
OG0006708			NP_249734.1			
OG0006709			NP_249735.1			
OG0006710			NP_249737.1			
OG0006711			NP_249748.1			
OG0006712			NP_249754.1			
OG0006713			NP_249755.1			
OG0006714			NP_249757.1			
OG0006715			NP_249760.1			
OG0006716			NP_249766.1			
OG0006717			NP_249779.1			
OG0006718			NP_249781.1			
OG0006719			NP_249782.1			
OG0006720			NP_249784.1			
OG0006721			NP_249787.1			
OG0006722			NP_249789.1			
OG0006723			NP_249797.1			
OG0006724			NP_249799.1			
OG0006725			NP_249801.1			
OG0006726			NP_249802.1			
OG0006727			NP_249806.1			
OG0006728			NP_249807.1			
OG0006729			NP_249808.1			
OG0006730			NP_249809.1			
OG0006731			NP_249814.1			
OG0006732			NP_249817.1			
OG0006733			NP_249821.1			
OG0006734			NP_249823.1			
OG0006735			NP_249824.1			
OG0006736			NP_249825.1			
OG0006737			NP_249839.1			
OG0006738			NP_249842.1			
OG0006739			NP_249851.1			
OG0006740			NP_249860.1			
OG0006741			NP_249868.1			
OG0006742			NP_249869.1			
OG0006743			NP_249886.1			
OG0006744			NP_249894.1			
OG0006745			NP_249897.1			
OG0006746			NP_249900.1			
OG0006747			NP_249902.1			
OG0006748			NP_249904.1			
OG0006749			NP_249906.1			
OG0006750			NP_249907.1			
OG0006751			NP_249909.1			
OG0006752			NP_249910.1			
OG0006753			NP_249911.1			
OG0006754			NP_249912.1			
OG0006755			NP_249918.1			
OG0006756			NP_249919.1			
OG0006757			NP_249921.1			
OG0006758			NP_249925.1			
OG0006759			NP_249933.1			
OG0006760			NP_249935.1			
OG0006761			NP_249936.1			
OG0006762			NP_249940.1			
OG0006763			NP_249941.1			
OG0006764			NP_249948.1			
OG0006765			NP_249950.1			
OG0006766			NP_249978.1			
OG0006767			NP_249980.1			
OG0006768			NP_249996.1			
OG0006769			NP_249999.1			
OG0006770			NP_250015.1			
OG0006771			NP_250016.1			
OG0006772			NP_250018.1			
OG0006773			NP_250023.1			
OG0006774			NP_250024.1			
OG0006775			NP_250034.1			
OG0006776			NP_250035.1			
OG0006777			NP_250038.1			
OG0006778			NP_250039.1			
OG0006779			NP_250041.1			
OG0006780			NP_250045.1			
OG0006781			NP_250049.1			
OG0006782			NP_250059.1			
OG0006783			NP_250060.1			
OG0006784			NP_250061.1			
OG0006785			NP_250062.1			
OG0006786			NP_250069.1			
OG0006787			NP_250072.1			
OG0006788			NP_250074.1			
OG0006789			NP_250078.1			
OG0006790			NP_250079.1			
OG0006791			NP_250082.1			
OG0006792			NP_250083.1			
OG0006793			NP_250085.1			
OG0006794			NP_250086.1			
OG0006795			NP_250089.1			
OG0006796			NP_250092.1			
OG0006797			NP_250093.1			
OG0006798			NP_250095.1			
OG0006799			NP_250097.1			
OG0006800			NP_250098.1			
OG0006801			NP_250105.1			
OG0006802			NP_250106.1			
OG0006803			NP_250111.1			
OG0006804			NP_250115.1			
OG0006805			NP_250122.1			
OG0006806			NP_250125.1			
OG0006807			NP_250131.1			
OG0006808			NP_250144.1			
OG0006809			NP_250154.1			
OG0006810			NP_250156.1			
OG0006811			NP_250159.1			
OG0006812			NP_250160.1			
OG0006813			NP_250162.1			
OG0006814			NP_250165.1			
OG0006815			NP_250169.1			
OG0006816			NP_250183.1			
OG0006817			NP_250185.1			
OG0006818			NP_250188.1			
OG0006819			NP_250197.1			
OG0006820			NP_250201.1			
OG0006821			NP_250204.1			
OG0006822			NP_250207.1			
OG0006823			NP_250221.1			
OG0006824			NP_250236.1			
OG0006825			NP_250238.1			
OG0006826			NP_250239.1			
OG0006827			NP_250241.1			
OG0006828			NP_250262.1			
OG0006829			NP_250266.1			
OG0006830			NP_250268.1			
OG0006831			NP_250269.1			
OG0006832			NP_250270.1			
OG0006833			NP_250282.1			
OG0006834			NP_250283.1			
OG0006835			NP_250284.1			
OG0006836			NP_250285.1			
OG0006837			NP_250286.1			
OG0006838			NP_250295.1			
OG0006839			NP_250296.1			
OG0006840			NP_250297.1			
OG0006841			NP_250303.1			
OG0006842			NP_250306.1			
OG0006843			NP_250312.1			
OG0006844			NP_250313.1			
OG0006845			NP_250315.1			
OG0006846			NP_250323.2			
OG0006847			NP_250330.1			
OG0006848			NP_250332.1			
OG0006849			NP_250336.1			
OG0006850			NP_250341.1			
OG0006851			NP_250343.1			
OG0006852			NP_250344.1			
OG0006853			NP_250347.1			
OG0006854			NP_250350.1			
OG0006855			NP_250355.1			
OG0006856			NP_250364.1			
OG0006857			NP_250367.1			
OG0006858			NP_250370.1			
OG0006859			NP_250371.1			
OG0006860			NP_250375.1			
OG0006861			NP_250385.1			
OG0006862			NP_250386.1			
OG0006863			NP_250387.1			
OG0006864			NP_250389.1			
OG0006865			NP_250390.1			
OG0006866			NP_250391.1			
OG0006867			NP_250392.1			
OG0006868			NP_250393.1			
OG0006869			NP_250395.1			
OG0006870			NP_250396.1			
OG0006871			NP_250397.1			
OG0006872			NP_250399.1			
OG0006873			NP_250400.1			
OG0006874			NP_250401.1			
OG0006875			NP_250402.1			
OG0006876			NP_250403.1			
OG0006877			NP_250405.1			
OG0006878			NP_250406.1			
OG0006879			NP_250408.1			
OG0006880			NP_250409.1			
OG0006881			NP_250410.1			
OG0006882			NP_250411.1			
OG0006883			NP_250412.1			
OG0006884			NP_250413.1			
OG0006885			NP_250415.1			
OG0006886			NP_250416.1			
OG0006887			NP_250419.1			
OG0006888			NP_250424.1			
OG0006889			NP_250431.1			
OG0006890			NP_250432.1			
OG0006891			NP_250434.1			
OG0006892			NP_250435.1			
OG0006893			NP_250436.1			
OG0006894			NP_250440.1			
OG0006895			NP_250446.1			
OG0006896			NP_250448.1			
OG0006897			NP_250456.1			
OG0006898			NP_250457.1			
OG0006899			NP_250458.1			
OG0006900			NP_250465.1			
OG0006901			NP_250477.1			
OG0006902			NP_250479.1			
OG0006903			NP_250482.1			
OG0006904			NP_250508.1			
OG0006905			NP_250516.1			
OG0006906			NP_250521.1			
OG0006907			NP_250522.1			
