Gene	Orthogroup
XNR_RS18245	OG0000271
SACI_RS11315	OG0000271
PA2647	OG0000271
STM2318	OG0000271
b2484	OG0000271
XNR_RS03980	OG0000271
Rv3894c	OG0000272
XNR_RS15085	OG0000272
Rv0284	OG0000272
XNR_RS09250	OG0000272
BSU_31875	OG0000272
XNR_RS17775	OG0000272
Rv1783	OG0000272
Rv3447c	OG0000272
Rv3870	OG0000272
XNR_RS21170	OG0000272
Rv3871	OG0000272
XNR_RS12955	OG0000273
SACI_RS11245	OG0000273
PA4045	OG0000273
STM0206	OG0000273
BSU_33180	OG0000273
SACI_RS05815	OG0000273
b0158	OG0000273
STM3142	OG0000273
XNR_RS03405	OG0000273
PA2913	OG0000273
XNR_RS03930	OG0000273
Rv2461c	OG0000274
XNR_RS21425	OG0000274
XNR_RS27610	OG0000274
XNR_RS01135	OG0000274
STM0448	OG0000274
BSU_34540	OG0000274
XNR_RS01140	OG0000274
XNR_RS21430	OG0000274
PA1801	OG0000274
Rv2460c	OG0000274
b0437	OG0000274
BSU_34860	OG0000275
PA5066	OG0000275
XNR_RS23940	OG0000275
SACI_RS07535	OG0000275
Rv2122c	OG0000275
Rv1606	OG0000275
XNR_RS26820	OG0000275
PA5067	OG0000275
b2026	OG0000275
STM2078	OG0000275
SACI_RS07545	OG0000275
STM3885	OG0000276
STM1382	OG0000276
STM3793	OG0000276
b3752	OG0000276
BSU_35920	OG0000276
SACI_RS01325	OG0000276
XNR_RS24005	OG0000276
STM3547	OG0000276
XNR_RS01830	OG0000276
Rv2436	OG0000276
PA1950	OG0000276
STM2492	OG0000277
STM2959	OG0000277
BSU_40040	OG0000277
XNR_RS02280	OG0000277
STM0525	OG0000277
b3124	OG0000277
STM3247	OG0000277
PA1052	OG0000277
Rv2205c	OG0000277
XNR_RS23450	OG0000277
b0514	OG0000277
XNR_RS23995	OG0000278
b0616	OG0000278
Rv3075c	OG0000278
XNR_RS02255	OG0000278
STM0060	OG0000278
STM3120	OG0000278
Rv2498c	OG0000278
STM0854	OG0000278
STM0622	OG0000278
SACI_RS01525	OG0000278
PA0883	OG0000278
PA3699	OG0000279
XNR_RS04305	OG0000279
b0846	OG0000279
STM0869	OG0000279
Rv3066	OG0000279
XNR_RS27265	OG0000279
XNR_RS16265	OG0000279
XNR_RS12775	OG0000279
XNR_RS04420	OG0000279
STM1575	OG0000279
Rv0775	OG0000279
Rv3571	OG0000280
PA4889	OG0000280
STM0936	OG0000280
XNR_RS10750	OG0000280
XNR_RS29160	OG0000280
Rv3554	OG0000280
XNR_RS20070	OG0000280
b1392	OG0000280
b0872	OG0000280
Rv3230c	OG0000280
PA5411	OG0000280
Rv2860c	OG0000281
PA0296	OG0000281
XNR_RS25870	OG0000281
PA0298	OG0000281
SACI_RS10355	OG0000281
PA5522	OG0000281
PA1566	OG0000281
SACI_RS02660	OG0000281
PA2040	OG0000281
b1297	OG0000281
PA3356	OG0000281
Rv1862	OG0000282
PA5427	OG0000282
XNR_RS27770	OG0000282
b1478	OG0000282
SACI_RS09945	OG0000282
SACI_RS10280	OG0000282
SACI_RS04355	OG0000282
XNR_RS15390	OG0000282
STM1567	OG0000282
XNR_RS28285	OG0000282
SACI_RS02655	OG0000282
PA1292	OG0000283
SACI_RS10625	OG0000283
Rv0815c	OG0000283
STM2533	OG0000283
b2521	OG0000283
Rv2291	OG0000283
Rv3283	OG0000283
XNR_RS16510	OG0000283
PA4956	OG0000283
Rv3117	OG0000283
XNR_RS05040	OG0000283
SACI_RS07115	OG0000284
SACI_RS08130	OG0000284
Rv0688	OG0000284
b2542	OG0000284
SACI_RS11065	OG0000284
XNR_RS23635	OG0000284
b2711	OG0000284
STM2841	OG0000284
PA5349	OG0000284
XNR_RS22180	OG0000284
Rv1869c	OG0000284
PA1019	OG0000285
STM1132	OG0000285
b4279	OG0000285
STM0356	OG0000285
SACI_RS08865	OG0000285
SACI_RS10295	OG0000285
PA2114	OG0000285
SACI_RS11040	OG0000285
b3224	OG0000285
Rv1902c	OG0000285
STM3338	OG0000285
Rv0232	OG0000286
XNR_RS06950	OG0000286
XNR_RS13920	OG0000286
XNR_RS21770	OG0000286
XNR_RS26015	OG0000286
Rv0067c	OG0000286
XNR_RS10660	OG0000286
XNR_RS09700	OG0000286
XNR_RS21740	OG0000286
XNR_RS19890	OG0000286
STM0580	OG0000286
Rv1588c	OG0000287
Rv3466	OG0000287
Rv3467	OG0000287
Rv1945	OG0000287
Rv1128c	OG0000287
Rv0094c	OG0000287
Rv1702c	OG0000287
Rv3126c	OG0000287
Rv1148c	OG0000287
Rv1587c	OG0000287
Rv0095c	OG0000287
XNR_RS11360	OG0000288
XNR_RS06310	OG0000288
Rv3362c	OG0000288
XNR_RS00895	OG0000288
XNR_RS26985	OG0000288
XNR_RS25785	OG0000288
XNR_RS03995	OG0000288
XNR_RS01235	OG0000288
XNR_RS11625	OG0000288
XNR_RS06330	OG0000288
XNR_RS07455	OG0000288
XNR_RS25770	OG0000289
XNR_RS06315	OG0000289
XNR_RS06295	OG0000289
XNR_RS01250	OG0000289
XNR_RS26970	OG0000289
XNR_RS11640	OG0000289
Rv3365c	OG0000289
XNR_RS11345	OG0000289
XNR_RS07470	OG0000289
XNR_RS29140	OG0000289
XNR_RS04010	OG0000289
PA0095	OG0000290
PA0091	OG0000290
PA5090	OG0000290
PA2685	OG0000290
PA0262	OG0000290
STM0289	OG0000290
PA5266	OG0000290
PA1511	OG0000290
PA3486	OG0000290
PA2373	OG0000290
PA3294	OG0000290
b2559	OG0000291
XNR_RS28480	OG0000291
BSU_13170	OG0000291
Rv0828c	OG0000291
Rv3752c	OG0000291
PA3767	OG0000291
STM2568	OG0000291
XNR_RS14295	OG0000291
BSU_00180	OG0000291
PA2499	OG0000291
STM4564	OG0000292
b1100	OG0000292
XNR_RS10360	OG0000292
STM1202	OG0000292
SACI_RS00470	OG0000292
b4378	OG0000292
PA3564	OG0000292
PA2959	OG0000292
Rv1008	OG0000292
BSU_00390	OG0000292
b4371	OG0000293
BSU_01060	OG0000293
STM3220	OG0000293
b3084	OG0000293
SACI_RS03875	OG0000293
PA4627	OG0000293
XNR_RS13395	OG0000293
PA4617	OG0000293
STM4556	OG0000293
PA2179	OG0000293
XNR_RS18435	OG0000294
PA4266	OG0000294
b3340	OG0000294
Rv0684	OG0000294
PA2071	OG0000294
STM3446	OG0000294
BSU_01120	OG0000294
XNR_RS02985	OG0000294
SACI_RS02865	OG0000294
Rv0120c	OG0000294
BSU_38050	OG0000295
BSU_39270	OG0000295
XNR_RS11840	OG0000295
BSU_07800	OG0000295
BSU_38410	OG0000295
b3722	OG0000295
STM2570	OG0000295
b2429	OG0000295
b4240	OG0000295
BSU_01680	OG0000295
Rv1316c	OG0000296
BSU_01820	OG0000296
XNR_RS02330	OG0000296
XNR_RS24280	OG0000296
b1335	OG0000296
SACI_RS06020	OG0000296
XNR_RS03315	OG0000296
PA0995	OG0000296
STM1659	OG0000296
BSU_13540	OG0000296
XNR_RS08835	OG0000297
BSU_13890	OG0000297
STM0685	OG0000297
STM1203	OG0000297
BSU_02350	OG0000297
PA3761	OG0000297
BSU_07700	OG0000297
b1101	OG0000297
b0679	OG0000297
STM2758	OG0000297
XNR_RS26320	OG0000298
BSU_02390	OG0000298
Rv2210c	OG0000298
b3770	OG0000298
PA5013	OG0000298
BSU_38550	OG0000298
BSU_09670	OG0000298
STM3903	OG0000298
XNR_RS21980	OG0000298
XNR_RS06465	OG0000298
BSU_30770	OG0000299
STM2861	OG0000299
PA2407	OG0000299
b1857	OG0000299
Rv2059	OG0000299
XNR_RS21880	OG0000299
PA5498	OG0000299
BSU_02850	OG0000299
XNR_RS28460	OG0000299
STM1891	OG0000299
BSU_03310	OG0000300
STM2259	OG0000300
BSU_12160	OG0000300
STM4285	OG0000300
b4079	OG0000300
b2206	OG0000300
PA1174	OG0000300
SACI_RS01565	OG0000300
PA1779	OG0000300
BSU_27220	OG0000300
b3830	OG0000301
STM3967	OG0000301
SACI_RS08210	OG0000301
BSU_33620	OG0000301
Rv2765	OG0000301
PA2682	OG0000301
BSU_04020	OG0000301
Rv2054	OG0000301
XNR_RS12305	OG0000301
STM4506	OG0000301
SACI_RS08725	OG0000302
XNR_RS20245	OG0000302
b2392	OG0000302
BSU_04360	OG0000302
BSU_04060	OG0000302
SACI_RS10115	OG0000302
STM2408	OG0000302
Rv0924c	OG0000302
PA0809	OG0000302
PA4334	OG0000302
STM3524	OG0000303
BSU_24870	OG0000303
b3424	OG0000303
XNR_RS15025	OG0000303
Rv1337	OG0000303
Rv0110	OG0000303
XNR_RS23480	OG0000303
BSU_04610	OG0000303
PA3086	OG0000303
SACI_RS02140	OG0000303
XNR_RS18750	OG0000304
PA4930	OG0000304
STM4247	OG0000304
Rv3423c	OG0000304
b4053	OG0000304
BSU_17640	OG0000304
b1190	OG0000304
BSU_04640	OG0000304
PA5302	OG0000304
STM1802	OG0000304
Rv2659c	OG0000305
b0281	OG0000305
BSU_04800	OG0000305
b1345	OG0000305
XNR_RS13360	OG0000305
STM0893	OG0000305
BSU_20810	OG0000305
STM1005	OG0000305
XNR_RS12655	OG0000305
XNR_RS10810	OG0000305
BSU_04820	OG0000306
BSU_18850	OG0000306
Rv2515c	OG0000306
BSU_12510	OG0000306
b2450	OG0000306
Rv2017	OG0000306
BSU_23590	OG0000306
BSU_21020	OG0000306
BSU_26350	OG0000306
PA0048	OG0000306
XNR_RS01815	OG0000307
PA2864	OG0000307
b3101	OG0000307
STM3232	OG0000307
b2543	OG0000307
BSU_05500	OG0000307
PA3281	OG0000307
Rv3005c	OG0000307
Rv3486	OG0000307
BSU_08230	OG0000307
BSU_19420	OG0000308
BSU_12220	OG0000308
XNR_RS02910	OG0000308
BSU_05720	OG0000308
STM2773	OG0000308
XNR_RS21760	OG0000308
Rv2739c	OG0000308
Rv2962c	OG0000308
Rv2958c	OG0000308
XNR_RS02960	OG0000308
XNR_RS10495	OG0000309
SACI_RS07200	OG0000309
PA4152	OG0000309
PA2717	OG0000309
BSU_06280	OG0000309
PA1622	OG0000309
XNR_RS19855	OG0000309
BSU_34100	OG0000309
BSU_33640	OG0000309
BSU_10900	OG0000309
b3714	OG0000310
XNR_RS11495	OG0000310
b3664	OG0000310
BSU_29990	OG0000310
PA1519	OG0000310
PA4719	OG0000310
SACI_RS08125	OG0000310
BSU_06370	OG0000310
XNR_RS03230	OG0000310
STM3851	OG0000310
STM1232	OG0000311
SACI_RS03360	OG0000311
PA2629	OG0000311
PA3516	OG0000311
b1131	OG0000311
Rv0777	OG0000311
PA3517	OG0000311
XNR_RS27530	OG0000311
BSU_06440	OG0000311
PA0230	OG0000311
PA2587	OG0000312
Rv0575c	OG0000312
XNR_RS27270	OG0000312
PA3328	OG0000312
STM2175	OG0000312
XNR_RS02950	OG0000312
Rv1260	OG0000312
BSU_07230	OG0000312
PA4190	OG0000312
PA4217	OG0000312
STM3269	OG0000313
XNR_RS02090	OG0000313
BSU_27020	OG0000313
BSU_07850	OG0000313
XNR_RS01120	OG0000313
PA0355	OG0000313
SACI_RS11020	OG0000313
PA4336	OG0000313
PA4171	OG0000313
b3153	OG0000313
SACI_RS02110	OG0000314
XNR_RS09065	OG0000314
BSU_08610	OG0000314
XNR_RS21165	OG0000314
XNR_RS13825	OG0000314
STM2926	OG0000314
XNR_RS18140	OG0000314
XNR_RS18145	OG0000314
b2743	OG0000314
PA3624	OG0000314
PA2594	OG0000315
PA2596	OG0000315
BSU_08840	OG0000315
PA2599	OG0000315
PA0186	OG0000315
PA3449	OG0000315
b0936	OG0000315
PA3445	OG0000315
XNR_RS00810	OG0000315
PA2595	OG0000315
PA2598	OG0000316
PA3954	OG0000316
Rv0791c	OG0000316
PA2090	OG0000316
BSU_08860	OG0000316
XNR_RS00815	OG0000316
b0935	OG0000316
PA2600	OG0000316
PA2356	OG0000316
PA3444	OG0000316
b2368	OG0000317
PA1237	OG0000317
BSU_09000	OG0000317
PA2836	OG0000317
PA3402	OG0000317
b2685	OG0000317
PA5159	OG0000317
STM2814	OG0000317
PA4591	OG0000317
PA3136	OG0000317
b1120	OG0000318
BSU_09650	OG0000318
XNR_RS13070	OG0000318
PA1197	OG0000318
PA1125	OG0000318
XNR_RS02295	OG0000318
STM1221	OG0000318
SACI_RS01865	OG0000318
Rv1151c	OG0000318
XNR_RS02385	OG0000319
BSU_24530	OG0000319
STM4576	OG0000319
SACI_RS01515	OG0000319
SACI_RS01690	OG0000319
b4386	OG0000319
SACI_RS01715	OG0000319
BSU_10250	OG0000319
SACI_RS10665	OG0000319
SACI_RS01500	OG0000319
BSU_10340	OG0000320
Rv2419c	OG0000320
XNR_RS21595	OG0000320
STM4585	OG0000320
b4395	OG0000320
SACI_RS00190	OG0000320
b0638	OG0000320
STM0643	OG0000320
XNR_RS10145	OG0000320
Rv3390	OG0000320
Rv2201	OG0000321
BSU_10790	OG0000321
b0674	OG0000321
BSU_39920	OG0000321
PA0051	OG0000321
PA1214	OG0000321
STM0680	OG0000321
PA3459	OG0000321
BSU_30540	OG0000321
PA2084	OG0000321
Rv1656	OG0000322
STM4465	OG0000322
STM4469	OG0000322
b0273	OG0000322
b4254	OG0000322
XNR_RS04025	OG0000322
PA5172	OG0000322
PA3537	OG0000322
BSU_11250	OG0000322
SACI_RS06735	OG0000322
PA0990	OG0000323
XNR_RS11070	OG0000323
Rv3908	OG0000323
XNR_RS07970	OG0000323
XNR_RS18950	OG0000323
PA2769	OG0000323
Rv0413	OG0000323
XNR_RS00265	OG0000323
BSU_12190	OG0000323
XNR_RS10855	OG0000323
b0827	OG0000324
Rv0438c	OG0000324
Rv0994	OG0000324
SACI_RS04650	OG0000324
SACI_RS00500	OG0000324
XNR_RS10565	OG0000324
STM0846	OG0000324
PA3914	OG0000324
BSU_14280	OG0000324
PA3028	OG0000324
XNR_RS00585	OG0000325
BSU_14300	OG0000325
STM0806	OG0000325
Rv3323c	OG0000325
XNR_RS07955	OG0000325
b0785	OG0000325
PA3916	OG0000325
SACI_RS04545	OG0000325
Rv3119	OG0000325
Rv0866	OG0000325
STM1326	OG0000326
XNR_RS00135	OG0000326
b2168	OG0000326
STM3254	OG0000326
XNR_RS11965	OG0000326
PA3561	OG0000326
STM2205	OG0000326
BSU_14390	OG0000326
Rv2029c	OG0000326
b1723	OG0000326
BSU_17120	OG0000327
PA0214	OG0000327
BSU_15900	OG0000327
BSU_17110	OG0000327
PA2968	OG0000327
STM1194	OG0000327
b1092	OG0000327
Rv2243	OG0000327
XNR_RS22355	OG0000327
BSU_17100	OG0000327
XNR_RS22345	OG0000328
Rv0033	OG0000328
b1094	OG0000328
PA1869	OG0000328
BSU_15920	OG0000328
PA2966	OG0000328
Rv2244	OG0000328
PA3334	OG0000328
Rv1344	OG0000328
STM1196	OG0000328
XNR_RS13670	OG0000329
Rv3708c	OG0000329
XNR_RS21310	OG0000329
STM2369	OG0000329
SACI_RS11460	OG0000329
BSU_16750	OG0000329
b2319	OG0000329
SACI_RS10385	OG0000329
SACI_RS06750	OG0000329
PA3116	OG0000329
b0776	OG0000330
BSU_30220	OG0000330
STM0795	OG0000330
XNR_RS27585	OG0000330
STM3709	OG0000330
PA0501	OG0000330
Rv1569	OG0000330
Rv0032	OG0000330
BSU_17000	OG0000330
b3617	OG0000330
PA2343	OG0000331
XNR_RS00955	OG0000331
BSU_17610	OG0000331
b3564	OG0000331
PA1487	OG0000331
XNR_RS22150	OG0000331
Rv0729	OG0000331
STM3660	OG0000331
BSU_40060	OG0000331
SACI_RS05050	OG0000331
XNR_RS25215	OG0000332
BSU_20340	OG0000332
STM0231	OG0000332
b0184	OG0000332
BSU_29230	OG0000332
XNR_RS23845	OG0000332
Rv3370c	OG0000332
PA0669	OG0000332
PA3640	OG0000332
Rv1547	OG0000332
STM0536	OG0000333
PA3227	OG0000333
BSU_23360	OG0000333
STM3472	OG0000333
Rv0009	OG0000333
PA1793	OG0000333
b3363	OG0000333
XNR_RS15020	OG0000333
b0525	OG0000333
XNR_RS13080	OG0000333
XNR_RS21730	OG0000334
SACI_RS01320	OG0000334
BSU_23840	OG0000334
Rv2407	OG0000334
Rv3796	OG0000334
STM2313	OG0000334
SACI_RS06135	OG0000334
STM2950	OG0000334
b2268	OG0000334
STM1109	OG0000334
PA0923	OG0000335
XNR_RS25220	OG0000335
SACI_RS02640	OG0000335
STM0313	OG0000335
b0231	OG0000335
BSU_23870	OG0000335
Rv3056	OG0000335
Rv1537	OG0000335
XNR_RS27095	OG0000335
Rv3394c	OG0000335
STM3528	OG0000336
PA2548	OG0000336
STM3857	OG0000336
Rv0932c	OG0000336
b3728	OG0000336
XNR_RS16125	OG0000336
PA5369	OG0000336
Rv0934	OG0000336
Rv0928	OG0000336
BSU_24990	OG0000336
PA1006	OG0000337
b3470	OG0000337
SACI_RS01640	OG0000337
SACI_RS01615	OG0000337
STM3578	OG0000337
PA1564	OG0000337
BSU_26500	OG0000337
b2012	OG0000337
SACI_RS00935	OG0000337
BSU_26530	OG0000337
BSU_26850	OG0000338
XNR_RS02830	OG0000338
STM0421	OG0000338
PA3795	OG0000338
XNR_RS11470	OG0000338
b0419	OG0000338
XNR_RS11705	OG0000338
XNR_RS25560	OG0000338
PA1739	OG0000338
XNR_RS13955	OG0000338
b2493	OG0000339
BSU_27420	OG0000339
STM2493	OG0000339
BSU_31160	OG0000339
XNR_RS28665	OG0000339
BSU_29160	OG0000339
PA1007	OG0000339
XNR_RS05430	OG0000339
XNR_RS15305	OG0000339
BSU_31800	OG0000339
Rv2583c	OG0000340
b2784	OG0000340
b3650	OG0000340
BSU_27600	OG0000340
STM2956	OG0000340
XNR_RS05305	OG0000340
PA0934	OG0000340
PA5338	OG0000340
XNR_RS26470	OG0000340
STM3742	OG0000340
XNR_RS24945	OG0000341
BSU_32290	OG0000341
XNR_RS08675	OG0000341
Rv1692	OG0000341
BSU_28770	OG0000341
PA3886	OG0000341
Rv1225c	OG0000341
SACI_RS04695	OG0000341
b0675	OG0000341
STM0681	OG0000341
XNR_RS06855	OG0000342
XNR_RS23030	OG0000342
Rv1564c	OG0000342
BSU_29930	OG0000342
STM1558	OG0000342
SACI_RS06875	OG0000342
XNR_RS03605	OG0000342
PA2160	OG0000342
STM3537	OG0000342
b3431	OG0000342
STM1516	OG0000343
SACI_RS10020	OG0000343
PA1212	OG0000343
XNR_RS16790	OG0000343
XNR_RS19585	OG0000343
BSU_30350	OG0000343
XNR_RS12540	OG0000343
XNR_RS13905	OG0000343
XNR_RS22010	OG0000343
b1534	OG0000343
XNR_RS13650	OG0000344
XNR_RS02170	OG0000344
SACI_RS10425	OG0000344
XNR_RS13245	OG0000344
PA1990	OG0000344
BSU_32230	OG0000344
BSU_30580	OG0000344
SACI_RS08015	OG0000344
XNR_RS04250	OG0000344
XNR_RS08380	OG0000344
PA3930	OG0000345
STM0360	OG0000345
XNR_RS14565	OG0000345
STM1792	OG0000345
b0733	OG0000345
BSU_38760	OG0000345
BSU_30710	OG0000345
b0978	OG0000345
Rv1623c	OG0000345
STM0740	OG0000345
Rv0322	OG0000346
PA3540	OG0000346
PA3559	OG0000346
STM2080	OG0000346
BSU_35580	OG0000346
BSU_36230	OG0000346
XNR_RS09680	OG0000346
b2028	OG0000346
BSU_30860	OG0000346
PA2022	OG0000346
BSU_33390	OG0000347
b2424	OG0000347
b0764	OG0000347
STM0782	OG0000347
SACI_RS00545	OG0000347
PA1862	OG0000347
Rv2399c	OG0000347
Rv1858	OG0000347
PA0282	OG0000347
STM2443	OG0000347
PA3891	OG0000348
BSU_33730	OG0000348
XNR_RS17050	OG0000348
Rv3758c	OG0000348
STM2163	OG0000348
XNR_RS08950	OG0000348
BSU_33830	OG0000348
XNR_RS28810	OG0000348
b2129	OG0000348
STM1491	OG0000348
BSU_36700	OG0000349
PA3870	OG0000349
STM0802	OG0000349
XNR_RS00595	OG0000349
XNR_RS24760	OG0000349
Rv3109	OG0000349
Rv0869c	OG0000349
PA1505	OG0000349
b0781	OG0000349
SACI_RS07055	OG0000349
Rv0070c	OG0000350
PA2444	OG0000350
PA4602	OG0000350
STM2555	OG0000350
PA5415	OG0000350
b2551	OG0000350
Rv1093	OG0000350
SACI_RS06495	OG0000350
BSU_36900	OG0000350
XNR_RS06735	OG0000350
XNR_RS05420	OG0000351
XNR_RS14675	OG0000351
BSU_37220	OG0000351
XNR_RS17330	OG0000351
BSU_40760	OG0000351
XNR_RS05185	OG0000351
XNR_RS28020	OG0000351
XNR_RS05425	OG0000351
PA3469	OG0000351
XNR_RS19095	OG0000351
XNR_RS25850	OG0000352
PA1309	OG0000352
PA5382	OG0000352
STM2201	OG0000352
BSU_37650	OG0000352
Rv2282c	OG0000352
PA5437	OG0000352
PA3398	OG0000352
PA1570	OG0000352
b2157	OG0000352
XNR_RS03580	OG0000353
STM1547	OG0000353
XNR_RS07480	OG0000353
Rv1049	OG0000353
XNR_RS20000	OG0000353
XNR_RS28305	OG0000353
XNR_RS15430	OG0000353
PA1285	OG0000353
BSU_40010	OG0000353
XNR_RS26475	OG0000353
PA5332	OG0000354
STM1302	OG0000354
XNR_RS02490	OG0000354
BSU_40880	OG0000354
Rv0427c	OG0000354
SACI_RS00610	OG0000354
PA2545	OG0000354
b1749	OG0000354
XNR_RS10485	OG0000354
PA4172	OG0000354
PA2132	OG0000355
PA0993	OG0000355
PA2129	OG0000355
PA4083	OG0000355
PA0499	OG0000355
b3143	OG0000355
PA4085	OG0000355
STM0339	OG0000355
STM0336	OG0000355
b0140	OG0000355
XNR_RS05835	OG0000356
STM1225	OG0000356
b1125	OG0000356
PA0325	OG0000356
PA0605	OG0000356
PA3608	OG0000356
STM0879	OG0000356
PA0205	OG0000356
b0856	OG0000356
PA0303	OG0000356
PA1504	OG0000357
PA0167	OG0000357
PA0436	OG0000357
PA1283	OG0000357
PA1864	OG0000357
XNR_RS22320	OG0000357
b1013	OG0000357
Rv0158	OG0000357
STM1122	OG0000357
XNR_RS07505	OG0000357
b1195	OG0000358
XNR_RS13975	OG0000358
STM1797	OG0000358
XNR_RS19025	OG0000358
Rv1861	OG0000358
PA5424	OG0000358
XNR_RS24790	OG0000358
STM1274	OG0000358
XNR_RS18270	OG0000358
b1795	OG0000358
PA0620	OG0000359
b1372	OG0000359
STM2706	OG0000359
b1547	OG0000359
STM2243	OG0000359
STM1049	OG0000359
STM0926	OG0000359
STM2588	OG0000359
STM2703	OG0000359
STM4200	OG0000359
Rv1247c	OG0000360
Rv0268c	OG0000360
Rv1228a	OG0000360
Rv3181c	OG0000360
Rv2865	OG0000360
Rv3357	OG0000360
STM3559	OG0000360
XNR_RS27615	OG0000360
XNR_RS09920	OG0000360
b2017	OG0000360
Rv2490a	OG0000361
Rv1358	OG0000361
Rv0890c	OG0000361
Rv2488c	OG0000361
Rv1900c	OG0000361
Rv1120c	OG0000361
Rv0891c	OG0000361
Rv0894	OG0000361
Rv1359	OG0000361
Rv0386	OG0000361
Rv3645	OG0000362
PA3217	OG0000362
Rv2435c	OG0000362
Rv1625c	OG0000362
XNR_RS29280	OG0000362
Rv1319c	OG0000362
Rv1318c	OG0000362
Rv1647	OG0000362
Rv2212	OG0000362
Rv1320c	OG0000362
Rv1628c	OG0000363
SACI_RS08405	OG0000363
SACI_RS06505	OG0000363
Rv3521	OG0000363
SACI_RS10785	OG0000363
SACI_RS11085	OG0000363
SACI_RS10780	OG0000363
SACI_RS09515	OG0000363
SACI_RS05340	OG0000363
SACI_RS10685	OG0000363
XNR_RS07460	OG0000364
XNR_RS01240	OG0000364
XNR_RS25780	OG0000364
XNR_RS26980	OG0000364
XNR_RS06305	OG0000364
Rv3363c	OG0000364
XNR_RS11355	OG0000364
XNR_RS11630	OG0000364
XNR_RS04000	OG0000364
XNR_RS06325	OG0000364
XNR_RS13935	OG0000365
XNR_RS20600	OG0000365
XNR_RS31105	OG0000365
XNR_RS23225	OG0000365
XNR_RS11205	OG0000365
XNR_RS26665	OG0000365
XNR_RS18125	OG0000365
XNR_RS13300	OG0000365
XNR_RS13795	OG0000365
XNR_RS10390	OG0000365
PA2962	OG0000366
b1098	OG0000366
XNR_RS13380	OG0000366
SACI_RS09760	OG0000366
SACI_RS09755	OG0000366
SACI_RS04265	OG0000366
STM1200	OG0000366
Rv3247c	OG0000366
BSU_00280	OG0000366
BSU_09660	OG0000367
BSU_12100	OG0000367
BSU_07980	OG0000367
XNR_RS03715	OG0000367
XNR_RS07490	OG0000367
XNR_RS28040	OG0000367
Rv1096	OG0000367
BSU_01570	OG0000367
BSU_16700	OG0000367
BSU_01580	OG0000368
b1206	OG0000368
XNR_RS14190	OG0000368
PA0029	OG0000368
PA2563	OG0000368
STM1781	OG0000368
BSU_34660	OG0000368
XNR_RS17580	OG0000368
Rv1707	OG0000368
b4089	OG0000369
PA3184	OG0000369
STM1887	OG0000369
b1853	OG0000369
BSU_01690	OG0000369
BSU_08190	OG0000369
XNR_RS11830	OG0000369
STM1127	OG0000369
PA5438	OG0000369
BSU_01780	OG0000370
SACI_RS11435	OG0000370
STM3861	OG0000370
PA5549	OG0000370
XNR_RS20705	OG0000370
Rv3436c	OG0000370
BSU_01900	OG0000370
b3729	OG0000370
XNR_RS18660	OG0000370
BSU_37370	OG0000371
Rv1681	OG0000371
XNR_RS01300	OG0000371
Rv0693	OG0000371
PA1989	OG0000371
SACI_RS07105	OG0000371
SACI_RS01445	OG0000371
BSU_01920	OG0000371
PA0511	OG0000371
PA2945	OG0000372
b4352	OG0000372
Rv0106	OG0000372
XNR_RS28255	OG0000372
BSU_03360	OG0000372
XNR_RS05100	OG0000372
STM4530	OG0000372
PA5535	OG0000372
PA4604	OG0000372
STM3978	OG0000373
b3843	OG0000373
PA0254	OG0000373
PA5237	OG0000373
SACI_RS06765	OG0000373
XNR_RS17670	OG0000373
STM2922	OG0000373
SACI_RS09935	OG0000373
BSU_03640	OG0000373
XNR_RS13060	OG0000374
PA5431	OG0000374
STM2803	OG0000374
PA4165	OG0000374
BSU_09480	OG0000374
XNR_RS19315	OG0000374
PA0268	OG0000374
BSU_03890	OG0000374
BSU_05240	OG0000374
BSU_28270	OG0000375
b0073	OG0000375
BSU_04000	OG0000375
Rv2995c	OG0000375
SACI_RS02850	OG0000375
PA3118	OG0000375
STM0112	OG0000375
XNR_RS06470	OG0000375
b1800	OG0000375
BSU_04440	OG0000376
PA0884	OG0000376
b3579	OG0000376
STM3673	OG0000376
PA4616	OG0000376
PA3779	OG0000376
STM4054	OG0000376
PA5167	OG0000376
STM3169	OG0000376
XNR_RS06190	OG0000377
STM0130	OG0000377
BSU_04560	OG0000377
PA4201	OG0000377
b0381	OG0000377
b0092	OG0000377
PA4410	OG0000377
Rv2981c	OG0000377
STM0380	OG0000377
Rv3111	OG0000378
Rv3324c	OG0000378
BSU_05960	OG0000378
PA3918	OG0000378
SACI_RS04325	OG0000378
STM0804	OG0000378
Rv0864	OG0000378
b0783	OG0000378
XNR_RS10560	OG0000378
PA2065	OG0000379
BSU_06300	OG0000379
Rv0846c	OG0000379
PA3768	OG0000379
b0123	OG0000379
b3017	OG0000379
STM0168	OG0000379
STM3172	OG0000379
XNR_RS22920	OG0000379
STM0882	OG0000380
STM2957	OG0000380
b2785	OG0000380
XNR_RS04915	OG0000380
Rv2689c	OG0000380
BSU_06730	OG0000380
BSU_08020	OG0000380
PA0933	OG0000380
b0859	OG0000380
STM2036	OG0000381
PA2337	OG0000381
BSU_06960	OG0000381
BSU_08250	OG0000381
BSU_07010	OG0000381
b3954	OG0000381
PA3423	OG0000381
b2382	OG0000381
STM4117	OG0000381
STM4559	OG0000382
XNR_RS00490	OG0000382
SACI_RS00085	OG0000382
PA1685	OG0000382
b4374	OG0000382
XNR_RS06275	OG0000382
SACI_RS01160	OG0000382
