Orthogroup	Duplications (all)	Duplications (50% support)
OG0001395	1	1
OG0001396	0	0
OG0001397	1	1
OG0001398	0	0
OG0001399	0	0
OG0001400	1	1
OG0001401	1	1
OG0001402	1	1
OG0001403	2	2
OG0001404	0	0
OG0001405	0	0
OG0001406	0	0
OG0001407	0	0
OG0001408	0	0
OG0001409	0	0
OG0001410	1	1
OG0001411	1	1
OG0001412	0	0
OG0001413	2	2
OG0001414	4	4
OG0001415	1	1
OG0001416	1	1
OG0001417	1	1
OG0001418	0	0
OG0001419	1	1
OG0001420	1	1
OG0001421	2	2
OG0001422	3	3
OG0001423	0	0
OG0001424	1	1
OG0001425	0	0
OG0001426	2	2
OG0001427	0	0
OG0001428	0	0
OG0001429	0	0
OG0001430	2	2
OG0001431	0	0
OG0001432	0	0
OG0001433	2	2
OG0001434	1	1
OG0001435	1	1
OG0001436	1	1
OG0001437	1	1
OG0001438	1	1
OG0001439	2	2
OG0001440	0	0
OG0001441	0	0
OG0001442	2	2
OG0001443	0	0
OG0001444	0	0
OG0001445	0	0
OG0001446	2	2
OG0001447	2	2
OG0001448	2	2
OG0001449	1	1
OG0001450	4	4
OG0001451	1	1
OG0001452	1	1
OG0001453	0	0
OG0001454	0	0
OG0001455	2	2
OG0001456	2	2
OG0001457	3	3
OG0001458	1	1
OG0001459	2	2
OG0001460	1	0
OG0001461	2	2
OG0001462	1	1
OG0001463	1	1
OG0001464	1	1
OG0001465	0	0
OG0001466	0	0
OG0001467	1	1
OG0001468	2	2
OG0001469	0	0
OG0001470	0	0
OG0001471	0	0
OG0001472	1	1
OG0001473	1	1
OG0001474	2	2
OG0001475	1	1
OG0001476	0	0
OG0001477	0	0
OG0001478	0	0
OG0001479	0	0
OG0001480	0	0
OG0001481	2	2
OG0001482	2	2
OG0001483	2	2
OG0001484	2	2
OG0001485	1	1
OG0001486	0	0
OG0001487	0	0
OG0001488	0	0
OG0001489	0	0
OG0001490	0	0
OG0001491	2	2
OG0001492	2	2
OG0001493	1	1
OG0001494	0	0
OG0001495	0	0
OG0001496	2	2
OG0001497	0	0
OG0001498	1	1
OG0001499	0	0
OG0001500	2	2
OG0001501	1	1
OG0001502	3	3
OG0001503	1	1
OG0001504	1	1
OG0001505	0	0
OG0001506	0	0
OG0001507	0	0
OG0001508	0	0
OG0001509	1	1
OG0001510	1	1
OG0001511	0	0
OG0001512	2	2
OG0001513	2	2
OG0001514	1	1
OG0001515	0	0
OG0001516	0	0
OG0001517	0	0
OG0001518	0	0
OG0001519	0	0
OG0001520	0	0
OG0001521	0	0
OG0001522	2	2
OG0001523	0	0
OG0001524	0	0
OG0001525	1	1
OG0001526	1	1
OG0001527	1	1
OG0001528	1	1
OG0001529	1	1
OG0001530	0	0
OG0001531	1	1
OG0001532	0	0
OG0001533	0	0
OG0001534	1	1
OG0001535	2	2
OG0001536	0	0
OG0001537	1	1
OG0001538	1	1
OG0001539	1	1
OG0001540	1	1
OG0001541	0	0
OG0001542	1	1
OG0001543	1	1
OG0001544	3	3
OG0001545	1	1
OG0001546	0	0
OG0001547	1	1
OG0001548	0	0
OG0001549	0	0
OG0001550	1	1
OG0001551	0	0
OG0001552	0	0
OG0001553	1	0
OG0001554	3	3
OG0001555	3	3
OG0001556	3	3
OG0001557	3	3
OG0001558	3	3
OG0001559	4	4
OG0001560	4	4
OG0001561	4	4
OG0001562	4	4
OG0001563	3	3
OG0001564	2	2
OG0001565	1	1
OG0001566	4	4
OG0001567	4	4
OG0001568	3	3
OG0001569	4	4
OG0001570	3	3
OG0001571	1	1
OG0001572	4	4
OG0001573	3	3
OG0001574	4	4
OG0001575	2	2
OG0001576	4	4
OG0001577	4	4
OG0001578	1	1
OG0001579	2	2
OG0001580	0	0
OG0001581	0	0
OG0001582	2	2
OG0001583	0	0
OG0001584	2	2
OG0001585	1	1
OG0001586	3	3
OG0001587	0	0
OG0001588	2	2
OG0001589	2	2
OG0001590	1	1
OG0001591	2	2
OG0001592	1	0
OG0001593	3	3
OG0001594	3	3
OG0001595	0	0
OG0001596	0	0
OG0001597	0	0
OG0001598	4	4
OG0001599	3	3
OG0001600	4	4
OG0001601	3	3
OG0001602	3	3
OG0001603	4	4
OG0001604	4	4
OG0001605	4	4
OG0001606	3	3
OG0001607	3	3
OG0001608	3	3
OG0001609	4	4
OG0001610	4	4
OG0001611	4	4
OG0001612	4	4
OG0001613	4	4
OG0001614	4	4
OG0001615	4	4
OG0001616	4	4
OG0001617	4	4
OG0001618	4	4
OG0001619	0	0
OG0001620	0	0
OG0001621	0	0
OG0001622	3	3
OG0001623	0	0
OG0001624	0	0
OG0001625	0	0
OG0001626	3	3
OG0001627	0	0
OG0001628	1	1
OG0001629	0	0
OG0001630	0	0
OG0001631	0	0
OG0001632	0	0
OG0001633	1	1
OG0001634	1	1
OG0001635	0	0
OG0001636	0	0
OG0001637	2	2
OG0001638	0	0
OG0001639	0	0
OG0001640	1	1
OG0001641	1	1
OG0001642	1	1
OG0001643	3	3
OG0001644	0	0
OG0001645	1	1
OG0001646	1	1
OG0001647	0	0
OG0001648	0	0
OG0001649	1	1
OG0001650	1	1
OG0001651	0	0
OG0001652	0	0
OG0001653	0	0
OG0001654	0	0
OG0001655	1	1
OG0001656	1	1
OG0001657	0	0
OG0001658	1	1
OG0001659	0	0
OG0001660	0	0
OG0001661	0	0
OG0001662	1	1
OG0001663	3	3
OG0001664	0	0
OG0001665	0	0
OG0001666	3	3
OG0001667	0	0
OG0001668	0	0
OG0001669	0	0
OG0001670	2	2
OG0001671	0	0
OG0001672	1	1
OG0001673	1	1
OG0001674	0	0
OG0001675	1	1
OG0001676	0	0
OG0001677	1	1
OG0001678	0	0
OG0001679	0	0
OG0001680	3	3
OG0001681	3	3
OG0001682	1	1
OG0001683	0	0
OG0001684	1	1
OG0001685	2	2
OG0001686	0	0
OG0001687	0	0
OG0001688	0	0
OG0001689	0	0
OG0001690	1	1
OG0001691	1	1
OG0001692	0	0
OG0001693	1	1
OG0001694	0	0
OG0001695	0	0
OG0001696	1	1
OG0001697	1	1
OG0001698	0	0
OG0001699	1	1
OG0001700	0	0
OG0001701	0	0
OG0001702	0	0
OG0001703	0	0
OG0001704	0	0
OG0001705	0	0
OG0001706	0	0
OG0001707	0	0
OG0001708	0	0
OG0001709	0	0
OG0001710	0	0
OG0001711	0	0
OG0001712	0	0
OG0001713	0	0
OG0001714	0	0
OG0001715	0	0
OG0001716	0	0
OG0001717	0	0
OG0001718	0	0
OG0001719	0	0
OG0001720	0	0
OG0001721	0	0
OG0001722	0	0
OG0001723	2	2
OG0001724	1	1
OG0001725	0	0
OG0001726	1	1
OG0001727	0	0
OG0001728	1	1
OG0001729	0	0
OG0001730	0	0
OG0001731	0	0
OG0001732	0	0
OG0001733	1	1
OG0001734	1	1
OG0001735	0	0
OG0001736	0	0
OG0001737	0	0
OG0001738	0	0
OG0001739	0	0
OG0001740	0	0
OG0001741	0	0
OG0001742	0	0
OG0001743	0	0
OG0001744	2	2
OG0001745	0	0
OG0001746	0	0
OG0001747	0	0
OG0001748	0	0
OG0001749	0	0
OG0001750	0	0
OG0001751	0	0
OG0001752	0	0
OG0001753	0	0
OG0001754	0	0
OG0001755	1	1
OG0001756	0	0
OG0001757	0	0
OG0001758	3	3
OG0001759	2	2
OG0001760	1	1
OG0001761	0	0
OG0001762	1	1
OG0001763	0	0
OG0001764	0	0
OG0001765	0	0
OG0001766	0	0
OG0001767	0	0
OG0001768	0	0
OG0001769	2	2
OG0001770	0	0
OG0001771	0	0
OG0001772	1	1
OG0001773	0	0
OG0001774	0	0
OG0001775	1	1
OG0001776	0	0
OG0001777	0	0
OG0001778	0	0
OG0001779	0	0
OG0001780	1	1
OG0001781	1	1
OG0001782	0	0
OG0001783	0	0
OG0001784	0	0
OG0001785	1	1
OG0001786	2	2
OG0001787	0	0
OG0001788	0	0
OG0001789	0	0
OG0001790	1	1
OG0001791	2	2
OG0001792	1	1
OG0001793	0	0
OG0001794	0	0
OG0001795	0	0
OG0001796	0	0
OG0001797	1	1
OG0001798	1	1
OG0001799	1	1
OG0001800	0	0
OG0001801	0	0
OG0001802	0	0
OG0001803	0	0
OG0001804	0	0
OG0001805	0	0
OG0001806	1	1
OG0001807	0	0
OG0001808	0	0
OG0001809	0	0
OG0001810	0	0
OG0001811	0	0
OG0001812	0	0
OG0001813	0	0
OG0001814	0	0
OG0001815	0	0
OG0001816	2	2
OG0001817	0	0
OG0001818	0	0
OG0001819	0	0
OG0001820	0	0
OG0001821	0	0
OG0001822	1	1
OG0001823	0	0
OG0001824	0	0
OG0001825	0	0
OG0001826	0	0
OG0001827	0	0
OG0001828	0	0
OG0001829	0	0
OG0001830	0	0
OG0001831	0	0
OG0001832	1	1
OG0001833	0	0
OG0001834	0	0
OG0001835	0	0
OG0001836	0	0
OG0001837	1	1
OG0001838	0	0
OG0001839	0	0
OG0001840	0	0
OG0001841	0	0
OG0001842	0	0
OG0001843	0	0
OG0001844	1	1
OG0001845	0	0
OG0001846	0	0
OG0001847	0	0
OG0001848	1	1
OG0001849	1	1
OG0001850	1	1
OG0001851	3	3
OG0001852	0	0
OG0001853	0	0
OG0001854	1	1
OG0001855	0	0
OG0001856	0	0
OG0001857	0	0
OG0001858	0	0
OG0001859	0	0
OG0001860	1	1
OG0001861	3	3
OG0001862	2	2
OG0001863	0	0
OG0001864	0	0
OG0001865	0	0
OG0001866	1	1
OG0001867	2	2
OG0001868	0	0
OG0001869	0	0
OG0001870	1	1
OG0001871	2	2
OG0001872	2	2
OG0001873	0	0
OG0001874	0	0
OG0001875	0	0
OG0001876	1	1
OG0001877	0	0
OG0001878	1	1
OG0001879	1	1
OG0001880	0	0
OG0001881	0	0
OG0001882	0	0
OG0001883	3	3
OG0001884	1	1
OG0001885	0	0
OG0001886	2	2
OG0001887	1	1
OG0001888	1	1
OG0001889	0	0
OG0001890	0	0
OG0001891	0	0
OG0001892	1	1
OG0001893	0	0
OG0001894	0	0
OG0001895	0	0
OG0001896	1	1
OG0001897	1	1
OG0001898	1	1
OG0001899	0	0
OG0001900	1	1
OG0001901	0	0
OG0001902	0	0
OG0001903	1	1
OG0001904	1	1
OG0001905	0	0
OG0001906	2	2
OG0001907	1	1
OG0001908	1	1
OG0001909	2	2
OG0001910	0	0
OG0001911	0	0
OG0001912	1	1
OG0001913	1	1
OG0001914	0	0
OG0001915	0	0
OG0001916	1	1
OG0001917	1	1
OG0001918	1	1
OG0001919	2	2
OG0001920	1	1
OG0001921	0	0
OG0001922	1	1
OG0001923	0	0
OG0001924	1	1
OG0001925	0	0
OG0001926	0	0
OG0001927	0	0
OG0001928	1	1
OG0001929	2	2
OG0001930	0	0
OG0001931	0	0
OG0001932	2	2
OG0001933	1	1
OG0001934	1	1
OG0001935	1	1
OG0001936	1	1
OG0001937	1	1
OG0001938	1	1
OG0001939	1	1
OG0001940	0	0
OG0001941	1	1
OG0001942	1	1
OG0001943	0	0
OG0001944	0	0
OG0001945	1	1
OG0001946	0	0
OG0001947	1	1
OG0001948	1	1
OG0001949	1	1
OG0001950	2	2
OG0001951	1	1
OG0001952	1	1
OG0001953	1	1
OG0001954	1	1
OG0001955	1	1
OG0001956	1	1
OG0001957	1	1
OG0001958	0	0
OG0001959	1	1
OG0001960	1	1
OG0001961	0	0
OG0001962	0	0
OG0001963	1	1
OG0001964	2	2
OG0001965	1	1
OG0001966	0	0
OG0001967	0	0
OG0001968	0	0
OG0001969	1	1
OG0001970	1	1
OG0001971	0	0
OG0001972	1	1
OG0001973	0	0
OG0001974	1	1
OG0001975	1	1
OG0001976	1	1
OG0001977	1	1
OG0001978	1	1
OG0001979	0	0
OG0001980	1	1
OG0001981	1	1
OG0001982	2	2
OG0001983	0	0
OG0001984	0	0
OG0001985	2	2
OG0001986	0	0
OG0001987	0	0
OG0001988	0	0
OG0001989	1	1
OG0001990	0	0
OG0001991	1	1
OG0001992	1	1
OG0001993	1	1
OG0001994	0	0
OG0001995	0	0
OG0001996	0	0
OG0001997	0	0
OG0001998	0	0
OG0001999	1	1
OG0002000	2	2
OG0002001	0	0
OG0002002	1	1
OG0002003	2	2
OG0002004	0	0
OG0002005	1	1
OG0002006	0	0
OG0002007	0	0
OG0002008	0	0
OG0002009	0	0
OG0002010	0	0
OG0002011	2	2
OG0002012	1	1
OG0002013	0	0
OG0002014	0	0
OG0002015	0	0
OG0002016	1	1
OG0002017	0	0
OG0002018	0	0
OG0002019	0	0
OG0002020	0	0
OG0002021	1	1
OG0002022	1	1
OG0002023	0	0
OG0002024	1	1
OG0002025	0	0
OG0002026	1	1
OG0002027	1	1
OG0002028	0	0
OG0002029	0	0
OG0002030	0	0
OG0002031	1	1
OG0002032	0	0
OG0002033	1	1
OG0002034	0	0
OG0002035	2	2
OG0002036	1	1
OG0002037	0	0
OG0002038	2	2
OG0002039	0	0
OG0002040	3	3
OG0002041	0	0
OG0002042	1	1
OG0002043	1	1
OG0002044	0	0
OG0002045	1	1
OG0002046	0	0
OG0002047	2	2
OG0002048	3	3
OG0002049	3	3
OG0002050	1	1
OG0002051	1	1
OG0002052	2	2
OG0002053	3	3
OG0002054	0	0
OG0002055	1	1
OG0002056	1	1
OG0002057	1	1
OG0002058	2	2
OG0002059	2	2
OG0002060	3	3
OG0002061	0	0
OG0002062	3	3
OG0002063	3	3
OG0002064	1	1
OG0002065	1	1
OG0002066	1	1
OG0002067	2	2
OG0002068	3	3
OG0002069	1	1
OG0002070	2	2
OG0002071	2	2
OG0002072	3	3
OG0002073	1	1
OG0002074	3	3
OG0002075	1	1
OG0002076	3	3
OG0002077	0	0
OG0002078	1	1
OG0002079	2	2
OG0002080	2	2
OG0002081	1	1
OG0002082	2	2
OG0002083	1	1
OG0002084	2	2
OG0002085	3	3
OG0002086	1	1
OG0002087	2	2
OG0002088	0	0
OG0002089	1	1
OG0002090	0	0
OG0002091	1	1
OG0002092	2	2
OG0002093	1	1
OG0002094	2	2
OG0002095	1	1
OG0002096	1	1
OG0002097	2	2
OG0002098	0	0
OG0002099	1	1
OG0002100	3	3
OG0002101	2	2
OG0002102	2	2
OG0002103	1	1
OG0002104	0	0
OG0002105	1	1
OG0002106	0	0
OG0002107	0	0
OG0002108	1	1
OG0002109	1	1
OG0002110	0	0
OG0002111	3	3
OG0002112	2	2
OG0002113	2	2
OG0002114	2	2
OG0002115	2	2
OG0002116	2	2
OG0002117	2	2
OG0002118	2	2
OG0002119	3	3
OG0002120	2	2
OG0002121	3	3
OG0002122	3	3
OG0002123	3	3
OG0002124	3	3
OG0002125	1	1
OG0002126	2	2
OG0002127	2	2
OG0002128	2	2
OG0002129	2	2
OG0002130	2	2
OG0002131	2	2
OG0002132	3	3
OG0002133	3	3
OG0002134	3	3
OG0002135	2	2
OG0002136	1	1
OG0002137	1	1
OG0002138	2	2
OG0002139	2	2
OG0002140	2	2
OG0002141	3	3
OG0002142	3	3
OG0002143	3	3
OG0002144	3	3
OG0002145	3	3
OG0002146	3	3
OG0002147	3	3
OG0002148	3	3
OG0002149	1	1
OG0002150	1	1
OG0002151	1	1
OG0002152	3	3
OG0002153	3	3
OG0002154	3	3
OG0002155	3	3
OG0002156	3	3
OG0002157	3	3
OG0002158	2	2
OG0002159	3	3
OG0002160	3	3
OG0002161	3	3
OG0002162	3	3
OG0002163	3	3
OG0002164	3	3
OG0002165	3	3
OG0002166	3	3
OG0002167	3	3
OG0002168	3	3
OG0002169	3	3
OG0002170	3	3
OG0002171	3	3
OG0002172	3	3
OG0002173	3	3
OG0002174	3	3
OG0002175	3	3
OG0002176	3	3
OG0002177	3	3
