locus_tag,GOs
XNR_RS07840,GO:0005622
XNR_RS07840,GO:0005623
XNR_RS07840,GO:0005737
XNR_RS07840,GO:0005829
XNR_RS07840,GO:0006629
XNR_RS07840,GO:0006720
XNR_RS07840,GO:0008150
XNR_RS07840,GO:0008152
XNR_RS07840,GO:0008299
XNR_RS07840,GO:0008610
XNR_RS07840,GO:0009058
XNR_RS07840,GO:0009987
XNR_RS07840,GO:0010333
XNR_RS07840,GO:0010334
XNR_RS07840,GO:0016491
XNR_RS07840,GO:0016829
XNR_RS07840,GO:0016835
XNR_RS07840,GO:0016838
XNR_RS07840,GO:0016999
XNR_RS07840,GO:0017000
XNR_RS07840,GO:0017144
XNR_RS07840,GO:0042180
XNR_RS07840,GO:0042181
XNR_RS07840,GO:0042214
XNR_RS07840,GO:0044237
XNR_RS07840,GO:0044238
XNR_RS07840,GO:0044249
XNR_RS07840,GO:0044255
XNR_RS07840,GO:0044281
XNR_RS07840,GO:0044283
XNR_RS07840,GO:0044424
XNR_RS07840,GO:0044444
XNR_RS07840,GO:0044464
XNR_RS07840,GO:0046246
XNR_RS07840,GO:0051761
XNR_RS07840,GO:0051762
XNR_RS07840,GO:0055114
XNR_RS07840,GO:0071704
XNR_RS07840,GO:1901576
XNR_RS07845,-
XNR_RS07850,GO:0003674
XNR_RS07850,GO:0003824
XNR_RS07850,GO:0006464
XNR_RS07850,GO:0006807
XNR_RS07850,GO:0008150
XNR_RS07850,GO:0008152
XNR_RS07850,GO:0009987
XNR_RS07850,GO:0016787
XNR_RS07850,GO:0016810
XNR_RS07850,GO:0016811
XNR_RS07850,GO:0018193
XNR_RS07850,GO:0018206
XNR_RS07850,GO:0019538
XNR_RS07850,GO:0031365
XNR_RS07850,GO:0036211
XNR_RS07850,GO:0042586
XNR_RS07850,GO:0043170
XNR_RS07850,GO:0043412
XNR_RS07850,GO:0043686
XNR_RS07850,GO:0044237
XNR_RS07850,GO:0044238
XNR_RS07850,GO:0044260
XNR_RS07850,GO:0044267
XNR_RS07850,GO:0071704
XNR_RS07850,GO:1901564
XNR_RS07855,-
XNR_RS07860,GO:0000988
XNR_RS07860,GO:0000989
XNR_RS07860,GO:0003674
XNR_RS07860,GO:0005488
XNR_RS07860,GO:0006950
XNR_RS07860,GO:0006979
XNR_RS07860,GO:0008150
XNR_RS07860,GO:0008270
XNR_RS07860,GO:0009266
XNR_RS07860,GO:0009408
XNR_RS07860,GO:0009593
XNR_RS07860,GO:0009628
XNR_RS07860,GO:0009889
XNR_RS07860,GO:0010556
XNR_RS07860,GO:0016989
XNR_RS07860,GO:0019219
XNR_RS07860,GO:0019222
XNR_RS07860,GO:0031323
XNR_RS07860,GO:0031326
XNR_RS07860,GO:0032502
XNR_RS07860,GO:0042221
XNR_RS07860,GO:0043167
XNR_RS07860,GO:0043169
XNR_RS07860,GO:0043934
XNR_RS07860,GO:0046872
XNR_RS07860,GO:0046914
XNR_RS07860,GO:0050789
XNR_RS07860,GO:0050794
XNR_RS07860,GO:0050896
XNR_RS07860,GO:0051171
XNR_RS07860,GO:0051252
XNR_RS07860,GO:0051606
XNR_RS07860,GO:0051775
XNR_RS07860,GO:0051776
XNR_RS07860,GO:0060255
XNR_RS07860,GO:0065007
XNR_RS07860,GO:0080090
XNR_RS07860,GO:0140110
XNR_RS07860,GO:1903506
XNR_RS07860,GO:2001141
XNR_RS07865,GO:0000988
XNR_RS07865,GO:0000990
XNR_RS07865,GO:0003674
XNR_RS07865,GO:0005575
XNR_RS07865,GO:0005618
XNR_RS07865,GO:0005623
XNR_RS07865,GO:0006355
XNR_RS07865,GO:0006950
XNR_RS07865,GO:0006979
XNR_RS07865,GO:0008150
XNR_RS07865,GO:0009266
XNR_RS07865,GO:0009408
XNR_RS07865,GO:0009628
XNR_RS07865,GO:0009889
XNR_RS07865,GO:0009987
XNR_RS07865,GO:0010468
XNR_RS07865,GO:0010556
XNR_RS07865,GO:0016987
XNR_RS07865,GO:0019219
XNR_RS07865,GO:0019222
XNR_RS07865,GO:0030312
XNR_RS07865,GO:0031323
XNR_RS07865,GO:0031326
XNR_RS07865,GO:0033554
XNR_RS07865,GO:0034605
XNR_RS07865,GO:0043254
XNR_RS07865,GO:0044087
XNR_RS07865,GO:0044464
XNR_RS07865,GO:0050789
XNR_RS07865,GO:0050794
XNR_RS07865,GO:0050896
XNR_RS07865,GO:0051128
XNR_RS07865,GO:0051171
XNR_RS07865,GO:0051252
XNR_RS07865,GO:0051409
XNR_RS07865,GO:0051716
XNR_RS07865,GO:0060255
XNR_RS07865,GO:0065007
XNR_RS07865,GO:0071944
XNR_RS07865,GO:0080090
XNR_RS07865,GO:0140110
XNR_RS07865,GO:1903506
XNR_RS07865,GO:2000112
XNR_RS07865,GO:2000142
XNR_RS07865,GO:2001141
XNR_RS07870,-
XNR_RS07875,-
XNR_RS07880,-
XNR_RS07885,GO:0003674
XNR_RS07885,GO:0003824
XNR_RS07885,GO:0003866
XNR_RS07885,GO:0005575
XNR_RS07885,GO:0005622
XNR_RS07885,GO:0005623
XNR_RS07885,GO:0005737
XNR_RS07885,GO:0005829
XNR_RS07885,GO:0005886
XNR_RS07885,GO:0006082
XNR_RS07885,GO:0008150
XNR_RS07885,GO:0008152
XNR_RS07885,GO:0009058
XNR_RS07885,GO:0009423
XNR_RS07885,GO:0009987
XNR_RS07885,GO:0016020
XNR_RS07885,GO:0016053
XNR_RS07885,GO:0016740
XNR_RS07885,GO:0016765
XNR_RS07885,GO:0019752
XNR_RS07885,GO:0043436
XNR_RS07885,GO:0043648
XNR_RS07885,GO:0043650
XNR_RS07885,GO:0044237
XNR_RS07885,GO:0044249
XNR_RS07885,GO:0044281
XNR_RS07885,GO:0044283
XNR_RS07885,GO:0044424
XNR_RS07885,GO:0044444
XNR_RS07885,GO:0044464
XNR_RS07885,GO:0046394
XNR_RS07885,GO:0046417
XNR_RS07885,GO:0071704
XNR_RS07885,GO:0071944
XNR_RS07885,GO:1901576
XNR_RS07890,-
XNR_RS07895,-
XNR_RS07900,-
XNR_RS07905,GO:0000105
XNR_RS07905,GO:0003674
XNR_RS07905,GO:0003824
XNR_RS07905,GO:0004401
XNR_RS07905,GO:0006082
XNR_RS07905,GO:0006520
XNR_RS07905,GO:0006547
XNR_RS07905,GO:0006725
XNR_RS07905,GO:0006793
XNR_RS07905,GO:0006796
XNR_RS07905,GO:0006807
XNR_RS07905,GO:0008150
XNR_RS07905,GO:0008152
XNR_RS07905,GO:0008652
XNR_RS07905,GO:0009058
XNR_RS07905,GO:0009987
XNR_RS07905,GO:0016053
XNR_RS07905,GO:0016311
XNR_RS07905,GO:0016787
XNR_RS07905,GO:0016788
XNR_RS07905,GO:0016791
XNR_RS07905,GO:0018130
XNR_RS07905,GO:0019438
XNR_RS07905,GO:0019752
XNR_RS07905,GO:0034641
XNR_RS07905,GO:0042578
XNR_RS07905,GO:0043436
XNR_RS07905,GO:0044237
XNR_RS07905,GO:0044238
XNR_RS07905,GO:0044249
XNR_RS07905,GO:0044281
XNR_RS07905,GO:0044283
XNR_RS07905,GO:0046394
XNR_RS07905,GO:0046483
XNR_RS07905,GO:0052803
XNR_RS07905,GO:0071704
XNR_RS07905,GO:1901360
XNR_RS07905,GO:1901362
XNR_RS07905,GO:1901564
XNR_RS07905,GO:1901566
XNR_RS07905,GO:1901576
XNR_RS07905,GO:1901605
XNR_RS07905,GO:1901607
XNR_RS07910,-
XNR_RS07915,-
XNR_RS07925,-
XNR_RS07935,GO:0005575
XNR_RS07935,GO:0005576
XNR_RS07935,GO:0005618
XNR_RS07935,GO:0005623
XNR_RS07935,GO:0005886
XNR_RS07935,GO:0005887
XNR_RS07935,GO:0016020
XNR_RS07935,GO:0016021
XNR_RS07935,GO:0030312
XNR_RS07935,GO:0031224
XNR_RS07935,GO:0031226
XNR_RS07935,GO:0044425
XNR_RS07935,GO:0044459
XNR_RS07935,GO:0044464
XNR_RS07935,GO:0071944
XNR_RS07940,-
XNR_RS07945,-
XNR_RS07950,-
XNR_RS07955,GO:0003674
XNR_RS07955,GO:0003824
XNR_RS07955,GO:0005575
XNR_RS07955,GO:0005622
XNR_RS07955,GO:0005623
XNR_RS07955,GO:0005737
XNR_RS07955,GO:0005829
XNR_RS07955,GO:0006139
XNR_RS07955,GO:0006163
XNR_RS07955,GO:0006725
XNR_RS07955,GO:0006732
XNR_RS07955,GO:0006753
XNR_RS07955,GO:0006777
XNR_RS07955,GO:0006793
XNR_RS07955,GO:0006796
XNR_RS07955,GO:0006807
XNR_RS07955,GO:0008150
XNR_RS07955,GO:0008152
XNR_RS07955,GO:0009058
XNR_RS07955,GO:0009108
XNR_RS07955,GO:0009116
XNR_RS07955,GO:0009117
XNR_RS07955,GO:0009119
XNR_RS07955,GO:0009141
XNR_RS07955,GO:0009144
XNR_RS07955,GO:0009150
XNR_RS07955,GO:0009199
XNR_RS07955,GO:0009205
XNR_RS07955,GO:0009259
XNR_RS07955,GO:0009987
XNR_RS07955,GO:0016740
XNR_RS07955,GO:0016782
XNR_RS07955,GO:0016783
XNR_RS07955,GO:0018130
XNR_RS07955,GO:0019538
XNR_RS07955,GO:0019637
XNR_RS07955,GO:0019693
XNR_RS07955,GO:0019720
XNR_RS07955,GO:0030366
XNR_RS07955,GO:0032324
XNR_RS07955,GO:0034641
XNR_RS07955,GO:0042278
XNR_RS07955,GO:0043170
XNR_RS07955,GO:0043545
XNR_RS07955,GO:0044237
XNR_RS07955,GO:0044238
XNR_RS07955,GO:0044249
XNR_RS07955,GO:0044260
XNR_RS07955,GO:0044267
XNR_RS07955,GO:0044281
XNR_RS07955,GO:0044424
XNR_RS07955,GO:0044444
XNR_RS07955,GO:0044464
XNR_RS07955,GO:0046039
XNR_RS07955,GO:0046128
XNR_RS07955,GO:0046483
XNR_RS07955,GO:0051186
XNR_RS07955,GO:0051188
XNR_RS07955,GO:0051189
XNR_RS07955,GO:0055086
XNR_RS07955,GO:0071704
XNR_RS07955,GO:0072521
XNR_RS07955,GO:0090407
XNR_RS07955,GO:1901068
XNR_RS07955,GO:1901135
XNR_RS07955,GO:1901360
XNR_RS07955,GO:1901362
XNR_RS07955,GO:1901564
XNR_RS07955,GO:1901566
XNR_RS07955,GO:1901576
XNR_RS07955,GO:1901657
XNR_RS07960,-
XNR_RS07965,-
XNR_RS07970,-
XNR_RS07975,-
XNR_RS07980,-
XNR_RS07985,-
XNR_RS07990,-
XNR_RS07995,-
XNR_RS08000,-
XNR_RS08005,-
XNR_RS08010,-
XNR_RS29645,-
XNR_RS08020,GO:0000287
XNR_RS08020,GO:0003674
XNR_RS08020,GO:0003678
XNR_RS08020,GO:0003824
XNR_RS08020,GO:0004386
XNR_RS08020,GO:0005488
XNR_RS08020,GO:0006996
XNR_RS08020,GO:0008094
XNR_RS08020,GO:0008150
XNR_RS08020,GO:0009987
XNR_RS08020,GO:0016043
XNR_RS08020,GO:0016462
XNR_RS08020,GO:0016787
XNR_RS08020,GO:0016817
XNR_RS08020,GO:0016818
XNR_RS08020,GO:0016887
XNR_RS08020,GO:0017111
XNR_RS08020,GO:0032392
XNR_RS08020,GO:0032508
XNR_RS08020,GO:0040007
XNR_RS08020,GO:0042623
XNR_RS08020,GO:0043167
XNR_RS08020,GO:0043169
XNR_RS08020,GO:0046872
XNR_RS08020,GO:0051276
XNR_RS08020,GO:0071103
XNR_RS08020,GO:0071840
XNR_RS08020,GO:0140097
XNR_RS08025,-
XNR_RS08030,-
XNR_RS08035,-
XNR_RS08040,-
XNR_RS08045,-
XNR_RS08050,-
XNR_RS08055,-
XNR_RS08060,-
XNR_RS08065,-
XNR_RS08070,GO:0000096
XNR_RS08070,GO:0000097
XNR_RS08070,GO:0003674
XNR_RS08070,GO:0003824
XNR_RS08070,GO:0005575
XNR_RS08070,GO:0005618
XNR_RS08070,GO:0005622
XNR_RS08070,GO:0005623
XNR_RS08070,GO:0005737
XNR_RS08070,GO:0005829
XNR_RS08070,GO:0006082
XNR_RS08070,GO:0006520
XNR_RS08070,GO:0006534
XNR_RS08070,GO:0006535
XNR_RS08070,GO:0006563
XNR_RS08070,GO:0006732
XNR_RS08070,GO:0006777
XNR_RS08070,GO:0006790
XNR_RS08070,GO:0006793
XNR_RS08070,GO:0006796
XNR_RS08070,GO:0006807
XNR_RS08070,GO:0008146
XNR_RS08070,GO:0008150
XNR_RS08070,GO:0008152
XNR_RS08070,GO:0008652
XNR_RS08070,GO:0009058
XNR_RS08070,GO:0009069
XNR_RS08070,GO:0009070
XNR_RS08070,GO:0009108
XNR_RS08070,GO:0009605
XNR_RS08070,GO:0009607
XNR_RS08070,GO:0009987
XNR_RS08070,GO:0016053
XNR_RS08070,GO:0016740
XNR_RS08070,GO:0016772
XNR_RS08070,GO:0016779
XNR_RS08070,GO:0016782
XNR_RS08070,GO:0018130
XNR_RS08070,GO:0019344
XNR_RS08070,GO:0019538
XNR_RS08070,GO:0019637
XNR_RS08070,GO:0019720
XNR_RS08070,GO:0019752
XNR_RS08070,GO:0020012
XNR_RS08070,GO:0030312
XNR_RS08070,GO:0030682
XNR_RS08070,GO:0042783
XNR_RS08070,GO:0043170
XNR_RS08070,GO:0043207
XNR_RS08070,GO:0043436
XNR_RS08070,GO:0043545
XNR_RS08070,GO:0044237
XNR_RS08070,GO:0044238
XNR_RS08070,GO:0044249
XNR_RS08070,GO:0044260
XNR_RS08070,GO:0044267
XNR_RS08070,GO:0044272
XNR_RS08070,GO:0044281
XNR_RS08070,GO:0044283
XNR_RS08070,GO:0044403
XNR_RS08070,GO:0044413
XNR_RS08070,GO:0044415
XNR_RS08070,GO:0044419
XNR_RS08070,GO:0044424
XNR_RS08070,GO:0044444
XNR_RS08070,GO:0044464
XNR_RS08070,GO:0046394
XNR_RS08070,GO:0046483
XNR_RS08070,GO:0050896
XNR_RS08070,GO:0051186
XNR_RS08070,GO:0051188
XNR_RS08070,GO:0051189
XNR_RS08070,GO:0051701
XNR_RS08070,GO:0051704
XNR_RS08070,GO:0051707
XNR_RS08070,GO:0051805
XNR_RS08070,GO:0051807
XNR_RS08070,GO:0051810
XNR_RS08070,GO:0051832
XNR_RS08070,GO:0051834
XNR_RS08070,GO:0052173
XNR_RS08070,GO:0052200
XNR_RS08070,GO:0052564
XNR_RS08070,GO:0052572
XNR_RS08070,GO:0061605
XNR_RS08070,GO:0070566
XNR_RS08070,GO:0071704
XNR_RS08070,GO:0071944
XNR_RS08070,GO:0075136
XNR_RS08070,GO:0090407
XNR_RS08070,GO:1901360
XNR_RS08070,GO:1901362
XNR_RS08070,GO:1901564
XNR_RS08070,GO:1901566
XNR_RS08070,GO:1901576
XNR_RS08070,GO:1901605
XNR_RS08070,GO:1901607
XNR_RS08075,-
XNR_RS08080,-
XNR_RS08085,-
XNR_RS08090,-
XNR_RS08095,-
XNR_RS08100,-
XNR_RS08110,-
XNR_RS08115,-
XNR_RS08120,-
XNR_RS08125,-
XNR_RS08130,-
XNR_RS08135,-
XNR_RS08140,-
XNR_RS30760,-
XNR_RS08145,-
XNR_RS08150,-
XNR_RS08155,-
XNR_RS08160,-
XNR_RS08165,-
XNR_RS08170,-
XNR_RS08175,-
XNR_RS08180,-
XNR_RS08185,-
XNR_RS08190,-
XNR_RS08195,-
XNR_RS08200,-
XNR_RS08205,GO:0008150
XNR_RS08205,GO:0040007
XNR_RS08210,-
XNR_RS08215,-
XNR_RS08220,GO:0000302
XNR_RS08220,GO:0000988
XNR_RS08220,GO:0000990
XNR_RS08220,GO:0003674
XNR_RS08220,GO:0003676
XNR_RS08220,GO:0003677
XNR_RS08220,GO:0005488
XNR_RS08220,GO:0006355
XNR_RS08220,GO:0006950
XNR_RS08220,GO:0006979
XNR_RS08220,GO:0008150
XNR_RS08220,GO:0009266
XNR_RS08220,GO:0009405
XNR_RS08220,GO:0009408
XNR_RS08220,GO:0009410
XNR_RS08220,GO:0009605
XNR_RS08220,GO:0009607
XNR_RS08220,GO:0009628
XNR_RS08220,GO:0009636
XNR_RS08220,GO:0009889
XNR_RS08220,GO:0010035
XNR_RS08220,GO:0010468
XNR_RS08220,GO:0010556
XNR_RS08220,GO:0016987
XNR_RS08220,GO:0019219
XNR_RS08220,GO:0019222
XNR_RS08220,GO:0031323
XNR_RS08220,GO:0031326
XNR_RS08220,GO:0040007
XNR_RS08220,GO:0042221
XNR_RS08220,GO:0042493
XNR_RS08220,GO:0042542
XNR_RS08220,GO:0043207
XNR_RS08220,GO:0043254
XNR_RS08220,GO:0044087
XNR_RS08220,GO:0044110
XNR_RS08220,GO:0044116
XNR_RS08220,GO:0044117
XNR_RS08220,GO:0044119
XNR_RS08220,GO:0044403
XNR_RS08220,GO:0044419
XNR_RS08220,GO:0046677
XNR_RS08220,GO:0050789
XNR_RS08220,GO:0050794
XNR_RS08220,GO:0050896
XNR_RS08220,GO:0051128
XNR_RS08220,GO:0051171
XNR_RS08220,GO:0051252
XNR_RS08220,GO:0051701
XNR_RS08220,GO:0051704
XNR_RS08220,GO:0051707
XNR_RS08220,GO:0052173
XNR_RS08220,GO:0052200
XNR_RS08220,GO:0052564
XNR_RS08220,GO:0052572
XNR_RS08220,GO:0060255
XNR_RS08220,GO:0065007
XNR_RS08220,GO:0075136
XNR_RS08220,GO:0080090
XNR_RS08220,GO:0090034
XNR_RS08220,GO:0097159
XNR_RS08220,GO:0140110
XNR_RS08220,GO:1901363
XNR_RS08220,GO:1901700
XNR_RS08220,GO:1903506
XNR_RS08220,GO:2000112
XNR_RS08220,GO:2000142
XNR_RS08220,GO:2001141
XNR_RS29655,GO:0005575
XNR_RS29655,GO:0005618
XNR_RS29655,GO:0005623
XNR_RS29655,GO:0005886
XNR_RS29655,GO:0016020
XNR_RS29655,GO:0030312
XNR_RS29655,GO:0044464
XNR_RS29655,GO:0071944
XNR_RS29660,-
XNR_RS08230,-
XNR_RS08235,-
XNR_RS08240,-
XNR_RS08245,-
XNR_RS08250,-
XNR_RS08255,-
XNR_RS08260,-
XNR_RS08265,-
XNR_RS08270,-
XNR_RS08275,-
XNR_RS08280,-
XNR_RS08290,-
XNR_RS08295,-
XNR_RS08300,-
XNR_RS08305,-
XNR_RS08310,-
XNR_RS08315,-
XNR_RS08320,-
XNR_RS08325,-
XNR_RS08330,-
XNR_RS08335,-
XNR_RS08340,-
XNR_RS08350,-
XNR_RS08355,-
XNR_RS30765,-
XNR_RS08365,-
XNR_RS08370,GO:0003674
XNR_RS08370,GO:0003824
XNR_RS08370,GO:0005488
XNR_RS08370,GO:0005575
XNR_RS08370,GO:0005623
XNR_RS08370,GO:0005886
XNR_RS08370,GO:0006790
XNR_RS08370,GO:0008150
XNR_RS08370,GO:0008152
XNR_RS08370,GO:0008270
XNR_RS08370,GO:0009058
XNR_RS08370,GO:0009987
XNR_RS08370,GO:0010125
XNR_RS08370,GO:0010126
XNR_RS08370,GO:0016020
XNR_RS08370,GO:0016137
XNR_RS08370,GO:0016138
XNR_RS08370,GO:0016787
XNR_RS08370,GO:0016810
XNR_RS08370,GO:0016811
XNR_RS08370,GO:0043167
XNR_RS08370,GO:0043169
XNR_RS08370,GO:0044237
XNR_RS08370,GO:0044249
XNR_RS08370,GO:0044272
XNR_RS08370,GO:0044464
XNR_RS08370,GO:0046872
XNR_RS08370,GO:0046914
XNR_RS08370,GO:0051186
XNR_RS08370,GO:0051188
XNR_RS08370,GO:0071704
XNR_RS08370,GO:0071944
XNR_RS08370,GO:1901135
XNR_RS08370,GO:1901137
XNR_RS08370,GO:1901576
XNR_RS08370,GO:1901657
XNR_RS08370,GO:1901659
XNR_RS08375,-
XNR_RS08380,-
XNR_RS08385,-
XNR_RS08390,-
XNR_RS08395,-
XNR_RS08400,-
XNR_RS08405,-
XNR_RS08410,-
XNR_RS08415,-
XNR_RS08420,-
XNR_RS08425,-
XNR_RS08430,-
XNR_RS08435,-
XNR_RS08440,-
XNR_RS08445,-
XNR_RS08450,-
XNR_RS08455,-
XNR_RS08465,-
XNR_RS08470,-
XNR_RS08475,-
XNR_RS30590,-
XNR_RS08480,-
XNR_RS08485,-
XNR_RS08490,-
XNR_RS08495,-
XNR_RS08500,-
XNR_RS08505,-
XNR_RS08510,-
XNR_RS08515,-
XNR_RS08520,-
XNR_RS08525,-
XNR_RS29665,-
XNR_RS08535,-
XNR_RS08540,-
XNR_RS08545,-
XNR_RS08550,-
XNR_RS08555,-
XNR_RS08560,-
XNR_RS08565,-
XNR_RS08570,-
XNR_RS08575,-
XNR_RS08580,-
XNR_RS08585,-
XNR_RS08590,-
XNR_RS08595,-
XNR_RS08600,-
XNR_RS08605,-
XNR_RS08610,-
XNR_RS08615,-
XNR_RS08620,-
XNR_RS08630,-
XNR_RS08635,-
XNR_RS08640,-
XNR_RS08650,-
XNR_RS08655,-
XNR_RS08660,-
XNR_RS08665,-
XNR_RS08670,-
XNR_RS08675,-
XNR_RS08680,-
XNR_RS08685,-
XNR_RS08690,-
XNR_RS08695,-
XNR_RS08700,-
XNR_RS08705,-
XNR_RS08710,-
XNR_RS08715,-
XNR_RS08720,-
XNR_RS08725,-
XNR_RS08730,-
XNR_RS08735,-
XNR_RS08740,-
XNR_RS08745,-
XNR_RS08750,-
XNR_RS08755,-
XNR_RS08760,GO:0005575
XNR_RS08760,GO:0005623
XNR_RS08760,GO:0005886
XNR_RS08760,GO:0016020
XNR_RS08760,GO:0044464
XNR_RS08760,GO:0071944
XNR_RS08765,-
XNR_RS08770,-
XNR_RS08775,-
XNR_RS08780,-
XNR_RS08785,-
XNR_RS08790,-
XNR_RS08795,-
XNR_RS08800,GO:0005575
XNR_RS08800,GO:0005622
XNR_RS08800,GO:0005623
XNR_RS08800,GO:0005737
XNR_RS08800,GO:0005829
XNR_RS08800,GO:0005886
XNR_RS08800,GO:0016020
XNR_RS08800,GO:0044424
XNR_RS08800,GO:0044444
XNR_RS08800,GO:0044464
XNR_RS08800,GO:0071944
XNR_RS08805,-
XNR_RS08815,GO:0003674
XNR_RS08815,GO:0003824
XNR_RS08815,GO:0005575
XNR_RS08815,GO:0005622
XNR_RS08815,GO:0005623
XNR_RS08815,GO:0005737
XNR_RS08815,GO:0005829
XNR_RS08815,GO:0006139
XNR_RS08815,GO:0006725
XNR_RS08815,GO:0006753
XNR_RS08815,GO:0006793
XNR_RS08815,GO:0006796
XNR_RS08815,GO:0006807
XNR_RS08815,GO:0008150
XNR_RS08815,GO:0008152
XNR_RS08815,GO:0009056
XNR_RS08815,GO:0009058
XNR_RS08815,GO:0009141
XNR_RS08815,GO:0009143
XNR_RS08815,GO:0009987
XNR_RS08815,GO:0016462
XNR_RS08815,GO:0016787
XNR_RS08815,GO:0016817
XNR_RS08815,GO:0016818
XNR_RS08815,GO:0018130
XNR_RS08815,GO:0019438
XNR_RS08815,GO:0019439
XNR_RS08815,GO:0019637
XNR_RS08815,GO:0034404
XNR_RS08815,GO:0034641
XNR_RS08815,GO:0034654
XNR_RS08815,GO:0034655
XNR_RS08815,GO:0044237
XNR_RS08815,GO:0044238
XNR_RS08815,GO:0044248
XNR_RS08815,GO:0044249
XNR_RS08815,GO:0044270
XNR_RS08815,GO:0044271
XNR_RS08815,GO:0044281
XNR_RS08815,GO:0044283
XNR_RS08815,GO:0044424
XNR_RS08815,GO:0044444
XNR_RS08815,GO:0044464
XNR_RS08815,GO:0046434
XNR_RS08815,GO:0046483
XNR_RS08815,GO:0046700
XNR_RS08815,GO:0047429
XNR_RS08815,GO:0055086
XNR_RS08815,GO:0071704
XNR_RS08815,GO:1901292
XNR_RS08815,GO:1901360
XNR_RS08815,GO:1901361
XNR_RS08815,GO:1901362
XNR_RS08815,GO:1901575
XNR_RS08815,GO:1901576
XNR_RS08820,-
XNR_RS08825,GO:0006139
XNR_RS08825,GO:0006401
XNR_RS08825,GO:0006725
XNR_RS08825,GO:0006807
XNR_RS08825,GO:0008150
XNR_RS08825,GO:0008152
XNR_RS08825,GO:0009056
XNR_RS08825,GO:0009057
XNR_RS08825,GO:0009987
XNR_RS08825,GO:0016070
XNR_RS08825,GO:0016072
XNR_RS08825,GO:0016075
XNR_RS08825,GO:0019439
XNR_RS08825,GO:0034641
XNR_RS08825,GO:0034655
XNR_RS08825,GO:0034660
XNR_RS08825,GO:0034661
XNR_RS08825,GO:0043170
XNR_RS08825,GO:0044237
XNR_RS08825,GO:0044238
XNR_RS08825,GO:0044248
XNR_RS08825,GO:0044260
XNR_RS08825,GO:0044265
XNR_RS08825,GO:0044270
XNR_RS08825,GO:0046483
XNR_RS08825,GO:0046700
XNR_RS08825,GO:0071704
XNR_RS08825,GO:0090304
XNR_RS08825,GO:1901360
XNR_RS08825,GO:1901361
XNR_RS08825,GO:1901575
XNR_RS31545,-
XNR_RS08835,-
XNR_RS08840,-
XNR_RS08845,GO:0003674
XNR_RS08845,GO:0003824
XNR_RS08845,GO:0004518
XNR_RS08845,GO:0004519
XNR_RS08845,GO:0004521
XNR_RS08845,GO:0004540
XNR_RS08845,GO:0005575
XNR_RS08845,GO:0005623
XNR_RS08845,GO:0005886
XNR_RS08845,GO:0006139
XNR_RS08845,GO:0006396
XNR_RS08845,GO:0006399
XNR_RS08845,GO:0006725
XNR_RS08845,GO:0006807
XNR_RS08845,GO:0008033
XNR_RS08845,GO:0008150
XNR_RS08845,GO:0008152
XNR_RS08845,GO:0009987
XNR_RS08845,GO:0010467
XNR_RS08845,GO:0016020
XNR_RS08845,GO:0016070
XNR_RS08845,GO:0016787
XNR_RS08845,GO:0016788
XNR_RS08845,GO:0016891
XNR_RS08845,GO:0016893
XNR_RS08845,GO:0031123
XNR_RS08845,GO:0034414
XNR_RS08845,GO:0034470
XNR_RS08845,GO:0034641
XNR_RS08845,GO:0034660
XNR_RS08845,GO:0040007
XNR_RS08845,GO:0042779
XNR_RS08845,GO:0042780
XNR_RS08845,GO:0042781
XNR_RS08845,GO:0043170
XNR_RS08845,GO:0043628
XNR_RS08845,GO:0044237
XNR_RS08845,GO:0044238
XNR_RS08845,GO:0044464
XNR_RS08845,GO:0046483
XNR_RS08845,GO:0071704
XNR_RS08845,GO:0071944
XNR_RS08845,GO:0090304
XNR_RS08845,GO:0090305
XNR_RS08845,GO:0090501
XNR_RS08845,GO:0090502
XNR_RS08845,GO:0140098
XNR_RS08845,GO:1901360
XNR_RS08845,GO:1905267
XNR_RS08850,GO:0000096
XNR_RS08850,GO:0000097
XNR_RS08850,GO:0003674
XNR_RS08850,GO:0003824
XNR_RS08850,GO:0005488
XNR_RS08850,GO:0005575
XNR_RS08850,GO:0005622
XNR_RS08850,GO:0005623
XNR_RS08850,GO:0005737
XNR_RS08850,GO:0005829
XNR_RS08850,GO:0006082
XNR_RS08850,GO:0006520
XNR_RS08850,GO:0006534
XNR_RS08850,GO:0006535
XNR_RS08850,GO:0006563
XNR_RS08850,GO:0006790
XNR_RS08850,GO:0006807
XNR_RS08850,GO:0008144
XNR_RS08850,GO:0008150
XNR_RS08850,GO:0008152
XNR_RS08850,GO:0008652
XNR_RS08850,GO:0009058
XNR_RS08850,GO:0009069
XNR_RS08850,GO:0009070
XNR_RS08850,GO:0009987
XNR_RS08850,GO:0016053
XNR_RS08850,GO:0016740
XNR_RS08850,GO:0016765
XNR_RS08850,GO:0019344
XNR_RS08850,GO:0019752
XNR_RS08850,GO:0019842
XNR_RS08850,GO:0030170
XNR_RS08850,GO:0032991
XNR_RS08850,GO:0033847
XNR_RS08850,GO:0036094
XNR_RS08850,GO:0043167
XNR_RS08850,GO:0043168
XNR_RS08850,GO:0043436
XNR_RS08850,GO:0044237
XNR_RS08850,GO:0044238
XNR_RS08850,GO:0044249
XNR_RS08850,GO:0044272
XNR_RS08850,GO:0044281
XNR_RS08850,GO:0044283
XNR_RS08850,GO:0044424
XNR_RS08850,GO:0044444
XNR_RS08850,GO:0044464
