gene_id,BGC,Imodulon
XNR_RS28635,20.0,
XNR_RS28640,20.0,Unknown-15
XNR_RS28645,20.0,Unknown-15
XNR_RS28690,21.0,
XNR_RS28695,21.0,
XNR_RS28700,21.0,
XNR_RS28705,21.0,
XNR_RS28710,21.0,
XNR_RS28715,21.0,BGC-General
XNR_RS28720,21.0,
XNR_RS28725,21.0,
XNR_RS28730,21.0,
XNR_RS28735,21.0,Transport/Modification of Amino Acids
XNR_RS28740,21.0,Transport/Modification of Amino Acids
XNR_RS28745,21.0,Transport/Modification of Amino Acids
XNR_RS28750,21.0,Transport/Modification of Amino Acids
XNR_RS28755,21.0,Transport/Modification of Amino Acids
XNR_RS28760,21.0,Transport/Modification of Amino Acids
XNR_RS28765,21.0,Transport/Modification of Amino Acids
XNR_RS28770,21.0,
XNR_RS28775,21.0,
XNR_RS28780,21.0,BGC-General
XNR_RS28780,21.0,Unknown-17
XNR_RS28785,21.0,SGR PTM-related
XNR_RS28790,21.0,SGR PTM-related
XNR_RS28795,21.0,
XNR_RS28800,21.0,Unknown-9
XNR_RS28800,21.0,Unknown-15
XNR_RS28805,21.0,
XNR_RS28810,21.0,
XNR_RS28815,21.0,
XNR_RS28820,21.0,
XNR_RS28825,21.0,
XNR_RS28830,21.0,Fatty Acid Metabolism
XNR_RS28835,21.0,Fatty Acid Metabolism
XNR_RS28840,21.0,Fatty Acid Metabolism
XNR_RS28845,21.0,
XNR_RS28850,21.0,
XNR_RS28855,21.0,Unknown-2
XNR_RS28855,21.0,Unknown-16
XNR_RS28860,21.0,
XNR_RS28865,21.0,Unknown-17
XNR_RS28870,21.0,Gas Vesicle Formation
XNR_RS28870,21.0,Unknown-17
XNR_RS28875,21.0,
XNR_RS28880,21.0,Nybomycin batch effect?
XNR_RS28880,21.0,Unknown-9
XNR_RS28885,21.0,Unknown-15
XNR_RS28885,21.0,Unknown-17
XNR_RS31430,22.0,Unknown-15
XNR_RS28920,22.0,
XNR_RS28925,22.0,Unknown-13
XNR_RS28925,22.0,Unknown-15
XNR_RS28925,22.0,Nuo Complex
XNR_RS28930,22.0,Unknown-12
XNR_RS28935,22.0,Nybomycin batch effect?
XNR_RS28935,22.0,Unknown-12
XNR_RS28935,22.0,Unknown-16
XNR_RS28940,22.0,Unknown-12
XNR_RS28945,22.0,Unknown-12
XNR_RS28950,22.0,Unknown-12
XNR_RS28955,22.0,Transcription
XNR_RS28955,22.0,"Del14, Unknown-5"
XNR_RS28955,22.0,Unknown-11
XNR_RS28955,22.0,Unknown-12
XNR_RS28960,22.0,Nybomycin batch effect?
XNR_RS28965,22.0,
XNR_RS28970,22.0,"Del14, Unknown-5"
XNR_RS28970,22.0,BGC-General
XNR_RS28975,22.0,BGC-General
XNR_RS28975,22.0,Unknown-11
XNR_RS28975,22.0,"Transport, Signaling, and Regulatory processes"
XNR_RS28980,22.0,BGC-General
XNR_RS28980,22.0,Unknown-11
XNR_RS28980,22.0,Unknown-13
XNR_RS28980,22.0,"Transport, Signaling, and Regulatory processes"
XNR_RS28985,22.0,BGC-General
XNR_RS28985,22.0,Unknown-13
XNR_RS28985,22.0,"Transport, Signaling, and Regulatory processes"
XNR_RS28990,22.0,
XNR_RS28995,22.0,Cytochrome c
XNR_RS28995,22.0,BGC-General
XNR_RS28995,22.0,Unknown-15
XNR_RS28995,22.0,Unknown-17
XNR_RS29000,22.0,Surugamide-Related
XNR_RS29005,22.0,
XNR_RS29010,22.0,Candicidin/Antimycin
XNR_RS29010,22.0,Unknown-15
XNR_RS29015,22.0,Candicidin/Antimycin
XNR_RS29020,22.0,Candicidin/Antimycin
XNR_RS29025,22.0,Candicidin/Antimycin
XNR_RS29030,22.0,Candicidin/Antimycin
XNR_RS31435,22.0,Candicidin/Antimycin
XNR_RS29040,22.0,Candicidin/Antimycin
XNR_RS29040,22.0,Unknown-15
XNR_RS29045,22.0,Candicidin/Antimycin
XNR_RS29045,22.0,Unknown-15
XNR_RS29050,22.0,Candicidin/Antimycin
XNR_RS29055,22.0,Candicidin/Antimycin
XNR_RS29060,22.0,Candicidin/Antimycin
XNR_RS29065,22.0,Candicidin/Antimycin
XNR_RS29070,22.0,Candicidin/Antimycin
XNR_RS29075,22.0,Candicidin/Antimycin
XNR_RS29080,22.0,Candicidin/Antimycin
XNR_RS29080,22.0,Unknown-15
XNR_RS29085,22.0,
XNR_RS31670,22.0,BGC-General
XNR_RS31670,22.0,Nuo Complex
XNR_RS29095,22.0,BGC-General
XNR_RS29100,22.0,Candicidin/Antimycin
XNR_RS29100,22.0,BGC-General
XNR_RS29105,22.0,Candicidin/Antimycin
XNR_RS29105,22.0,BGC-General
XNR_RS29110,23.0,BGC-General
XNR_RS29115,23.0,BGC-General
XNR_RS29115,23.0,Unknown-15
XNR_RS29120,23.0,Surugamide-Related
XNR_RS29120,23.0,BGC-General
XNR_RS29120,23.0,Unknown-11
XNR_RS29120,23.0,Unknown-15
XNR_RS29125,23.0,Surugamide-Related
XNR_RS29125,23.0,BGC-General
XNR_RS29125,23.0,Unknown-11
XNR_RS29130,23.0,Surugamide-Related
XNR_RS29130,23.0,BGC-General
XNR_RS29130,23.0,Unknown-11
XNR_RS29130,23.0,Unknown-12
XNR_RS29130,23.0,Unknown-16
XNR_RS29135,23.0,Surugamide-Related
XNR_RS29135,23.0,BGC-General
XNR_RS29140,23.0,Surugamide-Related
XNR_RS29140,23.0,BGC-General
XNR_RS29140,23.0,Unknown-11
XNR_RS30540,23.0,Candicidin/Antimycin
XNR_RS30545,23.0,Candicidin/Antimycin
XNR_RS29155,23.0,Candicidin/Antimycin
XNR_RS29160,23.0,Candicidin/Antimycin
XNR_RS29165,23.0,Candicidin/Antimycin
XNR_RS29165,23.0,Unknown-15
XNR_RS29170,23.0,Candicidin/Antimycin
XNR_RS29170,23.0,Unknown-15
XNR_RS29175,23.0,Candicidin/Antimycin
XNR_RS29175,23.0,Unknown-16
XNR_RS29180,23.0,Candicidin/Antimycin
XNR_RS29185,23.0,Candicidin/Antimycin
XNR_RS29190,23.0,Candicidin/Antimycin
XNR_RS29195,23.0,Candicidin/Antimycin
XNR_RS29200,23.0,Candicidin/Antimycin
XNR_RS29200,23.0,Unknown-15
XNR_RS29205,23.0,Candicidin/Antimycin
XNR_RS29210,23.0,Candicidin/Antimycin
XNR_RS29215,23.0,Candicidin/Antimycin
XNR_RS29215,23.0,Unknown-9
XNR_RS29215,23.0,Unknown-16
XNR_RS29220,23.0,BGC-General
XNR_RS29225,23.0,BGC-General
XNR_RS29230,23.0,
XNR_RS29235,23.0,Unknown-12
XNR_RS29240,23.0,BGC-General
XNR_RS29245,23.0,BGC-General
XNR_RS29250,23.0,Unknown-17
XNR_RS29255,23.0,
XNR_RS29260,23.0,
XNR_RS30980,23.0,Unknown-9
XNR_RS30980,23.0,Unknown-12
XNR_RS30980,23.0,Unknown-13
XNR_RS30980,23.0,Unknown-15
XNR_RS29265,23.0,Unknown-15
XNR_RS29270,23.0,Unknown-9
XNR_RS29270,23.0,Nuo Complex
XNR_RS29275,23.0,Unknown-13
XNR_RS29275,23.0,Unknown-15
XNR_RS29275,23.0,Unknown-16
XNR_RS29280,23.0,
XNR_RS29285,23.0,Unknown-13
XNR_RS29290,23.0,Unknown-13
XNR_RS29295,23.0,Unknown-15
XNR_RS29300,23.0,Unknown-9
XNR_RS29305,23.0,Nybomycin batch effect?
XNR_RS29305,23.0,Unknown-2
XNR_RS29305,23.0,Unknown-9
XNR_RS29310,23.0,
XNR_RS29315,23.0,BGC-General
XNR_RS29315,23.0,BGC-1 and 23 Related
XNR_RS29320,23.0,BGC-1 and 23 Related
XNR_RS30550,23.0,BGC-1 and 23 Related
XNR_RS29330,23.0,BGC-1 and 23 Related
XNR_RS31675,23.0,
XNR_RS29340,23.0,
XNR_RS31680,23.0,
XNR_RS29350,23.0,
XNR_RS29355,23.0,
XNR_RS29360,23.0,
XNR_RS29365,23.0,
XNR_RS29370,23.0,Control Activated
XNR_RS29370,23.0,BGC-13 Related
XNR_RS29375,23.0,
XNR_RS29380,23.0,
XNR_RS29385,23.0,
XNR_RS29390,23.0,
XNR_RS29395,23.0,
XNR_RS29400,23.0,
XNR_RS29405,23.0,
XNR_RS29410,23.0,
XNR_RS29415,23.0,
XNR_RS29420,23.0,
XNR_RS29425,23.0,
XNR_RS29430,23.0,
XNR_RS00405,,Fatty Acid Metabolism
XNR_RS00410,,Fatty Acid Metabolism
XNR_RS01395,,Fatty Acid Metabolism
XNR_RS01465,,Fatty Acid Metabolism
XNR_RS01470,,Fatty Acid Metabolism
XNR_RS01475,,Fatty Acid Metabolism
XNR_RS01480,,Fatty Acid Metabolism
XNR_RS01545,,Fatty Acid Metabolism
XNR_RS01545,,Unknown-11
XNR_RS01545,,Unknown-14
XNR_RS01545,,Nuo Complex
XNR_RS01670,,Fatty Acid Metabolism
XNR_RS01955,,Fatty Acid Metabolism
XNR_RS01955,,BGC-General
XNR_RS02235,,Fatty Acid Metabolism
XNR_RS02245,,Fatty Acid Metabolism
XNR_RS02245,,Unknown-12
XNR_RS02250,,Fatty Acid Metabolism
XNR_RS02250,,Unknown-12
XNR_RS02255,,Fatty Acid Metabolism
XNR_RS02255,,Unknown-12
XNR_RS02260,,Fatty Acid Metabolism
XNR_RS02265,,Fatty Acid Metabolism
XNR_RS02265,,Nybomycin batch effect?
XNR_RS02455,,Fatty Acid Metabolism
XNR_RS03170,,Fatty Acid Metabolism
XNR_RS03175,,Fatty Acid Metabolism
XNR_RS03175,,BGC-13 Related
XNR_RS03775,,Fatty Acid Metabolism
XNR_RS03780,,Fatty Acid Metabolism
XNR_RS06520,,Fatty Acid Metabolism
XNR_RS06525,,Fatty Acid Metabolism
XNR_RS06525,,Unknown-17
XNR_RS06670,,Fatty Acid Metabolism
XNR_RS30710,,Fatty Acid Metabolism
XNR_RS30710,,Membrane Transport Cluster
XNR_RS30710,,Surugamide-Related
XNR_RS06995,,Fatty Acid Metabolism
XNR_RS06995,,Membrane Transport Cluster
XNR_RS06995,,Surugamide-Related
XNR_RS07000,,Fatty Acid Metabolism
XNR_RS07000,,Membrane Transport Cluster
XNR_RS07000,,Surugamide-Related
XNR_RS07015,,Fatty Acid Metabolism
XNR_RS07015,,Nuo Complex
XNR_RS07125,,Fatty Acid Metabolism
XNR_RS07130,,Fatty Acid Metabolism
XNR_RS07135,,Fatty Acid Metabolism
XNR_RS07135,,Nybomycin batch effect?
XNR_RS09675,,Fatty Acid Metabolism
XNR_RS09855,,Fatty Acid Metabolism
XNR_RS09855,,"Del14, Unknown-5"
XNR_RS10270,,Fatty Acid Metabolism
XNR_RS10270,,Unknown-12
XNR_RS10270,,Nuo Complex
XNR_RS10270,,Unknown-16
XNR_RS10465,,Fatty Acid Metabolism
XNR_RS10465,,Unknown-12
XNR_RS10470,,Fatty Acid Metabolism
XNR_RS10470,,Unknown-12
XNR_RS10470,,Unknown-17
XNR_RS10475,,Fatty Acid Metabolism
XNR_RS10475,,Unknown-12
XNR_RS30785,,Fatty Acid Metabolism
XNR_RS30785,,"Unknown-7, DNA Replication?"
XNR_RS30785,,Unknown-9
XNR_RS30785,,Nuo Complex
XNR_RS12170,,Fatty Acid Metabolism
XNR_RS12170,,Cytochrome c
XNR_RS12170,,Unknown-2
XNR_RS12170,,Unknown-13
XNR_RS12170,,Nuo Complex
XNR_RS12170,,SAL-2242 Related
XNR_RS12175,,Fatty Acid Metabolism
XNR_RS12175,,Unknown-4
XNR_RS12175,,Unknown-9
XNR_RS12175,,SAL-2242 Related
XNR_RS12345,,Fatty Acid Metabolism
XNR_RS12345,,Unknown-12
XNR_RS12350,,Fatty Acid Metabolism
XNR_RS12350,,Unknown-12
XNR_RS12875,,Fatty Acid Metabolism
XNR_RS12875,,Unknown-12
XNR_RS14190,,Fatty Acid Metabolism
XNR_RS14190,,Unknown-2
XNR_RS14190,,Unknown-3
XNR_RS14395,,Fatty Acid Metabolism
XNR_RS15290,,Fatty Acid Metabolism
XNR_RS15290,,"Del14, Unknown-5"
XNR_RS15475,,Fatty Acid Metabolism
XNR_RS15475,,Unknown-16
XNR_RS15670,,Fatty Acid Metabolism
XNR_RS15675,,Fatty Acid Metabolism
XNR_RS15675,,Unknown-9
XNR_RS15675,,Unknown-11
XNR_RS15680,,Fatty Acid Metabolism
XNR_RS15680,,Unknown-11
XNR_RS15680,,Nuo Complex
XNR_RS15770,,Fatty Acid Metabolism
XNR_RS15770,,Membrane Transport Cluster
XNR_RS15770,,Unknown-16
XNR_RS17745,,Fatty Acid Metabolism
XNR_RS17750,,Fatty Acid Metabolism
XNR_RS17755,,Fatty Acid Metabolism
XNR_RS17755,,Unknown-17
XNR_RS17760,,Fatty Acid Metabolism
XNR_RS18685,,Fatty Acid Metabolism
XNR_RS18685,,Transcription
XNR_RS18685,,BGC-13 Related
XNR_RS18685,,Unknown-12
XNR_RS18685,,Unknown-15
XNR_RS18910,,Fatty Acid Metabolism
XNR_RS18915,,Fatty Acid Metabolism
XNR_RS19905,,Fatty Acid Metabolism
XNR_RS19905,,BGC-General
XNR_RS30880,,Fatty Acid Metabolism
XNR_RS30880,,Nybomycin batch effect?
XNR_RS30880,,Nuo Complex
XNR_RS19915,,Fatty Acid Metabolism
XNR_RS19915,,Unknown-17
XNR_RS19920,,Fatty Acid Metabolism
XNR_RS20460,,Fatty Acid Metabolism
XNR_RS20460,,Unknown-12
XNR_RS20460,,Nuo Complex
XNR_RS20460,,Unknown-16
XNR_RS20835,,Fatty Acid Metabolism
XNR_RS20840,,Fatty Acid Metabolism
XNR_RS20840,,"Del14, Unknown-5"
XNR_RS20845,,Fatty Acid Metabolism
XNR_RS20845,,"Del14, Unknown-5"
XNR_RS20845,,Unknown-9
XNR_RS20855,,Fatty Acid Metabolism
XNR_RS20860,,Fatty Acid Metabolism
XNR_RS21675,,Fatty Acid Metabolism
XNR_RS22035,,Fatty Acid Metabolism
XNR_RS22035,,Sugar Transport
XNR_RS22305,,Fatty Acid Metabolism
XNR_RS22305,,Nuo Complex
XNR_RS23270,,Fatty Acid Metabolism
XNR_RS23270,,Nuo Complex
XNR_RS23380,,Fatty Acid Metabolism
XNR_RS23520,,Fatty Acid Metabolism
XNR_RS23670,,Fatty Acid Metabolism
XNR_RS23670,,Unknown-12
XNR_RS23670,,Unknown-16
XNR_RS23675,,Fatty Acid Metabolism
XNR_RS23675,,Unknown-12
XNR_RS23675,,Unknown-17
XNR_RS24105,,Fatty Acid Metabolism
XNR_RS24425,,Fatty Acid Metabolism
XNR_RS24425,,Unknown-9
XNR_RS24820,,Fatty Acid Metabolism
XNR_RS24820,,Unknown-14
XNR_RS25225,,Fatty Acid Metabolism
XNR_RS25225,,Membrane Transport Cluster
XNR_RS25225,,Unknown-11
XNR_RS25225,,Unknown-12
XNR_RS25375,,Fatty Acid Metabolism
XNR_RS25400,,Fatty Acid Metabolism
XNR_RS25400,,Transcription
XNR_RS25400,,Unknown-11
XNR_RS25400,,Unknown-16
XNR_RS25425,,Fatty Acid Metabolism
XNR_RS25425,,Nuo Complex
XNR_RS25430,,Fatty Acid Metabolism
XNR_RS25430,,Nuo Complex
XNR_RS25440,,Fatty Acid Metabolism
XNR_RS25440,,Nybomycin batch effect?
XNR_RS25440,,Unknown-9
XNR_RS25440,,Nuo Complex
XNR_RS25445,,Fatty Acid Metabolism
XNR_RS25565,,Fatty Acid Metabolism
XNR_RS26775,,Fatty Acid Metabolism
XNR_RS26775,,Unknown-14
XNR_RS26775,,Nuo Complex
XNR_RS27235,,Fatty Acid Metabolism
XNR_RS27240,,Fatty Acid Metabolism
XNR_RS27375,,Fatty Acid Metabolism
XNR_RS27375,,Nybomycin batch effect?
XNR_RS27375,,Unknown-17
XNR_RS27500,,Fatty Acid Metabolism
XNR_RS27500,,Unknown-12
XNR_RS27765,,Fatty Acid Metabolism
XNR_RS00250,,Nucleoside metabolism
XNR_RS00250,,Membrane Transport Cluster
XNR_RS00250,,"Del14, Unknown-5"
XNR_RS00250,,Unknown-13
XNR_RS00250,,Galactose Metabolism
XNR_RS00915,,Nucleoside metabolism
XNR_RS00915,,"Del14, Unknown-5"
XNR_RS00915,,Unknown-13
XNR_RS00915,,Galactose Metabolism
XNR_RS02780,,Nucleoside metabolism
XNR_RS03110,,Nucleoside metabolism
XNR_RS03115,,Nucleoside metabolism
XNR_RS03120,,Nucleoside metabolism
XNR_RS03120,,Unknown-9
XNR_RS03125,,Nucleoside metabolism
XNR_RS03125,,"Unknown-7, DNA Replication?"
XNR_RS03130,,Nucleoside metabolism
XNR_RS03225,,Nucleoside metabolism
XNR_RS03225,,Unknown-14
XNR_RS03230,,Nucleoside metabolism
XNR_RS03230,,Transcription
XNR_RS03230,,Unknown-14
XNR_RS03230,,Unknown-16
XNR_RS03235,,Nucleoside metabolism
XNR_RS03235,,"Del14, Unknown-5"
XNR_RS03235,,Unknown-14
XNR_RS03240,,Nucleoside metabolism
XNR_RS03240,,"Del14, Unknown-5"
XNR_RS03240,,BGC-General
XNR_RS03240,,Unknown-14
XNR_RS03245,,Nucleoside metabolism
XNR_RS03245,,"Del14, Unknown-5"
XNR_RS03245,,BGC-General
XNR_RS03245,,Unknown-14
XNR_RS04395,,Nucleoside metabolism
XNR_RS04395,,Unknown-11
XNR_RS04395,,Unknown-14
XNR_RS04400,,Nucleoside metabolism
XNR_RS04400,,Transketolase activity
XNR_RS04400,,Nybomycin batch effect?
XNR_RS04400,,Unknown-3
XNR_RS04400,,Unknown-11
XNR_RS04400,,Unknown-14
XNR_RS04400,,Nuo Complex
XNR_RS04405,,Nucleoside metabolism
XNR_RS04405,,Unknown-11
XNR_RS04405,,Unknown-12
XNR_RS04405,,Unknown-15
XNR_RS04405,,Nuo Complex
XNR_RS19765,,Nucleoside metabolism
XNR_RS19765,,Unknown-12
XNR_RS19840,,Nucleoside metabolism
XNR_RS19840,,Unknown-12
XNR_RS19845,,Nucleoside metabolism
XNR_RS19845,,Unknown-12
XNR_RS19850,,Nucleoside metabolism
XNR_RS19850,,Unknown-12
XNR_RS19850,,Nuo Complex
XNR_RS20945,,Nucleoside metabolism
XNR_RS20945,,Unknown-14
XNR_RS20950,,Nucleoside metabolism
XNR_RS20950,,Nybomycin batch effect?
XNR_RS20950,,Unknown-11
XNR_RS28480,,Nucleoside metabolism
XNR_RS28480,,"Del14, Unknown-5"
XNR_RS28480,,Unknown-14
XNR_RS28485,,Nucleoside metabolism
XNR_RS28485,,"Del14, Unknown-5"
XNR_RS28485,,BGC-General
XNR_RS28485,,Unknown-14
XNR_RS01530,,Cytochrome c
XNR_RS01530,,Histidine
XNR_RS01530,,BGC-13 Related
XNR_RS01530,,Unknown-11
XNR_RS01530,,Nuo Complex
XNR_RS01530,,Unknown-16
XNR_RS04155,,Cytochrome c
XNR_RS04155,,Unknown-9
XNR_RS04160,,Cytochrome c
XNR_RS04165,,Cytochrome c
XNR_RS04175,,Cytochrome c
XNR_RS04175,,SGR PTM-related
XNR_RS04175,,Unknown-13
XNR_RS04175,,Nuo Complex
XNR_RS04180,,Cytochrome c
XNR_RS04180,,Unknown-9
XNR_RS04185,,Cytochrome c
XNR_RS04185,,Nybomycin batch effect?
XNR_RS04185,,Unknown-15
XNR_RS08735,,Cytochrome c
XNR_RS14555,,Cytochrome c
XNR_RS14555,,Unknown-12
XNR_RS14555,,Nuo Complex
XNR_RS14555,,Unknown-16
XNR_RS14560,,Cytochrome c
XNR_RS14560,,SGR PTM-related
XNR_RS14560,,Unknown-12
XNR_RS14560,,Nuo Complex
XNR_RS14560,,Unknown-16
XNR_RS14565,,Cytochrome c
XNR_RS14565,,SGR PTM-related
XNR_RS14565,,Unknown-12
XNR_RS14565,,Nuo Complex
XNR_RS14565,,Unknown-16
XNR_RS14575,,Cytochrome c
XNR_RS14575,,SGR PTM-related
XNR_RS14575,,Unknown-14
XNR_RS22755,,Cytochrome c
XNR_RS22755,,Unknown-17
XNR_RS22760,,Cytochrome c
XNR_RS22760,,Transcription
XNR_RS22760,,Unknown-2
XNR_RS22760,,Unknown-13
XNR_RS01200,,Transketolase activity
XNR_RS01205,,Transketolase activity
XNR_RS06350,,Transketolase activity
XNR_RS06350,,Unknown-14
XNR_RS08255,,Transketolase activity
XNR_RS10655,,Transketolase activity
XNR_RS10655,,Unknown-16
XNR_RS11985,,Transketolase activity
XNR_RS13135,,Transketolase activity
XNR_RS13150,,Transketolase activity
XNR_RS13150,,Unknown-17
XNR_RS15280,,Transketolase activity
XNR_RS20110,,Transketolase activity
XNR_RS22545,,Transketolase activity
XNR_RS22545,,Nybomycin batch effect?
XNR_RS22545,,Unknown-17
XNR_RS24845,,Transketolase activity
XNR_RS24845,,Unknown-9
XNR_RS24845,,SGR PTM-related
XNR_RS24845,,Unknown-15
XNR_RS24850,,Transketolase activity
XNR_RS24850,,Unknown-2
XNR_RS24855,,Transketolase activity
XNR_RS24855,,Unknown-2
XNR_RS24855,,Galactose Metabolism
XNR_RS24860,,Transketolase activity
XNR_RS24865,,Transketolase activity
XNR_RS24865,,Unknown-9
XNR_RS12990,,Cyclofaulknamycin
XNR_RS18200,,Cyclofaulknamycin
XNR_RS18205,,Cyclofaulknamycin
XNR_RS18710,,Cyclofaulknamycin
XNR_RS20360,,Cyclofaulknamycin
XNR_RS22395,,Cyclofaulknamycin
XNR_RS22395,,Unknown-17
XNR_RS22400,,Cyclofaulknamycin
XNR_RS22400,,Unknown-16
XNR_RS22400,,SAL-2242 Related
XNR_RS22505,,Cyclofaulknamycin
XNR_RS24825,,Cyclofaulknamycin
XNR_RS24825,,Nybomycin batch effect?
XNR_RS00510,,Urea Transport and Metabolism
XNR_RS02415,,Urea Transport and Metabolism
XNR_RS02415,,Unknown-9
XNR_RS02415,,Unknown-17
XNR_RS04765,,Urea Transport and Metabolism
XNR_RS04770,,Urea Transport and Metabolism
XNR_RS04770,,Nybomycin batch effect?
XNR_RS04770,,Nuo Complex
XNR_RS04775,,Urea Transport and Metabolism
XNR_RS04775,,Unknown-17
XNR_RS04780,,Urea Transport and Metabolism
XNR_RS31525,,Urea Transport and Metabolism
XNR_RS31525,,Surugamide-Related
XNR_RS31525,,Unknown-16
XNR_RS05075,,Urea Transport and Metabolism
XNR_RS06065,,Urea Transport and Metabolism
XNR_RS06065,,Nuo Complex
XNR_RS06070,,Urea Transport and Metabolism
XNR_RS06075,,Urea Transport and Metabolism
XNR_RS06075,,Unknown-16
XNR_RS31595,,Urea Transport and Metabolism
XNR_RS31595,,Unknown-2
XNR_RS23065,,Urea Transport and Metabolism
XNR_RS23065,,Unknown-16
XNR_RS23195,,Urea Transport and Metabolism
XNR_RS23195,,BGC-General
XNR_RS25860,,Urea Transport and Metabolism
XNR_RS25860,,SGR PTM-related
XNR_RS25860,,Nuo Complex
XNR_RS27620,,Urea Transport and Metabolism
XNR_RS27620,,Nybomycin batch effect?
XNR_RS27625,,Urea Transport and Metabolism
XNR_RS27625,,Nybomycin batch effect?
XNR_RS27630,,Urea Transport and Metabolism
XNR_RS27635,,Urea Transport and Metabolism
XNR_RS27635,,Unknown-13
XNR_RS27640,,Urea Transport and Metabolism
XNR_RS27645,,Urea Transport and Metabolism
XNR_RS27645,,Unknown-9
XNR_RS04565,,Membrane Transport Cluster
XNR_RS04570,,Membrane Transport Cluster
XNR_RS04575,,Membrane Transport Cluster
XNR_RS04580,,Membrane Transport Cluster
XNR_RS04580,,Unknown-17
XNR_RS04585,,Membrane Transport Cluster
XNR_RS04585,,Unknown-17
XNR_RS04590,,Membrane Transport Cluster
XNR_RS04590,,Unknown-16
XNR_RS04595,,Membrane Transport Cluster
XNR_RS04600,,Membrane Transport Cluster
XNR_RS04600,,Unknown-17
XNR_RS04605,,Membrane Transport Cluster
XNR_RS04605,,Unknown-15
XNR_RS04610,,Membrane Transport Cluster
XNR_RS04615,,Membrane Transport Cluster
XNR_RS04620,,Membrane Transport Cluster
XNR_RS04625,,Membrane Transport Cluster
XNR_RS04630,,Membrane Transport Cluster
XNR_RS04635,,Membrane Transport Cluster
XNR_RS04635,,Unknown-9
XNR_RS04635,,Unknown-12
XNR_RS04640,,Membrane Transport Cluster
XNR_RS04645,,Membrane Transport Cluster
XNR_RS04650,,Membrane Transport Cluster
XNR_RS30570,,Nybomycin batch effect?
XNR_RS30570,,Unknown-9
XNR_RS30570,,Unknown-12
XNR_RS00280,,Nybomycin batch effect?
XNR_RS00515,,Nybomycin batch effect?
XNR_RS00515,,Unknown-16
XNR_RS00880,,Nybomycin batch effect?
XNR_RS01505,,Nybomycin batch effect?
XNR_RS01535,,Nybomycin batch effect?
XNR_RS01540,,Nybomycin batch effect?
XNR_RS01540,,Unknown-10
XNR_RS01540,,Unknown-11
XNR_RS01550,,Nybomycin batch effect?
XNR_RS01550,,Unknown-9
XNR_RS01550,,SGR PTM-related
XNR_RS01550,,Nuo Complex
XNR_RS01595,,Nybomycin batch effect?
XNR_RS01595,,Unknown-6
XNR_RS01595,,Gas Vesicle Formation
XNR_RS01595,,Unknown-15
XNR_RS01595,,Unknown-17
XNR_RS01680,,Nybomycin batch effect?
XNR_RS01680,,Unknown-9
XNR_RS01680,,Unknown-15
XNR_RS01845,,Nybomycin batch effect?
XNR_RS02000,,Nybomycin batch effect?
XNR_RS02125,,Nybomycin batch effect?
XNR_RS02460,,Nybomycin batch effect?
XNR_RS02460,,BGC-General
XNR_RS02460,,SGR PTM-related
XNR_RS02740,,Nybomycin batch effect?
XNR_RS02790,,Nybomycin batch effect?
XNR_RS03015,,Nybomycin batch effect?
XNR_RS03330,,Nybomycin batch effect?
XNR_RS03365,,Nybomycin batch effect?
XNR_RS03365,,Unknown-3
XNR_RS03365,,Unknown-12
XNR_RS03365,,SAL-2242 Related
XNR_RS03505,,Nybomycin batch effect?
XNR_RS03505,,Sulfur Metabolism
XNR_RS03590,,Nybomycin batch effect?
XNR_RS03620,,Nybomycin batch effect?
XNR_RS03660,,Nybomycin batch effect?
XNR_RS03740,,Nybomycin batch effect?
XNR_RS03740,,Unknown-17
XNR_RS03940,,Nybomycin batch effect?
XNR_RS03940,,Unknown-16
XNR_RS04045,,Nybomycin batch effect?
XNR_RS04090,,Nybomycin batch effect?
XNR_RS04090,,Unknown-17
XNR_RS04360,,Nybomycin batch effect?
XNR_RS04360,,Transcription
XNR_RS04360,,Unknown-6
XNR_RS04360,,Unknown-11
XNR_RS04360,,Unknown-12
XNR_RS04360,,Nuo Complex
XNR_RS04540,,Nybomycin batch effect?
XNR_RS04660,,Nybomycin batch effect?
XNR_RS04660,,BGC-General
XNR_RS04670,,Nybomycin batch effect?
XNR_RS04980,,Nybomycin batch effect?
XNR_RS04995,,Nybomycin batch effect?
XNR_RS04995,,Unknown-9
XNR_RS05030,,Nybomycin batch effect?
XNR_RS05080,,Nybomycin batch effect?
XNR_RS05080,,BGC-General
XNR_RS05080,,Unknown-12
XNR_RS05205,,Nybomycin batch effect?
XNR_RS05220,,Nybomycin batch effect?
XNR_RS05350,,Nybomycin batch effect?
XNR_RS05350,,Surugamide-Related
XNR_RS05380,,Nybomycin batch effect?
XNR_RS05435,,Nybomycin batch effect?
XNR_RS05435,,Unknown-15
XNR_RS05450,,Nybomycin batch effect?
XNR_RS05495,,Nybomycin batch effect?
XNR_RS05615,,Nybomycin batch effect?
XNR_RS05890,,Nybomycin batch effect?
XNR_RS05890,,Unknown-9
XNR_RS05890,,Unknown-12
XNR_RS05965,,Nybomycin batch effect?
XNR_RS05990,,Nybomycin batch effect?
XNR_RS05995,,Nybomycin batch effect?
XNR_RS31100,,Nybomycin batch effect?
XNR_RS31100,,BGC-General
XNR_RS06165,,Nybomycin batch effect?
XNR_RS06165,,Transcription
XNR_RS06210,,Nybomycin batch effect?
XNR_RS06210,,Unknown-9
