{'locus_tag': 'XNR_RS24540', 'region': 18}
{'locus_tag': 'XNR_RS00020', 'region': 1}
{'locus_tag': 'XNR_RS00025', 'region': 1}
{'locus_tag': 'XNR_RS00030', 'region': 1}
{'locus_tag': 'XNR_RS00035', 'region': 1}
{'locus_tag': 'XNR_RS00040', 'region': 1}
{'locus_tag': 'XNR_RS00045', 'region': 1}
{'locus_tag': 'XNR_RS00050', 'region': 1}
{'locus_tag': 'XNR_RS00055', 'region': 1}
{'locus_tag': 'XNR_RS00060', 'region': 1}
{'locus_tag': 'XNR_RS00065', 'region': 1}
{'locus_tag': 'XNR_RS00070', 'region': 1}
{'locus_tag': 'XNR_RS00075', 'region': 1}
{'locus_tag': 'XNR_RS00080', 'region': 1}
{'locus_tag': 'XNR_RS00085', 'region': 1}
{'locus_tag': 'XNR_RS00090', 'region': 1}
{'locus_tag': 'XNR_RS31480', 'region': 1}
{'locus_tag': 'XNR_RS00100', 'region': 1}
{'locus_tag': 'XNR_RS31485', 'region': 1}
{'locus_tag': 'XNR_RS00110', 'region': 1}
{'locus_tag': 'XNR_RS31490', 'region': 1}
{'locus_tag': 'XNR_RS00115', 'region': 1}
{'locus_tag': 'XNR_RS00120', 'region': 1}
{'locus_tag': 'XNR_RS00125', 'region': 1}
{'locus_tag': 'XNR_RS00130', 'region': 1}
{'locus_tag': 'XNR_RS00135', 'region': 1}
{'locus_tag': 'XNR_RS00140', 'region': 1}
{'locus_tag': 'XNR_RS00145', 'region': 1}
{'locus_tag': 'XNR_RS00150', 'region': 1}
{'locus_tag': 'XNR_RS00155', 'region': 1}
{'locus_tag': 'XNR_RS00160', 'region': 1}
{'locus_tag': 'XNR_RS30400', 'region': 1}
{'locus_tag': 'XNR_RS00165', 'region': 1}
{'locus_tag': 'XNR_RS00170', 'region': 1}
{'locus_tag': 'XNR_RS00175', 'region': 1}
{'locus_tag': 'XNR_RS00180', 'region': 1}
{'locus_tag': 'XNR_RS31495', 'region': 1}
{'locus_tag': 'XNR_RS00185', 'region': 1}
{'locus_tag': 'XNR_RS00190', 'region': 1}
{'locus_tag': 'XNR_RS00195', 'region': 1}
{'locus_tag': 'XNR_RS00200', 'region': 1}
{'locus_tag': 'XNR_RS00205', 'region': 1}
{'locus_tag': 'XNR_RS00210', 'region': 1}
{'locus_tag': 'XNR_RS20650', 'region': 17}
{'locus_tag': 'XNR_RS20655', 'region': 17}
{'locus_tag': 'XNR_RS20660', 'region': 17}
{'locus_tag': 'XNR_RS20665', 'region': 17}
{'locus_tag': 'XNR_RS20670', 'region': 17}
{'locus_tag': 'XNR_RS30890', 'region': 17}
{'locus_tag': 'XNR_RS20675', 'region': 17}
{'locus_tag': 'XNR_RS20685', 'region': 17}
{'locus_tag': 'XNR_RS20690', 'region': 17}
{'locus_tag': 'XNR_RS20695', 'region': 17}
{'locus_tag': 'XNR_RS20700', 'region': 17}
{'locus_tag': 'XNR_RS20705', 'region': 17}
{'locus_tag': 'XNR_RS20710', 'region': 17}
{'locus_tag': 'XNR_RS20715', 'region': 17}
{'locus_tag': 'XNR_RS20720', 'region': 17}
{'locus_tag': 'XNR_RS20725', 'region': 17}
{'locus_tag': 'XNR_RS20730', 'region': 17}
{'locus_tag': 'XNR_RS20735', 'region': 17}
{'locus_tag': 'XNR_RS20740', 'region': 17}
{'locus_tag': 'XNR_RS20745', 'region': 17}
{'locus_tag': 'XNR_RS20750', 'region': 17}
{'locus_tag': 'XNR_RS20755', 'region': 17}
{'locus_tag': 'XNR_RS20760', 'region': 17}
{'locus_tag': 'XNR_RS20765', 'region': 17}
{'locus_tag': 'XNR_RS20770', 'region': 17}
{'locus_tag': 'XNR_RS20775', 'region': 17}
{'locus_tag': 'XNR_RS20780', 'region': 17}
{'locus_tag': 'XNR_RS20785', 'region': 17}
{'locus_tag': 'XNR_RS20790', 'region': 17}
{'locus_tag': 'XNR_RS20795', 'region': 17}
{'locus_tag': 'XNR_RS20800', 'region': 17}
{'locus_tag': 'XNR_RS01255', 'region': 3}
{'locus_tag': 'XNR_RS01260', 'region': 3}
{'locus_tag': 'XNR_RS31020', 'region': 3}
{'locus_tag': 'XNR_RS01270', 'region': 3}
{'locus_tag': 'XNR_RS01275', 'region': 3}
{'locus_tag': 'XNR_RS01280', 'region': 3}
{'locus_tag': 'XNR_RS29515', 'region': 3}
{'locus_tag': 'XNR_RS01290', 'region': 3}
{'locus_tag': 'XNR_RS01295', 'region': 3}
{'locus_tag': 'XNR_RS01300', 'region': 3}
{'locus_tag': 'XNR_RS01305', 'region': 3}
{'locus_tag': 'XNR_RS01310', 'region': 3}
{'locus_tag': 'XNR_RS01315', 'region': 3}
{'locus_tag': 'XNR_RS01320', 'region': 3}
{'locus_tag': 'XNR_RS01325', 'region': 3}
{'locus_tag': 'XNR_RS01330', 'region': 3}
{'locus_tag': 'XNR_RS01335', 'region': 3}
{'locus_tag': 'XNR_RS01340', 'region': 3}
{'locus_tag': 'XNR_RS01345', 'region': 3}
{'locus_tag': 'XNR_RS01350', 'region': 3}
{'locus_tag': 'XNR_RS01355', 'region': 3}
{'locus_tag': 'XNR_RS01360', 'region': 3}
{'locus_tag': 'XNR_RS01365', 'region': 3}
{'locus_tag': 'XNR_RS01370', 'region': 3}
{'locus_tag': 'XNR_RS01375', 'region': 3}
{'locus_tag': 'XNR_RS00920', 'region': 2}
{'locus_tag': 'XNR_RS00925', 'region': 2}
{'locus_tag': 'XNR_RS00930', 'region': 2}
{'locus_tag': 'XNR_RS00935', 'region': 2}
{'locus_tag': 'XNR_RS00940', 'region': 2}
{'locus_tag': 'XNR_RS31500', 'region': 2}
{'locus_tag': 'XNR_RS00950', 'region': 2}
{'locus_tag': 'XNR_RS00955', 'region': 2}
{'locus_tag': 'XNR_RS00960', 'region': 2}
{'locus_tag': 'XNR_RS00965', 'region': 2}
{'locus_tag': 'XNR_RS00970', 'region': 2}
{'locus_tag': 'XNR_RS00975', 'region': 2}
{'locus_tag': 'XNR_RS00980', 'region': 2}
{'locus_tag': 'XNR_RS00985', 'region': 2}
{'locus_tag': 'XNR_RS00990', 'region': 2}
{'locus_tag': 'XNR_RS00995', 'region': 2}
{'locus_tag': 'XNR_RS01000', 'region': 2}
{'locus_tag': 'XNR_RS01005', 'region': 2}
{'locus_tag': 'XNR_RS01010', 'region': 2}
{'locus_tag': 'XNR_RS01015', 'region': 2}
{'locus_tag': 'XNR_RS01020', 'region': 2}
{'locus_tag': 'XNR_RS01025', 'region': 2}
{'locus_tag': 'XNR_RS01035', 'region': 2}
{'locus_tag': 'XNR_RS01040', 'region': 2}
{'locus_tag': 'XNR_RS01045', 'region': 2}
{'locus_tag': 'XNR_RS01050', 'region': 2}
{'locus_tag': 'XNR_RS01055', 'region': 2}
{'locus_tag': 'XNR_RS01060', 'region': 2}
{'locus_tag': 'XNR_RS01065', 'region': 2}
{'locus_tag': 'XNR_RS19470', 'region': 16}
{'locus_tag': 'XNR_RS19475', 'region': 16}
{'locus_tag': 'XNR_RS19480', 'region': 16}
{'locus_tag': 'XNR_RS19485', 'region': 16}
{'locus_tag': 'XNR_RS19490', 'region': 16}
{'locus_tag': 'XNR_RS19495', 'region': 16}
{'locus_tag': 'XNR_RS19500', 'region': 16}
{'locus_tag': 'XNR_RS19505', 'region': 16}
{'locus_tag': 'XNR_RS19510', 'region': 16}
{'locus_tag': 'XNR_RS19515', 'region': 16}
{'locus_tag': 'XNR_RS19520', 'region': 16}
{'locus_tag': 'XNR_RS19525', 'region': 16}
{'locus_tag': 'XNR_RS19530', 'region': 16}
{'locus_tag': 'XNR_RS19535', 'region': 16}
{'locus_tag': 'XNR_RS19540', 'region': 16}
{'locus_tag': 'XNR_RS19545', 'region': 16}
{'locus_tag': 'XNR_RS19550', 'region': 16}
{'locus_tag': 'XNR_RS19555', 'region': 16}
{'locus_tag': 'XNR_RS19560', 'region': 16}
{'locus_tag': 'XNR_RS19565', 'region': 16}
{'locus_tag': 'XNR_RS19570', 'region': 16}
{'locus_tag': 'XNR_RS19575', 'region': 16}
{'locus_tag': 'XNR_RS19580', 'region': 16}
{'locus_tag': 'XNR_RS19585', 'region': 16}
{'locus_tag': 'XNR_RS19590', 'region': 16}
{'locus_tag': 'XNR_RS19595', 'region': 16}
{'locus_tag': 'XNR_RS19600', 'region': 16}
{'locus_tag': 'XNR_RS19605', 'region': 16}
{'locus_tag': 'XNR_RS19610', 'region': 16}
{'locus_tag': 'XNR_RS19615', 'region': 16}
{'locus_tag': 'XNR_RS19620', 'region': 16}
{'locus_tag': 'XNR_RS19625', 'region': 16}
{'locus_tag': 'XNR_RS19630', 'region': 16}
{'locus_tag': 'XNR_RS19635', 'region': 16}
{'locus_tag': 'XNR_RS31605', 'region': 16}
{'locus_tag': 'XNR_RS19645', 'region': 16}
{'locus_tag': 'XNR_RS19650', 'region': 16}
{'locus_tag': 'XNR_RS19655', 'region': 16}
