,imodulon,GOs,pvalue,qvalue,precision,recall,f1score,TP,target_set_size,imodulon_size,source,kegg_id,pathway_name,module_name
173,71,peptide metabolic process,1.2651451853674435e-37,1.1060288485923842e-35,0.2545454545454545,0.5833333333333334,0.3544303797468354,28.0,48.0,110.0,GO,,,
174,71,cellular_component,2.7396851045823457e-37,2.306408978783582e-35,0.5636363636363636,0.11764705882352941,0.19466248037676606,62.0,527.0,110.0,GO,,,
175,71,growth,1.6307347288410545e-35,1.3238071566627562e-33,0.42727272727272725,0.17870722433460076,0.2520107238605898,47.0,263.0,110.0,GO,,,
176,71,amide biosynthetic process,2.6275079441347193e-35,2.059422605868351e-33,0.2545454545454545,0.509090909090909,0.3393939393939393,28.0,55.0,110.0,GO,,,
177,71,biological_process,3.949702427561264e-34,2.992557872615584e-32,0.5454545454545454,0.11009174311926606,0.183206106870229,60.0,545.0,110.0,GO,,,
178,71,macromolecule biosynthetic process,6.562613331450315e-34,4.584141485317428e-32,0.2636363636363636,0.43283582089552236,0.327683615819209,29.0,67.0,110.0,GO,,,
179,71,obsolete cellular macromolecule biosynthetic process,6.562613331450315e-34,4.584141485317428e-32,0.2636363636363636,0.43283582089552236,0.327683615819209,29.0,67.0,110.0,GO,,,
180,71,amide metabolic process,6.655374791705901e-34,4.584141485317428e-32,0.2545454545454545,0.4666666666666667,0.32941176470588235,28.0,60.0,110.0,GO,,,
181,71,gene expression,3.4813067881093365e-33,2.3273559792272124e-31,0.2727272727272727,0.38461538461538464,0.3191489361702128,30.0,78.0,110.0,GO,,,
182,71,RNA binding,7.269473271897954e-32,4.721003642006872e-30,0.19090909090909092,0.75,0.30434782608695654,21.0,28.0,110.0,GO,,,
183,71,protein metabolic process,7.061984803133253e-29,4.458858738200524e-27,0.2545454545454545,0.3333333333333333,0.28865979381443296,28.0,159.0,110.0,GO,,,
184,71,small ribosomal subunit,1.9083915223668894e-28,1.1723713325243081e-26,0.15454545454545454,0.8947368421052632,0.26356589147286824,17.0,19.0,110.0,GO,,,
185,71,cell periphery,4.10142261969562e-28,2.4532983196231958e-26,0.42727272727272725,0.1246684350132626,0.19301848049281312,47.0,377.0,110.0,GO,,,
186,71,cellular nitrogen compound biosynthetic process,5.279988419941258e-28,3.077285558596533e-26,0.2818181818181818,0.256198347107438,0.2683982683982684,31.0,121.0,110.0,GO,,,
187,71,molecular_function,7.637379862117983e-28,4.339941106648544e-26,0.44545454545454544,0.11529411764705882,0.18317757009345792,49.0,425.0,110.0,GO,,,
188,71,membrane,4.7319247080142476e-27,2.623332893003996e-25,0.4,0.13095238095238096,0.1973094170403588,44.0,369.0,110.0,GO,,,
189,71,plasma membrane,2.1187365476260652e-26,1.1466400411319157e-24,0.39090909090909093,0.13109756097560976,0.19634703196347036,43.0,359.0,110.0,GO,,,
190,71,obsolete cellular macromolecule metabolic process,2.7410152027817415e-24,1.4489133850983484e-22,0.2636363636363636,0.2230769230769231,0.24166666666666667,29.0,130.0,110.0,GO,,,
191,71,nucleic acid binding,5.019749491843084e-24,2.5931569533998478e-22,0.19090909090909092,0.4117647058823529,0.2608695652173913,21.0,51.0,110.0,GO,,,
192,71,organonitrogen compound biosynthetic process,2.2932077394767976e-23,1.1583247092957247e-21,0.2727272727272727,0.19607843137254902,0.22813688212927757,30.0,153.0,110.0,GO,,,
193,71,macromolecule metabolic process,5.119770055002534e-23,2.5298342032653826e-21,0.2727272727272727,0.1910828025477707,0.2247191011235955,30.0,157.0,110.0,GO,,,
194,71,cellular nitrogen compound metabolic process,4.595599463284186e-22,2.2225101234138203e-20,0.2909090909090909,0.16,0.20645161290322578,32.0,200.0,110.0,GO,,,
195,71,organic substance biosynthetic process,1.1419471980928231e-20,5.407595794302057e-19,0.2818181818181818,0.15196078431372548,0.19745222929936304,31.0,204.0,110.0,GO,,,
196,71,cytosolic small ribosomal subunit,1.2611945030490058e-20,5.850398174347735e-19,0.10909090909090909,0.9230769230769231,0.1951219512195122,12.0,13.0,110.0,GO,,,
197,71,cellular biosynthetic process,2.780315301964533e-20,1.2639313362730767e-18,0.2818181818181818,0.14761904761904762,0.19375,31.0,210.0,110.0,GO,,,
198,71,biosynthetic process,3.71545488178617e-20,1.6559272443725419e-18,0.2818181818181818,0.14622641509433962,0.19254658385093168,31.0,212.0,110.0,GO,,,
199,71,organonitrogen compound metabolic process,1.0689555827878093e-19,4.672569307070558e-18,0.2727272727272727,0.1485148514851485,0.1923076923076923,30.0,202.0,110.0,GO,,,
200,71,nitrogen compound metabolic process,3.0613037733152714e-18,1.3128949956123796e-16,0.2909090909090909,0.12075471698113208,0.1706666666666667,32.0,265.0,110.0,GO,,,
201,71,organic cyclic compound binding,2.2278450048168556e-17,9.207075810815843e-16,0.19090909090909092,0.21649484536082475,0.2028985507246377,21.0,97.0,110.0,GO,,,
202,71,heterocyclic compound binding,2.2278450048168556e-17,9.207075810815843e-16,0.19090909090909092,0.21649484536082475,0.2028985507246377,21.0,97.0,110.0,GO,,,
203,71,primary metabolic process,3.784279552504601e-17,1.5360120397933854e-15,0.2909090909090909,0.1111111111111111,0.16080402010050251,32.0,288.0,110.0,GO,,,
204,71,cell wall,5.896305389011156e-17,2.310741749865924e-15,0.23636363636363636,0.14689265536723164,0.18118466898954705,26.0,177.0,110.0,GO,,,
205,71,external encapsulating structure,5.896305389011156e-17,2.310741749865924e-15,0.23636363636363636,0.14689265536723164,0.18118466898954705,26.0,177.0,110.0,GO,,,
206,71,rRNA binding,1.9992532533696638e-16,7.702207872727535e-15,0.08181818181818182,1.0,0.15126050420168066,9.0,9.0,110.0,GO,,,
207,71,organic substance metabolic process,1.1291231041912138e-15,4.2774946930443814e-14,0.2909090909090909,0.09907120743034056,0.14780600461893764,32.0,323.0,110.0,GO,,,
208,71,cellular process,2.2080062391627327e-15,8.227538002650641e-14,0.3090909090909091,0.08994708994708994,0.13934426229508196,34.0,378.0,110.0,GO,,,
209,71,cellular metabolic process,3.883257704829878e-15,1.4236523811416631e-13,0.2909090909090909,0.09495548961424333,0.14317673378076062,32.0,337.0,110.0,GO,,,
210,71,metabolic process,6.101077231981856e-14,2.201229928300755e-12,0.2909090909090909,0.0862533692722372,0.13305613305613306,32.0,371.0,110.0,GO,,,
211,71,binding,9.35174183746991e-14,3.3213295619639224e-12,0.20909090909090908,0.12849162011173185,0.15916955017301038,23.0,179.0,110.0,GO,,,
212,71,protein-RNA complex organization,1.0209127936728446e-13,3.5700535077205784e-12,0.07272727272727272,0.8888888888888888,0.13445378151260504,8.0,9.0,110.0,GO,,,
213,71,ribonucleoprotein complex biogenesis,3.209528649620177e-12,1.0888445702368153e-10,0.09090909090909091,0.43478260869565216,0.15037593984962408,10.0,23.0,110.0,GO,,,
214,71,ribosome biogenesis,3.209528649620177e-12,1.0888445702368153e-10,0.09090909090909091,0.43478260869565216,0.15037593984962408,10.0,23.0,110.0,GO,,,
215,71,ribosome assembly,5.180171707322326e-12,1.7064536653251662e-10,0.06363636363636363,0.875,0.11864406779661017,7.0,8.0,110.0,GO,,,
216,71,protein-RNA complex assembly,5.180171707322326e-12,1.7064536653251662e-10,0.06363636363636363,0.875,0.11864406779661017,7.0,8.0,110.0,GO,,,
217,71,organelle assembly,7.533881684436433e-11,2.446359009817716e-09,0.06363636363636363,0.7,0.11666666666666667,7.0,10.0,110.0,GO,,,
218,71,protein-containing complex organization,1.3094095776953038e-10,4.191954887466797e-09,0.07272727272727272,0.5,0.12698412698412698,8.0,16.0,110.0,GO,,,
219,71,organelle organization,2.4351924953214724e-10,7.687767419257927e-09,0.07272727272727272,0.47058823529411764,0.12598425196850394,8.0,17.0,110.0,GO,,,
220,71,cellular component organization or biogenesis,1.864569649775681e-09,5.805707964301538e-08,0.1,0.21153846153846154,0.13580246913580246,11.0,52.0,110.0,GO,,,
221,71,protein-containing complex assembly,2.025627460058045e-09,6.221961103664778e-08,0.06363636363636363,0.5,0.11290322580645161,7.0,23.0,110.0,GO,,,
222,71,ribosomal large subunit biogenesis,2.08242478443795e-09,6.311135380036613e-08,0.045454545454545456,1.0,0.08695652173913045,5.0,5.0,110.0,GO,,,
223,71,cellular component biogenesis,3.06912000345487e-09,9.179091799806473e-08,0.09090909090909091,0.23809523809523808,0.13157894736842107,10.0,42.0,110.0,GO,,,
224,71,cellular component assembly,2.753108234188446e-08,8.127032488714724e-07,0.06363636363636363,0.3684210526315789,0.10852713178294571,7.0,19.0,110.0,GO,,,
225,71,cellular component organization,4.7909356427695446e-08,1.3961277841045097e-06,0.07272727272727272,0.26666666666666666,0.1142857142857143,8.0,30.0,110.0,GO,,,
226,71,ribosomal large subunit assembly,1.1555493001867893e-07,3.3247639991450276e-06,0.03636363636363636,1.0,0.07017543859649122,4.0,4.0,110.0,GO,,,
227,71,ribosomal small subunit biogenesis,5.694449509575287e-07,1.6179354669080785e-05,0.03636363636363636,0.8,0.06956521739130435,4.0,5.0,110.0,GO,,,
228,71,cytoplasmic translation,2.5066780193025775e-05,0.0006864673660090071,0.02727272727272727,0.75,0.052631578947368425,3.0,4.0,110.0,GO,,,
229,71,ribosomal small subunit assembly,2.5066780193025775e-05,0.0006864673660090071,0.02727272727272727,0.75,0.052631578947368425,3.0,4.0,110.0,GO,,,
230,71,"translation factor activity, RNA binding",2.5066780193025775e-05,0.0006864673660090071,0.02727272727272727,0.75,0.052631578947368425,3.0,4.0,110.0,GO,,,
231,71,mRNA binding,0.0001219418485581549,0.003299688354436739,0.02727272727272727,0.5,0.05172413793103448,3.0,6.0,110.0,GO,,,
232,71,small ribosomal subunit rRNA binding,0.00034614053305623255,0.008551928604748007,0.01818181818181818,1.0,0.03571428571428572,2.0,2.0,110.0,GO,,,
233,71,translation elongation factor activity,0.00034614053305623255,0.008551928604748007,0.01818181818181818,1.0,0.03571428571428572,2.0,2.0,110.0,GO,,,
234,71,5S rRNA binding,0.00034614053305623255,0.008551928604748007,0.01818181818181818,1.0,0.03571428571428572,2.0,2.0,110.0,GO,,,
235,71,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.00034614053305623255,0.008551928604748007,0.01818181818181818,1.0,0.03571428571428572,2.0,2.0,110.0,GO,,,
236,71,maturation of SSU-rRNA,0.00034614053305623255,0.008551928604748007,0.01818181818181818,1.0,0.03571428571428572,2.0,2.0,110.0,GO,,,
237,71,RNA polymerase complex,0.00034614053305623255,0.008551928604748007,0.01818181818181818,1.0,0.03571428571428572,2.0,2.0,110.0,GO,,,
238,71,DNA-directed RNA polymerase complex,0.00034614053305623255,0.008551928604748007,0.01818181818181818,1.0,0.03571428571428572,2.0,2.0,110.0,GO,,,
239,71,translational elongation,0.00034614053305623255,0.008551928604748007,0.01818181818181818,1.0,0.03571428571428572,2.0,2.0,110.0,GO,,,
240,71,ribosome binding,0.0010257148766809096,0.024802658666975612,0.01818181818181818,0.6666666666666666,0.035398230088495575,2.0,3.0,110.0,GO,,,
241,71,"transferase complex, transferring phosphorus-containing groups",0.0010257148766809096,0.024802658666975612,0.01818181818181818,0.6666666666666666,0.035398230088495575,2.0,3.0,110.0,GO,,,
242,71,ribonucleoprotein complex binding,0.0020263629731695847,0.048483400400152275,0.01818181818181818,0.5,0.03508771929824561,2.0,4.0,110.0,GO,,,
243,71,ncRNA processing,0.0021759486301960356,0.05152011704620405,0.03636363636363636,0.13333333333333333,0.05714285714285715,4.0,30.0,110.0,GO,,,
244,71,rRNA processing,0.002453304153308384,0.0571209467900453,0.02727272727272727,0.2,0.048,3.0,15.0,110.0,GO,,,
245,71,RNA processing,0.0024627596944234225,0.0571209467900453,0.03636363636363636,0.12903225806451613,0.05673758865248227,4.0,31.0,110.0,GO,,,
246,71,RNA metabolic process,0.0029256312811488704,0.06717131214193316,0.045454545454545456,0.09433962264150944,0.06134969325153375,5.0,53.0,110.0,GO,,,
247,71,rRNA metabolic process,0.0029786610012235096,0.06770496455781037,0.02727272727272727,0.1875,0.047619047619047616,3.0,16.0,110.0,GO,,,
0,0,,0.0003448462239453167,0.08379763241871195,0.07547169811320754,0.10526315789473684,0.08791208791208792,4.0,38.0,53.0,,map00020,Citrate cycle (TCA cycle),
1,5,,3.284365709698365e-05,0.005309822706192566,0.1,0.6666666666666666,0.1739130434782609,2.0,3.0,20.0,,map00525,Acarbose and validamycin biosynthesis,
2,5,,6.55533667431181e-05,0.005309822706192566,0.1,0.5,0.16666666666666669,2.0,4.0,20.0,,map01053,Biosynthesis of siderophore group nonribosomal peptides,
3,5,,5.5121250973313925e-05,0.005309822706192566,0.35,0.021875,0.041176470588235294,7.0,320.0,20.0,,map01130,,
4,5,,0.0003034288767784107,0.014986091262345163,0.1,0.25,0.14285714285714288,2.0,8.0,20.0,,map00405,Phenazine biosynthesis,
5,5,,0.00030835578729105273,0.014986091262345163,0.2,0.04,0.06666666666666667,4.0,100.0,20.0,,map02024,Quorum sensing,
6,5,,0.00038932782793787925,0.01576777703148411,0.1,0.2222222222222222,0.13793103448275865,2.0,9.0,20.0,,map00523,Polyketide sugar unit biosynthesis,
7,5,,0.0011217319056212006,0.03894012186656454,0.1,0.13333333333333333,0.1142857142857143,2.0,15.0,20.0,,map00521,Streptomycin biosynthesis,
8,8,,4.413527119838774e-18,1.072487090120822e-15,0.6666666666666666,0.36363636363636365,0.4705882352941177,8.0,22.0,12.0,,map00290,"Valine, leucine and isoleucine biosynthesis",
9,8,,6.68452050937841e-16,8.121692418894768e-14,0.6666666666666666,0.21052631578947367,0.32,8.0,38.0,12.0,,map01210,2-Oxocarboxylic acid metabolism,
10,8,,6.188686126204983e-12,5.012835762226037e-10,0.4166666666666667,0.45454545454545453,0.43478260869565216,5.0,11.0,12.0,,map00660,C5-Branched dibasic acid metabolism,
11,8,,3.834066837866767e-11,2.329195604004061e-09,0.6666666666666666,0.05714285714285714,0.10526315789473684,8.0,140.0,12.0,,map01230,Biosynthesis of amino acids,
12,8,,8.064545151132462e-08,3.9193689434503765e-06,0.6666666666666666,0.021917808219178082,0.042440318302387266,8.0,365.0,12.0,,map01110,Biosynthesis of secondary metabolites,
13,8,,1.1209230775077806e-05,0.0004539738463906512,0.25,0.13043478260869565,0.1714285714285714,3.0,23.0,12.0,,map00770,Pantothenate and CoA biosynthesis,
14,8,,3.0591163200470315e-05,0.0010619503796734694,0.6666666666666666,0.010126582278481013,0.0199501246882793,8.0,790.0,12.0,,map01100,Metabolic pathways,
15,8,,0.0020387359836894414,0.06192660550456678,0.08333333333333333,1.0,0.15384615384615385,1.0,1.0,12.0,,map00966,Glucosinolate biosynthesis,
16,9,,0.00033495295310592357,0.08139356760473943,0.8557692307692307,0.021317365269461076,0.041598504323440054,89.0,4175.0,104.0,,-,,
17,11,,4.6704000333601994e-05,0.004290668979673825,0.16666666666666666,0.125,0.14285714285714288,3.0,24.0,18.0,,map00340,Histidine metabolism,
18,11,,5.297122197128179e-05,0.004290668979673825,0.16666666666666666,0.12,0.13953488372093023,3.0,25.0,18.0,,map00790,Folate biosynthesis,
19,11,,2.8348500572517936e-05,0.004290668979673825,0.5555555555555556,0.012658227848101266,0.024752475247524754,10.0,790.0,18.0,,map01100,Metabolic pathways,
20,11,,0.0016245615977102145,0.09869211706089552,0.1111111111111111,0.1,0.10526315789473685,2.0,20.0,18.0,,map04122,Sulfur relay system,
21,12,,6.55533667431181e-05,0.015929468118577695,0.1,0.5,0.16666666666666669,2.0,4.0,20.0,,map05206,MicroRNAs in cancer,
22,13,,5.697458831542139e-13,1.3844824960647398e-10,0.30434782608695654,0.3333333333333333,0.31818181818181823,7.0,21.0,23.0,,map00920,Sulfur metabolism,
23,13,,2.3005912986105256e-05,0.0027952184278117885,0.13043478260869565,0.2,0.15789473684210528,3.0,15.0,23.0,,map00450,Selenocompound metabolism,
24,13,,5.691044528318419e-05,0.00460974606793792,0.13043478260869565,0.15,0.13953488372093023,3.0,20.0,23.0,,map04122,Sulfur relay system,
25,13,,0.0009414344710598197,0.057192144116884044,0.08695652173913043,0.16666666666666666,0.11428571428571427,2.0,12.0,23.0,,map00261,Monobactam biosynthesis,
26,13,,0.0011871809090496439,0.05769699217981269,0.2608695652173913,0.018575851393188854,0.03468208092485549,6.0,323.0,23.0,,map01120,Microbial metabolism in diverse environments,
27,14,,9.027472212572838e-05,0.021936757476551993,0.011320754716981131,1.0,0.022388059701492536,3.0,3.0,265.0,,map04621,NOD-like receptor signaling pathway,
28,17,,0.0007925740053646493,0.060900425187419345,0.8118279569892473,0.036167664670658684,0.06925017197890393,151.0,4175.0,186.0,,-,,
29,17,,0.001002476134772335,0.060900425187419345,0.021505376344086023,0.26666666666666666,0.03980099502487563,4.0,15.0,186.0,,map03018,RNA degradation,
30,17,,0.001002476134772335,0.060900425187419345,0.021505376344086023,0.26666666666666666,0.03980099502487563,4.0,15.0,186.0,,map04212,Longevity regulating pathway - worm,
31,17,,0.000578871532924968,0.060900425187419345,0.016129032258064516,0.5,0.03125,3.0,6.0,186.0,,map05152,Tuberculosis,
32,18,,2.659392216135923e-07,6.462323085210292e-05,0.2222222222222222,0.0967741935483871,0.1348314606741573,6.0,62.0,27.0,,map03010,Ribosome,
33,18,,1.56254009304877e-06,0.00018984862130542554,0.2962962962962963,0.041237113402061855,0.07239819004524886,8.0,194.0,27.0,,map02010,ABC transporters,
34,22,,0.00032461115692456187,0.07888051113266853,0.5,0.045454545454545456,0.08333333333333334,2.0,44.0,4.0,,map00500,Starch and sucrose metabolism,
35,23,,1.4952260525540403e-15,3.633399307706318e-13,0.24324324324324326,0.42857142857142855,0.3103448275862069,9.0,21.0,37.0,,map00920,Sulfur metabolism,
36,24,,0.00021703904127874136,0.05274048703073415,0.08695652173913043,0.3333333333333333,0.13793103448275862,2.0,6.0,23.0,,map05152,Tuberculosis,
37,24,,0.0007657130328699576,0.09303413349369985,0.21739130434782608,0.02577319587628866,0.04608294930875576,5.0,194.0,23.0,,map02010,ABC transporters,
38,25,,2.213092407076509e-05,0.005377814549195917,0.03546099290780142,0.24193548387096775,0.061855670103092786,15.0,62.0,423.0,,map03010,Ribosome,
39,26,,1.910411645702292e-06,0.00046423002990565694,0.5,0.10714285714285714,0.17647058823529413,3.0,28.0,6.0,,map00564,Glycerophospholipid metabolism,
40,27,,3.903331558390614e-06,0.0009485095686889191,0.16666666666666666,0.2727272727272727,0.20689655172413793,3.0,11.0,18.0,,map00040,Pentose and glucuronate interconversions,
41,27,,0.00047800022435680935,0.058077027259352335,0.1111111111111111,0.18181818181818182,0.13793103448275862,2.0,11.0,18.0,,map00750,Vitamin B6 metabolism,
42,27,,0.001281806367664378,0.07976156986022807,0.4444444444444444,0.010126582278481013,0.019801980198019802,8.0,790.0,18.0,,map01100,Metabolic pathways,
43,27,,0.0013129476520202152,0.07976156986022807,0.1111111111111111,0.1111111111111111,0.1111111111111111,2.0,18.0,18.0,,map03320,PPAR signaling pathway,
44,29,,1.3362819686588434e-05,0.0032471651838409895,0.42857142857142855,0.06818181818181818,0.1176470588235294,3.0,44.0,7.0,,map00500,Starch and sucrose metabolism,
45,29,,0.001118833103601926,0.09633027522932618,0.42857142857142855,0.015463917525773196,0.029850746268656716,3.0,194.0,7.0,,map02010,ABC transporters,
46,29,,0.0011892626571521749,0.09633027522932618,0.14285714285714285,1.0,0.25,1.0,1.0,7.0,,map04973,Carbohydrate digestion and absorption,
47,30,,7.33047717106681e-17,1.7813059525692348e-14,0.6,0.21951219512195122,0.32142857142857145,9.0,41.0,15.0,,map00360,Phenylalanine metabolism,
48,30,,1.2911137590838102e-11,1.5687032172868292e-09,0.7333333333333333,0.034055727554179564,0.0650887573964497,11.0,323.0,15.0,,map01120,Microbial metabolism in diverse environments,
49,30,,9.967377348875445e-06,0.000807357565258911,0.26666666666666666,0.07017543859649122,0.11111111111111112,4.0,57.0,15.0,,map00620,Pyruvate metabolism,
50,30,,2.457138435788136e-05,0.0014927115997412925,0.3333333333333333,0.03333333333333333,0.0606060606060606,5.0,150.0,15.0,,map01200,Carbon metabolism,
51,30,,0.00010709643672467172,0.005204886824819045,0.2,0.07894736842105263,0.11320754716981134,3.0,38.0,15.0,,map00020,Citrate cycle (TCA cycle),
52,30,,0.00022998467406564258,0.009314379299658525,0.2,0.061224489795918366,0.09375,3.0,49.0,15.0,,map00650,Butanoate metabolism,
53,30,,0.0003290449303735683,0.0114225597258253,0.13333333333333333,0.18181818181818182,0.15384615384615383,2.0,11.0,15.0,,map04066,HIF-1 signaling pathway,
54,30,,0.0004851783674743597,0.013099815921807713,0.2,0.047619047619047616,0.07692307692307693,3.0,63.0,15.0,,map00010,Glycolysis / Gluconeogenesis,
55,30,,0.0004652726366565082,0.013099815921807713,0.13333333333333333,0.15384615384615385,0.14285714285714288,2.0,13.0,15.0,,map04922,Glucagon signaling pathway,
56,30,,0.0005420190550991354,0.013171063038908989,0.13333333333333333,0.14285714285714285,0.1379310344827586,2.0,14.0,15.0,,map05230,Central carbon metabolism in cancer,
57,30,,0.0023654160413482637,0.05225419073160255,0.13333333333333333,0.06896551724137931,0.09090909090909091,2.0,29.0,15.0,,map00362,Benzoate degradation,
58,31,,3.012709618646051e-06,0.0007320884373309903,0.03488372093023256,1.0,0.06741573033707865,3.0,3.0,86.0,,map03450,Non-homologous end-joining,
59,31,,0.00023744201988984626,0.028849205416616317,0.03488372093023256,0.3333333333333333,0.06315789473684211,3.0,9.0,86.0,,map02060,Phosphotransferase system (PTS),
60,32,,1.518601664782942e-09,3.690202045422549e-07,0.8333333333333334,0.0684931506849315,0.12658227848101267,5.0,73.0,6.0,,map02020,Two-component system,
61,33,,1.3100976108804069e-08,3.1835371944393883e-06,0.4090909090909091,0.04639175257731959,0.08333333333333334,9.0,194.0,22.0,,map02010,ABC transporters,
62,34,,6.557310881622786e-08,1.593426544234337e-05,0.23809523809523808,0.15625,0.18867924528301888,5.0,32.0,21.0,,map00220,Arginine biosynthesis,
63,34,,2.16751942258542e-06,0.0002633536098441285,0.14285714285714285,0.375,0.20689655172413796,3.0,8.0,21.0,,map00791,Atrazine degradation,
64,34,,0.00011111403801473647,0.007318489729605707,0.19047619047619047,0.0547945205479452,0.0851063829787234,4.0,73.0,21.0,,map02020,Two-component system,
65,34,,0.00012046896674248077,0.007318489729605707,0.09523809523809523,0.4,0.15384615384615385,2.0,5.0,21.0,,map04724,Glutamatergic synapse,
66,34,,0.0001803146106542249,0.008763290077795331,0.09523809523809523,0.3333333333333333,0.14814814814814814,2.0,6.0,21.0,,map04217,Necroptosis,
67,34,,0.0002518973288110273,0.010201841816846606,0.09523809523809523,0.2857142857142857,0.14285714285714285,2.0,7.0,21.0,,map04727,GABAergic synapse,
68,34,,0.0004885936518375853,0.016961179628076174,0.23809523809523808,0.02577319587628866,0.04651162790697674,5.0,194.0,21.0,,map02010,ABC transporters,
69,34,,0.001998877656213714,0.06071590880749156,0.09523809523809523,0.10526315789473684,0.1,2.0,19.0,21.0,,map00910,Nitrogen metabolism,
70,38,,6.895668264751897e-05,0.016756473883347108,0.125,0.4,0.19047619047619047,2.0,5.0,16.0,,map01051,Biosynthesis of ansamycins,
71,39,,1.1007697877585119e-05,0.002674870584253184,0.28,0.03608247422680412,0.0639269406392694,7.0,194.0,25.0,,map02010,ABC transporters,
72,39,,0.00010338786318204887,0.012561625376618937,0.08,0.5,0.13793103448275865,2.0,4.0,25.0,,map02030,Bacterial chemotaxis,
73,40,,2.073633502056987e-05,0.005038929409998478,0.4,0.2222222222222222,0.2857142857142857,2.0,9.0,5.0,,map02060,Phosphotransferase system (PTS),
74,40,,0.000158168970493059,0.019217529914906665,0.4,0.08333333333333333,0.13793103448275862,2.0,24.0,5.0,,map00051,Fructose and mannose metabolism,
75,43,,2.6848264865951215e-05,0.006524128362426144,1.0,0.06451612903225806,0.12121212121212122,2.0,31.0,2.0,,map00030,Pentose phosphate pathway,
76,43,,0.0006452244298399695,0.07839476822555629,1.0,0.013333333333333334,0.02631578947368421,2.0,150.0,2.0,,map01200,Carbon metabolism,
77,46,,2.5073891076721114e-09,6.09295553164323e-07,0.2857142857142857,0.4444444444444444,0.34782608695652173,4.0,9.0,14.0,,map00523,Polyketide sugar unit biosynthesis,
78,46,,5.8466432131812345e-09,7.103671504015199e-07,0.6428571428571429,0.028125,0.05389221556886228,9.0,320.0,14.0,,map01130,,
79,46,,2.327822562694529e-06,0.00018855362757825688,0.21428571428571427,0.25,0.23076923076923075,3.0,12.0,14.0,,map01052,Type I polyketide structures,
80,46,,5.25417656515717e-06,0.00031919122633329805,0.14285714285714285,1.0,0.25,2.0,2.0,14.0,,map00522,"Biosynthesis of 12-, 14- and 16-membered macrolides; Including: Tylosin biosynthesis, Mycinamicin biosynthesis, Erythromycin biosynthesis, Oleandomycin biosynthesis, Pikromycin/methymycin biosynthesis, Avermectin biosynthesis",
81,46,,3.143939533994355e-05,0.0015279546135212566,0.14285714285714285,0.5,0.22222222222222224,2.0,4.0,14.0,,map01055,Biosynthesis of vancomycin group antibiotics,
82,46,,0.00028546336216950566,0.01156126616786498,0.14285714285714285,0.18181818181818182,0.16,2.0,11.0,14.0,,map04066,HIF-1 signaling pathway,
83,46,,0.0004037392966531189,0.014015521298101128,0.14285714285714285,0.15384615384615385,0.14814814814814817,2.0,13.0,14.0,,map04922,Glucagon signaling pathway,
84,46,,0.00047038906455643814,0.014288067835901808,0.14285714285714285,0.14285714285714285,0.14285714285714285,2.0,14.0,14.0,,map05230,Central carbon metabolism in cancer,
85,46,,0.002378525314304346,0.06422018348621734,0.07142857142857142,1.0,0.13333333333333333,1.0,1.0,14.0,,map00404,Staurosporine biosynthesis,
86,46,,0.0035172630299620616,0.0854694916280781,0.14285714285714285,0.05263157894736842,0.07692307692307693,2.0,38.0,14.0,,map00020,Citrate cycle (TCA cycle),
87,50,,1.8596744585052035e-07,4.5190089341676444e-05,0.5714285714285714,0.07692307692307693,0.13559322033898308,4.0,52.0,7.0,,map00280,"Valine, leucine and isoleucine degradation",
88,50,,2.9770285485131235e-06,0.00036170896864434445,0.42857142857142855,0.1111111111111111,0.17647058823529413,3.0,27.0,7.0,,map00410,beta-Alanine metabolism,
89,50,,1.6335350926672526e-05,0.0013231634250604747,0.42857142857142855,0.06382978723404255,0.1111111111111111,3.0,47.0,7.0,,map00640,Propanoate metabolism,
90,50,,5.4315762553548515e-05,0.003299682575128072,0.2857142857142857,0.2,0.23529411764705882,2.0,10.0,7.0,,map00930,Caprolactam degradation,
91,50,,9.398732542927246e-05,0.00380432893409079,0.2857142857142857,0.15384615384615385,0.2,2.0,13.0,7.0,,map00281,,
92,50,,0.00010958972238121618,0.00380432893409079,0.2857142857142857,0.14285714285714285,0.19047619047619047,2.0,14.0,7.0,,map00627,Aminobenzoate degradation,
93,50,,7.957284103543383e-05,0.00380432893409079,0.2857142857142857,0.16666666666666666,0.2105263157894737,2.0,12.0,7.0,,map00903,Limonene degradation,
94,50,,0.00048479596111780985,0.013089490950180867,0.2857142857142857,0.06896551724137931,0.1111111111111111,2.0,29.0,7.0,,map00310,Lysine degradation,
95,50,,0.00048479596111780985,0.013089490950180867,0.2857142857142857,0.06896551724137931,0.1111111111111111,2.0,29.0,7.0,,map00362,Benzoate degradation,
96,50,,0.0007148997937594273,0.017372064988354082,0.7142857142857143,0.006329113924050633,0.012547051442910916,5.0,790.0,7.0,,map01100,Metabolic pathways,
97,50,,0.0007916532443626948,0.01748833985273953,0.2857142857142857,0.05405405405405406,0.09090909090909091,2.0,37.0,7.0,,map00380,Tryptophan metabolism,
98,50,,0.0010205419221405107,0.019076283621549547,0.2857142857142857,0.047619047619047616,0.08163265306122448,2.0,42.0,7.0,,map00071,Fatty acid degradation,
99,50,,0.000972496824126143,0.019076283621549547,0.2857142857142857,0.04878048780487805,0.08333333333333334,2.0,41.0,7.0,,map00360,Phenylalanine metabolism,
