Orthogroup	bsu2	ecol2	mtub2	pae2	sac2	salb2	sen2
OG0007057		b1361					
OG0007058		b1366					
OG0007059		b1368					
OG0007060		b4745					
OG0007061		b1471					
OG0007062		b4746					
OG0007063		b4747					
OG0007064		b4749					
OG0007065		b4750					
OG0007066		b1567					
OG0007067		b1568					
OG0007068		b4534					
OG0007069		b4752					
OG0007070		b2006					
OG0007071		b2122					
OG0007072		b4604					
OG0007073		b4605					
OG0007074		b2356					
OG0007075		b2358					
OG0007076		b4545					
OG0007077		b4725					
OG0007078		b2649					
OG0007079		b2650					
OG0007080		b4610					
OG0007081		b2863					
OG0007082		b4753					
OG0007083		b4754					
OG0007084		b2981					
OG0007085		b4755					
OG0007086		b4756					
OG0007087		b3427					
OG0007088		b4612					
OG0007089		b4615					
OG0007090		b4757					
OG0007091		b3782					
OG0007092		b3808					
OG0007093		b4720					
OG0007094		b4721					
OG0007095		b4722					
OG0007096		b4715					
OG0007097		b4342					
OG0007098		b4765					
OG0007099		b4766					
OG0007100		b4767					
OG0007101		b4803					
OG0007102		b4768					
OG0007103		b4769					
OG0007104		b4770					
OG0007105		b4771					
OG0007106		b4772					
OG0007107		b4773					
OG0007108		b4774					
OG0007109		b4775					
OG0007110		b4776					
OG0007111		b4777					
OG0007112		b4778					
OG0007113		b4779					
OG0007114		b4780					
OG0007115		b4781					
OG0007116		b4782					
OG0007117		b4783					
OG0007118		b4784					
OG0007119		b4785					
OG0007120		b4786					
OG0007121		b2970					
OG0007122		b4787					
OG0007123		b4788					
OG0007124		b4789					
OG0007125		b4790					
OG0007126		b4791					
OG0007127		b4792					
OG0007128		b4793					
OG0007129		b4794					
OG0007130		b4796					
OG0007131		b4797					
OG0007132		b4798					
OG0007133		b4799					
OG0007134		b4800					
OG0007135		b4801					
OG0007136		b4802					
OG0007137		b4815					
OG0007138		b4816					
OG0007139		b4817					
OG0007140		b4818					
OG0007141		b4819					
OG0007142		b4812					
OG0007143		b4820					
OG0007144		b4822					
OG0007145		b4823					
OG0007146		b4824					
OG0007147		b4428					
OG0007148		b4409					
OG0007149		b2000					
OG0007150		b2635					
OG0007151		b2715					
OG0007152		b2870					
OG0007153		b4465					
OG0007154		b4466					
OG0007155		b2983					
OG0007156		b3013					
OG0007157		b3269					
OG0007158		b3383					
OG0007159		b4477					
OG0007160		b3696					
OG0007161		b4482					
OG0007162		b4487					
OG0007163		b4215					
OG0007164		b4357					
OG0007165		b4520					
OG0007166		b4522					
OG0007167		b4523					
OG0007168		b4535					
OG0007169		b4541					
OG0007170		b4501					
OG0007171		b4559					
OG0007172			Rv0008c				
OG0007173			Rv0020c				
OG0007174			Rv0021c				
OG0007175			Rv0022c				
OG0007176			Rv0027				
OG0007177			Rv0028				
OG0007178			Rv0030				
OG0007179			Rv0034				
OG0007180			Rv0039c				
OG0007181			Rv0048c				
OG0007182			Rv0049				
OG0007183			Rv0057				
OG0007184			Rv0059				
OG0007185			Rv0076c				
OG0007186			Rv0079				
OG0007187			Rv0085				
OG0007188			Rv0088				
OG0007189			Rv0090				
OG0007190			Rv0093c				
OG0007191			Rv0097				
OG0007192			Rv0098				
OG0007193			Rv0099				
OG0007194			Rv0100				
OG0007195			Rv0108c				
OG0007196			Rv0121c				
OG0007197			Rv0122				
OG0007198			Rv0123				
OG0007199			Rv0138				
OG0007200			Rv0139				
OG0007201			Rv0179c				
OG0007202			Rv0185				
OG0007203			Rv0188				
OG0007204			Rv0193c				
OG0007205			Rv0198c				
OG0007206			Rv0199				
OG0007207			Rv0200				
OG0007208			Rv0201c				
OG0007209			Rv0203				
OG0007210			Rv0204c				
OG0007211			Rv0207c				
OG0007212			Rv0209				
OG0007213			Rv0210				
OG0007214			Rv0216				
OG0007215			Rv0219				
OG0007216			Rv0226c				
OG0007217			Rv0227c				
OG0007218			Rv0231				
OG0007219			Rv0236c				
OG0007220			Rv0239				
OG0007221			Rv0240				
OG0007222			Rv0249c				
OG0007223			Rv0250c				
OG0007224			Rv0258c				
OG0007225			Rv0262c				
OG0007226			Rv0272c				
OG0007227			Rv0273c				
OG0007228			Rv0289				
OG0007229			Rv0292				
OG0007230			Rv0295c				
OG0007231			Rv0298				
OG0007232			Rv0299				
OG0007233			Rv0300				
OG0007234			Rv0301				
OG0007235			Rv0303				
OG0007236			Rv0307c				
OG0007237			Rv0309				
OG0007238			Rv0311				
OG0007239			Rv0313				
OG0007240			Rv0314c				
OG0007241			Rv0316				
OG0007242			Rv0326				
OG0007243			Rv0330c				
OG0007244			Rv0333				
OG0007245			Rv0339c				
OG0007246			Rv0344c				
OG0007247			Rv0349				
OG0007248			Rv0356c				
OG0007249			Rv0358				
OG0007250			Rv0361				
OG0007251			Rv0365c				
OG0007252			Rv0366c				
OG0007253			Rv0367c				
OG0007254			Rv0368c				
OG0007255			Rv0369c				
OG0007256			Rv0378				
OG0007257			Rv0381c				
OG0007258			Rv0383c				
OG0007259			Rv0394c				
OG0007260			Rv0395				
OG0007261			Rv0396				
OG0007262			Rv0398c				
OG0007263			Rv0401				
OG0007264			Rv0419				
OG0007265			Rv0420c				
OG0007266			Rv0424c				
OG0007267			Rv0426c				
OG0007268			Rv0428c				
OG0007269			Rv0431				
OG0007270			Rv0441c				
OG0007271			Rv0443				
OG0007272			Rv0452				
OG0007273			Rv0455c				
OG0007274			Rv0459				
OG0007275			Rv0460				
OG0007276			Rv0461				
OG0007277			Rv0463				
OG0007278			Rv0471c				
OG0007279			Rv0475				
OG0007280			Rv0477				
OG0007281			Rv0479c				
OG0007282			Rv0481c				
OG0007283			Rv0485				
OG0007284			Rv0493c				
OG0007285			Rv0497				
OG0007286			Rv0499				
OG0007287			Rv0513				
OG0007288			Rv0514				
OG0007289			Rv0518				
OG0007290			Rv0531				
OG0007291			Rv0537c				
OG0007292			Rv0538				
OG0007293			Rv0544c				
OG0007294			Rv0550c				
OG0007295			Rv0556				
OG0007296			Rv0559c				
OG0007297			Rv0565c				
OG0007298			Rv0572c				
OG0007299			Rv0580c				
OG0007300			Rv0582				
OG0007301			Rv0583c				
OG0007302			Rv0584				
OG0007303			Rv0601c				
OG0007304			Rv0603				
OG0007305			Rv0607				
OG0007306			Rv0608				
OG0007307			Rv0610c				
OG0007308			Rv0611c				
OG0007309			Rv0615				
OG0007310			Rv0621				
OG0007311			Rv0622				
OG0007312			Rv0633c				
OG0007313			Rv0653c				
OG0007314			Rv0656c				
OG0007315			Rv0660c				
OG0007316			Rv0662c				
OG0007317			Rv0664				
OG0007318			Rv0666				
OG0007319			Rv0678				
OG0007320			Rv0686				
OG0007321			Rv0689c				
OG0007322			Rv0690c				
OG0007323			Rv0692				
OG0007324			Rv0697				
OG0007325			Rv0699				
OG0007326			Rv0730				
OG0007327			Rv0736				
OG0007328			Rv0743c				
OG0007329			Rv0744c				
OG0007330			Rv0756c				
OG0007331			Rv0760c				
OG0007332			Rv0762c				
OG0007333			Rv0767c				
OG0007334			Rv0776c				
OG0007335			Rv0779c				
OG0007336			Rv0784				
OG0007337			Rv0787				
OG0007338			Rv0789c				
OG0007339			Rv0790c				
OG0007340			Rv0816c				
OG0007341			Rv0817c				
OG0007342			Rv0835				
OG0007343			Rv0836c				
OG0007344			Rv0837c				
OG0007345			Rv0847				
OG0007346			Rv0852				
OG0007347			Rv0863				
OG0007348			Rv0871				
OG0007349			Rv0875c				
OG0007350			Rv0879c				
OG0007351			Rv0882				
OG0007352			Rv0888				
OG0007353			Rv0892				
OG0007354			Rv0900				
OG0007355			Rv0901				
OG0007356			Rv0909				
OG0007357			Rv0912				
OG0007358			Rv0913c				
OG0007359			Rv0923c				
OG0007360			Rv0942				
OG0007361			Rv0943c				
OG0007362			Rv0945				
OG0007363			Rv0954				
OG0007364			Rv0955				
OG0007365			Rv0959				
OG0007366			Rv0961				
OG0007367			Rv0962c				
OG0007368			Rv0970				
OG0007369			Rv0979c				
OG0007370			Rv0988				
OG0007371			Rv0990c				
OG0007372			Rv0996				
OG0007373			Rv0997				
OG0007374			Rv0999				
OG0007375			Rv1004c				
OG0007376			Rv1006				
OG0007377			Rv1012				
OG0007378			Rv1041c				
OG0007379			Rv1043c				
OG0007380			Rv1044				
OG0007381			Rv1045				
OG0007382			Rv1048c				
OG0007383			Rv1051c				
OG0007384			Rv1052				
OG0007385			Rv1056				
OG0007386			Rv1057				
OG0007387			Rv1060				
OG0007388			Rv1062				
OG0007389			Rv1064c				
OG0007390			Rv1083				
OG0007391			Rv1097c				
OG0007392			Rv1100				
OG0007393			Rv1109c				
OG0007394			Rv1111c				
OG0007395			Rv1113				
OG0007396			Rv1115				
OG0007397			Rv1116				
OG0007398			Rv1117				
OG0007399			Rv1118c				
OG0007400			Rv1119c				
OG0007401			Rv1125				
OG0007402			Rv1126c				
OG0007403			Rv1134				
OG0007404			Rv1154c				
OG0007405			Rv1157c				
OG0007406			Rv1158c				
OG0007407			Rv1159				
OG0007408			Rv1171				
OG0007409			Rv1174c				
OG0007410			Rv1179c				
OG0007411			Rv1192				
OG0007412			Rv1203c				
OG0007413			Rv1204c				
OG0007414			Rv1216c				
OG0007415			Rv1222				
OG0007416			Rv1233c				
OG0007417			Rv1234				
OG0007418			Rv1244				
OG0007419			Rv1256c				
OG0007420			Rv1265				
OG0007421			Rv1268c				
OG0007422			Rv1274				
OG0007423			Rv1275				
OG0007424			Rv1278				
OG0007425			Rv1289				
OG0007426			Rv1290c				
OG0007427			Rv1303				
OG0007428			Rv1306				
OG0007429			Rv1343c				
OG0007430			Rv1346				
OG0007431			Rv1351				
OG0007432			Rv1353c				
OG0007433			Rv1355c				
OG0007434			Rv1356c				
OG0007435			Rv1366				
OG0007436			Rv1371				
OG0007437			Rv1373				
OG0007438			Rv1374c				
OG0007439			Rv1375				
OG0007440			Rv1376				
OG0007441			Rv1393c				
OG0007442			Rv1401				
OG0007443			Rv1413				
OG0007444			Rv1414				
OG0007445			Rv1418				
OG0007446			Rv1419				
OG0007447			Rv1424c				
OG0007448			Rv1434				
OG0007449			Rv1435c				
OG0007450			Rv1439c				
OG0007451			Rv1444c				
OG0007452			Rv1455				
OG0007453			Rv1476				
OG0007454			Rv1490				
OG0007455			Rv1494				
OG0007456			Rv1495				
OG0007457			Rv1498c				
OG0007458			Rv1499				
OG0007459			Rv1502				
OG0007460			Rv1505c				
OG0007461			Rv1506c				
OG0007462			Rv1507c				
OG0007463			Rv1508c				
OG0007464			Rv1509				
OG0007465			Rv1525				
OG0007466			Rv1535				
OG0007467			Rv1541c				
OG0007468			Rv1542c				
OG0007469			Rv1545				
OG0007470			Rv1565c				
OG0007471			Rv1567c				
OG0007472			Rv1571				
OG0007473			Rv1573				
OG0007474			Rv1579c				
OG0007475			Rv1580c				
OG0007476			Rv1581c				
OG0007477			Rv1584c				
OG0007478			Rv1585c				
OG0007479			Rv1590				
OG0007480			Rv1591				
OG0007481			Rv1592c				
OG0007482			Rv1610				
OG0007483			Rv1618				
OG0007484			Rv1620c				
OG0007485			Rv1632c				
OG0007486			Rv1634				
OG0007487			Rv1635c				
OG0007488			Rv1639c				
OG0007489			Rv1648				
OG0007490			Rv1669				
OG0007491			Rv1670				
OG0007492			Rv1671				
OG0007493			Rv1673c				
OG0007494			Rv1675c				
OG0007495			Rv1676				
OG0007496			Rv1678				
OG0007497			Rv1680				
OG0007498			Rv1682				
OG0007499			Rv1693				
OG0007500			Rv1697				
OG0007501			Rv1698				
OG0007502			Rv1716				
OG0007503			Rv1717				
OG0007504			Rv1721c				
OG0007505			Rv1722				
OG0007506			Rv1724c				
OG0007507			Rv1726				
OG0007508			Rv1732c				
OG0007509			Rv1734c				
OG0007510			Rv1742				
OG0007511			Rv1744c				
OG0007512			Rv1748				
OG0007513			Rv1749c				
OG0007514			Rv1752				
OG0007515			Rv1754c				
OG0007516			Rv1761c				
OG0007517			Rv1762c				
OG0007518			Rv1770				
OG0007519			Rv1772				
OG0007520			Rv1774				
OG0007521			Rv1775				
OG0007522			Rv1777				
OG0007523			Rv1778c				
OG0007524			Rv1779c				
OG0007525			Rv1780				
OG0007526			Rv1785c				
OG0007527			Rv1799				
OG0007528			Rv1805c				
OG0007529			Rv1815				
OG0007530			Rv1821				
OG0007531			Rv1831				
OG0007532			Rv1836c				
OG0007533			Rv1839c				
OG0007534			Rv1856c				
OG0007535			Rv1873				
OG0007536			Rv1874				
OG0007537			Rv1875				
OG0007538			Rv1881c				
OG0007539			Rv1887				
OG0007540			Rv1890c				
OG0007541			Rv1891				
OG0007542			Rv1892				
OG0007543			Rv1893				
OG0007544			Rv1907c				
OG0007545			Rv1914c				
OG0007546			Rv1919c				
OG0007547			Rv1921c				
OG0007548			Rv1924c				
OG0007549			Rv1926c				
OG0007550			Rv1927				
OG0007551			Rv1930c				
OG0007552			Rv1935c				
OG0007553			Rv1947				
OG0007554			Rv1948c				
OG0007555			Rv1952				
OG0007556			Rv1953				
OG0007557			Rv1954c				
OG0007558			Rv1955				
OG0007559			Rv1957				
OG0007560			Rv1958c				
OG0007561			Rv1959c				
OG0007562			Rv1961				
OG0007563			Rv1974				
OG0007564			Rv1978				
OG0007565			Rv1989c				
OG0007566			Rv1990c				
OG0007567			Rv1995				
OG0007568			Rv2000				
OG0007569			Rv2003c				
OG0007570			Rv2012				
OG0007571			Rv2016				
OG0007572			Rv2018				
OG0007573			Rv2019				
OG0007574			Rv2022c				
OG0007575			Rv2023c				
OG0007576			Rv2024c				
OG0007577			Rv2035				
OG0007578			Rv2042c				
OG0007579			Rv2046				
OG0007580			Rv2049c				
OG0007581			Rv2073c				
OG0007582			Rv2076c				
OG0007583			Rv2078				
OG0007584			Rv2080				
OG0007585			Rv2081c				
OG0007586			Rv2084				
OG0007587			Rv2085				
OG0007588			Rv2086				
OG0007589			Rv2091c				
OG0007590			Rv2113				
OG0007591			Rv2114				
OG0007592			Rv2116				
OG0007593			Rv2120c				
OG0007594			Rv2128				
OG0007595			Rv2137c				
OG0007596			Rv2138				
OG0007597			Rv2142c				
OG0007598			Rv2144c				
OG0007599			Rv2164c				
OG0007600			Rv2171				
OG0007601			Rv2172c				
OG0007602			Rv2179c				
OG0007603			Rv2183c				
OG0007604			Rv2186c				
OG0007605			Rv2189c				
OG0007606			Rv2197c				
OG0007607			Rv2203				
OG0007608			Rv2227				
OG0007609			Rv2240c				
OG0007610			Rv2250c				
OG0007611			Rv2253				
OG0007612			Rv2254c				
OG0007613			Rv2265				
OG0007614			Rv2268c				
OG0007615			Rv2269c				
OG0007616			Rv2270				
OG0007617			Rv2271				
OG0007618			Rv2273				
OG0007619			Rv2276				
OG0007620			Rv2283				
OG0007621			Rv2288				
OG0007622			Rv2290				
OG0007623			Rv2292c				
OG0007624			Rv2293c				
OG0007625			Rv2297				
OG0007626			Rv2303c				
OG0007627			Rv2304c				
OG0007628			Rv2305				
OG0007629			Rv2308				
OG0007630			Rv2311				
OG0007631			Rv2312				
OG0007632			Rv2313c				
OG0007633			Rv2318				
OG0007634			Rv2319c				
OG0007635			Rv2326c				
OG0007636			Rv2330c				
OG0007637			Rv2331				
OG0007638			Rv2336				
OG0007639			Rv2337c				
OG0007640			Rv2345				
OG0007641			Rv2348c				
OG0007642			Rv2360c				
OG0007643			Rv2369c				
OG0007644			Rv2376c				
OG0007645			Rv2378c				
OG0007646			Rv2387				
OG0007647			Rv2401				
OG0007648			Rv2403c				
OG0007649			Rv2418c				
OG0007650			Rv2422				
OG0007651			Rv2425c				
OG0007652			Rv2432c				
OG0007653			Rv2433c				
OG0007654			Rv2437				
OG0007655			Rv2446c				
OG0007656			Rv2451				
OG0007657			Rv2452c				
OG0007658			Rv2468c				
OG0007659			Rv2473				
OG0007660			Rv2474c				
OG0007661			Rv2478c				
OG0007662			Rv2481c				
OG0007663			Rv2489c				
OG0007664			Rv2492				
OG0007665			Rv2513				
OG0007666			Rv2514c				
OG0007667			Rv2517c				
OG0007668			Rv2520c				
OG0007669			Rv2524c				
OG0007670			Rv2525c				
OG0007671			Rv2526				
OG0007672			Rv2527				
OG0007673			Rv2529				
OG0007674			Rv2532c				
OG0007675			Rv2536				
OG0007676			Rv2541				
OG0007677			Rv2546				
OG0007678			Rv2549c				
OG0007679			Rv2550c				
OG0007680			Rv2560				
OG0007681			Rv2566				
OG0007682			Rv2568c				
OG0007683			Rv2570				
OG0007684			Rv2574				
OG0007685			Rv2576c				
OG0007686			Rv2577				
OG0007687			Rv2597				
OG0007688			Rv2599				
OG0007689			Rv2600				
OG0007690			Rv2602				
OG0007691			Rv2616				
OG0007692			Rv2617c				
OG0007693			Rv2618				
OG0007694			Rv2620c				
OG0007695			Rv2621c				
OG0007696			Rv2628				
OG0007697			Rv2629				
OG0007698			Rv2630				
OG0007699			Rv2635				
OG0007700			Rv2644c				
OG0007701			Rv2645				
OG0007702			Rv2653c				
OG0007703			Rv2654c				
OG0007704			Rv2657c				
OG0007705			Rv2658c				
OG0007706			Rv2660c				
OG0007707			Rv2661c				
OG0007708			Rv2662				
OG0007709			Rv2663				
OG0007710			Rv2665				
OG0007711			Rv2668				
OG0007712			Rv2672				
OG0007713			Rv2673				
OG0007714			Rv2679				
OG0007715			Rv2683				
OG0007716			Rv2686c				
OG0007717			Rv2687c				
OG0007718			Rv2688c				
OG0007719			Rv2695				
OG0007720			Rv2700				
OG0007721			Rv2705c				
OG0007722			Rv2706c				
OG0007723			Rv2709				
OG0007724			Rv2712c				
OG0007725			Rv2717c				
OG0007726			Rv2719c				
OG0007727			Rv2722				
OG0007728			Rv2730				
OG0007729			Rv2732c				
OG0007730			Rv2734				
OG0007731			Rv2735c				
OG0007732			Rv2740				
OG0007733			Rv2743c				
OG0007734			Rv2749				
OG0007735			Rv2760c				
OG0007736			Rv2761c				
OG0007737			Rv2767c				
OG0007738			Rv2771c				
OG0007739			Rv2774c				
OG0007740			Rv2784c				
OG0007741			Rv2799				
OG0007742			Rv2802c				
OG0007743			Rv2804c				
OG0007744			Rv2806				
OG0007745			Rv2808				
OG0007746			Rv2809				
OG0007747			Rv2816c				
OG0007748			Rv2818c				
OG0007749			Rv2819c				
OG0007750			Rv2820c				
OG0007751			Rv2822c				
OG0007752			Rv2823c				
OG0007753			Rv2824c				
OG0007754			Rv2826c				
OG0007755			Rv2827c				
OG0007756			Rv2829c				
OG0007757			Rv2830c				
OG0007758			Rv2843				
OG0007759			Rv2854				
OG0007760			Rv2862c				
OG0007761			Rv2876				
OG0007762			Rv2888c				
OG0007763			Rv2891				
OG0007764			Rv2905				
OG0007765			Rv2923c				
OG0007766			Rv2929				
OG0007767			Rv2943				
OG0007768			Rv2949c				
OG0007769			Rv2954c				
OG0007770			Rv2959c				
OG0007771			Rv2960c				
OG0007772			Rv2963				
OG0007773			Rv2975c				
OG0007774			Rv2980				
OG0007775			Rv2990c				
OG0007776			Rv2998				
OG0007777			Rv3007c				
OG0007778			Rv3008				
OG0007779			Rv3016				
OG0007780			Rv3031				
OG0007781			Rv3035				
OG0007782			Rv3047c				
OG0007783			Rv3060c				
OG0007784			Rv3071				
OG0007785			Rv3076				
OG0007786			Rv3078				
OG0007787			Rv3081				
OG0007788			Rv3083				
OG0007789			Rv3085				
OG0007790			Rv3090				
OG0007791			Rv3091				
OG0007792			Rv3093c				
OG0007793			Rv3096				
OG0007794			Rv3098c				
OG0007795			Rv3103c				
OG0007796			Rv3108				
OG0007797			Rv3114				
OG0007798			Rv3122				
OG0007799			Rv3123				
OG0007800			Rv3142c				
OG0007801			Rv3162c				
OG0007802			Rv3165c				
OG0007803			Rv3166c				
OG0007804			Rv3169				
OG0007805			Rv3172c				
OG0007806			Rv3175				
OG0007807			Rv3180c				
OG0007808			Rv3189				
OG0007809			Rv3190c				
OG0007810			Rv3205c				
OG0007811			Rv3212				
OG0007812			Rv3222c				
OG0007813			Rv3235				
OG0007814			Rv3238c				
OG0007815			Rv3243c				
OG0007816			Rv3271c				
OG0007817			Rv3281				
OG0007818			Rv3288c				
OG0007819			Rv3289c				
OG0007820			Rv3290c				
OG0007821			Rv3310				
OG0007822			Rv3311				
OG0007823			Rv3333c				
OG0007824			Rv3339c				
OG0007825			Rv3349c				
OG0007826			Rv3361c				
OG0007827			Rv3369				
OG0007828			Rv3375				
OG0007829			Rv3377c				
OG0007830			Rv3378c				
OG0007831			Rv3386				
OG0007832			Rv3395c				
OG0007833			Rv3403c				
OG0007834			Rv3404c				
OG0007835			Rv3412				
OG0007836			Rv3413c				
OG0007837			Rv3415c				
OG0007838			Rv3424c				
OG0007839			Rv3428c				
OG0007840			Rv3434c				
OG0007841			Rv3437				
OG0007842			Rv3438				
OG0007843			Rv3439c				
OG0007844			Rv3440c				
OG0007845			Rv3444c				
OG0007846			Rv3445c				
OG0007847			Rv3446c				
OG0007848			Rv3472				
OG0007849			Rv3479				
OG0007850			Rv3489				
OG0007851			Rv3491				
OG0007852			Rv3493c				
OG0007853			Rv3519				
OG0007854			Rv3527				
OG0007855			Rv3528c				
OG0007856			Rv3531c				
OG0007857			Rv3541c				
OG0007858			Rv3542c				
OG0007859			Rv3546				
OG0007860			Rv3556c				
OG0007861			Rv3568c				
OG0007862			Rv3572				
OG0007863			Rv3584				
OG0007864			Rv3593				
OG0007865			Rv3604c				
OG0007866			Rv3612c				
OG0007867			Rv3613c				
OG0007868			Rv3623				
OG0007869			Rv3632				
OG0007870			Rv3635				
OG0007871			Rv3642c				
OG0007872			Rv3643				
OG0007873			Rv3647c				
OG0007874			Rv3651				
OG0007875			Rv3654c				
OG0007876			Rv3655c				
OG0007877			Rv3668c				
OG0007878			Rv3673c				
OG0007879			Rv3675				
OG0007880			Rv3686c				
OG0007881			Rv3705c				
OG0007882			Rv3722c				
OG0007883			Rv3723				
OG0007884			Rv3732				
OG0007885			Rv3741c				
OG0007886			Rv3742c				
OG0007887			Rv3745c				
OG0007888			Rv3749c				
OG0007889			Rv3753c				
OG0007890			Rv3760				
OG0007891			Rv3763				
OG0007892			Rv3768				
OG0007893			Rv3769				
OG0007894			Rv3770c				
OG0007895			Rv3779				
OG0007896			Rv3785				
OG0007897			Rv3789				
OG0007898			Rv3792				
OG0007899			Rv3802c				
OG0007900			Rv3805c				
OG0007901			Rv3806c				
OG0007902			Rv3810				
OG0007903			Rv3819				
OG0007904			Rv3831				
OG0007905			Rv3832c				
OG0007906			Rv3835				
OG0007907			Rv3837c				
OG0007908			Rv3843c				
OG0007909			Rv3845				
OG0007910			Rv3847				
OG0007911			Rv3849				
OG0007912			Rv3850				
OG0007913			Rv3851				
OG0007914			Rv3852				
OG0007915			Rv3857c				
OG0007916			Rv3861				
OG0007917			Rv3862c				
OG0007918			Rv3863				
OG0007919			Rv3866				
OG0007920			Rv3874				
OG0007921			Rv3878				
OG0007922			Rv3879c				
OG0007923			Rv3880c				
OG0007924			Rv3881c				
OG0007925			Rv3885c				
OG0007926			Rv3890c				
OG0007927			Rv3891c				
OG0007928			Rv3901c				
OG0007929			Rv3902c				
OG0007930			Rv3903c				
OG0007931			Rv3904c				
OG0007932			Rv3905c				
OG0007933			Rv3906c				
OG0007934			Rv3912				
OG0007935			Rv0186A				
OG0007936			Rv0397A				
OG0007937			Rv1366A				
OG0007938			Rv2237A				
OG0007939			Rv2548A				
OG0007940			Rv3032A				
OG0007941			Rv0064A				
OG0007942			Rv0078B				
OG0007943			Rv0456B				
OG0007944			Rv0530A				
OG0007945			Rv0691A				
OG0007946			Rv0959A				
OG0007947			Rv1991A				
OG0007948			Rv2142A				
OG0007949			Rv2231A				
OG0007950			Rv2231B				
OG0007951			Rv2274A				
OG0007952			Rv2395A				
OG0007953			Rv2395B				
OG0007954			Rv2468A				
OG0007955			Rv2801A				
OG0007956			Rv2862A				
OG0007957			Rv3098A				
OG0007958			Rv3136A				
OG0007959			Rv3190A				
OG0007960			Rv0063a				
OG0007961			Rv0115a				
OG0007962			Rv0997a				
OG0007963			Rv1088a				
OG0007964			Rv1138a				
OG0007965			Rv1155a				
OG0007966			Rv1735a				
OG0007967			Rv2256a				
OG0007968			Rv2308a				
OG0007969			Rv2386a				
OG0007970			Rv2512a				
OG0007971			Rv3178a				
OG0007972			Rv3202a				
OG0007973			Rv3312b				
OG0007974			Rv3430a				
OG0007975			Rv0078A				
OG0007976			Rv0164				
OG0007977			Rv0236A				
OG0007978			Rv0257				
OG0007979			Rv0470A				
OG0007980			Rv0492A				
OG0007981			Rv1290A				
OG0007982			Rv1489				
OG0007983			Rv1507A				
OG0007984			Rv1508A				
OG0007985			Rv2063				
OG0007986			Rv2307A				
OG0007987			Rv2307D				
OG0007988			Rv2309A				
OG0007989			Rv2331A				
OG0007990			Rv2401A				
OG0007991			Rv2438A				
OG0007992			Rv2970A				
OG0007993			Rv0379				
OG0007994			Rv0649				
OG0007995			Rv0848				
OG0007996			Rv1372				
OG0007997			Rv1860				
OG0007998			Rv2126c				
OG0007999			Rv2353c				
OG0008000			Rv2877c				
OG0008001			Rv3110				
OG0008002			Rv3196A				
OG0008003			Rv3221A				
OG0008004			Rv3312A				
OG0008005			Rv3344c				
OG0008006			Rv3395A				
OG0008007			Rv3468c				
OG0008008			Rv3512				
OG0008009			Rv3566A				
OG0008010			Rv3875				
OG0008011			Rv3892c				
OG0008012			Rv3893c				
OG0008013				PA0012			
OG0008014				PA0014			
OG0008015				PA0015			
OG0008016				PA0020			
OG0008017				PA0026			
OG0008018				PA0028			
OG0008019				PA0042			
OG0008020				PA0043			
OG0008021				PA0045			
OG0008022				PA0046			
OG0008023				PA0047			
OG0008024				PA0049			
OG0008025				PA0050			
OG0008026				PA0052			
OG0008027				PA0055			
OG0008028				PA0057			
OG0008029				PA0063			
OG0008030				PA0064			
OG0008031				PA0070			
OG0008032				PA0071			
OG0008033				PA0072			
OG0008034				PA0073			
OG0008035				PA0076			
OG0008036				PA0092			
OG0008037				PA0093			
OG0008038				PA0094			
OG0008039				PA0096			
OG0008040				PA0097			
OG0008041				PA0098			
OG0008042				PA0099			
OG0008043				PA0100			
OG0008044				PA0101			
OG0008045				PA0107			
OG0008046				PA0108			
OG0008047				PA0109			
OG0008048				PA0111			
OG0008049				PA0117			
OG0008050				PA0122			
OG0008051				PA0124			
OG0008052				PA0125			
OG0008053				PA0126			
OG0008054				PA0131			
OG0008055				PA0135			
OG0008056				PA0170			
OG0008057				PA0171			
OG0008058				PA0172			
OG0008059				PA0174			
OG0008060				PA0185			
OG0008061				PA0197			
OG0008062				PA0200			
OG0008063				PA0201			
OG0008064				PA0208			
OG0008065				PA0210			
OG0008066				PA0211			
OG0008067				PA0212			
OG0008068				PA0213			
OG0008069				PA0215			
OG0008070				PA0216			
OG0008071				PA0234			
OG0008072				PA0251			
OG0008073				PA0252			
OG0008074				PA0256			
OG0008075				PA0260			
OG0008076				PA0261			
OG0008077				PA0267			
OG0008078				PA0270			
OG0008079				PA0274			
OG0008080				PA0276			
OG0008081				PA0278			
OG0008082				PA0294			
OG0008083				PA0307			
OG0008084				PA0309			
OG0008085				PA0310			
OG0008086				PA0315			
OG0008087				PA0332			
OG0008088				PA0334			
OG0008089				PA0339			
OG0008090				PA0344			
OG0008091				PA0345			
OG0008092				PA0346			
OG0008093				PA0358			
OG0008094				PA0359			
OG0008095				PA0360			
OG0008096				PA0365			
OG0008097				PA0377			
OG0008098				PA0384			
OG0008099				PA0385			
OG0008100				PA0388			
OG0008101				PA0389			
OG0008102				PA0398			
OG0008103				PA0406			
OG0008104				PA0412			
OG0008105				PA0414			
OG0008106				PA0415			
OG0008107				PA0418			
OG0008108				PA0429			
OG0008109				PA0431			
OG0008110				PA0433			
OG0008111				PA0435			
OG0008112				PA0442			
OG0008113				PA0449			
OG0008114				PA0460			
OG0008115				PA0466			
OG0008116				PA0468			
OG0008117				PA0469			
OG0008118				PA0481			
OG0008119				PA0484			
OG0008120				PA0490			
OG0008121				PA0495			
OG0008122				PA0505			
